city,dump_date,yearago_date,days_apart,matched,partial_scope,listings_yoy,reviews_ltm_all_yoy,reviews_l30d_all_yoy,reviews_ltm_matched_yoy,reviews_l30d_matched_yoy,blocked_30_yoy_pts,blocked_90_yoy_pts,blocked_30_matched_yoy_pts
austin,2025-06-13,2024-06-17,361,11287,False,0.0018470875387559538,-0.05524949947077806,-0.1616271820448878,-0.021590379568846463,-0.27749270550357175,0.028264484141250712,0.005398756299332175,0.034721360857623784
austin,2025-09-16,2024-09-13,368,7221,True,-0.3090396221464182,-0.11723124883737335,-0.06659856996935654,0.00940494762647659,-0.14030261348005502,-0.09634271641009584,-0.13054144052848393,-0.009130775977473027
austin,2025-12-22,2024-12-14,373,7928,True,-0.2741290322580645,-0.09429622815087402,-0.21381358367659742,-0.009510663726496893,-0.29518371400198606,-0.09451158917667268,-0.11403933761513108,0.0008661284897409915
austin,2026-01-18,2024-12-14,400,7812,False,-0.26619354838709675,-0.09849994889093328,-0.19082287575438261,-0.01446125410733845,-0.27923718110634,-0.07329602352797127,-0.08577465262128248,0.014008363201911678
austin,2026-02-19,2025-03-06,350,7550,False,-0.32460631196941225,-0.12634994145620337,-0.3521011460796798,0.0073027980877389265,-0.3917626869330718,-0.16384877902979866,-0.20330584231179405,-0.09697130242825602
austin,2026-03-25,2025-03-06,384,5714,True,-0.47054630289676624,-0.187353231682987,-0.014098599235946918,0.00047002604727675035,0.016310996330025862,-0.20609834014786932,-0.24334047917384527,-0.10441605413604016
austin,2026-04-23,2025-03-06,413,5684,True,-0.46276974920614344,-0.17877116897898315,-0.013643805712206691,-0.012965409266598171,0.015445061644763669,-0.20612081751615785,-0.21988750283982517,-0.10699038235984049
austin,2026-05-25,2025-06-13,346,6115,True,-0.4358332784618424,-0.1392598991691919,0.05976947387990328,0.025368483434973,0.0655523635413946,-0.14245525454868535,-0.1404261062534763,0.008460070863995584
austin,2026-06-22,2025-06-13,374,7995,False,-0.25627181141765987,-0.073031470820482,0.006042015244469123,-0.00040771828439234437,-0.06219452590420327,-0.06478983573086805,-0.07811565670615639,0.029297477590160548
austin,2026-07-18,2025-06-13,400,7818,False,-0.2643708434845592,-0.07650048255708009,0.026306004833612118,-0.004718002381553732,-0.054131054131054124,-0.07191765368668113,-0.06548838871188778,0.021881129018504364
austin,2026-08-25,2025-09-16,343,7393,True,0.05183708345200788,-0.006677759934893612,0.04344495513241409,0.040666715970861134,-0.06238583672895881,0.0006689320016211031,0.04489965129138063,0.010212363046124717
barcelona,2026-06-24,2025-09-14,283,12279,False,-0.21210716125708395,-0.08284292356873002,-0.02940153096729292,0.09994985305779736,0.11431135770234979,-0.03575640770548705,-0.010168155647670596,-0.02062328636968258
barcelona,2026-07-16,2025-09-14,305,12213,False,-0.18717156105100463,-0.06921134844521937,-0.0860009278589654,0.10214107340238265,0.04230423042304232,-0.05069802785023081,-0.0019481518819631782,-0.0333278746690685
barcelona,2026-08-23,2025-09-14,343,12169,False,-0.16398763523956728,-0.018889857599534987,0.04853862212943638,0.11176670295835822,0.10854672973413804,-0.030079387706963168,0.030241983235316905,-0.017996548607116414
chicago,2025-12-25,2025-03-11,289,6641,False,0.015546410608139105,-0.010593237497469099,0.1465968586387434,0.06152072309497836,0.09036969420356011,-0.14802209143894662,-0.17278730612795867,-0.13874416503538634
chicago,2026-01-20,2025-03-11,315,6548,False,0.00788751714677649,-0.0021218870216642705,0.2214153014693463,0.06720710207143754,0.1596015751679407,-0.16774236439646872,-0.16071573005551465,-0.1547851761352067
chicago,2026-02-25,2025-03-11,351,5680,False,-0.1059670781893004,-0.05584126341364648,-0.21955750717784162,0.07689616647670205,-0.23769478110314124,-0.10760426701281878,-0.12941290923489168,-0.09910211267605629
chicago,2026-03-27,2025-03-11,381,3523,True,-0.4109510745313214,-0.08969427009516096,0.18442830602938698,0.0823441149066444,0.20130548302872064,-0.0976565189449724,-0.08869940651154429,-0.07700823162077775
chicago,2026-04-24,2025-03-11,409,3467,True,-0.4151806127114769,-0.09034217452925697,0.4392839047458199,0.07048186834844294,0.49118118653126674,0.012279759034265258,-0.007550526463584339,0.03439092394962029
chicago,2026-05-26,2025-06-17,343,6581,False,-0.022780102278010195,0.09100629368197777,-0.10687881710061076,0.1682803232229586,-0.1723291437549097,0.04414260920104718,0.04134200720812686,0.057351972851137134
chicago,2026-06-24,2025-06-17,372,6491,False,0.006508600650860119,0.0855471330713864,0.008759241401478546,0.15107844189290698,-0.06256871564217892,0.03697900445403668,0.017710604998225188,0.05258563138704875
chicago,2026-07-20,2025-06-17,398,6379,False,0.010925151092515017,0.11292117250252098,0.029331404693024643,0.16011720657659123,-0.050106286061342264,0.041300213409377284,0.00530222938200986,0.05326331190886768
chicago,2026-08-27,2025-09-22,339,6719,False,0.0136258660508084,0.13794804065801802,0.17990472065829355,0.1610885329508327,0.06285245565467035,0.06523104484736475,0.05574311281929989,0.07579004812224044
london,2026-06-19,2025-09-14,278,70369,False,-0.043697288146091195,0.02402837843701633,0.042634779919595855,0.10396586660710994,-0.08668303583744863,0.03586308134516614,0.012934793744349138,0.04196639618771525
london,2026-07-16,2025-09-14,305,68447,False,-0.0506446717799961,0.03372832202727927,0.39507267292031756,0.09762694637653979,0.21282790592492096,-0.021053971526062476,-0.004825587195873782,-0.008672890460258875
london,2026-08-18,2025-09-14,338,67381,False,-0.04220045214770163,0.054751797156370685,0.05020101020513357,0.08991953315772272,-0.12268782827129476,-0.03523852283493267,-0.01510100251539881,-0.019386276052101747
los-angeles,2025-12-04,2025-03-01,278,34304,False,0.01230263596189296,-0.018635600934384655,0.1819598496654138,0.03533718573200617,0.06297008920762637,-0.025703064187232116,-0.02686435102151341,-0.02702211598258697
los-angeles,2026-01-15,2025-03-01,320,33491,False,0.019142368590526537,-0.014448965267648606,0.17027225226876896,0.029656818901105053,0.0197215083965816,-0.03340599084545759,-0.01912326040241208,-0.03292028704229
los-angeles,2026-02-13,2025-03-01,349,32884,False,0.019431058604072682,-0.0013626443525657228,0.0338711155926299,0.03522369974198525,-0.10738457819676095,-0.0036245806931413105,-0.003769337512874227,-0.007500101366419321
los-angeles,2026-03-16,2025-03-01,380,32290,False,0.023472718793719816,0.01472588092078575,0.3909615913465945,0.037398540682711534,0.2068690095846646,0.010660789303309604,0.010811593292159749,0.004545266852482688
los-angeles,2026-04-14,2025-03-01,409,31603,False,0.005862627967400336,0.02411907921432732,0.4229993583279861,0.03496974499351668,0.24091537784483852,-0.013810752267586768,0.02634131699380393,-0.015112489320634248
los-angeles,2026-05-23,2025-06-17,340,30441,False,-0.0765064617687854,0.05167960832533258,-0.09502436522185176,0.09549935463903747,-0.19963664891201127,-0.011160199039011665,0.02030115846516456,-0.016394555588405968
los-angeles,2026-06-15,2025-06-17,363,30021,False,-0.03676713414499899,0.04869263981763772,-0.003109771736342637,0.0827529788369199,-0.12113746450643059,0.009448295395477091,0.01084050022720462,0.012555655485604555
los-angeles,2026-07-12,2025-06-17,390,29482,False,-0.03557825675348403,0.06228278506740326,0.12461528597076166,0.07992945809681129,-0.021272096760551418,0.005257035153969025,-0.01223121499482549,0.006527146507473436
los-angeles,2026-08-10,2025-09-01,343,30722,False,-0.04687704310682994,0.08286039863705219,0.11293898403110236,0.11959980696735939,-0.027736625514403257,0.043417318965886076,0.020761920698678993,0.0453377601284638
mexico-city,2026-03-30,2025-06-25,278,16987,True,-0.13753266921707508,0.03273922173228572,0.14035760877906522,0.11388514264542415,0.017055780791276343,-0.014750450154233041,-0.0046216221384396405,0.022187555189262298
mexico-city,2026-04-29,2025-06-25,308,16896,True,-0.10620809817809929,0.023132020067841097,0.31678305579003907,0.09451939750228089,0.16381053239626464,-0.04073009334742117,-0.02464031836380509,-0.0008266256313131937
mexico-city,2026-05-29,2025-06-25,338,17881,False,0.041362069618575026,0.12686086795100215,0.3365436267362443,0.10657116734450556,0.052351011481684084,-0.05601259548086279,-0.05160829210837381,0.010008761627798624
mexico-city,2026-06-15,2025-06-25,355,20020,False,0.19048520889360243,0.17423630582001137,0.37383930626966455,0.09576108166456776,0.020794701986754927,-0.05861700690486338,-0.029048033742056,-0.007607392607392516
mexico-city,2026-07-14,2025-06-25,384,19724,False,0.18344002121131786,0.1923634198262747,0.4925945821502571,0.09084387050488751,0.0521680822530175,-0.031110747594986443,-0.027534551598681234,0.011267153383357043
mexico-city,2026-08-30,2025-09-27,337,20674,False,0.13197294000221804,0.19225694886184264,0.1847467206044202,0.13189294210090097,-0.098864532949127,-0.06701799603154868,-0.03700558813664545,-0.03673696430298923
nashville,2025-06-19,2024-06-22,362,6997,False,0.07827440515899498,0.005745585256611507,0.04863868406125915,0.02776550810258671,-0.08716852010265186,-0.01135725424410794,-0.007821660994534407,-0.0037349340193416625
nashville,2025-09-23,2024-09-18,370,6995,False,0.030220379663975505,-0.022517143734434142,0.025465230166503483,0.005435540069686384,-0.07958062905641539,-0.0027826776682924326,-0.009439939758041804,-0.005265665951870502
nashville,2025-12-27,2024-12-21,371,4704,True,-0.2989581118435042,-0.2014791787079071,-0.11136942322594934,0.047689937057640686,-0.004260395364689806,-0.007404865527530391,-0.011304079826086277,0.0042729591836735414
nashville,2026-01-22,2024-12-21,397,4636,True,-0.2933234105889857,-0.18539114625126962,0.016273663234805724,0.04345720857039104,0.08381112984822936,-0.014635094782957436,0.020936212322422598,-0.003997699165947721
nashville,2026-02-25,2025-03-15,347,4855,True,-0.30839853938445483,-0.17289597193110362,-0.2860969729440128,0.09816703406040128,-0.21891278215573662,-0.011554014212209807,-0.01927307083571239,-0.010264332303467127
nashville,2026-03-28,2025-03-15,378,4306,True,-0.37089201877934275,-0.18129727512986427,-0.0051790338423073345,0.10167730842594502,0.11498257839721249,-0.013047864885367577,-0.023009273890681192,-0.0008128193218764901
nashville,2026-04-25,2025-03-15,406,4230,True,-0.37433489827856026,-0.19529185272942673,0.09724082507366738,0.10034951311141427,0.26841574167507565,0.02189177113625229,0.007525927854149628,0.03343577620173355
nashville,2026-05-26,2025-06-19,341,5669,True,-0.16467312848009896,-0.051125533266769496,0.0029749830966869784,0.09283231177385409,-0.010656708261226,-0.024655412426042078,-0.016623897692594203,0.038148997471629364
nashville,2026-06-26,2025-06-19,372,7127,False,0.056094040008249024,0.001083552691295342,-0.0847870182555781,0.0674401582734856,-0.15559623430962344,0.017149050617173645,0.014338486823795904,0.03149057574482028
nashville,2026-07-21,2025-06-19,397,7007,False,0.04897917096308513,0.007635926295724849,0.0233265720081135,0.06645467363844659,-0.05849189570119806,-0.0017445601584039627,0.02144918792892825,0.006912135483564064
nashville,2026-08-27,2025-09-23,338,7212,False,0.07635285396590064,0.05157469779996049,0.11986628462273163,0.08907844956813471,0.00553129548762743,-0.050409232517487634,0.018369295702702515,-0.03953133666112041
new-orleans,2026-03-19,2025-06-09,283,5216,False,-0.1733581494283435,-0.08734604928624101,0.3275917578879588,0.04060553065908845,0.3274695534506089,0.10916102255796833,0.052664539199055005,0.16079371165644174
new-orleans,2026-04-18,2025-06-09,313,3102,True,-0.49893645307099177,-0.156179490848256,0.24211204121056018,0.12609781645314633,0.41993499458288186,0.15503510203145376,0.04352981112496912,0.18655705996131533
new-orleans,2026-05-23,2025-06-09,348,5180,False,-0.16059558628024462,-0.053677757354964384,0.10640695428203473,0.06557170813530888,0.09605522682445766,-0.03783539690671078,-0.047322909606416275,0.010772200772200757
new-orleans,2026-06-16,2025-06-09,372,5671,False,-0.04427014091996806,-0.06061173052158886,0.028332260141661347,0.051373418254257786,-0.004160063391442148,0.0019635369731816343,-0.00950360666535921,0.012402280608946215
new-orleans,2026-07-15,2025-06-09,401,5626,False,-0.0421430470619516,-0.054569268190673204,-0.07807469414037349,0.04484133717970473,-0.11166500498504484,-0.021046567179974884,-0.006670004825975795,-0.009953785993601083
new-orleans,2026-08-15,2025-09-11,338,5804,False,-0.018941429339065063,0.025245166065315905,0.3648877082830235,0.10146039362280845,0.24596202890337215,-0.05092267532720052,-0.017147843759341863,-0.04271766597748683
new-york-city,2026-07-12,2025-10-01,284,25361,False,-0.16656974329151786,-0.06993993826988854,-0.05011977151280633,0.024377739187960046,-0.08585967951494156,-0.007416136519468153,0.0010633107090198823,-0.013790202804831564
new-york-city,2026-08-10,2025-10-01,313,25090,False,-0.16274819307136335,0.005846286461085093,0.14234383637368708,0.059848857264266586,-0.00937904269081502,-0.05566499865073182,0.0032795096798812207,-0.05403746512554797
paris,2024-12-06,2023-12-12,360,56402,True,0.2247036822774422,0.05482016757958452,0.16587821445900053,-0.0880275223741721,-0.1977602756583805,0.050051562669437444,0.026010633821053508,-0.017248797323972
paris,2025-03-03,2024-03-16,352,60827,False,0.01975188691541163,0.0469919762675044,0.08089921544960776,0.007038902528537783,-0.12244897959183676,-0.031412871696747,-0.011990511145938743,-0.01502950992158092
