rule,horizon_sessions,n,hit_rate,mean_excess_pct,median_excess_pct,sd_pct,t_stat,p_value,cost_bp_per_trade,note,loyo_min_mean_pct,loyo_max_mean_pct,loyo_min_abs_t,loyo_sign_stable
R1 buy close of day-1 after a down print,20,12,0.4166666666666667,-0.5891267641552907,-3.3714003804346526,6.242549008196888,-0.3269169328989681,0.7498671086707593,10.0,"entry = reaction-day close; excess vs QQQ, 10bp cost",-1.1861423654403553,-0.11811419330145694,0.061987740312741936,True
R1 buy close of day-1 after a down print,60,12,0.5,1.067137849504216,2.366841630035255,8.870800020053286,0.41672385125191663,0.6848964393128734,10.0,"entry = reaction-day close; excess vs QQQ, 10bp cost",-0.6290869536118033,2.697481731789903,0.11740896683607586,False
R2 short close of day-1 after an up print,20,11,0.6363636363636364,5.890328328584034,7.090646538371903,8.362455052899888,2.3361571254293203,0.04161125855108785,10.0,short ABNB vs long QQQ,3.880495282104369,8.19215468900104,1.495597905010408,True
R2 short close of day-1 after an up print,60,10,0.8,12.817066535260484,13.761143106852582,17.62081382178052,2.300184519471328,0.046985200636665614,10.0,short ABNB vs long QQQ,10.487034218751974,15.027890669485174,1.5493098931131626,True
R2b buy close of day-1 after an up print,20,11,0.36363636363636365,-6.090328328584035,-7.290646538371902,8.362455052899888,-2.4154789219442154,0.03634141801333418,10.0,,-8.392154689001039,-4.080495282104369,1.5726807409003338,True
R2b buy close of day-1 after an up print,60,10,0.2,-13.017066535260486,-13.961143106852582,17.62081382178052,-2.336077046254167,0.04430401767674319,10.0,,-15.227890669485177,-10.687034218751975,1.5788570436381952,True
"R3 buy -20d, sell at the release close",20,23,0.5217391304347826,1.0258279698388335,0.05743223175779252,8.332164441221519,0.5904465940338217,0.5609082433578351,10.0,exits at the release-day close; carries no event risk,-0.23739433005701036,2.317796057944415,0.04017197022074069,False
R4 buy a -7% non-earnings day,5,9,0.6666666666666666,1.5444296661931405,1.0211909216142012,3.3198665039334556,1.3956250930842526,0.20034501818829115,10.0,9 of 18 >=7% down days are not within 3 sessions of a print,-1.2205378471164947,2.210554736816302,0.898241080517017,False
R4 buy a -7% non-earnings day,20,9,0.5555555555555556,3.3016125951711746,1.336323003091843,10.613619921256674,0.9332195668394323,0.3780123014318599,10.0,9 of 18 >=7% down days are not within 3 sessions of a print,2.220652552114965,4.531860015315051,0.4164900126928931,True
R4 buy a -7% non-earnings day,60,9,0.5555555555555556,2.5250155913121497,1.9527965575137354,11.712245526989763,0.6467629761073971,0.535896422809556,10.0,9 of 18 >=7% down days are not within 3 sessions of a print,1.0525678239336682,5.979650231607437,0.25673065209860785,True
R5 buy after 3 consecutive down days,5,146,0.4657534246575342,0.6853605741000789,-0.34268422722847347,5.221398824433465,1.5860200692941624,0.11491317455144698,10.0,overlapping windows; t-stats are optimistic,0.20897163990776518,1.2007652105702968,0.5228649100402339,True
R5 buy after 3 consecutive down days,10,146,0.4520547945205479,0.19518182850404064,-0.8757399343224835,6.814464638122997,0.3460860290962166,0.7297797155213562,10.0,overlapping windows; t-stats are optimistic,-0.3238671642368869,0.806270857045967,0.05321315669509522,False
R5 buy after 3 consecutive down days,20,146,0.5684931506849316,1.9874157371697116,0.8340551737247456,10.622118867200047,2.2607575777578344,0.025262984605829198,10.0,overlapping windows; t-stats are optimistic,1.0599564303194127,3.0279333759702545,1.185102072620952,True
R6 12-1 momentum: long when relative 12-1 > 0,21,4,0.5,-1.5502123856858732,1.0049381536073154,11.575956069697455,-0.26783314939210706,0.8061869776449173,10.0,calendar-month holding periods,-1.4178783769248824,3.7640815072510603,0.17326492280545625,False
R6b 12-1 momentum: long when relative 12-1 < 0,21,53,0.4528301886792453,-0.5596999811016918,-1.7971643362663987,9.274196712865235,-0.43935636622804464,0.6622237939328101,10.0,calendar-month holding periods,-1.100035759581138,-0.010408178166795987,0.007018953291029507,True
R6c 12-1 momentum: long when absolute 12-1 > 0,21,27,0.48148148148148145,-0.9076328335770418,-0.6636082664124187,9.25079958497197,-0.5098152331373549,0.614481476899347,10.0,calendar-month holding periods,-2.3070380512804034,-0.2697304785416716,0.13120349417726518,True
R6d 12-1 momentum: long when absolute 12-1 < 0,21,30,0.43333333333333335,-0.37862873448510104,-2.3828100918812325,9.557861273698759,-0.21697688725384637,0.8297456211236265,10.0,calendar-month holding periods,-1.4423151590564298,0.04357484171144056,0.024054367779124917,False
R7 short ABNB vs QQQ through May,21,6,1.0,14.383483570091746,15.773923948127624,5.693944898242262,6.187660066978588,0.0016077564997411763,10.0,"calendar month; selected after looking at the seasonality table, so in-sample",13.37583411793715,16.6059448483668,4.986604309337083,True
R7b long ABNB vs QQQ through February,21,6,1.0,7.567359860764647,7.577583606534816,3.875085793550922,4.783421928294027,0.004955627187813914,10.0,"calendar month; selected after looking at the seasonality table, so in-sample",6.599587962919832,8.527779075666693,3.8373640843782164,True
R7c short ABNB vs QQQ through November,21,5,1.0,4.954425322722853,4.271508132779889,3.325400585983068,3.3314578272919815,0.02906612544828284,10.0,"calendar month; selected after looking at the seasonality table, so in-sample",3.7165624560457244,5.994214096752954,2.4899554197400247,True
B0 always long ABNB vs QQQ (monthly),21,57,0.45614035087719296,-0.5292096235286519,-1.6971643362663986,9.333326441736359,-0.42808371314718296,0.670232113647502,0.0,buy-and-hold benchmark that every rule has to beat,,,,
