print_quarter,print_date,reaction_date,release_time_convention,pre_close_date,pre_close,entry_open_time,entry_open_px,entry_postclose_time,entry_postclose_px,gap_pct,gap_excess_pct,exit_date_1d,legacy_1d_pct,postclose_1d_pct,open_1d_pct,exit_px_1d,exit_date_5d,legacy_5d_pct,postclose_5d_pct,open_5d_pct,exit_px_5d,exit_date_20d,legacy_20d_pct,postclose_20d_pct,open_20d_pct,exit_px_20d
2020Q4,2021-02-25,2021-02-26,after US close on print_date,2021-02-25,182.05999755859375,2021-02-26 09:30 ET,194.17999267578125,2021-02-26 16:00 ET,206.35000610351562,6.657143403117338,5.691756560142047,2021-02-26,12.922993552963336,0.0,6.808781448766654,206.35000610351562,2021-03-04,1.7854827944801976,-9.462079994999717,-3.4639344914616954,180.22999572753906,2021-03-25,-2.7611928981566614,-13.73596841065422,-7.84897892781764,176.16000366210938
2021Q1,2021-05-13,2021-05-14,after US close on print_date,2021-05-13,135.75,2021-05-14 09:30 ET,137.67999267578125,2021-05-14 16:00 ET,141.1999969482422,1.4217257280156437,0.4008671437449651,2021-05-14,1.8070466211788316,0.0,1.3818242110785084,141.1999969482422,2021-05-20,-2.640261754505535,-4.288639851362241,-3.0061314127790006,136.1999969482422,2021-06-11,2.490175522231408,0.5777186934682765,2.037182927541137,148.44000244140625
2021Q2,2021-08-12,2021-08-13,after US close on print_date,2021-08-12,151.14999389648438,2021-08-13 09:30 ET,146.66000366210938,2021-08-13 16:00 ET,152.75999450683594,-2.9705527063732418,-3.068508212137766,2021-08-13,0.7141734175141412,0.0,3.906482667419975,152.75999450683594,2021-08-19,-4.652201715580562,-5.300505068164574,-1.6659614224246444,142.64999389648438,2021-09-10,6.830300079692853,6.036779248076507,10.276646566140869,165.1999969482422
2021Q3,2021-11-04,2021-11-05,after US close on print_date,2021-11-04,178.4499969482422,2021-11-05 09:30 ET,186.14999389648438,2021-11-05 16:00 ET,201.6199951171875,4.314932518869985,3.8578968806198377,2021-11-05,12.888602470259292,0.0,8.670467817555538,201.6199951171875,2021-11-11,9.290644453712693,-2.955246849288551,5.295388930346534,191.61000061035156,2021-12-03,-2.767095061065561,-13.413825176086203,-6.194621873223505,166.75
2021Q4,2022-02-15,2022-02-16,after US close on print_date,2022-02-15,180.07000732421875,2022-02-16 09:30 ET,178.2949981689453,2022-02-16 16:00 ET,186.63999938964844,-0.985732816724727,-0.33709396941561387,2022-02-16,3.673847194366908,0.0,4.053008049895768,186.63999938964844,2022-02-23,-9.17678731320175,-12.133261150369524,-8.951174548348417,150.0399932861328,2022-03-16,-9.066472986815876,-12.135343900962603,-8.829273885706257,155.75
2022Q1,2022-05-03,2022-05-04,after US close on print_date,2022-05-03,145.0,2022-05-04 09:30 ET,152.5500030517578,2022-05-04 16:00 ET,156.17999267578125,5.206898656384706,5.053209984683282,2022-05-04,4.329121994690466,0.0,-0.8430355351928043,156.17999267578125,2022-05-10,-14.245709263746932,-16.89348782743616,-18.06474520618505,116.12999725341797,2022-06-01,-15.482367504976436,-18.105518861831037,-19.319019616857812,116.72000122070312
2022Q2,2022-08-02,2022-08-03,after US close on print_date,2022-08-02,116.33999633789062,2022-08-03 09:30 ET,108.2249984741211,2022-08-03 16:00 ET,115.0199966430664,-6.9752433550030695,-7.52243938916436,2022-08-03,-3.857866921122699,0.0,4.11436157138223,115.0199966430664,2022-08-09,-2.5080157968451644,1.2951279113606162,5.416772062076669,114.44000244140625,2022-08-30,0.9853062123185152,4.634454385537856,8.761119662775718,112.55999755859375
2022Q3,2022-11-01,2022-11-02,after US close on print_date,2022-11-01,109.05000305175781,2022-11-02 09:30 ET,102.6449966430664,2022-11-02 16:00 ET,94.41000366210938,-5.87345825717348,-5.862553971289952,2022-11-02,-9.99731611111141,0.0,-4.605604767859772,94.41000366210938,2022-11-08,-7.283021812022572,3.302968034166609,-1.6345409241550923,98.9000015258789,2022-11-30,-12.970256556627657,-2.2308590216119306,-7.137323703791177,102.13999938964844
2022Q4,2023-02-14,2023-02-15,after US close on print_date,2023-02-14,120.87000274658203,2023-02-15 09:30 ET,130.0,2023-02-15 16:00 ET,137.00999450683594,7.553567507200332,8.156666481451557,2023-02-15,12.587084097299517,0.0,4.014798615662896,137.00999450683594,2023-02-22,9.320281349122805,-2.3484871753783665,1.3467920254149113,127.20999908447266,2023-03-15,-3.4819642480507618,-13.81073525068236,-10.672748360077644,113.58000183105469
2023Q1,2023-05-09,2023-05-10,after US close on print_date,2023-05-09,127.06999969482422,2023-05-10 09:30 ET,109.8499984741211,2023-05-10 16:00 ET,113.19000244140625,-13.551586733343267,-14.322629002900644,2023-05-10,-12.011284172668258,0.0,2.725809149277625,113.19000244140625,2023-05-16,-18.761920707047874,-7.494664913660431,-4.979797493899863,105.41000366210938,2023-06-07,-16.72933759638846,-4.314553379445729,-1.5214077445124374,116.55000305175781
