month,visitors,yoy_pct_reported,yoy_pct,source,release_date
2003-02-01,394869.0,-1.303,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-03-01,456614.0,5.202,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-04-01,354054.0,-23.095,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-05-01,288562.0,-34.199,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-06-01,352431.0,-20.106,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-07-01,515692.0,-0.062,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-08-01,550380.0,13.534,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-09-01,457574.0,13.993,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-10-01,527859.0,11.879,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-11-01,444435.0,9.863,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2003-12-01,418408.0,6.281,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-02-01,417519.0,5.736,,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-03-01,488778.0,7.044,23.782,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-04-01,546662.0,54.401,19.721,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-05-01,500830.0,73.561,41.456,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-06-01,505003.0,43.291,75.007,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-07-01,610190.0,18.325,73.137,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-08-01,567869.0,3.178,10.118,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-09-01,481570.0,5.244,-12.502,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-10-01,539353.0,2.177,17.872,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-11-01,486403.0,9.443,-7.854,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2004-12-01,455394.0,8.84,2.466,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-02-01,519460.0,24.416,24.152,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-03-01,557640.0,14.089,33.56,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-04-01,584406.0,6.904,19.565,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-05-01,530752.0,5.974,-2.91,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-06-01,551134.0,9.135,10.044,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-07-01,669172.0,9.666,32.509,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-08-01,618655.0,8.943,1.387,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-09-01,540462.0,12.229,-4.826,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-10-01,599539.0,11.159,24.497,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-11-01,526229.0,8.188,-2.433,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2005-12-01,514197.0,12.913,5.714,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2006-02-01,513906.0,-1.069,12.849,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2006-03-01,579197.0,3.866,11.5,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2006-04-01,672319.0,15.043,20.565,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
