date,abnb_open,abnb_close,qqq_open,qqq_close
2020-12-01,,,301.9700012207031,303.4599914550781
2020-12-02,,,302.25,303.8500061035156
2020-12-03,,,304.1700134277344,304.2799987792969
2020-12-04,,,304.3299865722656,305.5199890136719
2020-12-07,,,305.7099914550781,307.25
2020-12-08,,,306.760009765625,308.2900085449219
2020-12-09,,,308.07000732421875,301.30999755859375
2020-12-10,146.0,144.7100067138672,299.2099914550781,302.5199890136719
2020-12-11,146.5500030517578,139.25,300.80999755859375,301.8500061035156
2020-12-14,135.0,130.0,303.0799865722656,304.0400085449219
2020-12-15,126.69000244140625,124.80000305175781,306.3699951171875,307.2900085449219
2020-12-16,125.83000183105469,137.99000549316406,307.70001220703125,308.9800109863281
2020-12-17,143.0,147.0500030517578,310.6300048828125,311.0
2020-12-18,150.4499969482422,157.3000030517578,311.6600036621094,310.05999755859375
2020-12-21,155.30999755859375,163.02000427246094,306.4599914550781,308.9200134277344
2020-12-22,170.0,163.19000244140625,309.8500061035156,309.760009765625
2020-12-23,162.81399536132812,158.00999450683594,309.80999755859375,308.20001220703125
2020-12-24,159.16000366210938,154.83999633789062,308.4700012207031,309.55999755859375
2020-12-28,158.60000610351562,149.0,312.25,312.67999267578125
2020-12-29,150.0,150.0,314.04998779296875,312.9599914550781
2020-12-30,151.33999633789062,148.42999267578125,314.1600036621094,312.9700012207031
2020-12-31,146.89999389648438,146.8000030517578,312.8699951171875,313.739990234375
2021-01-04,150.99000549316406,139.14999389648438,315.1099853515625,309.30999755859375
2021-01-05,138.27999877929688,148.3000030517578,308.2900085449219,311.8599853515625
2021-01-06,145.75,142.77000427246094,307.0,307.5400085449219
2021-01-07,146.3699951171875,151.27000427246094,310.2799987792969,314.9800109863281
2021-01-08,153.4499969482422,149.77000427246094,317.3399963378906,319.0299987792969
2021-01-11,147.99000549316406,148.1300048828125,315.9800109863281,314.4200134277344
2021-01-12,148.0800018310547,160.8000030517578,314.4599914550781,313.9200134277344
2021-01-13,160.80999755859375,169.99000549316406,314.19000244140625,316.0400085449219
2021-01-14,175.5399932861328,180.5,316.5,314.3500061035156
2021-01-15,184.5800018310547,169.27000427246094,314.1300048828125,311.8599853515625
2021-01-19,173.0,173.69000244140625,314.25,316.4100036621094
2021-01-20,176.00999450683594,161.8300018310547,320.1400146484375,323.7699890136719
2021-01-21,164.99000549316406,180.39999389648438,325.1499938964844,326.3599853515625
2021-01-22,178.08999633789062,181.8699951171875,325.2900085449219,325.4200134277344
2021-01-25,186.0500030517578,177.52999877929688,328.9100036621094,328.1099853515625
2021-01-26,180.0,192.74000549316406,328.8500061035156,328.5899963378906
2021-01-27,187.63999938964844,201.25,326.260009765625,319.42999267578125
2021-01-28,202.60000610351562,187.3699951171875,320.6700134277344,321.32000732421875
2021-01-29,190.7100067138672,183.6300048828125,319.5799865722656,314.55999755859375
2021-02-01,187.47999572753906,180.44000244140625,318.1099853515625,322.4200134277344
2021-02-02,183.22000122070312,179.1699981689453,325.4800109863281,327.67999267578125
2021-02-03,181.97999572753906,185.72000122070312,329.82000732421875,326.3800048828125
2021-02-04,187.07000732421875,195.8000030517578,327.82000732421875,330.239990234375
2021-02-05,197.0,195.30999755859375,331.2200012207031,331.3599853515625
2021-02-08,199.92999267578125,200.42999267578125,333.1000061035156,333.5799865722656
2021-02-09,199.2030029296875,199.8800048828125,332.6199951171875,333.510009765625
2021-02-10,205.47999572753906,211.66000366210938,334.989990234375,332.75
2021-02-11,213.5,216.83999633789062,334.3299865722656,334.5799865722656
2021-02-12,214.45799255371094,212.67999267578125,333.7099914550781,336.45001220703125
2021-02-16,216.24000549316406,209.86000061035156,337.2699890136719,335.5400085449219
2021-02-17,207.0500030517578,201.9600067138672,332.4700012207031,333.92999267578125
2021-02-18,199.00999450683594,198.0399932861328,330.2300109863281,332.4700012207031
2021-02-19,203.9499969482422,201.07000732421875,333.8599853515625,331.0199890136719
2021-02-22,200.6999969482422,195.33999633789062,326.5,322.44000244140625
2021-02-23,189.0,187.58999633789062,317.0,321.4800109863281
2021-02-24,190.97999572753906,200.1999969482422,318.739990234375,324.1300048828125
2021-02-25,197.41000366210938,182.05999755859375,321.3900146484375,312.8299865722656
2021-02-26,194.17999267578125,206.35000610351562,315.8500061035156,314.1400146484375
2021-03-01,195.82000732421875,196.4199981689453,319.2699890136719,323.5899963378906
2021-03-02,195.6300048828125,189.89999389648438,324.25,318.3999938964844
2021-03-03,186.97000122070312,180.39999389648438,317.2699890136719,309.1600036621094
2021-03-04,178.63999938964844,180.22999572753906,308.7799987792969,304.1000061035156
2021-03-05,182.52000427246094,179.80999755859375,306.79998779296875,308.67999267578125
2021-03-08,179.99200439453125,180.80999755859375,308.1199951171875,299.94000244140625
2021-03-09,184.99000549316406,183.11000061035156,307.4700012207031,311.7699890136719
