sheet,cell,issue_type,severity,description,suggested_fix
Valuation,B50,hard-coded constant in formula,auto,literal(s) ['18'] in =(18*B6+B10)/B11,
Valuation,C50,hard-coded constant in formula,auto,literal(s) ['22'] in =(22*C6+C10)/C11,
Valuation,D50,hard-coded constant in formula,auto,literal(s) ['25.5'] in =(25.5*D6+D10)/D11,
Card_5Nov,"row 5: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 6: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 7: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 8: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 9: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 10: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 11: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 12: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 13: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 14: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 15: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 16: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 19: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 20: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 21: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 22: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 23: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Card_5Nov,"row 24: C,D,E",formula differs from its row neighbours,auto,"4 distinct patterns across ['B', 'C', 'D', 'E']; majority ['B']",
Cash,"row 6: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 7: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 8: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,row 9: C,formula differs from its row neighbours,auto,"2 distinct patterns across ['C', 'D', 'E', 'F']; majority ['D', 'E', 'F']",
Cash,"row 10: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 11: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 12: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 13: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 15: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 17: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 19: E,F",formula differs from its row neighbours,auto,"3 distinct patterns across ['D', 'E', 'F']; majority ['D']",
Cash,"row 20: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,"row 21: D,E,F",formula differs from its row neighbours,auto,"4 distinct patterns across ['C', 'D', 'E', 'F']; majority ['C']",
Cash,row 22: C,formula differs from its row neighbours,auto,"2 distinct patterns across ['C', 'D', 'E', 'F']; majority ['D', 'E', 'F']",
Cash,"row 23: C,D",formula differs from its row neighbours,auto,"3 distinct patterns across ['C', 'D', 'E', 'F']; majority ['E', 'F']",
