quarter,reaction_date,runup_20d_excess_pct,day1_excess_pct,drift_5d_excess_pct,drift_20d_excess_pct,drift_60d_excess_pct,cum_20d_incl_day1,excess_20d_from_release,year,day1_sign
2020Q4,2021-02-26,-7.469235378142358,11.659448730469224,-11.478268516106727,-16.58296299130133,-40.883566645506235,-4.923514260832107,-2.585165288454828,2021,up
2021Q1,2021-05-14,-16.06429076970751,1.0443191965245102,-3.8826607464551923,-0.7362906434130476,-8.11611066597465,0.3080285531114626,0.8261620388191329,2021,up
2021Q2,2021-08-13,7.9828385244144595,0.8130728341506863,-6.286730704598332,3.415100356414989,26.35617037360554,4.228173190565675,7.705125224891551,2021,up
2021Q3,2021-11-05,-4.493394171215304,13.556834911666147,3.975411209831428,-8.830175815018812,-21.23275996357917,4.726659096647334,-2.7412216350995555,2021,up
2021Q4,2022-02-16,20.298502439833676,4.271477728048936,-14.149887368854465,-15.67485726149597,-27.643161618694602,-11.403379533447033,-11.455125560019985,2022,up
2022Q1,2022-05-04,-4.41923984908593,3.3966112701628735,-12.388480432666869,-15.605250627324219,-21.693337987156347,-12.208639357161346,-12.50416202498078,2022,up
2022Q2,2022-08-03,11.725361240324817,-4.3588394138572415,2.8076112952130288,6.250704983982413,14.174846620296591,1.8918655701251712,0.6983233609860733,2022,down
2022Q3,2022-11-02,0.8999117463038053,-9.869371729521815,2.08182597172315,-3.7479112915054014,4.563159619245183,-13.617283021027216,-12.704572164787864,2022,down
2022Q4,2023-02-15,10.399872516155883,15.102913051881165,-6.984181834428149,-15.993152854322569,-37.173904861213146,-0.8902398024414033,-4.4210006336028,2023,up
2023Q1,2023-05-10,9.381432495113163,-13.257044387189433,-6.147212481095375,-6.846778818835231,10.256915351427933,-20.103823206024664,-17.813783299670426,2023,down
2023Q2,2023-08-04,8.202448522384053,-0.07779912409888645,-3.485541862616248,-7.346780085372595,-12.03987619788134,-7.4245792094714815,-8.422937882262094,2023,down
2023Q3,2023-11-02,-5.456308479054928,-4.917171605544589,-1.8272620666849662,7.954400859323606,7.306230113353372,3.0372292537790164,-3.4668837812650493,2023,down
2023Q4,2024-02-14,7.055036692248363,-3.0807867988930324,4.044546350008528,12.063499439320612,-3.6937664681182296,8.98271264042758,7.467425342223864,2024,down
2024Q1,2024-05-09,-1.870395913797307,-6.988412991264736,-2.4128144710490513,-5.248218764470614,-10.163874969724175,-12.23663175573535,-12.11803105105579,2024,down
2024Q2,2024-08-07,-2.7176706418700416,-10.496649821282366,-3.4983413535565084,-3.2112952937762493,4.290059779102741,-13.707945115058616,-14.244722531431686,2024,down
2024Q3,2024-11-08,6.710001137774846,-9.729513915538979,1.9781282923890364,0.33007877480757397,-1.6749969936057374,-9.399435140731406,-10.49531495862681,2024,down
2024Q4,2025-02-14,2.7133523143460847,14.94333028981709,-8.988558916472655,-15.300669569862258,-13.417708468450495,-0.35733928004516624,-2.834226773710391,2025,up
2025Q1,2025-05-02,-0.17605235510980144,-0.48370235681296503,1.6301229828630248,-3.669960628916691,-9.037279800600697,-4.153662985729656,-3.7974274338947724,2025,down
2025Q2,2025-08-07,-6.630240182222136,-7.995863455005925,1.4540184684842767,1.5360647708441366,-6.130044733607653,-6.459798684161789,-5.170654880965798,2025,down
2025Q3,2025-11-07,0.15743223175779253,0.6073372835802227,1.092911363952942,-1.4404026335870457,2.279835322828616,-0.833065350006823,0.8930573854592616,2025,up
2025Q4,2026-02-13,-9.621940393504392,3.85243654132248,1.2947749171186578,5.497461236907797,-6.502501799409498,9.349897778230277,8.903670923566864,2026,up
2026Q1,2026-05-08,-5.140266256056346,-1.8721967015352678,-6.312458096689232,-6.259286238280847,7.392602566102548,-8.131482939816115,-7.01619710876469,2026,down
2026Q2,2026-08-07,4.426887835402282,16.834445255175943,2.966278709039713,3.1973388504975553,,20.0317841056735,22.463525158183458,2026,up
