Date,n_firms,share_buy,share_hold,share_sell,mean_price_target,n_price_targets,close,pt_premium_pct
2020-12-10,,,,,,,144.71,
2020-12-11,1.0,0.0,1.0,0.0,,0.0,139.25,
2020-12-14,1.0,0.0,1.0,0.0,,0.0,130.0,
2020-12-15,1.0,0.0,1.0,0.0,,0.0,124.8,
2020-12-16,1.0,0.0,1.0,0.0,,0.0,137.99,
2020-12-17,1.0,0.0,1.0,0.0,,0.0,147.05,
2020-12-18,2.0,0.5,0.5,0.0,180.0,1.0,157.3,14.431023521932595
2020-12-21,2.0,0.5,0.5,0.0,180.0,1.0,163.02,10.41589988958409
2020-12-22,2.0,0.5,0.5,0.0,180.0,1.0,163.19,10.300876279183768
2020-12-23,2.0,0.5,0.5,0.0,180.0,1.0,158.01,13.916840706284429
2020-12-24,2.0,0.5,0.5,0.0,180.0,1.0,154.84,16.249031258072844
2020-12-28,2.0,0.5,0.5,0.0,180.0,1.0,149.0,20.805369127516784
2020-12-29,2.0,0.5,0.5,0.0,180.0,1.0,150.0,19.999999999999996
2020-12-30,2.0,0.5,0.5,0.0,180.0,1.0,148.43,21.269285184935647
2020-12-31,2.0,0.5,0.5,0.0,180.0,1.0,146.8,22.615803814713885
2021-01-04,17.0,0.4117647058823529,0.5882352941176471,0.0,163.5,14.0,139.15,17.499101688825004
2021-01-05,19.0,0.42105263157894735,0.5789473684210527,0.0,163.5,14.0,148.3,10.249494268374914
2021-01-06,19.0,0.42105263157894735,0.5789473684210527,0.0,163.5,14.0,142.77,14.51985711283883
2021-01-07,19.0,0.42105263157894735,0.5789473684210527,0.0,163.5,14.0,151.27,8.084881338004891
2021-01-08,19.0,0.42105263157894735,0.5789473684210527,0.0,163.5,14.0,149.77,9.16738999799691
2021-01-11,19.0,0.42105263157894735,0.5789473684210527,0.0,163.5,14.0,148.13,10.376021062580175
2021-01-12,19.0,0.42105263157894735,0.5789473684210527,0.0,163.5,14.0,160.8,1.6791044776119257
2021-01-13,19.0,0.42105263157894735,0.5789473684210527,0.0,163.5,14.0,169.99,-3.817871639508208
2021-01-14,19.0,0.42105263157894735,0.5789473684210527,0.0,163.5,14.0,180.5,-9.418282548476453
2021-01-15,20.0,0.4,0.6,0.0,162.86666666666667,15.0,169.27,-3.7829109312538134
2021-01-19,20.0,0.4,0.6,0.0,162.86666666666667,15.0,173.69,-6.231408448001218
2021-01-20,20.0,0.4,0.6,0.0,162.86666666666667,15.0,161.83,0.6405899194628084
2021-01-21,20.0,0.4,0.6,0.0,162.86666666666667,15.0,180.4,-9.719142645971912
2021-01-22,20.0,0.4,0.6,0.0,162.86666666666667,15.0,181.87,-10.448855409541613
2021-01-25,20.0,0.4,0.6,0.0,162.86666666666667,15.0,177.53,-8.25963686888601
2021-01-26,20.0,0.4,0.6,0.0,162.86666666666667,15.0,192.74,-15.499290927328701
2021-01-27,20.0,0.4,0.6,0.0,162.86666666666667,15.0,201.25,-19.072463768115945
2021-01-28,20.0,0.4,0.6,0.0,162.86666666666667,15.0,187.37,-13.077511519097683
2021-01-29,20.0,0.4,0.6,0.0,162.86666666666667,15.0,183.63,-11.307157508758547
2021-02-01,20.0,0.4,0.6,0.0,162.86666666666667,15.0,180.44,-9.739156136850657
2021-02-02,20.0,0.4,0.6,0.0,162.86666666666667,15.0,179.17,-9.09936559319826
2021-02-03,20.0,0.4,0.6,0.0,162.86666666666667,15.0,185.72,-12.305262402182493
2021-02-04,20.0,0.4,0.6,0.0,162.86666666666667,15.0,195.8,-16.81988423561457
2021-02-05,20.0,0.4,0.6,0.0,162.86666666666667,15.0,195.31,-16.611199290017574
2021-02-08,20.0,0.4,0.6,0.0,162.86666666666667,15.0,200.43,-18.74137271532871
2021-02-09,20.0,0.4,0.6,0.0,162.86666666666667,15.0,199.88,-18.517777333066498
2021-02-10,20.0,0.4,0.6,0.0,162.86666666666667,15.0,211.66,-23.05269457305742
2021-02-11,20.0,0.4,0.6,0.0,162.86666666666667,15.0,216.84,-24.890856545532802
2021-02-12,20.0,0.4,0.6,0.0,162.86666666666667,15.0,212.68,-23.421729045200923
2021-02-16,20.0,0.4,0.6,0.0,162.86666666666667,15.0,209.86,-22.39270624861018
2021-02-17,20.0,0.4,0.6,0.0,162.86666666666667,15.0,201.96,-19.356968376576223
