rule,horizon,entry_date,excess_pct
R1 buy close of day-1 after a down print,20,2022-08-03,5.563295556922976
R1 buy close of day-1 after a down print,20,2022-11-02,-3.387878890162266
R1 buy close of day-1 after a down print,20,2023-05-10,-6.673897893020119
R1 buy close of day-1 after a down print,20,2023-08-04,-6.928109227949197
R1 buy close of day-1 after a down print,20,2023-11-02,9.509003849778763
R1 buy close of day-1 after a down print,20,2024-02-14,10.84116648251573
R1 buy close of day-1 after a down print,20,2024-05-09,-5.340037502291605
R1 buy close of day-1 after a down print,20,2024-08-07,-3.3549218707070394
R1 buy close of day-1 after a down print,20,2024-11-08,0.2734106441422691
R1 buy close of day-1 after a down print,20,2025-05-02,-3.6523954325693997
R1 buy close of day-1 after a down print,20,2025-08-07,1.8511081570238619
R1 buy close of day-1 after a down print,20,2026-05-08,-5.770265043547462
R1 buy close of day-1 after a down print,60,2022-08-03,12.6660021551245
R1 buy close of day-1 after a down print,60,2022-11-02,6.430521575044125
R1 buy close of day-1 after a down print,60,2023-05-10,10.861333520672458
R1 buy close of day-1 after a down print,60,2023-08-04,-10.662325342526179
R1 buy close of day-1 after a down print,60,2023-11-02,9.678198431334962
R1 buy close of day-1 after a down print,60,2024-02-14,-3.544035363175879
R1 buy close of day-1 after a down print,60,2024-05-09,-11.19563887712336
R1 buy close of day-1 after a down print,60,2024-08-07,7.727489840200652
R1 buy close of day-1 after a down print,60,2024-11-08,-1.6968383149736144
R1 buy close of day-1 after a down print,60,2025-05-02,-8.854170574381948
R1 buy close of day-1 after a down print,60,2025-08-07,-5.31499254946649
R1 buy close of day-1 after a down print,60,2026-05-08,6.710109693321365
R2 short close of day-1 after an up print,20,2021-02-26,16.102497169865494
R2 short close of day-1 after an up print,20,2021-05-14,-0.2211611546057423
R2 short close of day-1 after an up print,20,2021-08-13,-3.0127369414954974
R2 short close of day-1 after an up print,20,2021-11-05,7.090646538371903
R2 short close of day-1 after an up print,20,2022-02-16,12.22808114912094
R2 short close of day-1 after an up print,20,2022-05-04,17.64107292636411
R2 short close of day-1 after an up print,20,2023-02-15,11.581571764929045
R2 short close of day-1 after an up print,20,2025-02-14,10.969589891357392
R2 short close of day-1 after an up print,20,2025-11-07,1.3498308571017081
R2 short close of day-1 after an up print,20,2026-02-13,-6.099569083171163
R2 short close of day-1 after an up print,20,2026-08-07,-2.8362115034138213
R2 short close of day-1 after an up print,60,2021-02-26,40.01755554957266
R2 short close of day-1 after an up print,60,2021-05-14,7.643069851274044
R2 short close of day-1 after an up print,60,2021-08-13,-23.186162611030582
R2 short close of day-1 after an up print,60,2021-11-05,17.19379274113534
R2 short close of day-1 after an up print,60,2022-02-16,19.738123823117412
R2 short close of day-1 after an up print,60,2022-05-04,24.536267779471643
R2 short close of day-1 after an up print,60,2023-02-15,28.37899949563538
R2 short close of day-1 after an up print,60,2025-02-14,10.328493472569823
R2 short close of day-1 after an up print,60,2025-11-07,-2.380953475846359
R2 short close of day-1 after an up print,60,2026-02-13,5.90147872670549
R2b buy close of day-1 after an up print,20,2021-02-26,-16.302497169865497
R2b buy close of day-1 after an up print,20,2021-05-14,0.021161154605742277
R2b buy close of day-1 after an up print,20,2021-08-13,2.8127369414954972
R2b buy close of day-1 after an up print,20,2021-11-05,-7.290646538371902
R2b buy close of day-1 after an up print,20,2022-02-16,-12.428081149120938
R2b buy close of day-1 after an up print,20,2022-05-04,-17.841072926364113
