line,line_label,driver,spec,window,n,dof,elasticity,elasticity_se,elasticity_t,trend_pct_per_year,r2,adj_r2,intercept_share_pct,elasticity_loo_min,elasticity_loo_max,loo_range,elasticity_levels_spec,trend_levels_pct_per_year,r2_levels,corr_logdriver_trend,promote,is_natural_driver,evidence,sign_admissible
cor,Cost of revenue,gbv,dlog4 (primary),1Q23-2Q26,14,12.0,1.0119469859359171,0.3025157837891282,3.3451047520922264,-1.456445133262168,0.4825294571304569,0.4394069118913283,0.6810252905504601,0.9567181943277191,1.1069582700151301,0.15024007568741105,0.6276883271612249,3.4538220736085923,0.9822302538048747,0.7786833046128232,True,True,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
cor,Cost of revenue,nights,dlog4 (primary),1Q23-2Q26,14,12.0,0.7304243187383249,0.45066727700954706,1.6207618258532923,4.225141843310133,0.17959201759413657,0.1112246857269813,-23.456764088862183,0.6569832598171967,1.347169400733771,0.6901861409165742,0.39341573574882555,7.366164254025967,0.9791429608265231,0.8056196376417258,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
cor,Cost of revenue,revenue,dlog4 (primary),1Q23-2Q26,14,12.0,0.532729261749071,0.3070092561619676,1.7352221506573118,4.51467492160225,0.20058601905942275,0.13396818731437465,31.262561925967585,0.47003592880905803,0.7094708668126639,0.23943493800360588,0.5260509641249436,4.404705150571423,0.9825832010598059,0.6343427033336478,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
cor,Cost of revenue,adr,dlog4 (primary),1Q23-2Q26,14,12.0,0.7669255555612641,0.46850262987744795,1.6369717193730124,9.314891543052148,0.18254328877417658,0.1144218961720247,-280.2870049978227,0.4564265709120324,1.0763221193247166,0.6198955484126841,0.424663463432269,10.059828071126972,0.9785513604119205,0.6437824175103574,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
ops,Operations and support,nights,dlog4 (primary),1Q23-2Q26,14,12.0,1.3868865720146033,0.6924444264344852,2.002885024515136,-6.335064816056324,0.2505409418153878,0.18808602030000332,18.689908303813098,0.40664360887777395,1.6597156496651453,1.2530720407873712,1.1159985129663526,-3.937122417585681,0.90127131135412,0.8056196376417258,False,True,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
ops,Operations and support,revenue,dlog4 (primary),1Q23-2Q26,14,12.0,0.5767692337702304,0.5262860980471415,1.0959233692670463,-0.06421872294341237,0.09098126364341741,0.015229702280368795,51.65541983724958,-0.35318361257065645,0.9990857165679,1.3522693291385566,0.5063291462014907,0.3673185633045223,0.8815447543935102,0.6343427033336478,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
ops,Operations and support,gbv,dlog4 (primary),1Q23-2Q26,14,12.0,0.4760413585129205,0.6619298846039072,0.7191718784502067,1.4190163055698928,0.04131977217856442,-0.038570246806555186,35.32265160421572,0.06901159051613168,0.7595983267287693,0.6905867362126376,0.5687109557389929,-0.11141089433866769,0.879999341285354,0.7786833046128232,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
ops,Operations and support,headcount,dlog4 (primary),1Q23-2Q26,14,12.0,0.20566595479345054,0.6878090998119187,0.29901604216880795,6.249790416715633,0.0073957777166209215,-0.07532124080699387,-8.003166336485295,-0.08234992932030387,1.4405521103819043,1.5229020397022082,-0.054729708934923696,7.224546302354011,0.8725917724711623,0.9763689866058811,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
pd,Product development,revenue,dlog4 (primary),1Q23-2Q26,14,12.0,-0.6870443419760317,0.3324077528822019,-2.0668721954253133,20.307742232837803,0.2625350907782671,0.20107968167645607,32.18953803513498,-0.8525166672185379,-0.5356067848214123,0.3169098823971256,-0.7176735234599115,20.822208562024063,0.979824816229008,0.6343427033336478,False,True,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",False
pd,Product development,headcount,dlog4 (primary),1Q23-2Q26,14,12.0,0.6439607869181959,0.4469968882121037,1.4406381876480339,7.270984147428916,0.14745106550443332,0.07640532096313601,-79.46871339838549,0.10407204693809008,1.1298774050757836,1.0258053581376936,0.678576989432426,7.453478318514198,0.974630966963707,0.9763689866058811,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
