window,quarter,booking_quarter,season,year,lag,group,reported_booking_quarter_gbv_musd,allocated_revenue_musd,backward_share,actual_revenue_attribution_share,unallocated_residual_share,effective_forward_fee_per_net_gbv,allocated_column_musd,actual_revenue_musd,column_residual_musd,basis,max_lag_assumed,older_than_support
W1,2023Q1,2023Q1,1,2023,0,same_quarter,20400.0,855.7350268266553,0.4707013348881492,0.4707013348881492,0.0,0.04194779543267918,1818.0,1818.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q1,2022Q4,1,2023,1,one_earlier,13500.0,12.513297307657963,0.006883001819393819,0.006883001819393819,0.0,0.0009269109116783676,1818.0,1818.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q1,2022Q3,1,2023,2,two_earlier,15600.0,949.7516758656868,0.522415663292457,0.522415663292457,0.0,0.06088151768369787,1818.0,1818.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q1,2022Q2,1,2023,3,older_finite_tail,17000.0,0.0,0.0,0.0,0.0,0.0,1818.0,1818.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q1,2022Q1,1,2023,4,older_finite_tail,17200.0,0.0,0.0,0.0,0.0,0.0,1818.0,1818.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2023Q2,2,2023,0,same_quarter,19100.0,1212.042021818962,0.4879396223103712,0.4879396223103712,0.0,0.06345769747743256,2484.0,2484.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2023Q1,2,2023,1,one_earlier,20400.0,28.60509080270467,0.011515737038125874,0.011515737038125874,0.0,0.0014022103334659151,2484.0,2484.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2022Q4,2,2023,2,two_earlier,13500.0,1243.3528873783332,0.500544640651503,0.500544640651503,0.0,0.09210021387987653,2484.0,2484.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2022Q3,2,2023,3,older_finite_tail,15600.0,0.0,0.0,0.0,0.0,0.0,2484.0,2484.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2022Q2,2,2023,4,older_finite_tail,17000.0,0.0,0.0,0.0,0.0,0.0,2484.0,2484.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q3,2023Q3,3,2023,0,same_quarter,18300.0,1286.2665771173847,0.37864780015230637,0.37864780015230637,0.0,0.07028779109931065,3397.0,3397.0,0.0,realized_total_conditional_allocation,4,unobserved_assumed_zero_in_this_spec
