window,quarter,booking_quarter,season,year,lag,group,reported_booking_quarter_gbv_musd,allocated_revenue_musd,backward_share,actual_revenue_attribution_share,unallocated_residual_share,effective_forward_fee_per_net_gbv,allocated_column_musd,actual_revenue_musd,column_residual_musd,basis,max_lag_assumed,older_than_support
W1,2023Q1,2023Q1,1,2023,0,same_quarter,20400.0,865.4793211107079,0.47070133488814914,0.4760612327341628,-0.011387046198386682,0.042425456917191566,1838.701649988667,1818.0,-20.701649988666986,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q1,2022Q4,1,2023,1,one_earlier,13500.0,12.655786802194411,0.006883001819393819,0.006961378879094836,-0.011387046198386682,0.0009374656890514378,1838.701649988667,1818.0,-20.701649988666986,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q1,2022Q3,1,2023,2,two_earlier,15600.0,960.5665420757646,0.522415663292457,0.528364434585129,-0.011387046198386682,0.061574778338190035,1838.701649988667,1818.0,-20.701649988666986,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q1,2022Q2,1,2023,3,older_finite_tail,17000.0,0.0,0.0,0.0,-0.011387046198386682,0.0,1838.701649988667,1818.0,-20.701649988666986,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q1,2022Q1,1,2023,4,older_finite_tail,17200.0,0.0,0.0,0.0,-0.011387046198386682,0.0,1838.701649988667,1818.0,-20.701649988666986,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2023Q2,2,2023,0,same_quarter,19100.0,1196.9435610415642,0.4879396223103711,0.4818613369732545,0.012457043984942568,0.062667202148773,2453.0567027414027,2484.0,30.94329725859734,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2023Q1,2,2023,1,one_earlier,20400.0,28.2487559283821,0.011515737038125872,0.011372284995322906,0.012457043984942568,0.0013847429376657892,2453.0567027414027,2484.0,30.94329725859734,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2022Q4,2,2023,2,two_earlier,13500.0,1227.864385771456,0.500544640651503,0.49430933404647986,0.012457043984942568,0.0909529174645523,2453.0567027414027,2484.0,30.94329725859734,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2022Q3,2,2023,3,older_finite_tail,15600.0,0.0,0.0,0.0,0.012457043984942568,0.0,2453.0567027414027,2484.0,30.94329725859734,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q2,2022Q2,2,2023,4,older_finite_tail,17000.0,0.0,0.0,0.0,0.012457043984942568,0.0,2453.0567027414027,2484.0,30.94329725859734,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
W1,2023Q3,2023Q3,3,2023,0,same_quarter,18300.0,1273.7515541982634,0.3786478001523064,0.37496366034685413,0.00972972721344318,0.06960391006547888,3363.9481166559335,3397.0,33.05188334406648,seasonal_model_allocation,4,unobserved_assumed_zero_in_this_spec
