window,quarter,season,group,n_nearfit,n_grid,share_low_pct,share_high_pct,share_width_pp,effective_low_pct,effective_high_pct,effective_width_pp,nearfit_minimum_rmse_pct,rmse_tolerance_pp
W1,2023Q1,1,same_quarter,219,1773,12.940057088487155,70.83333333333334,57.89327624484619,1.153187440532826,6.3125,5.159312559467174,0.7535915558466194,0.25
W1,2023Q1,1,one_earlier,219,1773,0.0,34.883720930232556,34.883720930232556,0.0,4.6976744186046515,4.6976744186046515,0.7535915558466194,0.25
W1,2023Q1,1,two_earlier,219,1773,22.530329289428074,76.96577243293247,54.43544314350439,2.6256499133448874,8.969472710453285,6.343822797108398,0.7535915558466194,0.25
W1,2023Q1,1,older_finite_tail,219,1773,0.0,20.24866785079929,20.24866785079929,0.0,2.152753108348135,2.152753108348135,0.7535915558466194,0.25
W1,2023Q2,2,same_quarter,219,1773,11.593323216995447,72.43290548424739,60.83958226725194,1.5077389984825493,9.420070011668612,7.912331013186062,0.7535915558466194,0.25
W1,2023Q2,2,one_earlier,219,1773,0.0,47.719298245614034,47.719298245614034,0.0,5.810526315789474,5.810526315789474,0.7535915558466194,0.25
W1,2023Q2,2,two_earlier,219,1773,18.8705619233995,73.87140902872777,55.00084710532827,3.4721833939055076,13.59233926128591,10.1201558673804,0.7535915558466194,0.25
W1,2023Q2,2,older_finite_tail,219,1773,0.0,20.71156289707751,20.71156289707751,0.0,3.1562897077509526,3.1562897077509526,0.7535915558466194,0.25
W1,2023Q3,3,same_quarter,219,1773,9.152288072018004,62.49014972419228,53.337861652174276,1.6989247311827957,11.599947465195692,9.901022734012896,0.7535915558466194,0.25
W1,2023Q3,3,one_earlier,219,1773,0.0,39.68831168831169,39.68831168831169,0.0,7.058701298701299,7.058701298701299,0.7535915558466194,0.25
W1,2023Q3,3,two_earlier,219,1773,27.073656270736564,81.68168168168168,54.60802541094512,4.508294625082946,13.601601601601601,9.093306976518654,0.7535915558466194,0.25
W1,2023Q3,3,older_finite_tail,219,1773,0.0,15.845358017968964,15.845358017968964,0.0,3.6994282602777027,3.6994282602777027,0.7535915558466194,0.25
W1,2023Q4,4,same_quarter,219,1773,8.324382384532761,60.11336515513126,51.7889827705985,1.1911922663802363,8.602028639618139,7.410836373237903,0.7535915558466194,0.25
W1,2023Q4,4,one_earlier,219,1773,0.0,41.35593220338983,41.35593220338983,0.0,5.012429378531074,5.012429378531074,0.7535915558466194,0.25
W1,2023Q4,4,two_earlier,219,1773,27.806085310816712,83.13384113166485,55.32775582084814,3.2289998544184018,9.653971708378673,6.424971853960272,0.7535915558466194,0.25
W1,2023Q4,4,older_finite_tail,219,1773,0.0,19.67498549042368,19.67498549042368,0.0,2.5745792222867094,2.5745792222867094,0.7535915558466194,0.25
W1,2024Q1,1,same_quarter,219,1773,12.486368593238822,69.9154532644434,57.42908467120458,1.16793893129771,6.539689995302959,5.371751064005249,0.7535915558466194,0.25
W1,2024Q1,1,one_earlier,219,1773,0.0,34.69501958589815,34.69501958589815,0.0,4.794627867935087,4.794627867935087,0.7535915558466194,0.25
W1,2024Q1,1,two_earlier,219,1773,23.173356971001645,77.6657824933687,54.49242552236705,2.712422438900848,9.090716180371354,6.378293741470506,0.7535915558466194,0.25
W1,2024Q1,1,older_finite_tail,219,1773,0.0,20.298047276464544,20.298047276464544,0.0,2.2014388489208634,2.2014388489208634,0.7535915558466194,0.25
W1,2024Q2,2,same_quarter,219,1773,11.361200428724544,71.75214787815672,60.390947449432176,1.472668810289389,9.300702941942204,7.828034131652815,0.7535915558466194,0.25
W1,2024Q2,2,one_earlier,219,1773,0.0,47.42428164638881,47.42428164638881,0.0,5.690913797566658,5.690913797566658,0.7535915558466194,0.25
W1,2024Q2,2,two_earlier,219,1773,19.302615193026153,74.51923076923077,55.21661557620462,3.4221668742216687,13.21153846153846,9.789371587316792,0.7535915558466194,0.25
W1,2024Q2,2,older_finite_tail,219,1773,0.0,20.952380952380953,20.952380952380953,0.0,3.0789915966386556,3.0789915966386556,0.7535915558466194,0.25
W1,2024Q3,3,same_quarter,219,1773,8.987256874580819,61.97817836812144,52.990921493540625,1.668678739101274,11.507590132827325,9.83891139372605,0.7535915558466194,0.25
W1,2024Q3,3,one_earlier,219,1773,0.0,39.663236669784844,39.663236669784844,0.0,6.9822263797942,6.9822263797942,0.7535915558466194,0.25
W1,2024Q3,3,two_earlier,219,1773,27.372699019842216,82.00537153088631,54.63267251104409,4.460913220176907,13.364368845120861,8.903455624943955,0.7535915558466194,0.25
W1,2024Q3,3,older_finite_tail,219,1773,0.0,16.447688564476888,16.447688564476888,0.0,3.632116788321168,3.632116788321168,0.7535915558466194,0.25
W1,2024Q4,4,same_quarter,219,1773,8.512696493349456,60.6574761399788,52.144779646629345,1.199516324062878,8.547189819724284,7.3476734956614065,0.7535915558466194,0.25
W1,2024Q4,4,one_earlier,219,1773,0.0,40.853658536585364,40.853658536585364,0.0,5.040650406504065,5.040650406504065,0.7535915558466194,0.25
W1,2024Q4,4,two_earlier,219,1773,27.5969799531372,82.8125,55.2155200468628,3.228325956782088,9.6875,6.459174043217912,0.7535915558466194,0.25
W1,2024Q4,4,older_finite_tail,219,1773,0.0,19.834710743801654,19.834710743801654,0.0,2.56198347107438,2.56198347107438,0.7535915558466194,0.25
W1,2025Q1,1,same_quarter,219,1773,12.149764443342425,69.35975609756098,57.20999165421855,1.126704686337714,6.432055749128921,5.305351062791207,0.7535915558466194,0.25
W1,2025Q1,1,one_earlier,219,1773,0.0,35.62753036437247,35.62753036437247,0.0,4.59919028340081,4.59919028340081,0.7535915558466194,0.25
W1,2025Q1,1,two_earlier,219,1773,23.31516065421645,77.92585413133027,54.61069347711382,2.635425124695511,8.808335352556337,6.172910227860827,0.7535915558466194,0.25
W1,2025Q1,1,older_finite_tail,219,1773,0.0,20.665417057169634,20.665417057169634,0.0,2.1293345829428305,2.1293345829428305,0.7535915558466194,0.25
W1,2025Q2,2,same_quarter,219,1773,11.404998786702256,71.26195474690927,59.85695596020701,1.502547925260859,9.388383484954515,7.885835559693656,0.7535915558466194,0.25
W1,2025Q2,2,one_earlier,219,1773,0.0,46.12850082372323,46.12850082372323,0.0,5.829136267357026,5.829136267357026,0.7535915558466194,0.25
W1,2025Q2,2,two_earlier,219,1773,19.88026657630182,74.97337593184238,55.09310935554056,3.4971196204676382,13.188498402555911,9.691378782088274,0.7535915558466194,0.25
W1,2025Q2,2,older_finite_tail,219,1773,0.0,20.67067067067067,20.67067067067067,0.0,3.0990990990990994,3.0990990990990994,0.7535915558466194,0.25
W1,2025Q3,3,same_quarter,219,1773,9.466721785861926,63.44842284739983,53.981701061537905,1.6928482844150476,11.345907928388748,9.6530596439737,0.7535915558466194,0.25
W1,2025Q3,3,one_earlier,219,1773,0.0,39.79678238780694,39.79678238780694,0.0,6.934801016088062,6.934801016088062,0.7535915558466194,0.25
W1,2025Q3,3,two_earlier,219,1773,26.346919023550917,81.05872622001654,54.71180719646562,4.403699322507797,13.548387096774192,9.144687774266394,0.7535915558466194,0.25
W1,2025Q3,3,older_finite_tail,219,1773,0.0,16.600616468516073,16.600616468516073,0.0,3.606340819022457,3.606340819022457,0.7535915558466194,0.25
