window,quarter,season,group,max_lag,tolerance_pct,n_season,share_low_pct,share_high_pct,share_width_pp,effective_low_pct,effective_high_pct
W1,2023Q4,4,same_quarter,3,0.5,3,3.261396766214666,55.089826348392855,51.828429582178195,0.46902883339366,7.84376055913107
W1,2023Q4,4,one_earlier,3,0.5,3,0.0,71.4788520870098,71.4788520870098,0.0,8.70671007642794
W1,2023Q4,4,two_earlier,3,0.5,3,0.0,88.74714461400518,88.74714461400518,0.0,10.35734935013783
W1,2023Q4,4,older_finite_tail,3,0.5,3,0.0,56.406590640731366,56.406590640731366,0.0,6.1085205784204515
W1,2024Q4,4,same_quarter,3,0.5,3,3.3453183124202,55.388455240213005,52.04313692779281,0.46902883339366,7.84376055913107
W1,2024Q4,4,one_earlier,3,0.5,3,0.0,70.92108629283615,70.92108629283615,0.0,8.70671007642794
W1,2024Q4,4,two_earlier,3,0.5,3,0.0,88.51797952055118,88.51797952055118,0.0,10.35734935013783
W1,2024Q4,4,older_finite_tail,3,0.5,3,0.0,56.1246674874935,56.1246674874935,0.0,6.1085205784204515
W1,2025Q4,4,same_quarter,3,0.5,3,3.4615801112226374,57.313402536014735,53.8518224247921,0.46902883339366,7.84376055913107
W1,2025Q4,4,one_earlier,3,0.5,3,0.0,71.41529958207558,71.41529958207558,0.0,8.70671007642794
W1,2025Q4,4,two_earlier,3,0.5,3,0.0,88.056448451125,88.056448451125,0.0,10.35734935013783
W1,2025Q4,4,older_finite_tail,3,0.5,3,0.0,54.1435594716929,54.1435594716929,0.0,6.1085205784204515
W1,2023Q2,2,same_quarter,3,1.0,4,26.262759518822776,88.45964075935652,62.19688124053374,3.3813784135240286,11.53522058823529
W1,2023Q2,2,one_earlier,3,1.0,4,0.0,37.057330052184895,37.057330052184895,0.0,4.467152145643722
W1,2023Q2,2,two_earlier,3,1.0,4,11.540359240643836,48.904181965316496,37.36382272467266,2.1291176470588264,8.908385786802091
W1,2023Q2,2,older_finite_tail,3,1.0,4,0.0,14.15425282128563,14.15425282128563,0.0,2.231254638973922
W1,2024Q2,2,same_quarter,3,1.0,4,25.828045010848715,88.10968786321229,62.281642852363575,3.3813784135240286,11.53522058823529
W1,2024Q2,2,one_earlier,3,1.0,4,0.0,36.857690970657345,36.857690970657345,0.0,4.467152145643722
W1,2024Q2,2,two_earlier,3,1.0,4,11.890312136787715,49.74994584555871,37.85963370877099,2.1291176470588264,8.908385786802091
W1,2024Q2,2,older_finite_tail,3,1.0,4,0.0,14.711675059169183,14.711675059169183,0.0,2.231254638973922
W1,2025Q2,2,same_quarter,3,1.0,4,25.92540153401459,87.85530648666362,61.929904952649025,3.3813784135240286,11.53522058823529
W1,2025Q2,2,one_earlier,3,1.0,4,0.0,35.707601717520795,35.707601717520795,0.0,4.467152145643722
W1,2025Q2,2,two_earlier,3,1.0,4,12.144693513335875,50.35142893986643,38.20673542653055,2.1291176470588264,8.908385786802091
W1,2025Q2,2,older_finite_tail,3,1.0,4,0.0,14.505057915938323,14.505057915938323,0.0,2.231254638973922
W1,2026Q2,2,same_quarter,3,1.0,4,25.639409630900513,87.84015319492043,62.20074356401992,3.3813784135240286,11.53522058823529
W1,2026Q2,2,one_earlier,3,1.0,4,0.0,36.362935600448196,36.362935600448196,0.0,4.467152145643722
W1,2026Q2,2,two_earlier,3,1.0,4,12.159846805079722,50.386913170207436,38.22706636512771,2.1291176470588264,8.908385786802091
W1,2026Q2,2,older_finite_tail,3,1.0,4,0.0,14.304836399611997,14.304836399611997,0.0,2.231254638973922
W1,2023Q3,3,same_quarter,3,1.0,3,0.0,57.254439338687824,57.254439338687824,0.0,10.521770334928274
W1,2023Q3,3,one_earlier,3,1.0,3,0.0,98.1690871484465,98.1690871484465,0.0,17.285109170305784
W1,2023Q3,3,two_earlier,3,1.0,3,1.8309128515534865,91.66942943586129,89.8385165843078,0.301834061135267,15.115841677096398
W1,2023Q3,3,older_finite_tail,3,1.0,3,0.0,16.166233893087167,16.166233893087167,0.0,4.0272244125532435
W1,2024Q3,3,same_quarter,3,1.0,3,0.0,56.72049917842311,56.72049917842311,0.0,10.521770334928274
W1,2024Q3,3,one_earlier,3,1.0,3,0.0,98.1486853889395,98.1486853889395,0.0,17.285109170305784
W1,2024Q3,3,two_earlier,3,1.0,3,1.851314611061405,91.8342763165525,89.9829617054911,0.301834061135267,15.115841677096398
W1,2024Q3,3,older_finite_tail,3,1.0,3,0.0,16.560540997998398,16.560540997998398,0.0,4.0272244125532435
W1,2025Q3,3,same_quarter,3,1.0,3,0.0,58.25712125868478,58.25712125868478,0.0,10.521770334928274
W1,2025Q3,3,one_earlier,3,1.0,3,0.0,98.21203484137509,98.21203484137509,0.0,17.285109170305784
W1,2025Q3,3,two_earlier,3,1.0,3,1.7879651586249181,91.35016121874717,89.56219606012226,0.301834061135267,15.115841677096398
W1,2025Q3,3,older_finite_tail,3,1.0,3,0.0,17.137332332580936,17.137332332580936,0.0,4.0272244125532435
W1,2023Q4,4,same_quarter,3,1.0,3,0.0,66.6980866302588,66.6980866302588,0.0,9.448838231255156
W1,2023Q4,4,one_earlier,3,1.0,3,0.0,100.0,100.0,0.0,12.241420765027323
W1,2023Q4,4,two_earlier,3,1.0,3,0.0,100.0,100.0,0.0,11.728691099476439
