scheme,quarter,vintage_date,n_train,baselines|ar1|ar1|revenue_musd,baselines|guide_cushion|guide_cushion|revenue_musd,baselines|naive|naive|revenue_musd,baselines|street|street|revenue_musd,baselines|trailing4|trailing4|revenue_musd,guidance-policy|print_from_guide|guide_mid*(1+c_mean8),"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,target,pool,prior_basis,baselines|ar1|ar1|revenue_yoy,baselines|naive|naive|revenue_yoy,baselines|trailing4|trailing4|revenue_yoy,kernel-lambda|revenue_yoy_next_q|kernel|w=0.6667|season_mean|h0|yoy,tracker-backlog|revenue_yoy_next_q|funds_raw,tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k0.5,tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.0,tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.5,tracker-backlog|revenue_yoy_next_q|unearned_raw,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k0.5,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.5,calibration-rail|ref_ar1|ref_ar1|nights_yoy|harness_fn_direct_call,calibration-rail|ref_naive|ref_naive|nights_yoy|harness_fn_direct_call,calibration-rail|ref_trailing4|ref_trailing4|nights_yoy|harness_fn_direct_call,tracker-backlog|nights_yoy_next_q|funds_raw,tracker-backlog|nights_yoy_next_q|funds_rnpl_scenario_k0.5,tracker-backlog|nights_yoy_next_q|funds_rnpl_scenario_k1.0,tracker-backlog|nights_yoy_next_q|funds_rnpl_scenario_k1.5,tracker-backlog|nights_yoy_next_q|unearned_raw,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k0.5,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k1.0,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k1.5,calibration-rail|ref_ar1|ref_ar1|take_rate_pct|harness_fn_direct_call,calibration-rail|ref_naive|ref_naive|take_rate_pct|harness_fn_direct_call,calibration-rail|ref_trailing4|ref_trailing4|take_rate_pct|harness_fn_direct_call,fee-takerate|take_rate_kernel|kernel_lambda_season_w23,fee-takerate|take_rate_lastyear|tau_lag4_plus_drift,baselines|ar1|ar1|gbv_musd,baselines|naive|naive|gbv_musd,baselines|trailing4|trailing4|gbv_musd,baselines|ar1|ar1|nights_m,baselines|naive|naive|nights_m,baselines|trailing4|trailing4|nights_m,calibration-rail|ref_ar1|ref_ar1|adr_yoy|harness_fn_direct_call,calibration-rail|ref_naive|ref_naive|adr_yoy|harness_fn_direct_call,calibration-rail|ref_trailing4|ref_trailing4|adr_yoy|harness_fn_direct_call,calibration-rail|ref_ar1|ref_ar1|gbv_yoy|harness_fn_direct_call,calibration-rail|ref_naive|ref_naive|gbv_yoy|harness_fn_direct_call,calibration-rail|ref_trailing4|ref_trailing4|gbv_yoy|harness_fn_direct_call
equal,2023Q1,2023-02-14,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inv_mse,2023Q1,2023-02-14,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_ls,2023Q1,2023-02-14,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_shrunk,2023Q1,2023-02-14,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bma_logscore,2023Q1,2023-02-14,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top3_inv_mse,2023Q1,2023-02-14,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top1_trailing,2023Q1,2023-02-14,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equal,2023Q2,2023-05-09,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inv_mse,2023Q2,2023-05-09,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_ls,2023Q2,2023-05-09,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_shrunk,2023Q2,2023-05-09,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bma_logscore,2023Q2,2023-05-09,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top3_inv_mse,2023Q2,2023-05-09,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top1_trailing,2023Q2,2023-05-09,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equal,2023Q3,2023-08-03,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inv_mse,2023Q3,2023-08-03,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_ls,2023Q3,2023-08-03,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_shrunk,2023Q3,2023-08-03,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bma_logscore,2023Q3,2023-08-03,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top3_inv_mse,2023Q3,2023-08-03,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top1_trailing,2023Q3,2023-08-03,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equal,2023Q4,2023-11-01,2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inv_mse,2023Q4,2023-11-01,2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_ls,2023Q4,2023-11-01,2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_shrunk,2023Q4,2023-11-01,2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bma_logscore,2023Q4,2023-11-01,2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top3_inv_mse,2023Q4,2023-11-01,2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top1_trailing,2023Q4,2023-11-01,2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equal,2024Q1,2024-02-13,3,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inv_mse,2024Q1,2024-02-13,3,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_ls,2024Q1,2024-02-13,3,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_shrunk,2024Q1,2024-02-13,3,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
