target,pool,verdict,winning_scheme,best_scheme_by_w1,mix_rmse_w1,mix_rmse_w2,best_single,best_single_rmse_w1,best_single_rmse_w2,best_single_w2_name,best_single_ratio_w1,best_single_ratio_w2,mix_ratio_w1,mix_ratio_w2,improvement_w1_pct,improvement_w2_pct,top1_trailing_rmse_w1,top1_trailing_rmse_w2,mix_beats_implementable_single_w1,mix_beats_implementable_single_w2
adr_yoy,all,BEST SINGLE METHOD IS THE MIX,none (single),stack_ls,1.9236732821891267,2.197832764514769,calibration-rail|ref_ar1|ref_ar1|adr_yoy|harness_fn_direct_call,1.8800369561908254,2.1561338730424606,calibration-rail|ref_ar1|ref_ar1|adr_yoy|harness_fn_direct_call,0.9719128699161144,0.9947429807005995,0.9944713130860472,1.0139809696370397,-2.3210355442540633,-1.9339657891218072,1.8700640453128103,2.132073580466544,False,False
adr_yoy,parsimonious,BEST SINGLE METHOD IS THE MIX,none (single),stack_ls,1.9236732821891267,2.197832764514769,calibration-rail|ref_ar1|ref_ar1|adr_yoy|harness_fn_direct_call,1.8800369561908254,2.1561338730424606,calibration-rail|ref_ar1|ref_ar1|adr_yoy|harness_fn_direct_call,0.9719128699161144,0.9947429807005995,0.9944713130860472,1.0139809696370397,-2.3210355442540633,-1.9339657891218072,1.8700640453128103,2.132073580466544,False,False
gbv_musd,all,BEST SINGLE METHOD IS THE MIX,none (single),stack_shrunk,947.0449239949107,753.0171328695952,baselines|naive|naive|gbv_musd,722.0411497515342,737.3251731529319,baselines|naive|naive|gbv_musd,1.0,1.0,1.311621815904542,1.0212822785495872,-31.162181590454207,-2.1282278549587175,954.9848452671212,766.9273470613911,True,True
gbv_musd,parsimonious,BEST SINGLE METHOD IS THE MIX,none (single),stack_shrunk,947.0449239949107,753.0171328695952,baselines|naive|naive|gbv_musd,722.0411497515342,737.3251731529319,baselines|naive|naive|gbv_musd,1.0,1.0,1.311621815904542,1.0212822785495872,-31.162181590454207,-2.1282278549587175,954.9848452671212,766.9273470613911,True,True
gbv_yoy,all,BEST SINGLE METHOD IS THE MIX,none (single),stack_shrunk,5.088364953199124,3.4878027322386234,calibration-rail|ref_naive|ref_naive|gbv_yoy|harness_fn_direct_call,3.6624421170418735,3.4233570091642336,calibration-rail|ref_naive|ref_naive|gbv_yoy|harness_fn_direct_call,1.0,1.0,1.3893366203720259,1.0188253001080139,-38.933662037202595,-1.8825300108013956,5.132017631814906,3.576223399880202,True,True
gbv_yoy,parsimonious,BEST SINGLE METHOD IS THE MIX,none (single),stack_shrunk,5.088364953199124,3.4878027322386234,calibration-rail|ref_naive|ref_naive|gbv_yoy|harness_fn_direct_call,3.6624421170418735,3.4233570091642336,calibration-rail|ref_naive|ref_naive|gbv_yoy|harness_fn_direct_call,1.0,1.0,1.3893366203720259,1.0188253001080139,-38.933662037202595,-1.8825300108013956,5.132017631814906,3.576223399880202,True,True
nights_m,all,BEST SINGLE METHOD IS THE MIX,none (single),top3_inv_mse,4.9045465004063775,2.866726484901011,baselines|naive|naive|nights_m,3.166842154242623,2.5934205546950313,baselines|naive|naive|nights_m,1.0,1.0,1.5487183324990637,1.105384346442075,-54.87183324990635,-10.538434644207499,4.9446104896039875,2.961512428842329,True,True
nights_m,parsimonious,BEST SINGLE METHOD IS THE MIX,none (single),top3_inv_mse,4.9045465004063775,2.866726484901011,baselines|naive|naive|nights_m,3.166842154242623,2.5934205546950313,baselines|naive|naive|nights_m,1.0,1.0,1.5487183324990637,1.105384346442075,-54.87183324990635,-10.538434644207499,4.9446104896039875,2.961512428842329,True,True
nights_yoy,all,BEST SINGLE METHOD IS THE MIX,none (single),bma_logscore,3.459394559288462,2.074278115508027,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k0.5,2.1574675086811865,1.8895378693159992,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k0.5,0.7499906794008357,0.8750608390985682,1.2025736959636897,0.9606155969434542,-60.34515214568007,-9.777006811665691,3.510117314440607,2.1903304961802244,True,True
nights_yoy,parsimonious,BEST SINGLE METHOD IS THE MIX,none (single),bma_logscore,3.459394559288462,2.074278115508027,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k0.5,2.1574675086811865,1.8895378693159992,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k0.5,0.7499906794008357,0.8750608390985682,1.2025736959636897,0.9606155969434542,-60.34515214568007,-9.777006811665691,3.510117314440607,2.1903304961802244,True,True
revenue_musd,all,BEST SINGLE METHOD IS THE MIX,none (single),bma_logscore,40.59985462348289,33.9222147391649,baselines|guide_cushion|guide_cushion|revenue_musd,35.45650841938924,34.59634288061353,baselines|guide_cushion|guide_cushion|revenue_musd,0.3770734507160094,0.3190726229765093,0.431771992333946,0.31285532321576426,-14.506070770581111,1.948553186025863,40.873218926935344,34.37873201285576,True,True
revenue_musd,noguide,BEST SINGLE METHOD IS THE MIX,none (single),top3_inv_mse,66.77081829364816,63.5964653894824,kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,52.20737664053565,51.188605701798224,kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,0.5552158557133039,0.47209853203690455,0.7100953811726524,0.5865328336547313,-27.89537147860623,-24.23949532825094,74.52853174415662,74.69360230773827,True,True
revenue_musd,parsimonious,BEST SINGLE METHOD IS THE MIX,none (single),bma_logscore,33.884249947317514,36.0372333415496,baselines|guide_cushion|guide_cushion|revenue_musd,35.45650841938924,34.59634288061353,baselines|guide_cushion|guide_cushion|revenue_musd,0.3770734507160094,0.3190726229765093,0.3603527708208237,0.33236156222593294,4.434329667982595,-4.164863511465239,34.66022755088982,37.05599490035775,True,True
revenue_yoy,all,BEST SINGLE METHOD IS THE MIX,none (single),equal,3.4770415781842745,2.1643181496819137,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,2.6014796196172267,2.5418998557312382,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,0.680213422026101,0.5926082236542254,0.9091481373095507,0.5045803559938558,-33.65630666350848,14.854310849343202,4.861588338150014,4.565915603637695,True,True
revenue_yoy,parsimonious,BEST SINGLE METHOD IS THE MIX,none (single),equal,3.582075921010385,2.2290389048191703,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,2.6014796196172267,2.5418998557312382,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,0.680213422026101,0.5926082236542254,0.9366116504676986,0.5196690903706144,-37.69379141003765,12.308154084302663,4.916546083906101,4.565767725914611,True,True
take_rate_pct,all,BEST SINGLE METHOD IS THE MIX,none (single),inv_mse,1.3742826152769405,0.8783413370709683,fee-takerate|take_rate_lastyear|tau_lag4_plus_drift,0.32618191681505415,0.3354381463101656,fee-takerate|take_rate_lastyear|tau_lag4_plus_drift,1.0032127445416605,1.05537977524962,4.226775805691261,2.7635010898649144,-321.3239742705178,-161.84897177997243,1.378447723110717,0.8874317385483722,True,True
take_rate_pct,parsimonious,BEST SINGLE METHOD IS THE MIX,none (single),inv_mse,1.6202626034339147,1.0148487581074033,fee-takerate|take_rate_lastyear|tau_lag4_plus_drift,0.32618191681505415,0.3354381463101656,fee-takerate|take_rate_lastyear|tau_lag4_plus_drift,1.0032127445416605,1.05537977524962,4.983317619630023,3.192990618465293,-396.73587648717114,-202.54423036580195,1.621635986838453,1.0179151828342305,True,True
take_rate_pct,repaired,BEST SINGLE METHOD IS THE MIX,none (single),inv_mse,0.3274203738443323,0.3198783594817118,fee-takerate|take_rate_lastyear|tau_lag4_plus_drift,0.32618191681505415,0.3354381463101656,fee-takerate|take_rate_lastyear|tau_lag4_plus_drift,1.0032127445416605,1.05537977524962,1.007021771993184,1.0064244476979307,-0.3796829209205884,4.638645604148534,0.3379204735620607,0.3348175147843586,True,True
