quarter,region,nights_m,adr_reported_usd,gbv_musd,nights_yoy_pct,adr_yoy_pct
2026Q3,na,42.83951497507048,212.79620644135693,9116.086272482698,5.57479214676217,4.677392424114368
2026Q3,emea,54.80597455531712,264.70367897585044,14507.34309464929,6.700175853763896,11.673541960571765
2026Q3,latam,27.912288607736954,51.16447912967888,1428.117707932131,18.632138617211965,6.812003456879966
2026Q3,apac,21.09389448527313,76.39030439962588,1611.3690207036038,16.350009679582783,2.665877605039488
2026Q4,na,35.94982077430904,244.8787366964941,8803.346695678176,6.079158791553935,4.294741440023181
2026Q4,emea,52.12082408900743,175.28228810584287,9135.857304283356,6.949576103479733,9.523251251176912
2026Q4,latam,26.43222001307097,110.01060464651897,2907.824505787757,17.640495765026753,8.256766290871036
2026Q4,apac,19.538354542201084,143.68355987586665,2807.3403347402605,16.246270691476123,2.3225776483692258
2027Q1,na,48.622813264254866,272.2819863822442,13239.116179084247,6.580929333396934,4.145319437723294
2027Q1,emea,67.362172483191,160.24389982365702,10794.377219300364,6.564755323379374,7.627612890075214
2027Q1,latam,30.814822204962976,178.5958641930434,5503.3998016503465,17.115214825254395,6.613466339283087
2027Q1,apac,24.422455667902973,167.32598965439144,4086.5115644223665,15.991039756441218,2.013194222800771
2027Q2,na,46.67799896937857,266.88702001470955,12457.75204518713,6.346477085496593,4.144791992268964
2027Q2,emea,62.22113767893246,214.3969722139996,13340.023526073524,6.997958684697259,3.6337847776291454
2027Q2,latam,30.212643018636157,76.84555399217685,2321.70729033497,16.736953758017254,4.3591554932190695
2027Q2,apac,23.532313508401444,100.4007610553206,2362.6621856359066,15.49626346871947,1.4838038960302309
2027Q3,na,45.59277650206145,213.55726682596577,9736.668736787358,6.000000000000005,2.7980850000000004
2027Q3,emea,58.807176057872574,248.34422013741136,14604.422276575813,7.000000000000006,2.7435263000000045
2027Q3,latam,31.659865520726235,53.266461265290175,1686.40900042406,15.999999999999993,3.9847293750000015
2027Q3,apac,23.976513223848098,77.52878403449047,1858.8699156318241,14.999999999999991,2.6311675000000037
2027Q4,na,38.07837381269822,249.09391228579747,9485.091106486057,6.000000000000005,3.0000000000000027
2027Q4,emea,55.79557551660373,169.7876727791994,9473.400918340225,7.000000000000006,3.0000000000000027
2027Q4,latam,30.23380258497859,107.80873516571481,3259.4680159364607,15.999999999999993,3.0000000000000027
2027Q4,apac,22.228217497523243,148.97385520930177,3311.4232550368956,14.999999999999991,3.0000000000000027
