quarter,region,nights_m,share_pct,adr_reported_usd,gbv_musd,revenue_musd,take_rate_pct
2022Q1,na,36.929204144102144,36.169641669052055,235.30339861907262,8689.567243404776,822.0,9.459619529659353
2022Q1,emea,43.37599107043731,42.48383062726475,117.92790297016577,5115.239666189308,373.0,7.291935947116104
2022Q1,latam,12.9089237711855,12.643412116734085,146.5672104587795,1892.0249471676866,178.0,9.407909777641224
2022Q1,apac,8.88588101427503,8.7031155869491,169.16365871019573,1503.168143238229,136.0,9.047557361548348
2022Q2,na,36.021334777801634,34.73609911070553,223.09873721626275,8036.314301771793,1098.0,13.662979803539047
2022Q2,emea,44.505970661640575,42.91800449531395,155.42116626031475,6917.16986577953,732.0,10.582362645470575
2022Q2,latam,12.912627884165248,12.451907313563401,77.71309880688396,1003.480326618659,137.0,13.652484893414611
2022Q2,apac,10.260066676392533,9.893989080417102,101.6597200318346,1043.0355058300206,137.0,13.13473982757461
2022Q3,na,32.224887262741355,32.32185282120496,197.58346206535097,6367.104790038068,1326.0,20.8257920000728
2022Q3,emea,43.25911396919039,43.38928181463429,180.14364760436737,7792.854582542999,1263.0,16.207154729016544
2022Q3,latam,13.73619617487557,13.777528761159047,48.39870118224118,664.814054048447,139.0,20.90810192016047
2022Q3,apac,10.479802593192687,10.511336603001691,73.97339467768641,775.2265733704843,156.0,20.123149200336673
2022Q4,na,28.32493523514574,32.11443904211535,222.91200761320678,6313.968178780397,964.0,15.267736116247038
2022Q4,emea,37.059379909876135,42.0174375395421,125.66915891402759,4657.221103149545,556.0,11.93844972539511
2022Q4,latam,12.942237465389566,14.673738622890664,94.82392096234308,1227.2337024939757,189.0,15.400489704276822
2022Q4,apac,9.87344738958856,11.194384795451882,131.8259939227084,1301.5770155760824,193.0,14.828165962547942
2023Q1,na,40.066212739873926,33.085229347542466,242.18165090063073,9703.301546678551,925.0,9.53283782380883
2023Q1,emea,52.24360972547504,43.140883340606976,117.049286059892,6115.077219558483,458.0,7.48968465247064
2023Q1,latam,15.684006591979767,12.951285377357364,155.08934153794982,2432.4222550270065,235.0,9.661151533798595
2023Q1,apac,13.106170942671277,10.82260193449321,163.9837438514223,2149.1989787359607,200.0,9.305792622218203
2023Q2,na,37.949803488053185,32.97115854739634,219.2968171694551,8322.271117136348,1192.0,14.323013312382466
2023Q2,emea,48.791115940285955,42.39019629911899,170.57096671482842,8322.34781302985,941.0,11.306905468751586
2023Q2,latam,15.68849202957462,13.63031453481722,71.23911480871443,1117.6342848704676,163.0,14.584377215923677
2023Q2,apac,12.670588542086234,11.00833061866745,105.57889876385123,1337.7467849633358,188.0,14.053481728618214
2023Q3,na,37.0615447431163,32.739880515120404,192.274513391243,7125.990481010467,1478.0,20.7409763448129
2023Q3,emea,45.86412121652403,40.516008141805685,203.17135565872792,9318.275683657414,1533.0,16.451541594638666
2023Q3,latam,17.017869795640475,15.033453883074625,49.29300710325806,838.8619767188268,178.0,21.219223774599907
2023Q3,apac,13.256464244719199,11.710657459999291,76.70762277493179,1016.8718586132914,208.0,20.454888021353025
2023Q4,na,30.739098521322244,31.112447896075146,220.29139794659665,6771.558984880239,1043.0,15.402656941021187
2023Q4,emea,40.21062767485799,40.69901586524088,138.36898879308404,5563.9038901053,683.0,12.275553523033157
2023Q4,latam,15.85437152728446,16.04693474421504,98.80067388643036,1566.4225909415388,248.0,15.832253788610975
2023Q4,apac,11.995902276535322,12.141601494468949,133.22170331438346,1598.1145340729258,244.0,15.267992049239801
2024Q1,na,41.41510331339978,31.233109587782643,246.77631205891186,10220.26645921962,1015.0,9.931247918535203
2024Q1,emea,56.807069126225834,42.84092694285508,125.50567757368039,7129.609701661873,567.0,7.9527495013904534
2024Q1,latam,18.58551921453486,14.016228668578327,161.051935947219,2993.233850085076,307.0,10.256465594603448
2024Q1,apac,15.792308345839515,11.909734800783948,161.90729898628427,2556.889989033431,253.0,9.89483321868065
2024Q2,na,40.47247265918098,32.35209645018464,228.72540017521254,9257.082505051518,1308.0,14.129721748577206
2024Q2,emea,51.337166391745384,41.036903590523885,179.56192884470337,9218.200618723282,1048.0,11.368813105145327
2024Q2,latam,18.27656363594475,14.609563258149283,69.04033154741171,1261.8200129729942,185.0,14.661362008684469
2024Q2,apac,15.01379731312889,12.001436701142199,97.43683311702686,1462.896863252206,207.0,14.150006415340357
2024Q3,na,39.02329308805807,31.777925967473998,195.99101008527242,7648.21462918213,1572.0,20.553816494662147
2024Q3,emea,48.45594585908975,39.45923929893303,214.36391774446847,10387.206392368333,1726.0,16.616594826382993
2024Q3,latam,19.612494746756326,15.971086927325997,47.35220967274939,928.6949634541014,199.0,21.42791851264682
2024Q3,apac,15.70826630609585,12.79174780626698,72.31122727749009,1135.8840149954367,235.0,20.688732027005777
2024Q4,na,32.588389518386926,29.35890947602426,226.64106431589954,7385.867284788318,1111.0,15.042241583302992
2024Q4,emea,44.899887968150836,40.45034952085661,144.72551121137877,6498.159239524265,794.0,12.21884491796679
2024Q4,latam,19.024916725143136,17.13956461724607,92.7417223515237,1764.4035446840844,278.0,15.756032730583511
2024Q4,apac,14.486805788319092,13.051176385873056,134.71361178714162,1951.5699310033342,297.0,15.218516912038474
2025Q1,na,42.66082978377438,29.811900617592162,253.8242043260585,10828.35117575595,1054.0,9.733707218139036
2025Q1,emea,60.04951126710815,41.96332024256335,125.14138111495501,7514.678775243966,597.0,7.94445135787748
2025Q1,latam,22.390318414394486,15.646623629905301,149.54588001260956,3348.37987104316,343.0,10.243760063374804
2025Q1,apac,17.99934053472297,12.578155509939181,156.0385044406936,2808.5901779569263,278.0,9.898204522036306
2025Q2,na,40.87349994052586,30.411830312891265,236.43588334421614,9663.962063807998,1377.0,14.248814212101797
2025Q2,emea,54.351535801907744,40.44013080499088,194.1417155719313,10551.900404551614,1233.0,11.685098917993384
2025Q2,latam,21.75824657989042,16.189171562418466,70.46629531326859,1533.2230289974748,231.0,15.066301225011175
2025Q2,apac,17.41671767767598,12.958867319699388,100.53068178782966,1750.9145026429117,255.0,14.56381791430085
2025Q3,na,40.57740877719957,30.37231195898172,203.28764551106207,8248.885891256805,1619.0,19.626892908241317
2025Q3,emea,51.364465069327075,38.44645589021488,237.0334766218023,12175.09773020172,1969.0,16.172354782135923
2025Q3,latam,23.52843751540297,17.611105924702823,47.90143193066685,1127.0458480790237,235.0,20.850970739171103
2025Q3,apac,18.129688638070398,13.570126226100598,74.40671251406724,1348.9705304624554,272.0,20.16352424739425
2025Q4,na,33.889617134832875,27.801162538829267,234.79490271071492,7957.109358076463,1146.0,14.402215030974915
2025Q4,emea,48.7340165224943,39.978684595975636,160.04116578301387,7799.448817548647,930.0,11.923919519896245
2025Q4,latam,22.468640446625,18.43202661741181,101.6200727360871,2283.2648764670207,351.0,15.37272366503159
2025Q4,apac,16.807725896047824,13.788126247783284,140.42214648817207,2360.1769479078707,351.0,14.871766301723122
2026Q1,na,45.62055666840484,29.206502348530627,261.4442855927511,11927.23384651472,1138.0,9.541189639142836
2026Q1,emea,63.21243105074942,40.468905922374795,148.88734918549306,9411.531294716833,747.0,7.937071838876302
2026Q1,latam,26.31154479026593,16.84477899504861,167.5171723848524,4407.635584342743,451.0,10.232243373342584
2026Q1,apac,21.055467490579804,13.479812734045971,164.02387056810022,3453.5992744257037,342.0,9.902712295909632
2026Q2,na,43.89237918229495,29.59701900357043,256.2653541374604,11248.096095086512,1594.0,14.171287180737233
2026Q2,emea,58.151705363170876,39.21220860631886,206.8794193650643,12030.391040621087,1425.0,11.845001506504914
2026Q2,latam,25.880958896069547,17.451759201665237,73.63566102944367,1905.7615163879416,291.0,15.269486632910018
2026Q2,apac,20.37495655846463,13.739013188445467,98.93279242683965,2015.7513479044565,298.0,14.78356942734014
