quarter,hotel_m,exp_m,svc_m,basis,share_of_year,nonhome_units_m,nonhome_gbv_equiv_m,nights_total_m,gbv_musd,revenue_musd,n_home_m,p_home_usd,home_gbv_musd,adr_reported_usd,dilution_pct
2022Q1,1.6986410972821946,0.9076708153416306,0.0,assumed_backcast,0.25933451866903734,2.6063119126238252,1.761473988634897,102.1,17200.0,1509.0,99.49368808737617,169.86788275631974,16900.78214302026,168.462291870715,-0.8274612379911117
2022Q2,1.7252603505207011,0.9218948437896877,0.0,assumed_backcast,0.2633985267970536,2.647155194310389,1.7890778905136027,103.7,17000.0,2104.0,101.05284480568962,165.3022381759459,16704.261420427003,163.9344262295082,-0.8274612379911006
2022Q3,1.6587122174244349,0.8863347726695454,0.0,assumed_backcast,0.25323850647701296,2.5450469900939803,1.7200681358168386,99.7,15600.0,2884.0,97.15495300990602,157.77493465218666,15328.616362274188,156.46940822467403,-0.8274612379911006
2022Q4,1.4673863347726694,0.7840995681991364,0.0,assumed_backcast,0.22402844805689612,2.251485902971806,1.5216650910636424,88.2,13500.0,1902.0,85.9485140970282,154.33831421529644,13265.148775044972,153.0612244897959,-0.8274612379911339
2023Q1,2.8802454261490404,1.215863453815261,0.0,assumed_backcast,0.27019187862561356,4.0961088799643015,2.8471976070260343,121.1,20400.0,1818.0,117.00389112003569,170.21121974500505,19915.37502245304,168.4558216350124,-1.0313057580002227
2023Q2,2.7375412762159748,1.1556224899598393,0.0,assumed_backcast,0.2568049977688532,3.893163766175814,2.70613083871756,115.1,19100.0,2484.0,111.20683623382418,167.6718681889551,18646.257986708482,165.94265855777584,-1.0313057580002338
2023Q3,2.692351628737171,1.136546184738956,0.0,assumed_backcast,0.2525658188308791,3.828897813476127,2.661459695419877,113.2,18300.0,3397.0,109.37110218652387,163.34536756629686,17865.262887788755,161.660777385159,-1.0313057580002227
2023Q4,2.3498616688978133,0.9919678714859438,0.0,assumed_backcast,0.22043730477465417,3.341829540383757,2.322899451479539,98.8,15500.0,2218.0,95.45817045961624,158.517390064282,15131.78004156971,156.8825910931174,-1.0313057580002116
2024Q1,3.880768992878942,1.4388516378433367,0.0,seats_file_base,0.26978636826042723,5.319620630722278,3.7501333713022924,132.6,22900.0,2142.0,127.28037936927771,174.76845294300597,22244.594992367558,172.6998491704374,-1.1836253841779776
2024Q2,3.661268484231943,1.3574686266531029,0.0,seats_file_base,0.25452695829094607,5.018737110885046,3.538021755278407,125.1,21200.0,2748.0,120.08126288911495,171.4942782672178,20593.249512584815,169.46442845723422,-1.1836253841779554
2024Q3,3.5939549949135303,1.3325111698880978,0.0,seats_file_base,0.2498474059003052,4.926466164801628,3.4729741930310825,122.8,20100.0,3732.0,117.87353383519837,165.64135488203777,19524.73184919598,163.68078175895766,-1.1836253841779665
2024Q4,3.248607527975585,1.204468565615463,0.0,seats_file_base,0.22583926754832145,4.453076093591048,3.1392519171535027,111.0,17600.0,2480.0,106.54692390640895,160.45777754446263,17096.282614221356,158.55855855855856,-1.1836253841779665
2025Q1,5.020581613508442,1.6108818011257036,0.17899581613508442,seats_file_base,0.26848030018761726,6.81045923076923,4.867048367277771,143.1,24500.0,2272.0,136.28954076923077,173.5661094524376,23655.245350374764,171.20894479385046,-1.3580788703644098
2025Q2,4.7153470919324585,1.5129455909943716,0.16811347091932458,seats_file_base,0.25215759849906194,6.396406153846155,4.5711481520763995,134.4,23500.0,3096.0,128.00359384615385,177.25850072039893,22689.725131992112,174.85119047619048,-1.3580788703643876
2025Q3,4.687279549718574,1.5039399624765477,0.16711279549718572,seats_file_base,0.25065666041275797,6.358332307692308,4.543938936885468,133.6,22900.0,4095.0,127.24166769230769,173.7670796207208,22110.41300096253,171.40718562874252,-1.3580788703643987
2025Q4,4.2767917448405255,1.372232645403377,0.15247791744840525,seats_file_base,0.22870544090056286,5.801502307692308,4.146004164718103,121.9,20400.0,2778.0,116.0984976923077,169.65432668394428,19696.61245500592,167.35028712059065,-1.3580788703643876
2026Q1,12.949980295566503,4.616748768472906,1.1969177668308701,seats_file_base,0.5129720853858785,18.76364683087028,13.261417133331875,156.2,29200.0,2678.0,137.43635316912972,193.7653088124226,26630.397413869596,186.93982074263766,-3.5225542237761753
2026Q2,12.295019704433498,4.383251231527094,1.1363822331691298,seats_file_base,0.48702791461412154,17.81465316912972,12.590705255269635,148.3,27200.0,3608.0,130.4853468308703,190.10868418164105,24806.39759100182,183.41200269723532,-3.5225542237761864
