source_id,field,n_rows,nonnull,n_unique,dtype,minimum,maximum,range_basis
K2_recommended,northern_stay_quarter,12,12,4,str,,,
K2_recommended,seasonal_role,12,12,4,str,,,
K2_recommended,melbourne_months,12,12,4,str,,,
K2_recommended,weighting,12,12,3,str,,,
K2_recommended,n_reservations,12,12,4,int64,,,
K2_recommended,phi0,12,12,12,float64,,,
K2_recommended,phi0_lo,12,12,12,float64,,,
K2_recommended,phi0_hi,12,12,12,float64,,,
K2_recommended,phi1,12,12,12,float64,,,
K2_recommended,phi1_lo,12,12,12,float64,,,
K2_recommended,phi1_hi,12,12,12,float64,,,
K2_recommended,phi2,12,12,12,float64,,,
K2_recommended,phi2_lo,12,12,12,float64,,,
K2_recommended,phi2_hi,12,12,12,float64,,,
K2_recommended,phi3,12,12,12,float64,,,
K2_recommended,phi3_lo,12,12,7,float64,,,
K2_recommended,phi3_hi,12,12,12,float64,,,
K2_recommended,booked_before_quarter,12,12,12,float64,,,
K2_recommended,booked_before_quarter_lo,12,12,12,float64,,,
K2_recommended,booked_before_quarter_hi,12,12,12,float64,,,
K2_leadtime_month,melbourne_stay_month,12,12,12,int64,,,
K2_leadtime_month,n,12,12,12,int64,,,
K2_leadtime_month,W_for_month,12,12,8,int64,,,
K2_leadtime_month,mean_lead_days,12,12,12,float64,,,
K2_leadtime_month,median_lead_days,12,12,9,float64,,,
K2_leadtime_month,value_wtd_mean_lead,12,12,12,float64,,,
K2_leadtime_month,share_value_lead_gt_180,12,12,8,float64,,,
K2_raw_coverage,stay_ym,29,29,29,str,2014-10,2017-02,"lexical field range, not date inference"
K2_raw_coverage,r_nights,29,29,29,int64,,,
K2_raw_coverage,nights_with_booked_date,29,29,20,float64,,,
K2_raw_coverage,pct_covered,29,29,20,float64,,,
K2_truncation,B0_sim,4,4,4,str,,,
K2_truncation,wsim_min,4,4,2,int64,,,
K2_truncation,wsim_max,4,4,3,int64,,,
K2_truncation,n_kept,4,4,3,int64,,,
K2_truncation,pct_of_panel_kept,4,4,3,float64,,,
K2_truncation,naive_mean_lead,4,4,3,float64,,,
K2_truncation,ipw_mean_lead,4,4,3,float64,,,
K2_truncation,true_mean_lead,4,4,1,float64,,,
K2_truncation,naive_pct_le90,4,4,3,float64,,,
K2_truncation,ipw_pct_le90,4,4,3,float64,,,
K2_truncation,true_pct_le90,4,4,1,float64,,,
financial_kpi,quarter,24,24,24,str,1Q21,4Q25,"lexical field range, not date inference"
financial_kpi,nights_m,24,24,24,float64,,,
financial_kpi,gbv_busd,24,24,22,float64,,,
financial_kpi,adr_usd,24,24,24,float64,,,
financial_kpi,revenue_musd,24,24,24,float64,,,
financial_kpi,adj_ebitda_musd,24,24,24,float64,,,
financial_kpi,sbc_musd,24,22,21,float64,,,
financial_kpi,fcf_musd,24,22,22,float64,,,
financial_kpi,buybacks_musd,24,19,16,float64,,,
financial_kpi,diluted_wa_shares_m,24,22,21,float64,,,
financial_kpi,rsu_tax_withholding_musd,24,22,20,float64,,,
financial_kpi,cost_of_revenue_musd,24,24,23,float64,,,
financial_kpi,ops_support_musd,24,24,23,float64,,,
financial_kpi,product_dev_musd,24,24,24,float64,,,
financial_kpi,sales_marketing_musd,24,24,23,float64,,,
financial_kpi,g_and_a_musd,24,24,24,float64,,,
financial_kpi,restructuring_musd,24,13,9,float64,,,
financial_kpi,operating_income_musd,24,24,23,float64,,,
financial_kpi,cfo_musd,24,22,22,float64,,,
financial_kpi,capex_musd,24,22,13,float64,,,
financial_kpi,basic_wa_shares_m,24,22,17,float64,,,
financial_kpi,net_income_musd,24,24,24,float64,,,
financial_kpi,income_tax_musd,24,24,24,float64,,,
financial_kpi,cfo_musd_xbrl,24,12,12,float64,,,
financial_kpi,capex_musd_xbrl,24,6,5,float64,,,
financial_kpi,revenue_musd_xbrl,24,24,24,float64,,,
financial_kpi,diluted_wa_shares_m_xbrl,24,24,21,float64,,,
financial_kpi,cash_and_equivalents_musd,24,23,23,float64,,,
financial_kpi,short_term_investments_musd,24,23,23,float64,,,
financial_kpi,restricted_cash_musd,24,23,16,float64,,,
financial_kpi,funds_held_for_clients_musd,24,23,23,float64,,,
financial_kpi,unearned_fees_musd,24,23,23,float64,,,
financial_kpi,long_term_debt_musd,24,23,20,float64,,,
financial_kpi,cash_plus_st_investments_musd,24,23,23,float64,,,
financial_kpi,revenue_yoy_reported_pct,24,22,16,float64,,,
financial_kpi,revenue_yoy_exfx_pct,24,21,16,float64,,,
financial_kpi,gbv_yoy_reported_pct,24,20,16,float64,,,
financial_kpi,gbv_yoy_exfx_pct,24,20,14,float64,,,
financial_kpi,adr_yoy_exfx_pct,24,17,8,float64,,,
financial_kpi,nights_yoy_na_pct,24,8,4,float64,,,
financial_kpi,nights_yoy_emea_pct,24,9,5,float64,,,
financial_kpi,nights_yoy_latam_pct,24,14,8,float64,,,
financial_kpi,nights_yoy_apac_pct,24,16,10,float64,,,
financial_kpi,nights_yoy_na_pct_qual,24,8,8,str,,,
financial_kpi,nights_yoy_emea_pct_qual,24,4,4,str,,,
financial_kpi,cross_border_share_pct,24,13,9,float64,,,
financial_kpi,cross_border_nights_yoy_pct,24,7,7,float64,,,
financial_kpi,urban_share_pct,24,12,7,float64,,,
financial_kpi,urban_nights_yoy_pct,24,7,7,float64,,,
financial_kpi,non_urban_nights_yoy_pct,24,1,1,float64,,,
financial_kpi,long_term_stays_share_pct,24,12,7,float64,,,
financial_kpi,active_listings_m,24,10,6,float64,,,
financial_kpi,active_listings_yoy_pct,24,7,4,float64,,,
financial_kpi,active_listings_yoy_ex_removals_pct,24,1,1,float64,,,
financial_kpi,active_listings_yoy_qual,24,5,4,str,,,
financial_kpi,app_share_of_nights_pct,24,16,12,float64,,,
financial_kpi,app_nights_yoy_pct,24,10,7,float64,,,
financial_kpi,first_time_bookers_yoy_pct,24,3,3,float64,,,
financial_kpi,guest_arrivals_cumulative_b,24,7,7,float64,,,
financial_kpi,guest_arrivals_in_quarter_m,24,1,1,float64,,,
financial_kpi,fully_diluted_shares_letter_m,24,8,8,float64,,,
financial_kpi,buyback_authorization_announced_busd,24,4,3,float64,,,
financial_kpi,adr_yoy_na_pct,24,13,7,float64,,,
financial_kpi,adr_yoy_emea_pct,24,11,9,float64,,,
financial_kpi,adr_yoy_emea_exfx_pct,24,2,1,float64,,,
financial_kpi,adr_yoy_latam_pct,24,6,5,float64,,,
financial_kpi,adr_yoy_apac_pct,24,6,4,float64,,,
financial_kpi,marketing_commentary,24,12,12,str,,,
financial_kpi,active_listings_ex_china_yoy_pct,24,1,1,float64,,,
financial_kpi,nights_ex_china_yoy_pct,24,1,1,float64,,,
financial_kpi,na_share_of_nights_pct,24,1,1,float64,,,
financial_kpi,nights_yoy_ex_na_pct,24,1,1,float64,,,
financial_kpi,travel_insurance_revenue_yoy_pct,24,2,2,float64,,,
financial_kpi,removed_listings_cum_k,24,3,3,float64,,,
financial_kpi,cash_investments_restricted_letter_busd,24,1,1,float64,,,
financial_kpi,funds_held_letter_busd,24,1,1,float64,,,
financial_kpi,bedroom_nights_yoy_pct,24,1,1,float64,,,
financial_kpi,experiences_supply_yoy_pct,24,1,1,float64,,,
financial_kpi,single_fee_pct,24,1,1,float64,,,
financial_kpi,cross_currency_share_of_gbv_pct,24,1,1,float64,,,
financial_kpi,gbv_musd,24,24,22,float64,,,
financial_kpi,take_rate_pct,24,24,23,float64,,,
financial_kpi,adj_ebitda_margin_pct,24,24,24,float64,,,
financial_kpi,fcf_margin_pct,24,22,22,float64,,,
financial_kpi,net_income_margin_pct,24,24,23,float64,,,
financial_kpi,sbc_pct_revenue,24,22,20,float64,,,
financial_kpi,cost_of_revenue_pct_rev,24,24,22,float64,,,
financial_kpi,ops_support_pct_rev,24,24,21,float64,,,
financial_kpi,product_dev_pct_rev,24,24,24,float64,,,
financial_kpi,sales_marketing_pct_rev,24,24,22,float64,,,
financial_kpi,g_and_a_pct_rev,24,24,21,float64,,,
financial_kpi,exsbc__cor_cash,24,22,21,float64,,,
financial_kpi,exsbc__ops_cash,24,22,22,float64,,,
financial_kpi,exsbc__pd_cash,24,22,21,float64,,,
financial_kpi,exsbc__sm_cash,24,22,22,float64,,,
financial_kpi,exsbc__ga_cash,24,22,21,float64,,,
financial_kpi,exsbc__cor_cash_pct_rev,24,22,20,float64,,,
financial_kpi,exsbc__ops_cash_pct_rev,24,22,20,float64,,,
financial_kpi,exsbc__pd_cash_pct_rev,24,22,21,float64,,,
financial_kpi,exsbc__sm_cash_pct_rev,24,22,20,float64,,,
financial_kpi,exsbc__ga_cash_pct_rev,24,22,18,float64,,,
financial_kpi,exsbc__cor_cash_per_night,24,22,19,float64,,,
financial_kpi,exsbc__ops_cash_per_night,24,22,21,float64,,,
financial_kpi,exsbc__pd_cash_per_night,24,22,20,float64,,,
financial_kpi,exsbc__sm_cash_per_night,24,22,22,float64,,,
financial_kpi,exsbc__ga_cash_per_night,24,22,21,float64,,,
financial_kpi,nights_yoy_pct,24,20,20,float64,,,
financial_kpi,gbv_yoy_pct,24,20,20,float64,,,
financial_kpi,adr_yoy_pct,24,20,20,float64,,,
financial_kpi,revenue_yoy_pct,24,20,20,float64,,,
financial_kpi,adj_ebitda_yoy_pct,24,20,20,float64,,,
financial_kpi,fcf_yoy_pct,24,18,18,float64,,,
financial_kpi,sbc_yoy_pct,24,18,17,float64,,,
financial_kpi,sales_marketing_yoy_pct,24,20,20,float64,,,
financial_kpi,unearned_fees_yoy_pct,24,19,19,float64,,,
financial_kpi,funds_held_yoy_pct,24,19,19,float64,,,
financial_kpi,nights_yoy_accel_pts,24,19,19,float64,,,
financial_kpi,fx_pts_revenue,24,21,10,float64,,,
financial_kpi,adr_yoy_reported_pct,24,20,17,float64,,,
financial_kpi,fx_pts_adr,24,17,15,float64,,,
calendar_reopen,market,130,130,34,str,,,
calendar_reopen,region,130,130,4,str,,,
calendar_reopen,us,130,130,2,bool,,,
calendar_reopen,australia,130,130,2,bool,,,
calendar_reopen,europe,130,130,2,bool,,,
calendar_reopen,interval,130,130,4,int64,,,
calendar_reopen,interval_label,130,130,4,str,,,
calendar_reopen,snapshot0,130,130,56,str,2025-08-31,2026-06-30,"lexical field range, not date inference"
calendar_reopen,snapshot1,130,130,49,str,2025-11-12,2026-08-31,"lexical field range, not date inference"
calendar_reopen,interval_days,130,130,34,int64,,,
calendar_reopen,n_vintages,130,130,2,int64,,,
calendar_reopen,matched_future_row_retention_pct,130,130,129,float64,,,
calendar_reopen,unavailable_row_retention_pct,130,130,129,float64,,,
calendar_reopen,stable_panel_listings,130,130,34,int64,,,
calendar_reopen,broad_rate_pct,130,130,130,float64,,,
calendar_reopen,stable_rate_pct,130,130,130,float64,,,
calendar_reopen,screened_rate_pct,130,130,130,float64,,,
calendar_reopen,short_run_rate_pct,130,130,130,float64,,,
calendar_reopen,short_run_reopened,130,130,122,int64,,,
calendar_reopen,short_run_initial_unavailable,130,130,130,int64,,,
calendar_reopen,short_run_top10_share_pct,130,130,124,float64,,,
calendar_reopen,broad_reclosed_pct,130,96,96,float64,,,
calendar_reopen,short_run_reclosed_pct,130,93,91,float64,,,
calendar_reopen,short_run_reopened_followed,130,96,85,float64,,,
calendar_reopen,short_run_d001_030_pct,130,130,130,float64,,,
calendar_reopen,short_run_d001_030_initial,130,130,129,int64,,,
calendar_reopen,short_run_d031_060_pct,130,130,130,float64,,,
calendar_reopen,short_run_d031_060_initial,130,130,125,int64,,,
calendar_reopen,short_run_d061_090_pct,130,130,128,float64,,,
calendar_reopen,short_run_d061_090_initial,130,130,127,int64,,,
calendar_reopen,short_run_d091_180_pct,130,130,127,float64,,,
calendar_reopen,short_run_d091_180_initial,130,130,126,int64,,,
calendar_reopen,short_run_rate_per90_pct,130,130,130,float64,,,
rnpl_scenario_matrix,booking_quarter,8,8,8,str,1Q25,4Q26,"lexical field range, not date inference"
rnpl_scenario_matrix,units,8,8,1,str,,,
rnpl_scenario_matrix,matrix,8,8,1,str,,,
rnpl_scenario_matrix,1Q25,8,8,2,float64,,,
rnpl_scenario_matrix,2Q25,8,8,3,float64,,,
rnpl_scenario_matrix,3Q25,8,8,4,float64,,,
rnpl_scenario_matrix,4Q25,8,8,5,float64,,,
rnpl_scenario_matrix,1Q26,8,8,6,float64,,,
rnpl_scenario_matrix,2Q26,8,8,7,float64,,,
rnpl_scenario_matrix,3Q26,8,8,7,float64,,,
rnpl_scenario_matrix,4Q26,8,8,7,float64,,,
rnpl_scenario_matrix,total_in_window,8,8,8,float64,,,
rnpl_scenario_parameters,parameter,19,19,19,str,,,
rnpl_scenario_parameters,value,19,19,19,str,,,
rnpl_scenario_parameters,label,19,19,11,str,,,
rnpl_scenario_parameters,source,19,19,19,str,,,
PR60_daio_PIT,quarter,17,17,17,str,,,
PR60_daio_PIT,q_start,17,17,17,str,2022-07-01,2026-07-01,"lexical field range, not date inference"
PR60_daio_PIT,day75,17,17,17,str,2022-09-13,2026-09-13,"lexical field range, not date inference"
PR60_daio_PIT,commit,17,17,17,str,,,
PR60_daio_PIT,commit_date,17,17,17,str,2022-09-14,2026-09-14,"lexical field range, not date inference"
PR60_daio_PIT,lag_days,17,17,5,int64,,,
PR60_daio_PIT,last_entry_in_file,17,17,17,str,2022-09-13,2026-09-13,"lexical field range, not date inference"
PR60_daio_PIT,note,17,0,0,float64,,,
PR60_daio_PIT,eu40_flt_da_cur,17,17,17,int64,,,
PR60_daio_PIT,eu40_flt_da_prev,17,17,17,int64,,,
PR60_daio_PIT,eu40_flt_da_yoy,17,17,17,float64,,,
PR60_daio_PIT,eu_core_flt_da_cur,17,17,17,int64,,,
PR60_daio_PIT,eu_core_flt_da_prev,17,17,17,int64,,,
PR60_daio_PIT,eu_core_flt_da_yoy,17,17,17,float64,,,
PR60_daio_PIT,days_cur_present,17,17,1,int64,,,
PR60_daio_features,quarter,31,31,31,str,1Q19,4Q25,"lexical field range, not date inference"
PR60_daio_features,eu40_flt_da_full,31,26,26,float64,,,
PR60_daio_features,eu40_flt_da_lag1,31,26,26,float64,,,
