value_status,missing_reason,document_id,document_type,title,publisher,source_url,canonical_url,fiscal_period,document_date,published_at_utc,sec_accession_number,retrieved_at_utc,capture_method,mime_type,local_path,sha256,rights_or_access_note,version_status,supersedes_document_id
observed,,ABNB-2020Q4-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2020Q4 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312521056952/d147144dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312521056952/d147144dex991.htm,2020Q4,2021-02-25,2021-02-25T22:00:00Z,0001193125-21-056952,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2021Q1-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2021Q1 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312521160458/d476842dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312521160458/d476842dex991.htm,2021Q1,2021-05-13,2021-05-13T21:00:00Z,0001193125-21-160458,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2021Q2-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2021Q2 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312521244643/d212971dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312521244643/d212971dex991.htm,2021Q2,2021-08-12,2021-08-12T21:00:00Z,0001193125-21-244643,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2021Q3-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2021Q3 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312521320113/d245727dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312521320113/d245727dex991.htm,2021Q3,2021-11-04,2021-11-04T21:30:00Z,0001193125-21-320113,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2021Q4-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2021Q4 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312522043371/d251410dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312522043371/d251410dex991.htm,2021Q4,2022-02-15,2022-02-15T21:30:00Z,0001193125-22-043371,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2022Q1-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2022Q1 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312522138654/d711122dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312522138654/d711122dex991.htm,2022Q1,2022-05-03,2022-05-03T21:30:00Z,0001193125-22-138654,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2022Q2-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2022Q2 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,2022Q2,2022-08-02,2022-08-02T20:30:00Z,0001193125-22-210001,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2022Q3-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2022Q3 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,2022Q3,2022-11-01,2022-11-01T20:30:00Z,0001193125-22-274904,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2022Q4-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2022Q4 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,2022Q4,2023-02-14,2023-02-14T21:30:00Z,0001193125-23-039008,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2023Q1-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2023Q1 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,2023Q1,2023-05-09,2023-05-09T20:30:00Z,0001193125-23-139392,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2023Q2-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2023Q2 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,2023Q2,2023-08-03,2023-08-03T20:30:00Z,0001193125-23-202832,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2023Q3-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2023Q3 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,2023Q3,2023-11-01,2023-11-01T20:30:00Z,0001193125-23-268164,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2023Q4-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2023Q4 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,2023Q4,2024-02-13,2024-02-13T21:30:00Z,0001193125-24-033706,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2024Q1-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2024Q1 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,2024Q1,2024-05-08,2024-05-08T20:30:00Z,0001193125-24-134183,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2024Q2-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2024Q2 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,2024Q2,2024-08-06,2024-08-06T20:30:00Z,0001193125-24-194849,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2024Q3-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2024Q3 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,2024Q3,2024-11-07,2024-11-07T21:30:00Z,0001193125-24-253103,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2024Q4-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2024Q4 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,2024Q4,2025-02-13,2025-02-13T21:30:00Z,0001193125-25-026054,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2025Q1-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2025Q1 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,2025Q1,2025-05-01,2025-05-01T20:30:00Z,0001193125-25-109934,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2025Q2-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2025Q2 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,2025Q2,2025-08-06,2025-08-06T20:30:00Z,0001193125-25-174438,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2025Q3-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2025Q3 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,2025Q3,2025-11-06,2025-11-06T21:30:00Z,0001193125-25-269432,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2025Q4-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2025Q4 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,2025Q4,2026-02-12,2026-02-12T22:00:00Z,0001193125-26-048670,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2026Q1-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2026Q1 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,2026Q1,2026-05-07,2026-05-07T21:00:00Z,0001193125-26-211816,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2026Q2-SHAREHOLDER-LETTER,shareholder_letter,Airbnb 2026Q2 Shareholder Letter,"Airbnb, Inc. / SEC EDGAR",https://www.sec.gov/Archives/edgar/data/1559720/000119312526337928/d70413dex991.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312526337928/d70413dex991.htm,2026Q2,2026-08-06,2026-08-06T21:00:00Z,0001193125-26-337928,2026-09-02T16:00:00Z,SEC EDGAR HTML metadata and pinpoint excerpt capture,text/html,,,Public company filing on SEC EDGAR; only short pinpoint excerpts are stored.,original_filed_version,
observed,,ABNB-2020Q4-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2020Q4 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb%2C-Inc.Q42020EarningsCall-%281%29.pdf,user-supplied://abnb-transcript/Airbnb%2C-Inc.Q42020EarningsCall-%281%29.pdf,2020Q4,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,ff5ddf4a9e8ae1c843fa4d98804fbe335c2f2d1b5c864b4e661b6b0c0ebc8c62,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
