quarter,vintage_date,prior_basis,lambda_hat,base,gbv_hat,gbv_actual,tr_kernel,tr_lever,w_drift,tr_actual,n_train,n_season_obs
2023Q1,2023-02-14,PIT,13.266782159027086,14200.0,20548.672566371682,20400.0,9.167906396371603,9.469999999999999,0.6999999999999993,8.91,10,2
2023Q1,2023-02-14,full_sample,12.884767693927516,14200.0,20548.672566371682,20400.0,8.903918278068947,8.974499999999999,0.2044999999999999,8.91,10,6
2023Q2,2023-05-09,PIT,14.46088683670196,18100.0,20162.79069767442,19100.0,12.981439705888276,13.075,0.6949999999999994,13.01,11,2
2023Q2,2023-05-09,full_sample,13.962688418566586,18100.0,20162.79069767442,19100.0,12.534210376205735,12.5845,0.2044999999999999,13.01,11,6
2023Q3,2023-08-03,PIT,17.493693143531,19533.333333333332,17527.058823529413,18300.0,19.49614837515727,18.737499999999997,0.24749999999999917,18.56,12,2
2023Q3,2023-08-03,full_sample,17.34109436815786,19533.333333333332,17527.058823529413,18300.0,19.326082035126483,18.694499999999998,0.2044999999999999,18.56,12,5
2023Q4,2023-11-01,PIT,12.09650649176817,18566.666666666664,15836.538461538463,15500.0,14.181874682354714,14.4325,0.3424999999999998,14.31,13,2
2023Q4,2023-11-01,full_sample,12.056478177813045,18566.666666666664,15836.538461538463,15500.0,14.134945717149442,14.2945,0.2044999999999999,14.31,13,5
2024Q1,2024-02-13,PIT,13.112127073154207,16433.333333333332,23422.222222222223,22900.0,9.199637543261419,9.175,0.2650000000000001,9.35,14,3
2024Q1,2024-02-13,full_sample,12.884767693927516,16433.333333333332,23422.222222222223,22900.0,9.040119269126563,9.1145,0.2044999999999999,9.35,14,6
2024Q2,2024-05-08,PIT,14.21517685982709,20433.333333333332,21440.686274509804,21200.0,13.547301772446383,13.35,0.33999999999999986,12.96,15,3
2024Q2,2024-05-08,full_sample,13.962688418566586,20433.333333333332,21440.686274509804,21200.0,13.306676056597762,13.2145,0.2044999999999999,12.96,15,6
2024Q3,2024-08-06,PIT,17.459390423332383,21766.666666666664,20312.041884816754,20100.0,18.709725674204254,18.73,0.17000000000000037,18.57,16,3
2024Q3,2024-08-06,full_sample,17.34109436815786,21766.666666666664,20312.041884816754,20100.0,18.582957975734203,18.764499999999998,0.2044999999999999,18.57,16,5
2024Q4,2024-11-07,PIT,12.04638433981433,20466.666666666664,17024.590163934427,17600.0,14.481954070403013,14.465000000000002,0.1550000000000007,14.09,17,3
2024Q4,2024-11-07,full_sample,12.056478177813045,20466.666666666664,17024.590163934427,17600.0,14.4940887071677,14.5145,0.2044999999999999,14.09,17,5
2025Q1,2025-02-13,PIT,13.092715994520828,18433.333333333332,26002.58064516129,24500.0,9.281478690869001,9.395,0.04500000000000037,9.27,18,4
2025Q1,2025-02-13,full_sample,12.884767693927516,18433.333333333332,26002.58064516129,24500.0,9.134063309555684,9.554499999999999,0.2044999999999999,9.27,18,6
2025Q2,2025-05-01,PIT,14.023535989079125,22200.0,22681.222707423578,23500.0,13.726001590543023,12.875000000000002,-0.08499999999999952,13.17,19,4
2025Q2,2025-05-01,full_sample,13.962688418566586,22200.0,22681.222707423578,23500.0,13.666445010071008,13.1645,0.2044999999999999,13.17,19,6
2025Q3,2025-08-06,PIT,17.38091341474278,23833.333333333332,22280.66037735849,22900.0,18.592137577408774,18.55,-0.020000000000000018,17.88,20,4
2025Q3,2025-08-06,full_sample,17.34109436815786,23833.333333333332,22280.66037735849,22900.0,18.54954365989463,18.7745,0.2044999999999999,17.88,20,5
2025Q4,2025-11-06,PIT,12.0641042157728,23100.0,20051.741293532337,20400.0,13.898085124120358,13.895,-0.19500000000000073,13.62,21,4
2025Q4,2025-11-06,full_sample,12.056478177813045,23100.0,20051.741293532337,20400.0,13.889299778534077,14.2945,0.2044999999999999,13.62,21,5
2026Q1,2026-02-12,PIT,12.939272253121183,21233.333333333332,28397.727272727276,29200.0,9.674854547431785,9.0125,-0.25750000000000073,9.17,22,5
2026Q1,2026-02-12,full_sample,12.884767693927516,21233.333333333332,28397.727272727276,29200.0,9.634100811668677,9.474499999999999,0.2044999999999999,9.17,22,6
2026Q2,2026-05-07,PIT,14.00801798045249,26266.666666666664,28008.163265306124,27200.0,13.137024926193321,12.907499999999999,-0.2625000000000006,13.26,23,5
2026Q2,2026-05-07,full_sample,13.962688418566586,26266.666666666664,28008.163265306124,27200.0,13.094513873935998,13.3745,0.2044999999999999,13.26,23,6
2026Q3,2026-08-06,PIT,17.34109436815786,27866.666666666664,26505.531914893614,,18.231609082371637,17.5875,-0.2925000000000004,,24,5
2026Q3,2026-08-06,full_sample,17.34109436815786,27866.666666666664,26505.531914893614,,18.231609082371637,18.0845,0.2044999999999999,,24,5
