quarter,gbv_3q26_musd,w,lambda_pct,base_musd,print_musd,guide_mid_musd
2026Q4,25900.0,0.33,11.866317523279372,26770.999999999996,3176.7318641571205,3118.7236051022196
2026Q4,25900.0,0.38,11.890292917190413,26706.0,3175.4216264648717,3117.437292818449
2026Q4,25900.0,0.6667,12.029792635176292,26333.333333333332,3167.845393929757,3109.9994049968163
2026Q4,26000.0,0.33,11.866317523279372,26803.999999999996,3180.6477489398026,3122.5679844294154
2026Q4,26000.0,0.38,11.890292917190413,26744.0,3179.9399377734044,3121.8730981478543
2026Q4,26000.0,0.6667,12.029792635176292,26400.0,3175.8652556865413,3117.872821211998
2026Q4,26100.0,0.33,11.866317523279372,26836.999999999996,3184.5636337224846,3126.4123637566117
2026Q4,26100.0,0.38,11.890292917190413,26782.0,3184.4582490819366,3126.3089034772597
2026Q4,26100.0,0.6667,12.029792635176292,26466.666666666668,3183.8851174433257,3125.7462374271804
2026Q4,26200.0,0.33,11.866317523279372,26869.999999999996,3188.479518505167,3130.2567430838085
2026Q4,26200.0,0.38,11.890292917190413,26820.0,3188.976560390469,3130.744708806665
2026Q4,26200.0,0.6667,12.029792635176292,26533.333333333332,3191.904979200109,3133.6196536423613
2026Q4,26300.0,0.33,11.866317523279372,26902.999999999996,3192.395403287849,3134.101122411005
2026Q4,26300.0,0.38,11.890292917190413,26858.0,3193.494871699001,3135.1805141360705
2026Q4,26300.0,0.6667,12.029792635176292,26600.0,3199.9248409568936,3141.4930698575436
2026Q4,26400.0,0.33,11.866317523279372,26935.999999999996,3196.311288070531,3137.9455017382006
2026Q4,26400.0,0.38,11.890292917190413,26896.0,3198.0131830075334,3139.6163194654755
2026Q4,26400.0,0.6667,12.029792635176292,26666.666666666668,3207.944702713678,3149.3664860727254
2026Q4,26500.0,0.33,11.866317523279372,26968.999999999996,3200.2271728532137,3141.7898810653974
2026Q4,26500.0,0.38,11.890292917190413,26934.0,3202.531494316066,3144.0521247948814
2026Q4,26500.0,0.6667,12.029792635176292,26733.333333333332,3215.964564470462,3157.239902287907
2026Q4,26600.0,0.33,11.866317523279372,27001.999999999996,3204.1430576358957,3145.6342603925937
2026Q4,26600.0,0.38,11.890292917190413,26972.0,3207.0498056245983,3148.487930124287
2026Q4,26600.0,0.6667,12.029792635176292,26800.0,3223.9844262272463,3165.113318503089
2026Q4,26700.0,0.33,11.866317523279372,27034.999999999996,3208.0589424185778,3149.47863971979
2026Q4,26700.0,0.38,11.890292917190413,27010.0,3211.5681169331306,3152.923735453692
2026Q4,26700.0,0.6667,12.029792635176292,26866.666666666668,3232.0042879840307,3172.9867347182712
2026Q4,26800.0,0.33,11.866317523279372,27067.999999999996,3211.9748272012603,3153.3230190469867
2026Q4,26800.0,0.38,11.890292917190413,27048.0,3216.086428241663,3157.359540783097
2026Q4,26800.0,0.6667,12.029792635176292,26933.333333333332,3240.0241497408147,3180.8601509334526
2026Q4,26900.0,0.33,11.866317523279372,27100.999999999996,3215.8907119839423,3157.1673983741825
2026Q4,26900.0,0.38,11.890292917190413,27086.0,3220.6047395501955,3161.795346112503
2026Q4,26900.0,0.6667,12.029792635176292,27000.0,3248.044011497599,3188.7335671486344
2026Q4,27000.0,0.33,11.866317523279372,27133.999999999996,3219.8065967666244,3161.011777701379
2026Q4,27000.0,0.38,11.890292917190413,27124.0,3225.1230508587278,3166.2311514419084
2026Q4,27000.0,0.6667,12.029792635176292,27066.666666666668,3256.0638732543835,3196.6069833638167
