target_quarter,origin_date,origin_close_utc,candidate_status,candidate_reason,candidate_guide_musd,candidate_revenue_musd,origin_cushion_divisor,origin_consensus_musd,origin_consensus_as_of,origin_consensus_register_id,origin_consensus_vendor,information_status,event_available,origin_implied_guide_musd,predicted_proxy_vs_origin_implied_guide_pct,predicted_proxy_vs_origin_revenue_pct,event_date,print_quarter,actual_guide_musd,lead_days,realized_proxy_at_origin_convention_pct,gap_excess_pct,session_excess_pct,cc_excess_pct,open_5d_excess_pct,open_20d_excess_pct,abnb_origin_close,abnb_origin_to_nextopen_pct,abnb_origin_to_nextclose_pct,qqq_origin_close,qqq_origin_to_nextopen_pct,qqq_origin_to_nextclose_pct,origin_to_nextopen_excess_pct,origin_to_nextclose_excess_pct
2021Q4,2021-09-13,2021-09-13T20:00:00+00:00,abstain,fewer_than_three_cushion_observations,,,,1440,2021-09-12,PIT-2021Q4-revenue-DHPNP-20210912,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,,,,2021-11-04,2021Q3,1435,52,,3.85789688061984,8.67046781755554,12.8886024702593,5.29538893034653,-6.19462187322353,160.320007324219,16.1115178344703,25.7609692528562,376.329986572266,6.30032758978756,5.91768403418831,9.81119024468278,19.8432852186678
2022Q1,2021-12-14,2021-12-14T21:00:00+00:00,abstain,fewer_than_three_cushion_observations,,,,1290,2021-12-12,PIT-2022Q1-revenue-DHPNP-20211212,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,,,,2022-02-15,2021Q4,1445,63,,-0.337093969415614,4.05300804989577,3.67384719436691,-8.95117454834842,-8.82927388570626,167.960006713867,6.15324544055573,11.1216908365597,388.200012207031,-8.85626063929058,-8.2843901728056,15.0095060798463,19.4060810093653
2022Q2,2022-03-14,2022-03-14T20:00:00+00:00,abstain,fewer_than_three_cushion_observations,,,,1990,2022-03-13,PIT-2022Q2-revenue-DHPNP-20220313,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,,,,2022-05-03,2022Q1,2080,50,,5.05320998468328,-0.843035535192826,4.32912199469047,-18.0647452061851,-19.3190196168578,138.5,10.1444065355652,12.7653376720442,318.170013427734,0.358294019784555,3.59241669340324,9.78611251578065,9.17292097864097
2022Q3,2022-06-13,2022-06-13T20:00:00+00:00,abstain,fewer_than_three_cushion_observations,,,,2790,2022-06-12,PIT-2022Q3-revenue-DHPNP-20220612,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,,,,2022-08-02,2022Q2,2830,50,,-7.52243938916436,4.11436157138223,-3.8578669211227,5.41677206207667,8.76111966277574,98.9300003051758,9.39553031463907,16.2640213163416,275.410003662109,14.7561757345311,17.2397554028501,-5.36064541989203,-0.975734086508439
2022Q4,2022-09-13,2022-09-13T20:00:00+00:00,abstain,No admissible same-season lambda observations: season=4; variant=ex_covid,,,1.04429065743945,1890,2022-09-11,PIT-2022Q4-revenue-DHPNP-20220911,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,1809.84095427435,,,2022-11-01,2022Q3,1840,49,1.66639204701522,-5.86255397128994,-4.60560476785977,-9.9973161111114,-1.63454092415509,-7.13732370379118,121.540000915527,-15.5463255966185,-22.3218669154642,293.700012207031,-6.33981098429108,-9.54035354669938,-9.20651461232737,-12.7815133687648
2023Q1,2022-12-14,2022-12-14T21:00:00+00:00,abstain,No admissible same-season lambda observations: season=1; variant=ex_covid,,,1.03168596476213,1680,2022-12-11,PIT-2023Q1-revenue-DHPNP-20221211,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,1628.40249589646,,,2023-02-14,2022Q4,1785,62,9.6166337559763,8.15666648145154,4.0147986156629,12.5870840972995,1.34679202541491,-10.6727483600777,93.9300003051758,38.4009364182198,45.8639349107788,286.510009765625,6.41861837424216,7.88454000485708,31.9823180439776,37.9793949059217
2023Q2,2023-03-14,2023-03-14T20:00:00+00:00,forecast,,2431.69090756819,2513.62831858407,1.03369565217391,2430,2023-03-12,PIT-2023Q2-revenue-DHPNP-20230312,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,2350.78864353313,3.44149459193694,0.0695846735880634,2023-05-09,2023Q1,2400,56,2.09339774557136,-14.3226290029006,2.72580914927762,-12.0112841726683,-4.97979749389986,-1.52140774451244,116.360000610352,-5.59470789109925,-2.72430229659463,297.369995117188,8.9955276050828,9.33854120699245,-14.590235496182,-12.0628435035871
2023Q3,2023-06-13,2023-06-13T20:00:00+00:00,abstain,No admissible same-season lambda observations: season=3; variant=ex_covid,,,1.02638846212936,3170,2023-06-11,PIT-2023Q3-revenue-DHPNP-20230611,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,3088.499254389,,,2023-08-03,2023Q2,3350,51,8.46691949947496,-0.815386713529698,0.773785437788543,-0.0358024542799318,-1.29800771185294,-6.9462474374044,124.900001525879,12.4659723815921,12.2257777874426,363.260009765625,3.43830586868989,2.41700119563442,9.02766651290223,9.80877659180821
2023Q4,2023-09-13,2023-09-13T20:00:00+00:00,forecast,,2067.29411764706,2136.95294117647,1.03369565217391,2160,2023-09-10,PIT-2023Q4-revenue-DHPNP-20230910,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,2089.58990536278,-1.06699346405253,-4.2919389978213,2023-11-01,2023Q3,2150,49,2.89100241545863,1.26151085590147,-6.24751150095134,-5.13834351835252,-7.1120354954972,-4.42198887751812,144.714996337891,-15.3439482870278,-20.1879536172446,374.209991455078,-3.38579492783992,-2.87806024948554,-11.9581533591879,-17.3098933677591
2024Q1,2023-12-14,2023-12-14T21:00:00+00:00,forecast,,2077.82328508391,2132.65384615385,1.02638846212936,2060,2023-12-10,PIT-2024Q1-revenue-DHPNP-20231210,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,2007.03737036004,3.52688573562374,0.865208013782026,2024-02-13,2023Q4,2050,61,2.1405993866596,-3.72214826667931,0.941245854371231,-2.82690124899261,3.41740107296397,10.6411863532268,147.259994506836,-0.746971944695751,0.638328450679526,403.390014648438,6.9089452155817,7.39482522844872,-7.65591716027745,-6.75649677776919
2024Q2,2024-03-14,2024-03-14T20:00:00+00:00,forecast,,2790.40055154569,2861.15001215658,1.02535458953077,2760,2024-03-10,PIT-2024Q2-revenue-DHPNP-20240310,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,2691.75173952559,3.66485551291904,1.10146925890182,2024-05-08,2024Q1,2710,55,0.677932522767644,-7.21777343835113,0.150254398025496,-7.08958221582955,-3.40038357539574,-4.95959428571389,166.440002441406,-11.920209112515,-11.649843249957,439.140014648438,0.270977793900373,0.428103634951005,-12.1911869064153,-12.077946884908
2024Q3,2024-06-13,2024-06-13T20:00:00+00:00,forecast,,3719.00517005819,3813.29901960784,1.02535458953077,3850,2024-06-09,PIT-2024Q3-revenue-DHPNP-20240609,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,3754.79862216432,-0.953272217978529,-3.40246311537169,2024-08-06,2024Q2,3700,54,-1.45942905808184,-15.4027754508465,3.13185589264878,-12.2994087077931,0.362895648284089,-0.698910754035698,146.100006103516,-23.0390159178093,-22.6488724058232,476.720001220703,-6.34125081996146,-8.79971725533076,-16.6977650978479,-13.8491551504924
2024Q4,2024-09-13,2024-09-13T20:00:00+00:00,forecast,,2390.13809678456,2450.7390671504,1.02535458953077,2420,2024-09-08,PIT-2024Q4-revenue-DHPNP-20240908,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,2360.15913393186,1.27020938637969,-1.23396294278678,2024-11-07,2024Q3,2415,55,2.32360883127314,-8.52039962106492,-0.258966920882386,-8.77531843366322,0.766200781090276,-0.948928618841793,117.75,14.3694251965565,14.3184718559249,475.339996337891,7.93116126980706,8.16258227994058,6.43826392674947,6.15588957598432
2025Q1,2024-12-13,2024-12-13T21:00:00+00:00,forecast,,2274.78034553435,2331.78099746017,1.02505765096736,2310,2024-12-08,PIT-2025Q1-revenue-DHPNP-20241208,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,2253.53178703659,0.942900322950657,-1.52466036647835,2025-02-13,2024Q4,2250,62,-0.156722308374047,12.1356060464267,1.64582521508565,14.0299511932825,-5.80617195813573,-11.8185812582336,130.949996948242,20.7980154601425,23.2684245366927,530.530029296875,1.03292559631596,1.43629854982694,19.7650898638265,21.8321259868657
2025Q2,2025-03-14,2025-03-14T20:00:00+00:00,forecast,,3099.32032955026,3169.67878886438,1.02270125441481,3060,2025-03-09,PIT-2025Q2-revenue-DHPNP-20250309,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,2992.07611879867,3.58427414589455,1.28497808987778,2025-05-01,2025Q1,3020,48,0.933261056625034,-3.3555597852268,2.96451468244312,-0.476403521064217,4.00860882910625,-0.170667585575979,122.860000610352,-1.43252655663928,1.95344417544852,479.660003662109,1.43435033779866,1.91176726017288,-2.86687689443794,0.0416769152756347
2025Q3,2025-06-13,2025-06-13T20:00:00+00:00,forecast,,3940.63883140896,4021.31349017095,1.02047248230895,4030,2025-06-08,PIT-2025Q3-revenue-DHPNP-20250608,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,3949.15107449209,-0.21554614960444,-2.21739872434342,2025-08-06,2025Q2,4060,54,2.8069051656163,-8.52155008954788,0.134324429089716,-8.3614197600845,1.94741850047457,3.52247501754115,135.539993286133,-11.1848876963652,-11.4431129372225,526.960021972656,8.48450718711637,8.02337302618237,-19.6693948834816,-19.4664859634048
2025Q4,2025-09-12,2025-09-12T20:00:00+00:00,forecast,,2662.82455208825,2715.00980700004,1.01959770683009,2680,2025-09-07,PIT-2025Q4-revenue-DHPNP-20250907,DoltHub post-no-preference/earnings,reconstructed_pre_event_signal_not_archived_forecast,True,2628.4876692515,1.3063360820911,-0.640874922080215,2025-11-06,2025Q3,2690,55,2.34021758854264,4.66862315806462,-3.91251795155305,0.605911300740747,-3.44521522536129,-3.7588659123144,122.550003051758,2.40310046633001,-1.36271379580017,586.659973144531,3.69038717572927,3.93413870834471,-1.28728670939926,-5.29685250414489
