qi,NAM,EMEA,LatAm,APAC
8088,0.39766448967708645,0.2641620558386204,0.17982266425286308,0.15835079023143003
8089,0.39419765780640525,0.38471523992102774,0.1027097561738697,0.11837734609869728
8090,0.3452540434507648,0.48141011395189676,0.07557697087249574,0.09775887172484268
8091,0.36554986903733067,0.30864624695464915,0.14966175532743287,0.17614212868058735
8092,0.3602634545787797,0.2611322823291782,0.1911286403703319,0.18747562272171034
8093,0.35450833413343186,0.40969100380178364,0.10123186317918986,0.1345687988855946
8094,0.3216888626036453,0.4884502723430739,0.08090232917266714,0.10895853588061362
8095,0.33132228854014617,0.317616940391561,0.16451195241709135,0.1865488186512015
8096,0.3279435645184726,0.268183923149056,0.2071337547322268,0.1967387576002446
8097,0.3509795845064686,0.4116726398051218,0.10366335767432239,0.1336844180140872
8098,0.3094565130737363,0.4973985185479668,0.08180495197610424,0.1113400164021928
8099,0.31131841504097457,0.3257075789345514,0.16267281400113187,0.20030119202334226
8100,0.3181110635519259,0.26377225005918514,0.21617810946199495,0.20193857692689396
8101,0.32187024323551067,0.421916563028342,0.11275564653136849,0.14345754720477877
8102,0.2867093835703883,0.5104549087034342,0.08690451740129942,0.11593119032487806
8103,0.2805252643412614,0.3332628632887765,0.17942126354195087,0.20679060882801123
8104,0.28475206584124385,0.2736288173504258,0.23565713584985185,0.20596198095847856
8105,0.3184828367142358,0.4168014203335033,0.12141438278383691,0.14330136016842399
8106,0.2649213206268898,0.5148668021451503,0.10018466513340615,0.1200272120945537
8107,0.2532785428841455,0.33860146475353003,0.19611738092287373,0.21200261143945065
8108,0.25205453127877836,0.2799647750805224,0.25576405271310754,0.21221664092759165
8109,0.2803753622213456,0.42439557413729556,0.14471698656502796,0.15051207707633085
8110,0.22127536120481747,0.5237047297126907,0.12678752517368405,0.12823238390880778
8111,0.2041460056943954,0.3482282756496995,0.22622458517619087,0.22140113347971416
