left_out,slope,intercept
,0.32679020010475074,6.922639732068051
8092.0,0.24798425109340402,7.604290095704998
8093.0,0.35507560520748405,6.798142019493289
8094.0,0.3184205085206818,6.854846913810417
8095.0,0.3263390696596425,6.921878545861322
8096.0,0.32701916801659503,7.00456769767754
8097.0,0.3234568265457388,7.00721817362496
8098.0,0.32217773039403086,7.045944122401476
8099.0,0.34502482362520853,6.474299896113124
8100.0,0.3198587809426795,7.070903764872816
8101.0,0.3170097365171474,7.186464748448911
8102.0,0.32997967150359425,6.859942361113968
8103.0,0.32904344699267685,6.8631275336396
8104.0,0.3252548407781617,6.965555982023799
8105.0,0.3354157162397093,6.724230563884248
