qi,APAC,EMEA,LatAm,NAM
8064,154.61333333333332,99.53952139231328,82.63212795549376,84.52451708766718
8065,125.39952397143827,62.78159335458613,67.93994678829343,76.07478728168384
8066,121.51683867463335,58.68841690387563,84.52483491243181,69.73248781442057
8067,109.07380903700674,60.827061953629794,61.83782527881041,68.19187773090964
8068,92.33178117256216,55.378558100921424,50.00845737483086,64.01159232458508
8069,94.5744389709907,55.74379507626841,67.85319255907491,55.70436054483956
8070,67.5420894036989,39.84614623528249,44.63442992955338,45.87217559715946
8071,53.03236767126196,27.633041116187187,49.03574183594755,39.47255252972768
8072,50.92806974427959,32.5877955286779,51.45969065499578,43.82600561272216
8073,43.110862441051864,24.824516680882525,45.37797206525216,37.84918763102725
8074,46.17093609280409,27.504270695801747,37.62534760259544,33.81281749863554
8075,49.24525718138055,35.35455193525392,56.98391630231106,36.93182179439085
8076,39.03968719452591,29.68522207597022,44.77714013856264,31.606599410510185
8077,34.41193391132329,25.494611102533902,52.33395572152575,26.7905669743141
8078,21.82977477724719,17.52466001284072,47.498071200264526,19.435427252695312
8079,19.817780724796606,15.150643746182336,43.046402151983855,18.699946719127823
8080,2.824159123123926,-12.470421676153254,14.015998226524552,-4.753487098540732
8081,-69.58546904238874,-94.06240375157722,-86.96772417048561,-77.51548714097991
8082,-33.17650085298817,-57.48301011193276,-68.47703519194843,-50.090478464576584
8083,-33.313785810421074,-76.97039167165487,-55.881810834952006,-46.24366674495855
8084,-24.215631766178937,-74.97846537072517,-50.5596824331227,-30.009186028275046
8085,231.8325846301941,408.4253548060518,384.8771785371209,256.2257937336209
8086,-3.980710697128609,76.40215198386011,131.73399445821786,84.26742112514458
8087,-2.6257211647662704,266.06161772034847,101.51506373117032,86.20847663311395
8088,12.215553418194913,324.38396825268796,128.20254506892894,67.32454692113927
8089,16.689583491224845,256.48639643176443,134.69878298712143,46.57101782633697
8090,95.7676997924676,55.2370567255049,102.44056463595838,22.732977721995606
8091,74.88434597500209,34.48633960047003,67.42090713627522,11.322567647149985
8092,53.34596848894637,36.693191715492105,50.2345823816285,9.722468435462584
8093,18.13279615074068,23.201082331809797,35.12309361969499,3.956050743410877
8094,14.799396147358523,11.82101797278614,33.38088330109608,4.376043484264569
8095,16.51676057827394,14.612667373858578,38.083971205276356,1.6138599685000754
8096,21.770866627518902,9.235319774769145,24.186324633001455,1.402374081111546
8097,4.876129587508449,8.828124307834063,16.54204341077632,0.11141140584951525
8098,2.08007170424358,5.526000267344489,24.111262583892625,2.569900969032224
8099,8.657367103914314,6.7601096364897195,13.355909700134871,2.7347427953721137
8100,-0.8225382604918119,4.252915647932376,27.159450105989123,-2.637292289387627
8101,4.715099281276647,2.9855343856650007,34.00557184349595,-0.9109563412072808
8102,4.948504339354409,2.1806637032844245,18.44378013291841,-0.38243551940638776
8103,6.244245131807791,5.519095608761537,24.824747877361464,0.05980876433315796
8104,8.863726066864587,4.730741332807509,18.22158041627904,5.409674721405855
8105,2.3029908813097633,1.482340923424097,20.39582536033171,6.895965559903039
