qi,yoy_all,yoy_all_mix,yoy_mature,yoy_mature_mix,yoy_vmatch,yoy_vmatch_mix
8064,121.24956946896104,,124.14556221286219,,99.03843170733816,
8065,96.4312594549003,,101.99783944119454,,75.15654301679899,
8066,94.97350646608885,,105.64208165601359,,74.1510410487497,
8067,90.24204442454634,,102.45444923173936,,69.0183900169993,
8068,81.49512801018615,,104.27004081872155,,61.39968406809266,
8069,82.82195795216786,,108.49523015437566,,62.669460786636876,
8070,64.70452143711053,,89.84943989904579,,45.809253228689975,
8071,54.802918193928285,,76.66654270520839,,37.92852795449214,
8072,58.713810314884064,,77.43426721269488,,41.393326407713296,
8073,50.63344790165032,,66.95579964701807,,34.42918293582154,
8074,50.51294962727749,,66.07893786492609,,33.39137494689997,
8075,58.43930374015757,,73.11546838210482,,41.37511171258914,
8076,50.472869289781144,,61.5951050887566,,34.076632993513876,
8077,48.63247017459636,,57.73898756175071,,31.75617843919167,
8078,39.011005873640606,,45.857565220724496,,23.953747772530736,
8079,36.32942419395098,,41.82722012927361,,21.715929804475635,
8080,7.821711982537625,,12.93549613031587,,-3.673023987487156,
8081,-83.08555517124482,,-82.26166384394776,,-85.10797017011407,
8082,-49.00677684298973,,-43.34593740392887,,-54.37226425206344,
8083,-53.766638214261164,,-47.354044292894656,,-59.14793248588401,
8084,-45.02893178925707,,-38.105937176353166,,-51.6606864165759,
8085,376.55682706543394,,422.9463259711567,,339.4857843092814,
8086,98.38879190016775,,102.36687466209315,,78.64308990606982,
8087,180.8876078726111,,183.77038943277532,,152.77409047297647,
8088,209.23007158080412,163.9775191296949,203.2278884269416,156.5272113837267,178.26907713244438,137.4505832840337
8089,174.6023760095173,160.38757539854913,164.51541302920802,150.35911161427816,145.8959439406421,132.84295944723652
8090,78.0076941025237,69.53021408232838,68.92444782246295,60.97703743849394,59.46886756987497,51.54462009983677
8091,55.200345630114036,54.84115193693638,44.9876368055379,45.15118537264608,38.790929920337156,38.0636618221438
8092,52.08660338978744,51.905918231290954,43.72948954266769,43.06490632911075,33.53583485647606,32.686763056531476
8093,37.07870514576733,34.19443948465879,30.92975208145143,29.36133501018759,19.26931098390076,16.903412474782247
8094,31.404920532861592,27.971362050740318,26.838218683288368,25.24006718450915,13.937530089657542,11.494815644369965
8095,32.99780898250078,32.42828056948977,29.59668297677106,28.988938711249197,15.368815579902947,14.52238911298936
8096,27.56035914921217,28.944422217361133,25.877526763800002,27.291817561372824,11.234698896853763,12.229641330266517
8097,24.405459244631402,22.647858233210968,24.156055748112486,22.627981288993265,7.257561288418464,6.0400666760909685
8098,25.2270600279321,22.439207568952074,26.46163749395165,23.157491358888432,7.59027263495521,5.747912834721136
8099,25.63818731022994,25.698871467116174,27.365483399914766,27.489507885234275,7.034667142832801,6.959919100796828
8100,23.799590762292624,24.39214663439706,26.510360069783427,27.63043974662019,5.777451103471258,5.988025646841116
8101,26.328641837610355,23.82552486096408,29.564937775273027,26.698519470551563,7.643492738719063,5.477173484282641
8102,23.39054684545987,21.309096725039453,25.16612643885619,23.010856131528286,4.704325200906393,3.180016449444646
8103,27.62870262743855,28.033758909662915,28.03275681986092,28.345857789514127,7.517024650160982,7.601426358509302
8104,29.699650129275224,31.407551393708296,28.246143755103155,29.478871878865903,7.842984556787284,8.954519239499172
8105,27.211873878291108,26.207769833529404,25.79814893931039,24.947758478903214,6.495836858638822,5.6204567489420025
