measure,window,subset,t,pred,actual,err_feature,err_naive
yoy_vmatch_mix,W1,full,8092,19.45400148384072,18.609,0.8450014838407185,1.5539999999999985
yoy_vmatch_mix,W1,full,8093,15.569011209202738,10.993,4.576011209202738,7.616000000000001
yoy_vmatch_mix,W1,full,8094,12.639893211223704,13.541,-0.9011067887762962,-2.548
yoy_vmatch_mix,W1,full,8095,13.619716179301584,12.018,1.601716179301583,1.5229999999999997
yoy_vmatch_mix,W1,full,8096,12.726204460778206,9.496,3.2302044607782054,2.5220000000000002
yoy_vmatch_mix,W1,full,8097,10.60336194603173,8.688,1.9153619460317302,0.8079999999999998
yoy_vmatch_mix,W1,full,8098,10.203068567265719,8.481,1.722068567265719,0.20700000000000074
yoy_vmatch_mix,W1,full,8099,10.259597520534346,12.348,-2.088402479465655,-3.867000000000001
yoy_vmatch_mix,W1,full,8100,10.27560198292585,7.919,2.3566019829258495,4.429000000000001
yoy_vmatch_mix,W1,full,8101,9.878901551756964,7.434,2.4449015517569643,0.48499999999999943
yoy_vmatch_mix,W1,full,8102,9.036590656132713,8.795,0.24159065613271302,-1.3609999999999998
yoy_vmatch_mix,W1,full,8103,10.152647849388297,9.82,0.3326478493882963,-1.0250000000000004
yoy_vmatch_mix,W1,full,8104,10.474676014100504,9.154,1.3206760141005045,0.6660000000000004
yoy_vmatch_mix,W1,full,8105,9.514290744511205,10.342,-0.827709255488795,-1.1880000000000006
yoy_vmatch_mix,W1,pre_rnpl,8092,19.45400148384072,18.609,0.8450014838407185,1.5539999999999985
yoy_vmatch_mix,W1,pre_rnpl,8093,15.569011209202738,10.993,4.576011209202738,7.616000000000001
yoy_vmatch_mix,W1,pre_rnpl,8094,12.639893211223704,13.541,-0.9011067887762962,-2.548
yoy_vmatch_mix,W1,pre_rnpl,8095,13.619716179301584,12.018,1.601716179301583,1.5229999999999997
yoy_vmatch_mix,W1,pre_rnpl,8096,12.726204460778206,9.496,3.2302044607782054,2.5220000000000002
yoy_vmatch_mix,W1,pre_rnpl,8097,10.60336194603173,8.688,1.9153619460317302,0.8079999999999998
yoy_vmatch_mix,W1,pre_rnpl,8098,10.203068567265719,8.481,1.722068567265719,0.20700000000000074
yoy_vmatch_mix,W1,pre_rnpl,8099,10.259597520534346,12.348,-2.088402479465655,-3.867000000000001
yoy_vmatch_mix,W1,pre_rnpl,8100,10.27560198292585,7.919,2.3566019829258495,4.429000000000001
yoy_vmatch_mix,W1,pre_rnpl,8101,9.878901551756964,7.434,2.4449015517569643,0.48499999999999943
yoy_vmatch_mix,W2,full,8096,11.758584350485211,9.496,2.262584350485211,2.5220000000000002
yoy_vmatch_mix,W2,full,8097,8.962920889930356,8.688,0.274920889930355,0.8079999999999998
yoy_vmatch_mix,W2,full,8098,8.753442774102258,8.481,0.2724427741022577,0.20700000000000074
yoy_vmatch_mix,W2,full,8099,9.105771903141237,12.348,-3.2422280968587636,-3.867000000000001
yoy_vmatch_mix,W2,full,8100,9.443599817257162,7.919,1.5245998172571626,4.429000000000001
yoy_vmatch_mix,W2,full,8101,8.994093903358712,7.434,1.5600939033587116,0.48499999999999943
yoy_vmatch_mix,W2,full,8102,7.936756519562026,8.795,-0.8582434804379737,-1.3609999999999998
yoy_vmatch_mix,W2,full,8103,9.59349241797718,9.82,-0.22650758202282084,-1.0250000000000004
yoy_vmatch_mix,W2,full,8104,10.074355860777406,9.154,0.9203558607774056,0.6660000000000004
yoy_vmatch_mix,W2,full,8105,8.862382938308595,10.342,-1.479617061691405,-1.1880000000000006
yoy_vmatch_mix,W2,pre_rnpl,8096,11.758584350485211,9.496,2.262584350485211,2.5220000000000002
yoy_vmatch_mix,W2,pre_rnpl,8097,8.962920889930356,8.688,0.274920889930355,0.8079999999999998
yoy_vmatch_mix,W2,pre_rnpl,8098,8.753442774102258,8.481,0.2724427741022577,0.20700000000000074
yoy_vmatch_mix,W2,pre_rnpl,8099,9.105771903141237,12.348,-3.2422280968587636,-3.867000000000001
yoy_vmatch_mix,W2,pre_rnpl,8100,9.443599817257162,7.919,1.5245998172571626,4.429000000000001
yoy_vmatch_mix,W2,pre_rnpl,8101,8.994093903358712,7.434,1.5600939033587116,0.48499999999999943
yoy_vmatch,W1,full,8092,17.474809344647653,18.609,-1.1341906553523486,1.5539999999999985
yoy_vmatch,W1,full,8093,15.063799597380289,10.993,4.070799597380288,7.616000000000001
yoy_vmatch,W1,full,8094,12.594588881035829,13.541,-0.9464111189641713,-2.548
yoy_vmatch,W1,full,8095,13.144444338942144,12.018,1.126444338942143,1.5229999999999997
yoy_vmatch,W1,full,8096,12.041263262166442,9.496,2.5452632621664417,2.5220000000000002
yoy_vmatch,W1,full,8097,10.728212536397102,8.688,2.0402125363971013,0.8079999999999998
yoy_vmatch,W1,full,8098,10.470541823694123,8.481,1.9895418236941236,0.20700000000000074
yoy_vmatch,W1,full,8099,10.072760311364336,12.348,-2.275239688635665,-3.867000000000001
yoy_vmatch,W1,full,8100,10.07862509304856,7.919,2.15962509304856,4.429000000000001
yoy_vmatch,W1,full,8101,10.247576033100167,7.434,2.8135760331001665,0.48499999999999943
yoy_vmatch,W1,full,8102,9.321654531302535,8.795,0.526654531302535,-1.3609999999999998
yoy_vmatch,W1,full,8103,9.89771018695762,9.82,0.07771018695761889,-1.0250000000000004
yoy_vmatch,W1,full,8104,9.963835359863362,9.154,0.8098353598633619,0.6660000000000004
yoy_vmatch,W1,full,8105,9.603118077619191,10.342,-0.7388819223808092,-1.1880000000000006
yoy_vmatch,W1,pre_rnpl,8092,17.474809344647653,18.609,-1.1341906553523486,1.5539999999999985
yoy_vmatch,W1,pre_rnpl,8093,15.063799597380289,10.993,4.070799597380288,7.616000000000001
yoy_vmatch,W1,pre_rnpl,8094,12.594588881035829,13.541,-0.9464111189641713,-2.548
yoy_vmatch,W1,pre_rnpl,8095,13.144444338942144,12.018,1.126444338942143,1.5229999999999997
yoy_vmatch,W1,pre_rnpl,8096,12.041263262166442,9.496,2.5452632621664417,2.5220000000000002
yoy_vmatch,W1,pre_rnpl,8097,10.728212536397102,8.688,2.0402125363971013,0.8079999999999998
yoy_vmatch,W1,pre_rnpl,8098,10.470541823694123,8.481,1.9895418236941236,0.20700000000000074
yoy_vmatch,W1,pre_rnpl,8099,10.072760311364336,12.348,-2.275239688635665,-3.867000000000001
yoy_vmatch,W1,pre_rnpl,8100,10.07862509304856,7.919,2.15962509304856,4.429000000000001
yoy_vmatch,W1,pre_rnpl,8101,10.247576033100167,7.434,2.8135760331001665,0.48499999999999943
yoy_vmatch,W2,full,8096,10.819530610843543,9.496,1.3235306108435427,2.5220000000000002
yoy_vmatch,W2,full,8097,8.921160924778043,8.688,0.2331609247780424,0.8079999999999998
yoy_vmatch,W2,full,8098,8.950593382010645,8.481,0.46959338201064504,0.20700000000000074
yoy_vmatch,W2,full,8099,8.621913075968008,12.348,-3.7260869240319927,-3.867000000000001
yoy_vmatch,W2,full,8100,9.058276793691748,7.919,1.1392767936917485,4.429000000000001
yoy_vmatch,W2,full,8101,9.436783814079762,7.434,2.002783814079762,0.48499999999999943
yoy_vmatch,W2,full,8102,8.138991645959509,8.795,-0.6560083540404911,-1.3609999999999998
yoy_vmatch,W2,full,8103,9.200007294993016,9.82,-0.6199927050069842,-1.0250000000000004
