measure,window,subset,target,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,mean_err,ratio_lo90,ratio_hi90,dm_stat,dm_p,passed
yoy_vmatch,W1,full,level,14,1.961478442878818,2.8766200777003164,12.303396798677765,3.991395294312871,0.6818691345736908,0.1594257646871648,0.49142675637104277,0.6428571428571429,0.9332099555370962,0.5676324249477419,1.0235267995773898,-1.325348227206295,0.2078771637891692,True
yoy_vmatch,W1,pre_rnpl,level,10,2.2886324272912786,3.3330370084954057,14.500892903542182,4.745549416828327,0.686650769690796,0.1578270002071546,0.4822692224372365,0.6,1.2389621221776639,0.557866041858182,0.9344711650043013,-1.2415630133280613,0.24577979232876723,
yoy_vmatch,W1,full,acceleration,13,5.493989038873261,4.571806712382385,7.917106187529342,3.252523172964421,1.201710698747,0.6939390364028637,1.689146778273656,0.5384615384615384,-4.343596935820473,,,,,
yoy_vmatch,W2,full,level,10,1.5541553852086107,2.1591433023308118,3.668825534145771,2.1062914888331665,0.7198018693483142,0.4236111449683506,0.7378633932901539,0.7,-0.10508916704384656,0.5268581362678649,0.9979570440435509,-1.1212217597302812,0.2912174031781769,True
yoy_vmatch,W2,pre_rnpl,level,6,1.8805776427797416,2.641374389719615,4.437186402064564,2.776266631394546,0.7119693634113591,0.42382209634121604,0.6773764527923274,0.6666666666666666,0.24037643356195795,0.5138331359025862,0.945617882318747,-0.9905338082612296,0.3673962354970244,
yoy_vmatch,W2,full,acceleration,10,2.3032710340464955,3.3925010685333628,3.3935774191846577,2.8602226848179355,0.6789300835923509,0.6787147453968739,0.8052768220713233,0.8,0.03189028910982272,,,,,
yoy_all,W1,full,level,14,2.155707708134644,2.8766200777003164,12.303396798677765,3.991395294312871,0.7493890920270576,0.17521240218524983,0.540088753225269,0.6428571428571429,1.3822192585958848,0.6217203175545913,1.1567969860857437,-1.1330794618240452,0.2776461504314103,True
yoy_all,W1,pre_rnpl,level,10,2.461463482178947,3.3330370084954057,14.500892903542182,4.745549416828327,0.7385046958389752,0.16974564935774936,0.5186888315713839,0.6,1.6019117647145713,0.594148510812744,1.0254553029540128,-1.1184048278238543,0.2923561496412477,
yoy_all,W1,full,acceleration,13,5.532659277966842,4.571806712382385,7.917106187529342,3.252523172964421,1.2101691138827158,0.6988234270094331,1.7010360829879208,0.5384615384615384,-4.410461158125697,,,,,
yoy_all,W2,full,level,10,1.4758379352476374,2.1591433023308118,3.668825534145771,2.1062914888331665,0.6835294043032989,0.4022644090082804,0.7006807666802163,0.7,0.3218212245549381,0.5774709934665165,1.0624276927725231,-1.1970604852377316,0.26186117498548933,True
yoy_all,W2,pre_rnpl,level,6,1.780103519703318,2.641374389719615,4.437186402064564,2.776266631394546,0.6739307864237595,0.4011784402104584,0.6411860804627235,0.6666666666666666,0.4253285695051507,0.5294647078382895,0.8469755886683377,-1.0726061258056898,0.3324651335216655,
yoy_all,W2,full,acceleration,10,2.248437668363697,3.3925010685333628,3.3935774191846577,2.8602226848179355,0.6627669742594173,0.6625567625635331,0.78610580927786,0.7,0.012619340230038833,,,,,
yoy_mature,W1,full,level,14,2.796988761181818,2.8766200777003164,12.303396798677765,3.991395294312871,0.9723177498704803,0.22733467894674483,0.7007546371483425,0.5714285714285714,2.137751200990234,0.7401284078536067,1.6288637221954854,-0.12797519666644017,0.9001271214408493,False
yoy_mature,W1,pre_rnpl,level,10,3.1812009553572893,3.3330370084954057,14.500892903542182,4.745549416828327,0.9544451343471106,0.21937966003322504,0.6703546156481571,0.5,2.498444381284879,0.6942250507704649,1.4573812167055742,-0.19491201105744405,0.8497908406740828,
yoy_mature,W1,full,acceleration,13,5.221034942250235,4.571806712382385,7.917106187529342,3.252523172964421,1.1420069287070833,0.6594625382787168,1.605226055158792,0.5384615384615384,-4.106333497608349,,,,,
yoy_mature,W2,full,level,10,1.9596276225905502,2.1591433023308118,3.668825534145771,2.1062914888331665,0.907594980136389,0.5341294112658914,0.9303686754562805,0.6,1.0697212238012601,0.6159316170332666,1.6799786230309492,-0.29263017073448094,0.7764391839722413,False
yoy_mature,W2,pre_rnpl,level,6,2.411125261303652,2.641374389719615,4.437186402064564,2.776266631394546,0.912829802048469,0.5433905729499637,0.8684775568881581,0.5,1.621570614605824,0.5571352305970542,1.2756279798128924,-0.2313607152164989,0.8262044499524557,
yoy_mature,W2,full,acceleration,10,2.396760989522822,3.3925010685333628,3.3935774191846577,2.8602226848179355,0.7064879099828798,0.7062638311928268,0.8379630726813095,0.7,-0.41462058617061004,,,,,
