code,ymi,nights,y_yoy,x_yoy_vmatch,x_yoy_all,x_yoy_mature
AT,24216,1208711.0,,0.23227603487748236,0.3723820731440903,0.512896017880299
BE,24216,230427.0,,0.09558646106039925,0.236818581896101,0.3140176207895836
CH,24216,332029.0,,0.4054651081081644,0.5166907432183888,0.5892162577117134
CZ,24216,431533.0,,0.31826312785864186,0.3726506892746452,0.410696157525717
DE,24216,1193626.0,,0.10897110475921912,0.21840794656837553,0.33933674731667274
DK,24216,130333.0,,0.020666636808559128,0.1374351061049959,0.2585739882937103
EL,24216,213031.0,,0.5175894013637542,0.6218732423040204,0.8621404334251325
ES,24216,3720532.0,,0.30936472676133864,0.4307510643939597,0.44219446041345817
FR,24216,3121377.0,,0.2076037231759369,0.3217721770482742,0.500533771186282
HU,24216,308707.0,,0.27449388507320194,0.41430930481407824,0.586093184395786
IE,24216,178424.0,,0.4218444587932553,0.5393893368358051,0.6685716820654538
IT,24216,1831471.0,,0.2612097794939282,0.3394768554640324,0.47220800740179963
LV,24216,36958.0,,0.4131279808537335,0.5756469103515084,0.9093702890295813
MT,24216,69223.0,,0.30770093934227283,0.41020605840369484,0.6026331730191135
NL,24216,307522.0,,0.20099782119818052,0.2935867711765192,0.3430834262251652
NO,24216,137313.0,,0.09614386055290235,0.1723712259407865,0.3154389564504447
PT,24216,780816.0,,0.3376136645012624,0.415221283053529,0.5381114666011056
SE,24216,95773.0,,0.35623816734301383,0.5429360987367673,0.1894900462725672
AT,24217,1522655.0,,0.31086540790743816,0.4750161710692799,0.5888596263784465
BE,24217,273810.0,,0.07660991753701521,0.23329144338455846,0.2370162150049955
CH,24217,504098.0,,0.44854869424447613,0.5793882952032873,0.5784842722398056
CZ,24217,512922.0,,0.3694271638731299,0.42639398847980736,0.4381512018713662
DE,24217,1485907.0,,0.15596088710288605,0.253224192528093,0.3448404862917296
DK,24217,139864.0,,-0.15639787178416303,-0.03228169273075692,0.09509422040385275
EL,24217,244034.0,,0.5142051470906431,0.6250724092103913,0.8846156233943988
ES,24217,4250153.0,,0.33149104500190824,0.46123554460815297,0.45851055065735663
FR,24217,4198966.0,,0.26622506017374825,0.3735031219608464,0.5900270794540785
HU,24217,322232.0,,0.2967043851621686,0.43169159402867235,0.5943119735370416
IE,24217,222963.0,,0.46321015625302875,0.5737424603132489,0.7317802860326781
IT,24217,2153237.0,,0.25460005642268413,0.33546994721738194,0.45584438870463123
LV,24217,28838.0,,0.4850827360728559,0.5898295665319193,0.9470623905409088
MT,24217,84467.0,,0.4440137782253994,0.554725802641231,0.6618247094309041
NL,24217,359396.0,,0.20254142839945682,0.28292748371585136,0.33586154957933306
NO,24217,198150.0,,0.30022928850386954,0.3627496454852035,0.5152602208338564
PT,24217,915879.0,,0.29688014649916356,0.37550332771877415,0.49670196252485344
SE,24217,126250.0,,0.2735744049411017,0.4524536175440835,0.11359717772370537
AT,24218,1401393.0,,0.33866231299656346,0.46873787911989556,0.45376316540277456
BE,24218,361816.0,,0.20009980281523848,0.36870421213309457,0.3993249827610497
CH,24218,456346.0,,0.4128090823639229,0.5708576028016711,0.710339581100318
CZ,24218,554707.0,,0.40049350695891867,0.4411605365120152,0.3981864669970222
DE,24218,1904198.0,,0.21022401341277705,0.3245967217831163,0.42485459761701766
DK,24218,227859.0,,0.14269176202318687,0.25055483842288756,0.3845396061351328
EL,24218,427814.0,,0.6146945758024551,0.7073534062851599,0.9504204563754429
ES,24218,5817924.0,,0.29242343444334884,0.4149091996266384,0.4071931518793738
FR,24218,4833280.0,,0.29549659167577386,0.4224248844647534,0.5822814614732016
HU,24218,437268.0,,0.3170261791273492,0.46389247034377146,0.6241543090729939
IE,24218,378380.0,,0.3756951524200919,0.47974252870760214,0.6125861853682166
IT,24218,3076689.0,,0.33199847808172805,0.4158305044236149,0.48985419632955124
LV,24218,40277.0,,0.540239508972284,0.6561586111906048,1.1035750780102387
MT,24218,132428.0,,0.4392670035976055,0.5398226056949924,0.7125363039957865
NL,24218,548750.0,,0.23533513373202,0.32349391237871983,0.3298078662052333
NO,24218,226687.0,,0.38488440040814376,0.4628459418778556,0.597003320007043
PT,24218,1440942.0,,0.36979879856452263,0.4559888757166863,0.5739684519781303
SE,24218,139489.0,,0.5443584438740724,0.6563976383512038,0.37129621249291445
