arm,horizon_quarters,window,comparison,model,n,n_years,rmse_musd,mae_musd,bias_musd,error_sd_musd,rmse_ratio_to_street,ratio_year_bootstrap90_lo,ratio_year_bootstrap90_hi,status
calendar_minus16,2,W1,guide_common_cushion_proxy,fixed,11,4,74.59238075721368,59.47704301800456,11.694344588812866,77.26572415265366,0.862426688542028,0.3897513872701864,1.4177476404567617,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_common_cushion_proxy,joint,11,4,64.28731767190048,46.25691227699045,-27.192744602724442,61.09627844525993,0.7432809883825131,0.5476996518746196,1.075301123448015,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_common_cushion_proxy,guide_growth,11,4,59.062532976620474,55.03243738101173,1.105394230334985,61.9344572570949,0.6828727574431936,0.5525173925161652,0.9886341635334561,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_common_cushion_proxy,revenue_growth,11,4,118.69124062413414,94.07543311626688,-11.093104331835672,123.93953768227888,1.3722915473577744,1.079107166966578,2.0819282545862348,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_common_cushion_proxy,DoltHub,11,4,86.49127137208094,70.72144414823873,-60.56993215626267,64.75512085047139,1.0,1.0,1.0,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,revenue_same_object,fixed,11,4,78.23563447533202,62.50912447900046,26.13127174574571,77.34189196404834,0.8701006241097032,0.2666766852167003,1.2469226354473473,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,revenue_same_object,joint,11,4,57.442906763497795,52.048704392931086,-13.739178256666616,58.49798945347254,0.6388535014866422,0.5281076857873722,0.8875212813253511,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,revenue_same_object,guide_growth,11,4,83.63488594959506,71.9059313313383,15.336770791247421,86.2295504479083,0.9301486074741478,0.5786029481825193,1.2557778682543284,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,revenue_same_object,revenue_growth,11,4,126.68406250737165,95.97170377457661,2.921855786546158,132.83202135534827,1.4089216837267675,1.0666555863809977,1.8663071942163758,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,revenue_same_object,DoltHub,11,4,89.91561700738188,78.45454545454545,-47.90909090909091,79.80282519491969,1.0,1.0,1.0,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_vs_raw_revenue_different_objects,fixed,11,4,74.59238075721368,59.47704301800456,11.694344588812866,77.26572415265366,1.1116768687988086,0.6654589442572918,2.2195176184857703,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_vs_raw_revenue_different_objects,joint,11,4,64.28731767190048,46.25691227699045,-27.192744602724442,61.09627844525993,0.9580968362651602,0.527788549021657,1.9921134409166796,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_vs_raw_revenue_different_objects,guide_growth,11,4,59.062532976620474,55.03243738101173,1.105394230334985,61.9344572570949,0.8802300054811715,0.7379869370762269,1.3114227062566235,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_vs_raw_revenue_different_objects,revenue_growth,11,4,118.69124062413414,94.07543311626688,-11.093104331835672,123.93953768227888,1.7688979141227252,1.488242690785812,2.561647451619806,inherited snapshot conditional diagnostic
calendar_minus16,2,W1,guide_vs_raw_revenue_different_objects,DoltHub,11,4,67.0989770955767,50.45454545454545,8.636363636363637,69.78864195164243,1.0,1.0,1.0,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_common_cushion_proxy,fixed,10,3,77.01234700842338,61.07131187195191,17.21721449554725,79.1234556932683,0.8672727149927465,0.5719137073811412,1.4122131419861135,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_common_cushion_proxy,joint,10,3,63.83111546800376,44.01431526886972,-23.043730827177114,62.746383441192464,0.7188325893625359,0.5424684263296509,0.991462668017416,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_common_cushion_proxy,guide_growth,10,3,61.305022225608276,57.7264938399609,-1.5932536257835181,64.59934032141894,0.6903850503670351,0.5852449392174763,0.9465657435590163,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_common_cushion_proxy,revenue_growth,10,3,124.24943389264482,101.0653362904247,-14.620054902488118,130.0605663070135,1.3992320459549115,1.1526067518748313,1.9813239819637996,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_common_cushion_proxy,DoltHub,10,3,88.79830493579804,71.93120793362657,-60.764544742452905,68.25449974351234,1.0,1.0,1.0,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,revenue_same_object,fixed,10,3,80.95053521524264,64.51849475100157,32.98594109621922,77.92387197794037,0.8751076818483148,0.5224237544787447,1.2504539585301682,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,revenue_same_object,joint,10,3,56.23120856368851,50.41466063002181,-8.274181880130891,58.627702313909495,0.6078818681415319,0.5083094406106329,0.7674627101797703,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,revenue_same_object,guide_growth,10,3,87.14736667054012,75.94041855730771,13.714341963207744,90.7167774641112,0.9420979098342193,0.729664862750452,1.2605000872052339,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,revenue_same_object,revenue_growth,10,3,132.58211691992557,102.81716312541826,0.4623303385847521,139.75297244951273,1.4332657428865465,1.124156817442363,1.8258822198946216,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,revenue_same_object,DoltHub,10,3,92.50351344678752,80.5,-46.9,84.04555642956716,1.0,1.0,1.0,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_vs_raw_revenue_different_objects,fixed,10,3,77.01234700842338,61.07131187195191,17.21721449554725,79.1234556932683,1.095436027058175,0.7597510647450529,1.4892008533080137,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_vs_raw_revenue_different_objects,joint,10,3,63.83111546800376,44.01431526886972,-23.043730827177114,62.746383441192464,0.9079440667262577,0.5394303662502327,1.4211446908205474,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_vs_raw_revenue_different_objects,guide_growth,10,3,61.305022225608276,57.7264938399609,-1.5932536257835181,64.59934032141894,0.8720125096069098,0.7555434423072787,1.0886718965680617,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_vs_raw_revenue_different_objects,revenue_growth,10,3,124.24943389264482,101.0653362904247,-14.620054902488118,130.0605663070135,1.7673439586602808,1.5679626712511103,2.1479650088022963,inherited snapshot conditional diagnostic
calendar_minus16,2,W2,guide_vs_raw_revenue_different_objects,DoltHub,10,3,70.30291601349121,54.5,8.5,73.56214304170922,1.0,1.0,1.0,inherited snapshot conditional diagnostic
