period,cost_response,k,revenue_shock_pct,margin_base_pct,margin_shocked_pct,margin_delta_pp,pp_per_1pct_revenue
2H26,held,0.0,-3,41.56182089195927,39.75445452779306,-1.8073663641662137,0.6024554547220712
2H26,held,0.0,-2,41.56182089195927,40.36920499179517,-1.1926159001640997,0.5963079500820498
2H26,held,0.0,-1,41.56182089195927,40.971536254504315,-0.5902846374549569,0.5902846374549569
2H26,held,0.0,1,41.56182089195927,42.140416724712146,0.5785958327528746,0.5785958327528746
2H26,held,0.0,2,41.56182089195927,42.70766754113654,1.1458466491772654,0.5729233245886327
2H26,flex,0.364173,-3,41.56182089195927,40.41264855873056,-1.1491723332287123,0.38305744440957074
2H26,flex,0.364173,-2,41.56182089195927,40.80352350200563,-0.7582973899536398,0.3791486949768199
2H26,flex,0.364173,-1,41.56182089195927,41.1865019817802,-0.37531891017907526,0.37531891017907526
2H26,flex,0.364173,1,41.56182089195927,41.92970774451104,0.36788685255177,0.36788685255177
2H26,flex,0.364173,2,41.56182089195927,42.290381129365706,0.7285602374064339,0.36428011870321697
2H26,full_flex,1.0,-3,41.56182089195927,41.56182089195927,0.0,-0.0
2H26,full_flex,1.0,-2,41.56182089195927,41.56182089195928,7.105427357601002e-15,-3.552713678800501e-15
2H26,full_flex,1.0,-1,41.56182089195927,41.561820891959265,-7.105427357601002e-15,7.105427357601002e-15
2H26,full_flex,1.0,1,41.56182089195927,41.56182089195927,0.0,0.0
2H26,full_flex,1.0,2,41.56182089195927,41.561820891959265,-7.105427357601002e-15,-3.552713678800501e-15
FY26,held,0.0,-3,35.72661133621728,34.62948865206219,-1.0971226841550887,0.3657075613850296
FY26,held,0.0,-2,35.72661133621728,34.99933432886853,-0.7272770073487536,0.3636385036743768
FY26,held,0.0,-1,35.72661133621728,35.36501860981871,-0.36159272639856965,0.36159272639856965
FY26,held,0.0,1,35.72661133621728,36.084180795187955,0.3575694589706728,0.3575694589706728
FY26,held,0.0,2,35.72661133621728,36.43779376266594,0.7111824264486586,0.3555912132243293
FY26,flex,0.364173,-3,35.72661133621728,34.99275771692283,-0.7338536192944503,0.24461787309815008
FY26,flex,0.364173,-2,35.72661133621728,35.24014353112989,-0.4864678050873934,0.2432339025436967
FY26,flex,0.364173,-1,35.72661133621728,35.48474583219437,-0.24186550402291118,0.24186550402291118
FY26,flex,0.364173,1,35.72661133621728,35.9657857197247,0.23917438350741804,0.23917438350741804
FY26,flex,0.364173,2,35.72661133621728,36.202313648424855,0.47570231220757364,0.23785115610378682
FY26,full_flex,1.0,-3,35.72661133621728,35.62700649347448,-0.09960484274279935,0.033201614247599785
FY26,full_flex,1.0,-2,35.72661133621728,35.66058379618587,-0.06602754003141342,0.03301377001570671
FY26,full_flex,1.0,-1,35.72661133621728,35.69378329686487,-0.03282803935240963,0.03282803935240963
FY26,full_flex,1.0,1,35.72661133621728,35.75907411384897,0.032462777631685924,0.032462777631685924
FY26,full_flex,1.0,2,35.72661133621728,35.791177692169,0.06456635595171889,0.032283177975859445
FY27,held,0.0,-3,34.641898326006945,32.62051373815149,-2.021384587855458,0.673794862618486
FY27,held,0.0,-2,34.641898326006945,33.30805951633361,-1.3338388096733382,0.6669194048366691
FY27,held,0.0,-1,34.641898326006945,33.9817154808151,-0.6601828451918479,0.6601828451918479
FY27,held,0.0,1,34.641898326006945,35.28900824357123,0.6471099175642863,0.6471099175642863
FY27,held,0.0,2,34.641898326006945,35.923429731379365,1.2815314053724194,0.6407657026862097
FY27,flex,0.364173,-3,34.641898326006945,33.35664742766458,-1.2852508983423618,0.4284169661141206
FY27,flex,0.364173,-2,34.641898326006945,33.79380759716878,-0.8480907288381658,0.4240453644190829
FY27,flex,0.364173,-1,34.641898326006945,34.22213624809715,-0.4197620779097946,0.4197620779097946
FY27,flex,0.364173,1,34.641898326006945,35.053348283562094,0.4114499575551491,0.4114499575551491
FY27,flex,0.364173,2,34.641898326006945,35.45673059489067,0.8148322688837268,0.4074161344418634
FY27,full_flex,1.0,-3,34.641898326006945,34.641898326006945,0.0,-0.0
FY27,full_flex,1.0,-2,34.641898326006945,34.641898326006945,0.0,-0.0
FY27,full_flex,1.0,-1,34.641898326006945,34.64189832600694,-7.105427357601002e-15,7.105427357601002e-15
FY27,full_flex,1.0,1,34.641898326006945,34.641898326006945,0.0,0.0
FY27,full_flex,1.0,2,34.641898326006945,34.641898326006945,0.0,0.0
