target,window,horizon_q,prior_basis,spec_id,quarter,vintage_date,point,raw_point,actual,err,abs_err,seasonal_naive_point,clip,sentence_level,n_members,n_prior_obs,weight_source,q10,q90,q05,q95,conformal_n,conformal_kind,qhat80,qhat90
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2023Q1,2023-02-14,15.176246589486508,15.535917303067048,14.411441144114413,0.7648054453720956,0.7648054453720956,15.176246589486508,clipped_ceiling,15.176246589486508,6,0,equal_insufficient_prior,12.176246589486508,18.17624658948651,11.176246589486508,19.17624658948651,0,fallback,3.0,4.0
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2023Q2,2023-05-09,33.79105720383992,34.38834499235087,32.971014492753625,0.8200427110862947,0.8200427110862947,33.79105720383992,clipped_ceiling,33.79105720383992,6,1,equal_insufficient_prior,30.79105720383992,36.79105720383992,29.79105720383992,37.79105720383992,1,fallback,3.0,4.0
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2023Q3,2023-08-03,51.784870497246764,51.784870497246764,53.98881365911098,-2.203943161864217,2.203943161864217,50.512929853938935,sentence_not_binding,50.512929853938935,6,2,equal_insufficient_prior,48.784870497246764,54.784870497246764,47.784870497246764,55.784870497246764,2,fallback,3.0,4.0
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2023Q4,2023-11-01,29.367309392456132,29.367309392456132,33.27321911632101,-3.905909723864877,3.905909723864877,26.603575184016822,sentence_not_binding,26.603575184016822,6,3,equal_insufficient_prior,26.367309392456132,32.367309392456136,25.367309392456132,33.367309392456136,3,fallback,3.0,4.0
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2024Q1,2024-02-13,17.19410967506914,17.19410967506914,19.79458450046685,-2.6004748253977112,2.6004748253977112,14.411441144114413,sentence_not_binding,14.411441144114413,6,4,invmae_shrunk_lam0.5,13.288199951204263,21.100019398934016,12.311722520238042,22.076496829900236,4,split_conformal,3.905909723864877,4.882387154831096
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2024Q2,2024-05-08,32.885791565437124,32.885791565437124,32.532751091703055,0.3530404737340689,0.3530404737340689,32.971014492753625,sentence_not_binding,32.971014492753625,6,5,invmae_shrunk_lam0.5,28.979881841572247,36.791701289302,28.198699896799273,37.57288323407498,5,split_conformal,3.905909723864877,4.687091668637852
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2024Q3,2024-08-06,52.36656655340123,52.36656655340123,52.46516613076098,-0.09859957735974945,0.09859957735974945,53.98881365911098,sentence_not_binding,53.98881365911098,6,6,invmae_shrunk_lam0.5,48.46065682953635,56.27247627726611,47.80967187555887,56.923461231243586,6,split_conformal,3.905909723864877,4.556894677842356
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2024Q4,2024-11-07,30.854474840423727,30.854474840423727,30.846774193548388,0.00770064687533889,0.00770064687533889,33.27321911632101,sentence_not_binding,33.27321911632101,6,7,invmae_shrunk_lam0.5,26.94856511655885,34.7603845642886,26.390578013149582,35.318371667697875,7,split_conformal,3.905909723864877,4.463896827274145
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2025Q1,2025-02-13,17.203160082767496,17.203160082767496,18.35387323943662,-1.1507131566691235,1.1507131566691235,19.79458450046685,sentence_not_binding,19.79458450046685,6,8,invmae_shrunk_lam0.5,13.29725035890262,21.109069806632373,12.80901164341951,21.597308522115483,8,split_conformal,3.905909723864877,4.394148439347987
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2025Q2,2025-05-01,31.608365776878586,31.608365776878586,33.68863049095607,-2.0802647140774866,2.0802647140774866,32.532751091703055,sentence_not_binding,32.532751091703055,6,9,invmae_shrunk_lam0.5,29.007890951480874,34.2088406022763,27.70245605301371,35.514275500743466,9,split_conformal,2.6004748253977112,3.905909723864877
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2025Q3,2025-08-06,50.524444384039114,50.524444384039114,50.085470085470085,0.43897429856902903,0.43897429856902903,52.46516613076098,sentence_not_binding,52.46516613076098,6,10,invmae_shrunk_lam0.5,47.9239695586414,53.124919209436825,46.618534660174234,54.430354107903995,10,split_conformal,2.6004748253977112,3.905909723864877
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2025Q4,2025-11-06,29.10893375854574,29.10893375854574,28.29373650107992,0.8151972574658188,0.8151972574658188,30.846774193548388,sentence_not_binding,30.846774193548388,6,11,invmae_shrunk_lam0.5,26.508458933148027,31.70940858394345,25.203024034680862,33.01484348241061,11,split_conformal,2.6004748253977112,3.905909723864877
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,2026Q1,2026-02-12,19.113827641926747,19.113827641926747,19.38013442867812,-0.26630678675137176,0.26630678675137176,18.35387323943662,sentence_not_binding,18.35387323943662,6,12,invmae_shrunk_lam0.5,16.513352816529036,21.71430246732446,15.20791791806187,23.019737365791624,12,split_conformal,2.6004748253977112,3.905909723864877
