target,window,horizon_q,prior_basis,spec_id,quarter,vintage_date,point,raw_point,actual,err,abs_err,clip,sentence_level,revenue_leg_musd,margin_pct,n_members,n_prior_obs,weight_source,q10,q90,q05,q95,conformal_n,conformal_kind,qhat80,qhat90,seasonal_naive_point
adj_ebitda_musd,W1,0,PIT,stack,2023Q1,2023-02-14,286.66047151154265,286.66047151154265,262.0,24.660471511542653,24.660471511542653,clip_off,,1845.146739130435,15.535917303067048,6,0,equal_insufficient_prior,257.9944243603884,315.3265186626969,249.39461021504212,323.9263328080432,0,fallback,28.666047151154267,37.265861296500546,229.0
adj_ebitda_musd,W1,0,PIT,stack,2023Q2,2023-05-09,847.099212764949,847.099212764949,819.0,28.099212764949016,28.099212764949016,clip_off,,2463.332309110463,34.38834499235087,6,1,equal_insufficient_prior,762.3892914884541,931.8091340414439,736.9763151055056,957.2221104243924,1,fallback,84.70992127649491,110.12289765944338,711.0
adj_ebitda_musd,W1,0,PIT,stack,2023Q3,2023-08-03,1793.2481486266695,1793.2481486266695,1834.0,-40.75185137333051,40.75185137333051,clip_off,,3462.880434782609,51.784870497246764,6,2,equal_insufficient_prior,1613.9233337640026,1972.5729634893364,1560.1258893052025,2026.3704079481365,2,fallback,179.32481486266695,233.12225932146706,1457.0
adj_ebitda_musd,W1,0,PIT,stack,2023Q4,2023-11-01,648.0587517703032,648.0587517703032,738.0,-89.94124822969684,89.94124822969684,clip_off,,2206.735193578123,29.367309392456132,6,3,equal_insufficient_prior,583.2528765932728,712.8646269473335,563.8111140401637,732.3063895004426,3,fallback,64.80587517703032,84.24763773013942,506.0
adj_ebitda_musd,W1,0,PIT,stack,2024Q1,2024-02-13,361.41621499866665,361.41621499866665,424.0,-62.583785001333354,62.583785001333354,clip_off,,2101.9769085380885,17.19410967506914,6,4,invmae_shrunk_lam0.5,271.4749667689698,451.3574632283635,248.9896547115456,473.8427752857877,4,split_conformal,89.94124822969684,112.42656028712105,262.0
adj_ebitda_musd,W1,0,PIT,stack,2024Q2,2024-05-08,913.8010871544792,913.8010871544792,894.0,19.801087154479205,19.801087154479205,clip_off,,2778.7109376284,32.885791565437124,6,5,invmae_shrunk_lam0.5,823.8598389247824,1003.742335384176,805.871589278843,1021.7305850301154,5,split_conformal,89.94124822969684,107.9294978756362,819.0
adj_ebitda_musd,W1,0,PIT,stack,2024Q3,2024-08-06,1986.6890760794527,1986.6890760794527,1958.0,28.68907607945266,28.68907607945266,clip_off,,3793.811981263867,52.36656655340123,6,6,invmae_shrunk_lam0.5,1896.7478278497558,2076.6303243091497,1881.757619811473,2091.6205323474323,6,split_conformal,89.94124822969684,104.93145626797964,1834.0
adj_ebitda_musd,W1,0,PIT,stack,2024Q4,2024-11-07,763.8069143674164,763.8069143674164,765.0,-1.1930856325835748,1.1930856325835748,clip_off,,2475.5142270861834,30.854474840423727,6,7,invmae_shrunk_lam0.5,673.8656661377196,853.7481625971133,661.01691639062,866.5969123442128,7,split_conformal,89.94124822969684,102.78999797679639,738.0
adj_ebitda_musd,W1,0,PIT,stack,2025Q1,2025-02-13,395.85810142226455,395.85810142226455,417.0,-21.141898577735446,21.141898577735446,clip_off,,2301.0778224333208,17.203160082767496,6,8,invmae_shrunk_lam0.5,305.9168531925677,485.7993496519614,294.67419716385564,497.04200568067347,8,split_conformal,89.94124822969684,101.18390425840894,424.0
adj_ebitda_musd,W1,0,PIT,stack,2025Q2,2025-05-01,974.1151180790308,974.1151180790308,1043.0,-68.88488192096918,68.88488192096918,clip_off,,3081.826896573036,31.608365776878586,6,9,invmae_shrunk_lam0.5,911.5313330776975,1036.6989030803643,884.173869849334,1064.0563663087278,9,split_conformal,62.583785001333354,89.94124822969684,894.0
adj_ebitda_musd,W1,0,PIT,stack,2025Q3,2025-08-06,2091.493069892922,2091.493069892922,2051.0,40.493069892921994,40.493069892921994,clip_off,,4139.566689730157,50.524444384039114,6,10,invmae_shrunk_lam0.5,2022.6081879719527,2160.3779518138913,2001.5518216632252,2181.4343181226186,10,split_conformal,68.88488192096918,89.94124822969684,1958.0
adj_ebitda_musd,W1,0,PIT,stack,2025Q4,2025-11-06,798.3728979308012,798.3728979308012,786.0,12.372897930801173,12.372897930801173,clip_off,,2742.707460716992,29.10893375854574,6,11,invmae_shrunk_lam0.5,729.488016009832,867.2577798517704,708.4316497011043,888.314146160498,11,split_conformal,68.88488192096918,89.94124822969684,765.0
adj_ebitda_musd,W1,0,PIT,stack,2026Q1,2026-02-12,508.64570384880557,508.64570384880557,519.0,-10.354296151194433,10.354296151194433,clip_off,,2661.139952591579,19.113827641926747,6,12,invmae_shrunk_lam0.5,439.7608219278364,577.5305857697747,418.7044556191087,598.5869520785025,12,split_conformal,68.88488192096918,89.94124822969684,417.0
adj_ebitda_musd,W1,0,PIT,stack,2026Q2,2026-05-07,1262.5581677588261,1262.5581677588261,1261.0,1.55816775882613,1.55816775882613,clip_off,,3639.950050096528,34.686139930006576,6,13,invmae_shrunk_lam0.5,1193.6732858378568,1331.4430496797954,1172.6169195291293,1352.499415988523,13,split_conformal,68.88488192096918,89.94124822969684,1043.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2023Q1,2023-02-14,280.02401906830414,286.66047151154265,262.0,18.024019068304142,18.024019068304142,clipped_ceiling,,1845.146739130435,15.176246589486508,6,0,equal_insufficient_prior,252.02161716147373,308.02642097513456,243.6208965894246,316.4271415471837,0,fallback,28.002401906830414,36.40312247887954,229.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2023Q2,2023-05-09,832.3860296921873,847.099212764949,819.0,13.386029692187321,13.386029692187321,clipped_ceiling,,2463.332309110463,33.79105720383992,6,1,equal_insufficient_prior,749.1474267229686,915.624632661406,724.175845832203,940.5962135521717,1,fallback,83.23860296921873,108.21018385998435,711.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2023Q3,2023-08-03,1793.2481486266695,1793.2481486266695,1834.0,-40.75185137333051,40.75185137333051,sentence_not_binding,,3462.880434782609,51.784870497246764,6,2,equal_insufficient_prior,1613.9233337640026,1972.5729634893364,1560.1258893052025,2026.3704079481365,2,fallback,179.32481486266695,233.12225932146706,1457.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2023Q4,2023-11-01,648.0587517703032,648.0587517703032,738.0,-89.94124822969684,89.94124822969684,sentence_not_binding,,2206.735193578123,29.367309392456132,6,3,equal_insufficient_prior,583.2528765932728,712.8646269473335,563.8111140401637,732.3063895004426,3,fallback,64.80587517703032,84.24763773013942,506.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2024Q1,2024-02-13,361.41621499866665,361.41621499866665,424.0,-62.583785001333354,62.583785001333354,sentence_not_binding,,2101.9769085380885,17.19410967506914,6,4,invmae_shrunk_lam0.5,271.4749667689698,451.3574632283635,248.9896547115456,473.8427752857877,4,split_conformal,89.94124822969684,112.42656028712105,262.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2024Q2,2024-05-08,913.8010871544792,913.8010871544792,894.0,19.801087154479205,19.801087154479205,sentence_not_binding,,2778.7109376284,32.885791565437124,6,5,invmae_shrunk_lam0.5,823.8598389247824,1003.742335384176,805.871589278843,1021.7305850301154,5,split_conformal,89.94124822969684,107.9294978756362,819.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2024Q3,2024-08-06,1986.6890760794527,1986.6890760794527,1958.0,28.68907607945266,28.68907607945266,sentence_not_binding,,3793.811981263867,52.36656655340123,6,6,invmae_shrunk_lam0.5,1896.7478278497558,2076.6303243091497,1881.757619811473,2091.6205323474323,6,split_conformal,89.94124822969684,104.93145626797964,1834.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2024Q4,2024-11-07,763.8069143674164,763.8069143674164,765.0,-1.1930856325835748,1.1930856325835748,sentence_not_binding,,2475.5142270861834,30.854474840423727,6,7,invmae_shrunk_lam0.5,673.8656661377196,853.7481625971133,661.01691639062,866.5969123442128,7,split_conformal,89.94124822969684,102.78999797679639,738.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2025Q1,2025-02-13,395.85810142226455,395.85810142226455,417.0,-21.141898577735446,21.141898577735446,sentence_not_binding,,2301.0778224333208,17.203160082767496,6,8,invmae_shrunk_lam0.5,305.9168531925677,485.7993496519614,294.67419716385564,497.04200568067347,8,split_conformal,89.94124822969684,101.18390425840894,424.0
adj_ebitda_musd,W1,0,PIT,stack_clip,2025Q2,2025-05-01,974.1151180790308,974.1151180790308,1043.0,-68.88488192096918,68.88488192096918,sentence_not_binding,,3081.826896573036,31.608365776878586,6,9,invmae_shrunk_lam0.5,911.5313330776975,1036.6989030803643,884.173869849334,1064.0563663087278,9,split_conformal,62.583785001333354,89.94124822969684,894.0
