target,window,horizon_q,prior_basis,spec_id,n,first_quarter,last_quarter,mae,rw_mae,rmse,bias,cov80,cov90,n_clipped,mae_ratio_seasonal_naive,rw_mae_ratio_seasonal_naive,n_match_seasonal_naive,d_mean_seasonal_naive,t_nw1_seasonal_naive,p_nw1_seasonal_naive,k_better_seasonal_naive,n_cmp_seasonal_naive,p_sign_seasonal_naive,mae_ratio_seasonal_naive_drift,rw_mae_ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,d_mean_seasonal_naive_drift,t_nw1_seasonal_naive_drift,p_nw1_seasonal_naive_drift,k_better_seasonal_naive_drift,n_cmp_seasonal_naive_drift,p_sign_seasonal_naive_drift,mae_ratio_street,rw_mae_ratio_street,n_match_street,d_mean_street,t_nw1_street,p_nw1_street,k_better_street,n_cmp_street,p_sign_street,mae_ratio_q_guide_implied,rw_mae_ratio_q_guide_implied,n_match_q_guide_implied,d_mean_q_guide_implied,t_nw1_q_guide_implied,p_nw1_q_guide_implied,k_better_q_guide_implied,n_cmp_q_guide_implied,p_sign_q_guide_implied,mae_ratio_guide_implied,rw_mae_ratio_guide_implied,n_match_guide_implied,d_mean_guide_implied,t_nw1_guide_implied,p_nw1_guide_implied,k_better_guide_implied,n_cmp_guide_implied,p_sign_guide_implied
adj_ebitda_musd,W1,0,PIT,stack,14,2023Q1,2026Q2,32.18035928427258,24.703449774571403,40.86184856554603,-9.941218842419321,0.8571428571428571,0.9285714285714286,0,0.26072050346054176,0.21297368122896057,14,-91.24821214429883,-3.50892226926716,0.0004499263789718988,13,14,0.00091552734375,0.3113510919003567,0.2642418653323718,14,-71.17678357287026,-5.428725350884075,5.675794811921264e-08,14,14,6.103515625e-05,0.4929840827400138,0.39643551543408334,14.0,-33.096310715727434,-4.030310319287277,5.5703264260076324e-05,13.0,14.0,0.00091552734375,0.5094246780290811,0.4256072189385184,14.0,-30.989645374267997,-3.6711981709864254,0.00024141605928162946,11.0,14.0,0.0286865234375,0.3084242496438286,0.28296937187015514,14,-72.15760804947239,-3.72403378181708,0.00019606467307697883,11,14,0.0286865234375
adj_ebitda_musd,W1,0,PIT,stack_clip,14,2023Q1,2026Q2,30.655385318843997,24.260716195878594,40.073161481598575,-11.466192807847907,0.8571428571428571,0.9285714285714286,2,0.2483653903147083,0.209156781123173,14,-92.77318610972743,-3.5509855503618413,0.0003837914871001047,13,14,0.00091552734375,0.29659667896600966,0.2595061402515984,14,-72.70175753829885,-5.305888170071113,1.1212568651330912e-07,14,14,6.103515625e-05,0.46962238298681586,0.3893306245758953,14.0,-34.62128468115601,-4.243726688033419,2.1983807983572135e-05,14.0,14.0,6.103515625e-05,0.48528388567562647,0.41797951475640427,14.0,-32.51461933969658,-4.2076868510626895,2.5799805218440497e-05,12.0,14.0,0.0064697265625,0.29380853491986175,0.2778980136666751,14,-73.68258201490097,-3.6753215809476267,0.00023755000585601316,11,14,0.0286865234375
adj_ebitda_musd,W1,0,PIT,stack_ew_clip,14,2023Q1,2026Q2,30.495206389100332,24.5455879863438,39.87152486662014,-11.270138958198098,0.8571428571428571,0.9285714285714286,2,0.24706764435613696,0.21161272126300368,14,-92.9333650394711,-3.559868671819938,0.0003710403016941033,13,14,0.00091552734375,0.2950469173789942,0.2625532876735177,14,-72.86193646804252,-5.3603280656148575,8.307095589188407e-08,14,14,6.103515625e-05,0.4671685364633387,0.39390218426153695,14.0,-34.781463610899685,-4.3083644463305415,1.6446622462362726e-05,14.0,14.0,6.103515625e-05,0.4827482054804215,0.42288747261655446,14.0,-32.674798269440245,-4.19644865291751,2.7113289561064846e-05,12.0,14.0,0.0064697265625,0.29227334179853803,0.2811611203318196,14,-73.84276094464464,-3.6528915345597515,0.00025930378217187133,11,14,0.0286865234375
adj_ebitda_musd,W1,0,PIT,stack_lam25_clip,14,2023Q1,2026Q2,30.735474783715798,24.118280300645985,40.18718412337135,-11.564219732672967,0.8571428571428571,0.9285714285714286,2,0.24901426329399373,0.20792881105325764,14,-92.69309664485563,-3.5462423139859576,0.0003907667084102062,13,14,0.00091552734375,0.297371559759517,0.25798256654063867,14,-72.62166807342706,-5.2774651586206485,1.3098309814552067e-07,14,14,6.103515625e-05,0.4708493062485539,0.3870448447330744,14.0,-34.541195216284216,-4.208375426015527,2.572132666367466e-05,14.0,14.0,6.103515625e-05,0.4865517257732284,0.41552553582632906,14.0,-32.43452987482478,-4.209255554435303,2.5621346842363835e-05,12.0,14.0,0.0064697265625,0.2945761314805233,0.2762664603341028,14,-73.60249255002918,-3.6862259353308824,0.00022760430325985403,11,14,0.0286865234375
adj_ebitda_musd,W1,0,full_sample,stack,14,2023Q1,2026Q2,35.39300707740001,27.29622953040192,43.14009927028026,-6.447849381212109,0.8571428571428571,0.9285714285714286,0,0.28674889993263897,0.23532658555018432,14,-88.03556435117142,-3.356573484063686,0.0007891474704608825,12,14,0.0064697265625,0.34243406985736013,0.2919756824845778,14,-67.96413577974285,-5.158488788984344,2.4895101158328714e-07,13,14,0.00091552734375,0.5421999479660957,0.43804387330674655,14.0,-29.883662922600006,-3.390128372399228,0.0006985990169960932,12.0,14.0,0.0064697265625,0.5509206167958779,0.4684150697688051,14.0,-28.850381168339766,-3.0043360542831032,0.00266161160598255,10.0,14.0,0.08978271484375,0.5150790267090493,0.37936060225087703,14,-33.3207343916199,-2.7996896110835454,0.005115176533513122,9,14,0.21197509765625
adj_ebitda_musd,W1,0,full_sample,stack_clip,14,2023Q1,2026Q2,32.017643860444764,26.312376846746123,41.09872020946058,-9.823212598167354,0.9285714285714286,0.9285714285714286,3,0.2594022072026775,0.22684458284460057,14,-91.41092756812667,-3.4808212121028363,0.0004998790419414867,13,14,0.00091552734375,0.30977678925102053,0.28145184590653544,14,-71.3394989966981,-5.009246716313546,5.464348777906025e-07,13,14,0.00091552734375,0.49049137862646425,0.42225522235655516,14.0,-33.25902613955525,-3.9438344728584953,8.018901770001641e-05,14.0,14.0,6.103515625e-05,0.498380373992307,0.4515317334478099,14.0,-32.22574438529501,-3.991170332145521,6.574803597292345e-05,11.0,13.0,0.01123046875,0.4659569276238604,0.36568710400519067,14,-36.69609760857515,-3.186190663593995,0.0014415955822300042,9,14,0.21197509765625
adj_ebitda_musd,W1,0,full_sample,stack_ew_clip,14,2023Q1,2026Q2,32.107214927927735,26.476565760050253,41.279818409812215,-9.880478598557305,0.9285714285714286,0.9285714285714286,2,0.2601278987216367,0.2282600902981125,14,-91.32135650064369,-3.4814305732201145,0.0004987430557796824,13,14,0.00091552734375,0.3106434063517542,0.2832081020211384,14,-71.24992792921512,-5.006510496205759,5.542564069926925e-07,13,14,0.00091552734375,0.49186355443572305,0.42489008983734267,14.0,-33.16945507207228,-3.944640367206404,7.99198290166725e-05,14.0,14.0,6.103515625e-05,0.4997746196871379,0.45434928600373925,14.0,-32.13617331781204,-4.00439233788469,6.217709978550978e-05,12.0,14.0,0.0064697265625,0.4672604669970345,0.3679689871115954,14,-36.60652654109218,-3.1580469378385585,0.0015882998211582677,9,14,0.21197509765625
adj_ebitda_musd,W1,0,full_sample,stack_lam25_clip,14,2023Q1,2026Q2,31.944572219556115,26.2130036797802,40.99619953736601,-9.822865705119503,0.9285714285714286,0.9285714285714286,3,0.25881019159362595,0.22598786569063053,14,-91.48399920901531,-3.481920805048596,0.000497830901051266,13,14,0.00091552734375,0.30906980723827615,0.2803888951347736,14,-71.41257063758674,-5.015680953822477,5.284596007459896e-07,14,14,6.103515625e-05,0.48937196427998103,0.4206605036826069,14.0,-33.332097780443895,-3.950236691843647,7.807394639147702e-05,14.0,14.0,6.103515625e-05,0.4972429551405936,0.4498264470497143,14.0,-32.29881602618366,-3.9890586719037975,6.633601400718447e-05,11.0,13.0,0.01123046875,0.4648935065478651,0.3643060244525813,14,-36.76916924946379,-3.204918908248606,0.0013510053730143579,9,14,0.21197509765625
adj_ebitda_musd,W1,1,PIT,stack,13,2023Q2,2026Q2,78.2955636565166,73.40868426987765,91.41913755175298,1.154825090442942,0.6153846153846154,0.7692307692307693,0,0.6004969483980624,0.624521183674974,13,-52.08905172809878,-1.673148580715924,0.09429804988047552,8,13,0.29052734375,0.6065806481136568,0.6213436232034418,13,-50.781359420406474,-2.0081669768952466,0.04462555091593745,10,13,0.046142578125,1.19542420736085,1.2671377148531835,13.0,12.799513656516593,0.7804566274265312,0.4351221475431899,6.0,13.0,0.70947265625,0.8368256498272073,0.8368256498272073,1.0,-12.381299164202801,,,1.0,1.0,0.5,0.7991026074715122,0.8197987547408613,10,-20.76458834150286,-1.3530966880829869,0.17602474357963294,6,10,0.376953125
adj_ebitda_musd,W1,1,PIT,stack_clip,13,2023Q2,2026Q2,78.2955636565166,73.40868426987765,91.41913755175298,1.154825090442942,0.6153846153846154,0.7692307692307693,0,0.6004969483980624,0.624521183674974,13,-52.08905172809878,-1.673148580715924,0.09429804988047552,8,13,0.29052734375,0.6065806481136568,0.6213436232034418,13,-50.781359420406474,-2.0081669768952466,0.04462555091593745,10,13,0.046142578125,1.19542420736085,1.2671377148531835,13.0,12.799513656516593,0.7804566274265312,0.4351221475431899,6.0,13.0,0.70947265625,0.8368256498272073,0.8368256498272073,1.0,-12.381299164202801,,,1.0,1.0,0.5,0.7991026074715122,0.8197987547408613,10,-20.76458834150286,-1.3530966880829869,0.17602474357963294,6,10,0.376953125
adj_ebitda_musd,W1,1,PIT,stack_ew_clip,13,2023Q2,2026Q2,78.72162982879723,74.22092220508534,91.82394001196114,0.7382842823344967,0.6153846153846154,0.7692307692307693,0,0.6037647125512472,0.6314312625269086,13,-51.66298555581815,-1.6592276539531978,0.09706992713128937,8,13,0.29052734375,0.6098815183399071,0.6282185436108128,13,-50.35529324812585,-1.983676449785036,0.04729192055360576,10,13,0.046142578125,1.2019294267180576,1.2811580903901207,13.0,13.22557982879722,0.8057378554606442,0.42039401717713987,6.0,13.0,0.70947265625,0.830525346472928,0.830525346472928,1.0,-12.859351876359824,,,1.0,1.0,0.5,0.8022706424627959,0.8248674065939654,10,-20.43714286489641,-1.3406064498964858,0.1800482620380066,6,10,0.376953125
adj_ebitda_musd,W1,1,PIT,stack_lam25_clip,13,2023Q2,2026Q2,78.08253057037629,73.0025653022738,91.22173205563098,1.3630954944972105,0.6153846153846154,0.7692307692307693,0,0.5988630663214701,0.6210661442490066,13,-52.3020848142391,-1.6800440636497924,0.09294874282106602,8,13,0.29052734375,0.6049302130005315,0.6179061629997563,13,-50.99439250654679,-2.0203728061287416,0.043344731974664485,10,13,0.046142578125,1.1921715976822465,1.2601275270847148,13.0,12.586480570376278,0.7676902560929653,0.44267122642190904,5.0,13.0,0.8665771484375,0.839975801504347,0.839975801504347,1.0,-12.14227280812429,,,1.0,1.0,0.5,0.7975185899758701,0.8172644288143089,10,-20.92831107980611,-1.359166383722078,0.1740938709777824,6,10,0.376953125
adj_ebitda_musd,W1,1,full_sample,stack,13,2023Q2,2026Q2,76.06132400702788,72.45332678573106,89.28147140176631,1.4124564538474174,0.6153846153846154,0.7692307692307693,0,0.5833611870745501,0.6163935214948633,13,-54.32329137758752,-1.7111167126734932,0.08705956955793703,8,13,0.29052734375,0.5892712825335891,0.6132573145254133,13,-53.0155990698952,-2.05069609334271,0.04029655166127055,10,13,0.046142578125,1.1613116211897951,1.2506468934828006,13.0,10.565274007027863,0.6134624669586862,0.5395705928683354,6.0,13.0,0.70947265625,0.7857174831186867,0.7857174831186867,1.0,-16.259270800566355,,,1.0,1.0,0.5,1.4656972794712433,1.2331313381739017,10,25.55324495000151,1.1755514181088644,0.2397741787948413,5,10,0.623046875
adj_ebitda_musd,W1,1,full_sample,stack_clip,13,2023Q2,2026Q2,76.06132400702788,72.45332678573106,89.28147140176631,1.4124564538474174,0.6153846153846154,0.7692307692307693,0,0.5833611870745501,0.6163935214948633,13,-54.32329137758752,-1.7111167126734932,0.08705956955793703,8,13,0.29052734375,0.5892712825335891,0.6132573145254133,13,-53.0155990698952,-2.05069609334271,0.04029655166127055,10,13,0.046142578125,1.1613116211897951,1.2506468934828006,13.0,10.565274007027863,0.6134624669586862,0.5395705928683354,6.0,13.0,0.70947265625,0.7857174831186867,0.7857174831186867,1.0,-16.259270800566355,,,1.0,1.0,0.5,1.4656972794712433,1.2331313381739017,10,25.55324495000151,1.1755514181088644,0.2397741787948413,5,10,0.623046875
adj_ebitda_musd,W1,1,full_sample,stack_ew_clip,13,2023Q2,2026Q2,75.58203310075787,72.5321329129284,88.9457090148305,0.5426561130821859,0.6153846153846154,0.7692307692307693,0,0.5796852096223317,0.617063961189126,13,-54.802582283857504,-1.7279187270190495,0.08400279635740904,8,13,0.29052734375,0.5855580633550967,0.6139243430260661,13,-53.4948899761652,-2.0614961642412695,0.0392557290357336,10,13,0.046142578125,1.1539937614674147,1.2520071986963655,13.0,10.085983100757867,0.5860564697980396,0.5578375674781093,6.0,13.0,0.70947265625,0.7584233979623994,0.7584233979623994,1.0,-18.330284004390137,,,1.0,1.0,0.5,1.454495980463927,1.2286469598397305,10,24.938619205103134,1.1590868775910217,0.24642077420758146,5,10,0.623046875
adj_ebitda_musd,W1,1,full_sample,stack_lam25_clip,13,2023Q2,2026Q2,76.30096946016275,72.41392372213227,89.4618129880711,1.847356624230092,0.6153846153846154,0.7692307692307693,0,0.5851991758006583,0.6160583016477309,13,-54.08364592445264,-1.7026041223959028,0.08864217809529085,8,13,0.29052734375,0.5911278921228342,0.6129238002750859,13,-52.77595361676033,-2.0450496203920214,0.040849966368902146,10,13,0.046142578125,1.1649705510509833,1.2499667408760158,13.0,10.804919460162742,0.6269947528844851,0.5306626746519096,6.0,13.0,0.70947265625,0.7993645256968295,0.7993645256968295,1.0,-15.223764198654521,,,1.0,1.0,0.5,1.4712979289748986,1.2353735273409843,10,25.860557822450538,1.1835185039656662,0.23660371746571984,5,10,0.623046875
