target,horizon_q,calibration,n,qhat80,qhat90,rank_grid_cov80_lo,rank_grid_cov80_hi,gaussian_from_mae_80,gaussian_sd_from_qhat80,mae,bias,bias_last5
adj_ebitda_margin_pct,0,W1_all_n14,14,2.203943161864217,3.905909723864877,0.8,0.8666666666666667,1.809296095507047,1.7196809939639643,1.1264245509875443,-0.6693158605443091,-0.2712741759064897
adj_ebitda_margin_pct,0,recent_2024Q1plus,10,2.0802647140774866,2.6004748253977112,0.8181818181818182,0.9090909090909091,1.2970691222290602,1.623177835578563,0.8075242671638136,-0.4845417318349625,-0.2712741759064897
adj_ebitda_margin_pct,1,W1_all_n14,13,4.205128664090589,4.498846590324334,0.8571428571428571,0.9285714285714286,3.135332398978297,3.281155324664941,1.951983093583188,-0.450166606954569,-0.42949829705421294
adj_ebitda_margin_pct,1,recent_2024Q1plus,10,2.4161791910008006,4.205128664090589,0.8181818181818182,0.9090909090909091,2.510238801550501,1.8852833887334586,1.5628147443249825,-0.2042418282061563,-0.42949829705421294
adj_ebitda_margin_pct,2,W1_all_n14,12,4.522924115091705,4.547336566744603,0.8461538461538461,0.9230769230769231,3.5801952450646386,3.5291230610890327,2.228944080178042,-0.442768154280881,-0.44169299059826556
adj_ebitda_margin_pct,2,recent_2024Q1plus,10,3.650223179771114,4.547336566744603,0.8181818181818182,0.9090909090909091,3.199427116068308,2.848176638398185,1.9918869341419971,0.15152417693459572,-0.44169299059826556
adj_ebitda_musd,0,W1_all_n14,14,76.3337340359783,94.5624882136774,0.8,0.8666666666666667,63.74173131409582,59.56127811796059,39.684080042480495,-13.944722408060333,-9.800419846978082
adj_ebitda_musd,0,recent_2024Q1plus,10,66.58459551303008,81.40337162494626,0.8181818181818182,0.9090909090909091,49.93604664601964,51.95427240404968,31.088990387486668,-9.81208859333936,-9.800419846978082
adj_ebitda_musd,1,W1_all_n14,13,107.55485782757933,170.65123583554305,0.8571428571428571,0.9285714285714286,121.22081527061587,83.92232976558935,75.46918536475431,-6.1981498543588165,-43.7838006314397
adj_ebitda_musd,1,recent_2024Q1plus,10,107.55485782757933,170.65123583554305,0.8181818181818182,0.9090909090909091,115.44509046964322,83.92232976558935,71.87335700270836,-1.1965381482246187,-43.7838006314397
adj_ebitda_musd,2,W1_all_n14,12,150.0974018505301,180.7583249605468,0.8461538461538461,0.9230769230769231,138.7555141189085,117.11719869735495,86.3858702158066,10.092267346451743,-38.80704159307409
adj_ebitda_musd,2,recent_2024Q1plus,10,150.0974018505301,180.7583249605468,0.8181818181818182,0.9090909090909091,151.13049274921124,117.11719869735495,94.09023645068358,18.37673995792728,-38.80704159307409
adj_ebitda_musd_from_margin,0,W1_all_n14,14,62.58378500133336,89.94124822969684,0.8,0.8666666666666667,49.239577488809374,48.832541355597186,30.655385318843997,-11.466192807847907,-4.9630084979228615
adj_ebitda_musd_from_margin,0,recent_2024Q1plus,10,62.58378500133336,68.88488192096918,0.8181818181818182,0.9090909090909091,42.897926156166314,48.832541355597186,26.707224610029716,-6.124364846733482,-4.9630084979228615
adj_ebitda_musd_from_margin,1,W1_all_n14,13,119.80422808990932,193.15460207259,0.8571428571428571,0.9285714285714286,125.76062683920085,93.4802029415647,78.2955636565166,1.154825090442942,-43.708233220770026
adj_ebitda_musd_from_margin,1,recent_2024Q1plus,10,118.3635687682455,193.15460207259,0.8181818181818182,0.9090909090909091,123.49189871217966,92.35609298396184,76.88310769193527,2.4415520611302695,-43.708233220770026
adj_ebitda_musd_from_margin,2,W1_all_n14,12,149.4899145957761,180.7583249605464,0.8461538461538461,0.9230769230769231,138.065949701514,116.6431917882148,85.95656387331825,10.659832401944024,-37.48441339222855
adj_ebitda_musd_from_margin,2,recent_2024Q1plus,10,149.4899145957761,180.7583249605464,0.8181818181818182,0.9090909090909091,150.3030154483378,116.6431917882148,93.57506883969751,19.057818024517978,-37.48441339222855
