quarter,quarter_of_year,revenue_musd,margin_pct,mechanical_cost_pct_rev,discretionary_cost_pct_rev,hist_margin_mean_2022_26,hist_margin_sd,hist_rev_share_pct
2022Q1,1,1508.937,15.176246589486508,38.698766084998915,48.77069089034202,,,
2022Q2,2,2104.107,33.79105720383992,30.016391751940375,36.397198431448594,,,
2022Q3,3,2884.41,50.512929853938935,23.30851023259523,26.6328295908002,,,
2022Q4,4,1902.0,26.603575184016822,30.914826498422716,43.05993690851735,,,
2023Q1,1,1818.0,14.411441144114413,38.22882288228823,48.624862486248624,,,
2023Q2,2,2484.0,32.971014492753625,29.38808373590982,37.39935587761675,,,
2023Q3,3,3397.0,53.98881365911098,22.313806299676184,24.021195172210774,,,
2023Q4,4,2218.0,33.27321911632101,28.764652840396753,38.54824165915239,,,
2024Q1,1,2142.0,19.79458450046685,34.82726423902894,46.31185807656396,,,
2024Q2,2,2748.0,32.532751091703055,29.839883551673946,38.17321688500728,,,
2024Q3,3,3732.0,52.46516613076098,21.757770632368704,26.12540192926045,,,
2024Q4,4,2480.0,30.846774193548388,27.903225806451616,41.65322580645161,,,
2025Q1,1,2272.0,18.35387323943662,34.683098591549296,48.063380281690144,,,
2025Q2,2,3096.0,33.68863049095607,27.55167958656331,39.21188630490956,,,
2025Q3,3,4095.0,50.085470085470085,21.782661782661783,28.69352869352869,,,
2025Q4,4,2778.0,28.293736501079916,28.437724982001438,44.16846652267819,,,
2026Q1,1,2678.0,19.38013442867812,32.935026138909635,48.43166542195668,,,
2026Q2,2,3608.0,34.950110864745014,26.496674057649667,39.052106430155206,,,
2026Q3,3,4804.0355,49.93993908638773,20.445941393524684,30.043632803241042,51.76309493232024,1.8096100563786426,32.76937396232364
2026Q4,4,3178.1078,28.897437,27.12851231430345,44.62330401183948,29.754326248741535,2.9232746597182495,21.782127753493914
2027Q1,1,3053.1293,19.47022160368239,31.455887443134305,49.74972117759954,17.4232559804365,2.4717757030704686,19.359916126219208
2027Q2,2,4028.9807,34.035894837950515,25.37149243600001,41.10475145632208,33.586712828799534,0.922078877071158,26.08858215796325
2027Q3,3,5280.7325,48.303223037642034,19.878071043429788,32.209446608783374,51.76309493232024,1.8096100563786426,32.76937396232364
2027Q4,4,3465.7641,27.896160983636925,26.44376062991696,46.25544408372214,29.754326248741535,2.9232746597182495,21.782127753493914
