market_key,region,period,vintage_late,vintage_old,win_start,win_end,n_cur,n_prior_oldvintage,n_prior_samevintage,yoy_vmatch,yoy_within,wedge_pp
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2026-07,2026-08-30,2025-08-29,2026-07-01,2026-07-31,39570,32906,27947,0.2025162584331126,0.41589437148888964,21.337811305577702
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2026-08_to_date,2026-08-30,2025-08-29,2026-08-01,2026-08-14,15322,10824,9280,0.4155580192165558,0.6510775862068965,23.551956699034072
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,3q26_to_date,2026-08-30,2025-08-29,2026-07-01,2026-08-14,54892,43730,37227,0.25524811342327913,0.4745211808633518,21.927306744007268
australia_nsw_mid-north-coast,APAC,3q26_to_date,2026-08-18,2025-08-08,2026-07-01,2026-07-24,4100,3876,3493,0.057791537667698734,0.1737761236759232,11.598458600822447
australia_nsw_northern-rivers,APAC,2026-07,2026-08-27,2025-08-19,2026-07-01,2026-07-31,5652,5403,4724,0.04608550805108269,0.19644369178662147,15.035818373553877
australia_nsw_northern-rivers,APAC,2026-08_to_date,2026-08-27,2025-08-19,2026-08-01,2026-08-04,771,707,609,0.09052333804809054,0.26600985221674867,17.548651416865813
australia_nsw_northern-rivers,APAC,3q26_to_date,2026-08-27,2025-08-19,2026-07-01,2026-08-04,6423,6110,5333,0.051227495908346965,0.20438777423588972,15.316027832754276
australia_nsw_sydney,APAC,3q26_to_date,2026-08-15,2025-08-05,2026-07-01,2026-07-21,13145,12678,9909,0.03683546300678331,0.32657180341104053,28.973634040425722
australia_qld_brisbane,APAC,3q26_to_date,2026-08-13,2025-08-04,2026-07-01,2026-07-20,6650,6840,5180,-0.02777777777777779,0.28378378378378377,31.156156156156158
australia_qld_sunshine-coast,APAC,2026-07,2026-08-31,2025-08-31,2026-07-01,2026-07-31,8686,8811,7235,-0.014186811939620902,0.2005528680027644,21.473967994238528
australia_qld_sunshine-coast,APAC,2026-08_to_date,2026-08-31,2025-08-31,2026-08-01,2026-08-16,4516,4514,3742,0.0004430660168364131,0.20684126135756276,20.639819534072636
australia_qld_sunshine-coast,APAC,3q26_to_date,2026-08-31,2025-08-31,2026-07-01,2026-08-16,13202,13325,10977,-0.009230769230769265,0.20269654732622766,21.192731655699692
australia_sa_barossa-valley,APAC,2026-07,2026-08-30,2025-08-29,2026-07-01,2026-07-31,381,379,341,0.005277044854881341,0.11730205278592365,11.202500793104232
australia_sa_barossa-valley,APAC,2026-08_to_date,2026-08-30,2025-08-29,2026-08-01,2026-08-14,137,138,126,-0.007246376811594235,0.08730158730158721,9.454796411318146
australia_sa_barossa-valley,APAC,3q26_to_date,2026-08-30,2025-08-29,2026-07-01,2026-08-14,518,517,467,0.0019342359767891004,0.10920770877944319,10.727347280265409
australia_tas_tasmania,APAC,3q26_to_date,2026-08-13,2025-08-04,2026-07-01,2026-07-20,6460,6373,5633,0.013651341597363809,0.14681342091248006,13.316207931511626
australia_vic_barwon-south-west-vic,APAC,2026-07,2026-08-31,2025-08-30,2026-07-01,2026-07-31,5157,5281,4620,-0.023480401439121334,0.11623376623376624,13.971416767288758
australia_vic_barwon-south-west-vic,APAC,2026-08_to_date,2026-08-31,2025-08-30,2026-08-01,2026-08-15,2226,2197,1972,0.013199817933545743,0.12880324543610544,11.56034275025597
australia_vic_barwon-south-west-vic,APAC,3q26_to_date,2026-08-31,2025-08-30,2026-07-01,2026-08-15,7383,7478,6592,-0.012703931532495272,0.11999393203883502,13.269786357133029
australia_vic_melbourne,APAC,3q26_to_date,2026-08-15,2025-08-05,2026-07-01,2026-07-21,14767,15012,11652,-0.016320277111643966,0.2673360796429798,28.365635675462375
australia_vic_mornington-peninsula,APAC,2026-07,2026-08-26,2025-08-17,2026-07-01,2026-07-31,3054,3022,2632,0.010589013898080646,0.16033434650455924,14.97453326064786
australia_vic_mornington-peninsula,APAC,2026-08_to_date,2026-08-26,2025-08-17,2026-08-01,2026-08-02,324,286,260,0.13286713286713292,0.24615384615384617,11.328671328671325
australia_vic_mornington-peninsula,APAC,3q26_to_date,2026-08-26,2025-08-17,2026-07-01,2026-08-02,3378,3308,2892,0.021160822249093103,0.1680497925311204,14.68889702820273
australia_wa_western-australia,APAC,2026-07,2026-08-30,2025-08-28,2026-07-01,2026-07-31,16961,16632,14182,0.019781144781144677,0.19595261599210256,17.61714712109579
australia_wa_western-australia,APAC,2026-08_to_date,2026-08-30,2025-08-28,2026-08-01,2026-08-13,6834,6300,5468,0.08476190476190482,0.24981711777615212,16.50552130142473
australia_wa_western-australia,APAC,3q26_to_date,2026-08-30,2025-08-28,2026-07-01,2026-08-13,23795,22932,19650,0.0376330019187161,0.2109414758269721,17.3308473908256
austria_vienna_vienna,EMEA,2026-07,2026-08-25,2025-08-15,2026-07-01,2026-07-31,15347,16046,11481,-0.04356225850679296,0.336730249978225,38.029250848501796
austria_vienna_vienna,EMEA,3q26_to_date,2026-08-25,2025-08-15,2026-07-01,2026-07-31,15347,16046,11481,-0.04356225850679296,0.336730249978225,38.029250848501796
belgium_bru_brussels,EMEA,2026-07,2026-08-28,2025-08-24,2026-07-01,2026-07-31,10222,10167,6641,0.00540965869971477,0.5392260201776842,53.38163614779694
belgium_bru_brussels,EMEA,2026-08_to_date,2026-08-28,2025-08-24,2026-08-01,2026-08-09,2640,3008,1935,-0.12234042553191493,0.3643410852713178,48.66815108032328
belgium_bru_brussels,EMEA,3q26_to_date,2026-08-28,2025-08-24,2026-07-01,2026-08-09,12862,13175,8576,-0.02375711574952566,0.49976679104477606,52.35239067943017
belgium_vlg_antwerp,EMEA,2026-07,2026-08-31,2025-08-30,2026-07-01,2026-07-31,3744,3838,2916,-0.02449192287649815,0.28395061728395055,30.84425401604487
belgium_vlg_antwerp,EMEA,2026-08_to_date,2026-08-31,2025-08-30,2026-08-01,2026-08-15,1897,2204,1649,-0.1392921960072595,0.15039417828987256,28.968637429713205
belgium_vlg_antwerp,EMEA,3q26_to_date,2026-08-31,2025-08-30,2026-07-01,2026-08-15,5641,6042,4565,-0.0663687520688514,0.23570646221248626,30.207521428133767
belgium_vlg_ghent,EMEA,2026-07,2026-08-30,2025-08-28,2026-07-01,2026-07-31,3124,3013,2507,0.036840358446730725,0.24611088950937376,20.927053106264303
belgium_vlg_ghent,EMEA,2026-08_to_date,2026-08-30,2025-08-28,2026-08-01,2026-08-13,1425,1353,1107,0.053215077605321515,0.2872628726287263,23.404779502340478
belgium_vlg_ghent,EMEA,3q26_to_date,2026-08-30,2025-08-28,2026-07-01,2026-08-13,4549,4366,3614,0.041914796152084266,0.25871610403984513,21.680130788776086
belize_bz_belize,LatAm,2026-07,2026-08-31,2025-08-30,2026-07-01,2026-07-31,1512,1480,1275,0.021621621621621623,0.1858823529411764,16.426073131955476
belize_bz_belize,LatAm,2026-08_to_date,2026-08-31,2025-08-30,2026-08-01,2026-08-15,639,673,574,-0.050520059435364084,0.11324041811846697,16.376047755383105
belize_bz_belize,LatAm,3q26_to_date,2026-08-31,2025-08-30,2026-07-01,2026-08-15,2151,2153,1849,-0.0009289363678588458,0.16333153055705796,16.42604669249168
brazil_rj_rio-de-janeiro,LatAm,2026-07,2026-08-30,2025-08-28,2026-07-01,2026-07-31,38921,31458,26371,0.23723695085510843,0.47590155853020355,23.866460767509512
brazil_rj_rio-de-janeiro,LatAm,2026-08_to_date,2026-08-30,2025-08-28,2026-08-01,2026-08-13,18227,12919,10872,0.41086771421936685,0.6765084621044886,26.564074788512173
brazil_rj_rio-de-janeiro,LatAm,3q26_to_date,2026-08-30,2025-08-28,2026-07-01,2026-08-13,57148,44377,37243,0.2877842125425334,0.5344628520795853,24.667863953705194
canada_bc_vancouver,NAM,3q26_to_date,2026-08-23,2025-08-10,2026-07-01,2026-07-26,12418,10091,7910,0.23060152611237728,0.5699115044247787,33.93099783124014
canada_bc_victoria,NAM,2026-07,2026-08-31,2025-08-30,2026-07-01,2026-07-31,9139,8320,7283,0.09843749999999996,0.25484003844569547,15.640253844569552
canada_bc_victoria,NAM,2026-08_to_date,2026-08-31,2025-08-30,2026-08-01,2026-08-15,4970,4267,3763,0.16475275369111797,0.320754716981132,15.600196329001403
canada_bc_victoria,NAM,3q26_to_date,2026-08-31,2025-08-30,2026-07-01,2026-08-15,14109,12587,11046,0.12091840788114716,0.27729494839760993,15.637654051646276
canada_mb_winnipeg,NAM,2026-07,2026-08-26,2025-08-17,2026-07-01,2026-07-31,3337,3091,2750,0.07958589453251386,0.21345454545454556,13.38686509220317
canada_mb_winnipeg,NAM,2026-08_to_date,2026-08-26,2025-08-17,2026-08-01,2026-08-02,226,205,194,0.102439024390244,0.1649484536082475,6.250942921800351
canada_mb_winnipeg,NAM,3q26_to_date,2026-08-26,2025-08-17,2026-07-01,2026-08-02,3563,3296,2944,0.08100728155339798,0.21025815217391308,12.92508706205151
canada_nb_new-brunswick,NAM,2026-07,2026-08-31,2025-08-30,2026-07-01,2026-07-31,14023,12348,10701,0.13564949789439584,0.310438276796561,17.478877890216516
canada_nb_new-brunswick,NAM,2026-08_to_date,2026-08-31,2025-08-30,2026-08-01,2026-08-15,8123,7225,6244,0.12429065743944645,0.30092889173606663,17.663823429662017
canada_nb_new-brunswick,NAM,3q26_to_date,2026-08-31,2025-08-30,2026-07-01,2026-08-15,22146,19573,16945,0.13145659837531287,0.3069341988787253,17.547760050341243
canada_on_ottawa,NAM,2026-07,2026-08-27,2025-08-19,2026-07-01,2026-07-31,3956,4552,3584,-0.13093145869947276,0.1037946428571428,23.472610155661556
canada_on_ottawa,NAM,2026-08_to_date,2026-08-27,2025-08-19,2026-08-01,2026-08-04,648,746,605,-0.13136729222520105,0.07107438016528933,20.244167239049037
canada_on_ottawa,NAM,3q26_to_date,2026-08-27,2025-08-19,2026-07-01,2026-08-04,4604,5298,4189,-0.13099282748206875,0.0990689902124613,23.006181769453004
