quarter,variant,actual_residual_pp,d4share_pp,dd4share_pp,pre_migration_mean_pp,b_hat,b_hat_source,last_q,persistence,mean_pre_migration,mean_all_prior,K_mech_central,K_mech_high,K_level_mech,K_level_high,K_fitted_wf,K_level_fitted
1Q24,central,2.2557752082862383,0.0,0.0,1.946939122499208,0.007,no prior migrated quarter: mechanics central,0.8339628069705792,0.9195783102620336,1.946939122499208,1.946939122499208,0.8339628069705792,0.8339628069705792,1.946939122499208,1.946939122499208,0.8339628069705792,1.946939122499208
2Q24,central,3.234375616562978,0.0,0.0,2.008706339656614,0.007,no prior migrated quarter: mechanics central,2.2557752082862383,1.5448690076284088,2.008706339656614,2.008706339656614,2.2557752082862383,2.2557752082862383,2.008706339656614,2.008706339656614,2.2557752082862383,2.008706339656614
3Q24,central,2.083188605444465,0.0,0.0,2.2129845524743414,0.007,no prior migrated quarter: mechanics central,3.234375616562978,2.745075412424608,2.2129845524743414,2.2129845524743414,3.234375616562978,3.234375616562978,2.2129845524743414,2.2129845524743414,3.234375616562978,2.2129845524743414
4Q24,central,2.760245101599631,0.0,0.0,2.194442274327216,0.007,no prior migrated quarter: mechanics central,2.083188605444465,2.6587821110037213,2.194442274327216,2.194442274327216,2.083188605444465,2.083188605444465,2.194442274327216,2.194442274327216,2.083188605444465,2.194442274327216
1Q25,central,2.231373644528559,0.0,0.0,2.2651676277362682,0.007,no prior migrated quarter: mechanics central,2.760245101599631,2.421716853522048,2.2651676277362682,2.2651676277362682,2.760245101599631,2.760245101599631,2.2651676277362682,2.2651676277362682,2.760245101599631,2.2651676277362682
2Q25,central,1.905622741315353,0.0,0.0,2.2614127407131894,0.007,no prior migrated quarter: mechanics central,2.231373644528559,2.495809373064095,2.2614127407131894,2.2614127407131894,2.231373644528559,2.231373644528559,2.2614127407131894,2.2614127407131894,2.231373644528559,2.2614127407131894
3Q25,central,2.8222911901990337,0.208,0.208,2.225833740773406,0.007,no prior migrated quarter: mechanics central,1.905622741315353,2.068498192921956,2.225833740773406,2.225833740773406,1.907078741315353,1.913526741315353,2.227289740773406,2.233737740773406,1.907078741315353,2.227289740773406
4Q25,central,3.69881318212152,12.4599919978952,12.2519919978952,2.225833740773406,0.007,no prior migrated quarter: mechanics central,2.8222911901990337,2.3639569657571933,2.225833740773406,2.2800571452666447,2.9080551341843,3.287866886119051,2.3130536847586725,2.6993134366934237,2.9080551341843,2.3130536847586725
1Q26,central,4.380588950682848,16.6000926,4.1401006021048,2.225833740773406,0.11821672450487422,fitted on 1 prior quarter(s) with share >= 2 pp,3.69881318212152,3.260552186160277,2.225833740773406,2.398286815004551,3.7277938863362534,3.8561370050015022,2.342034388973406,2.856637259573406,4.188242314423007,4.188242314423007
2Q26,central,4.84932637648649,21.506642114688958,4.906549514688958,2.225833740773406,0.1256282024359095,fitted on 2 prior quarter(s) with share >= 2 pp,4.380588950682848,4.039701066402184,2.225833740773406,2.5507715946721126,4.414934797285671,4.567037832241029,2.3763802355762285,3.043086141131586,4.996989946376006,4.927674530074206
1Q24,high_migrant,2.2557752082862383,0.0,0.0,1.946939122499208,0.007,no prior migrated quarter: mechanics central,0.8339628069705792,0.9195783102620336,1.946939122499208,1.946939122499208,0.8339628069705792,0.8339628069705792,1.946939122499208,1.946939122499208,0.8339628069705792,1.946939122499208
2Q24,high_migrant,3.234375616562978,0.0,0.0,2.008706339656614,0.007,no prior migrated quarter: mechanics central,2.2557752082862383,1.5448690076284088,2.008706339656614,2.008706339656614,2.2557752082862383,2.2557752082862383,2.008706339656614,2.008706339656614,2.2557752082862383,2.008706339656614
3Q24,high_migrant,2.083188605444465,0.0,0.0,2.2129845524743414,0.007,no prior migrated quarter: mechanics central,3.234375616562978,2.745075412424608,2.2129845524743414,2.2129845524743414,3.234375616562978,3.234375616562978,2.2129845524743414,2.2129845524743414,3.234375616562978,2.2129845524743414
4Q24,high_migrant,2.760245101599631,0.0,0.0,2.194442274327216,0.007,no prior migrated quarter: mechanics central,2.083188605444465,2.6587821110037213,2.194442274327216,2.194442274327216,2.083188605444465,2.083188605444465,2.194442274327216,2.194442274327216,2.083188605444465,2.194442274327216
1Q25,high_migrant,2.231373644528559,0.0,0.0,2.2651676277362682,0.007,no prior migrated quarter: mechanics central,2.760245101599631,2.421716853522048,2.2651676277362682,2.2651676277362682,2.760245101599631,2.760245101599631,2.2651676277362682,2.2651676277362682,2.760245101599631,2.2651676277362682
2Q25,high_migrant,1.905622741315353,0.0,0.0,2.2614127407131894,0.007,no prior migrated quarter: mechanics central,2.231373644528559,2.495809373064095,2.2614127407131894,2.2614127407131894,2.231373644528559,2.231373644528559,2.2614127407131894,2.2614127407131894,2.231373644528559,2.2614127407131894
3Q25,high_migrant,2.8222911901990337,0.512,0.512,2.225833740773406,0.007,no prior migrated quarter: mechanics central,1.905622741315353,2.068498192921956,2.225833740773406,2.225833740773406,1.909206741315353,1.925078741315353,2.229417740773406,2.245289740773406,1.909206741315353,2.229417740773406
4Q25,high_migrant,3.69881318212152,23.40869085017189,22.89669085017189,2.225833740773406,0.007,no prior migrated quarter: mechanics central,2.8222911901990337,2.3639569657571933,2.225833740773406,2.2800571452666447,2.982568026150237,3.6923654425055656,2.389694576724609,3.1153639930799377,2.982568026150237,2.389694576724609
1Q26,high_migrant,4.380588950682848,31.341596799999998,7.932905949828108,2.225833740773406,0.06292446898359111,fitted on 1 prior quarter(s) with share >= 2 pp,3.69881318212152,3.260552186160277,2.225833740773406,2.398286815004551,3.754343523770317,4.000263608214988,2.445224918373406,3.416814419173406,4.197987076511224,4.197987076511224
2Q26,high_migrant,4.84932637648649,41.777874799879946,10.436277999879948,2.225833740773406,0.06666437264413069,fitted on 2 prior quarter(s) with share >= 2 pp,4.380588950682848,4.039701066402184,2.225833740773406,2.5507715946721126,4.453642896682008,4.777167514678286,2.5182788643725655,3.8133929831688436,5.076316876284588,5.0109295547124395
1Q24,low_migrant,2.2557752082862383,0.0,0.0,1.946939122499208,0.007,no prior migrated quarter: mechanics central,0.8339628069705792,0.9195783102620336,1.946939122499208,1.946939122499208,0.8339628069705792,0.8339628069705792,1.946939122499208,1.946939122499208,0.8339628069705792,1.946939122499208
2Q24,low_migrant,3.234375616562978,0.0,0.0,2.008706339656614,0.007,no prior migrated quarter: mechanics central,2.2557752082862383,1.5448690076284088,2.008706339656614,2.008706339656614,2.2557752082862383,2.2557752082862383,2.008706339656614,2.008706339656614,2.2557752082862383,2.008706339656614
3Q24,low_migrant,2.083188605444465,0.0,0.0,2.2129845524743414,0.007,no prior migrated quarter: mechanics central,3.234375616562978,2.745075412424608,2.2129845524743414,2.2129845524743414,3.234375616562978,3.234375616562978,2.2129845524743414,2.2129845524743414,3.234375616562978,2.2129845524743414
4Q24,low_migrant,2.760245101599631,0.0,0.0,2.194442274327216,0.007,no prior migrated quarter: mechanics central,2.083188605444465,2.6587821110037213,2.194442274327216,2.194442274327216,2.083188605444465,2.083188605444465,2.194442274327216,2.194442274327216,2.083188605444465,2.194442274327216
1Q25,low_migrant,2.231373644528559,0.0,0.0,2.2651676277362682,0.007,no prior migrated quarter: mechanics central,2.760245101599631,2.421716853522048,2.2651676277362682,2.2651676277362682,2.760245101599631,2.760245101599631,2.2651676277362682,2.2651676277362682,2.760245101599631,2.2651676277362682
2Q25,low_migrant,1.905622741315353,0.0,0.0,2.2614127407131894,0.007,no prior migrated quarter: mechanics central,2.231373644528559,2.495809373064095,2.2614127407131894,2.2614127407131894,2.231373644528559,2.231373644528559,2.2614127407131894,2.2614127407131894,2.231373644528559,2.2614127407131894
3Q25,low_migrant,2.8222911901990337,0.08,0.08,2.225833740773406,0.007,no prior migrated quarter: mechanics central,1.905622741315353,2.068498192921956,2.225833740773406,2.225833740773406,1.906182741315353,1.908662741315353,2.226393740773406,2.228873740773406,1.906182741315353,2.226393740773406
4Q25,low_migrant,3.69881318212152,5.05625125243995,4.97625125243995,2.225833740773406,0.007,no prior migrated quarter: mechanics central,2.8222911901990337,2.3639569657571933,2.225833740773406,2.2800571452666447,2.8571249489661135,3.011388737791752,2.2612274995404857,2.417971288366124,2.8571249489661135,2.2612274995404857
1Q26,low_migrant,4.380588950682848,6.742959999999989,1.686708747560039,2.225833740773406,0.2913184823711661,fitted on 1 prior quarter(s) with share >= 2 pp,3.69881318212152,3.260552186160277,2.225833740773406,2.398286815004551,3.7106201433544403,3.7629081145288015,2.2730344607734057,2.4820662207734054,4.190182614662881,4.190182614662881
2Q26,low_migrant,4.84932637648649,9.86328176328176,3.120321763281771,2.225833740773406,0.3093931651299878,fitted on 2 prior quarter(s) with share >= 2 pp,4.380588950682848,4.039701066402184,2.225833740773406,2.5507715946721126,4.402431203025821,4.499161177687555,2.2948767131163783,2.600638447778113,5.3459951772485805,5.277465704084037
