variant,basis,spec,n,coef_pp_per_pp_share,se,t,const,r2,rmse_pp,aic,expected_central,expected_range,ratio_to_expected_central,ratio_to_expected_high,within_mechanics,ci95_low,ci95_high,share_obs_nonzero,label
central,nights,"levels, with constant",14,0.12102170164306808,0.028251003544884367,4.283801863915819,2.27603666285752,0.6046253354448436,0.6965603148527514,-6.124824988625852,0.007,0.000 to 0.038,17.288814520438297,3.1847816221860024,False,0.05886949384432247,0.1831739094418137,4,"descriptive (OLS on n 14, three to four informative quarters)"
central,nights,"levels, no constant, baseline = 2023-25 mean",14,0.1140737903334876,0.02447799014865569,4.660259671677024,2.398286815004551,0.6255546853674876,0.7050254304627015,-7.786599346779703,0.007,0.000 to 0.038,16.2962557619268,3.001941850881253,False,0.060222212006445085,0.16792536866053012,4,"descriptive (OLS on n 14, three to four informative quarters)"
central,nights,"changes, with constant",13,0.08846077120643568,0.07353956593915485,1.2029003717485405,-0.040748286455242505,0.11625073292715193,0.8443352366973469,-0.39934724764070406,0.007,0.000 to 0.038,12.637253029490811,2.3279150317483075,False,-0.07332627385970501,0.25024781627257636,4,"descriptive (OLS on n 14, three to four informative quarters)"
central,nights,"changes, no constant",13,0.08388135789321513,0.06358742615582,1.3191500735957635,0.0,0.1266475286433435,0.8451353183818635,-2.3747216330776384,0.007,0.000 to 0.038,11.983051127602161,2.2074041550846086,False,-0.05601097964958887,0.22377369543601913,4,"descriptive (OLS on n 14, three to four informative quarters)"
central,listings,"levels, with constant",14,0.15356709019197215,0.03590231226895106,4.277359325537915,2.278632716169101,0.6039055284551625,0.6971940946980931,-6.09936019113913,0.007,0.000 to 0.038,21.938155741710307,4.041239215578215,False,0.07458200320027981,0.2325521771836645,4,"descriptive (OLS on n 14, three to four informative quarters)"
central,listings,"levels, no constant, baseline = 2023-25 mean",14,0.1449599328291606,0.031126044854962228,4.657190899281588,2.398286815004551,0.6252460447707574,0.7053159330272392,-7.775064448729255,0.007,0.000 to 0.038,20.708561832737228,3.8147350744515944,False,0.07648263414824368,0.21343723151007749,4,"descriptive (OLS on n 14, three to four informative quarters)"
central,listings,"changes, with constant",13,0.1128402068678415,0.09351993391285258,1.2065898910171675,-0.04424991220274346,0.11688147287209394,0.8440338780218755,-0.4086287792408241,0.007,0.000 to 0.038,16.120029552548786,2.969479128101092,False,-0.0929036477404342,0.31858406147611723,4,"descriptive (OLS on n 14, three to four informative quarters)"
central,listings,"changes, no constant",13,0.1064309835453967,0.08055726134807488,1.321184232983364,0.0,0.12698877814958398,0.8449701902135296,-2.3798021826273636,0.007,0.000 to 0.038,15.204426220770959,2.800815356457808,False,-0.07079499142036805,0.28365695851116146,4,"descriptive (OLS on n 14, three to four informative quarters)"
low_migrant,nights,"levels, with constant",14,0.276956493696862,0.06517748071104913,4.249266628219204,2.2848308912400834,0.600748820576106,0.6999667546260465,-5.9882282768223565,0.007,0.000 to 0.038,39.565213385266,7.288328781496368,False,0.13356603613255388,0.42034695126117005,4,"descriptive (OLS on n 14, three to four informative quarters)"
low_migrant,nights,"levels, no constant, baseline = 2023-25 mean",14,0.2623013292597054,0.05657312079799633,4.636500966533128,2.398286815004551,0.623157179319306,0.7072789046270587,-7.6972456167348025,0.007,0.000 to 0.038,37.4716184656722,6.902666559465931,False,0.13784046350411344,0.38676219501529735,4,"descriptive (OLS on n 14, three to four informative quarters)"
low_migrant,nights,"changes, with constant",13,0.20109371833703701,0.16805665324990973,1.1965829049207548,-0.04697519855201343,0.11517313839869259,0.8448498475031017,-0.3835054296082019,0.007,0.000 to 0.038,28.727674048148145,5.291939956237816,False,-0.1686309188127644,0.5708183554868385,4,"descriptive (OLS on n 14, three to four informative quarters)"
low_migrant,nights,"changes, no constant",13,0.1886889307411263,0.14406098387616445,1.3097851039482298,0.0,0.1250798285336997,0.8458935029283018,-2.3514070694464424,0.007,0.000 to 0.038,26.955561534446613,4.965498177398061,False,-0.1282452337864355,0.5056230952686881,4,"descriptive (OLS on n 14, three to four informative quarters)"
low_migrant,listings,"levels, with constant",14,0.276956493696862,0.06517748071104913,4.249266628219204,2.2848308912400834,0.600748820576106,0.6999667546260465,-5.9882282768223565,0.007,0.000 to 0.038,39.565213385266,7.288328781496368,False,0.13356603613255388,0.42034695126117005,4,"descriptive (OLS on n 14, three to four informative quarters)"
low_migrant,listings,"levels, no constant, baseline = 2023-25 mean",14,0.2623013292597054,0.05657312079799633,4.636500966533128,2.398286815004551,0.623157179319306,0.7072789046270587,-7.6972456167348025,0.007,0.000 to 0.038,37.4716184656722,6.902666559465931,False,0.13784046350411344,0.38676219501529735,4,"descriptive (OLS on n 14, three to four informative quarters)"
low_migrant,listings,"changes, with constant",13,0.20109371833703701,0.16805665324990973,1.1965829049207548,-0.04697519855201343,0.11517313839869259,0.8448498475031017,-0.3835054296082019,0.007,0.000 to 0.038,28.727674048148145,5.291939956237816,False,-0.1686309188127644,0.5708183554868385,4,"descriptive (OLS on n 14, three to four informative quarters)"
low_migrant,listings,"changes, no constant",13,0.1886889307411263,0.14406098387616445,1.3097851039482298,0.0,0.1250798285336997,0.8458935029283018,-2.3514070694464424,0.007,0.000 to 0.038,26.955561534446613,4.965498177398061,False,-0.1282452337864355,0.5056230952686881,4,"descriptive (OLS on n 14, three to four informative quarters)"
high_migrant,nights,"levels, with constant",14,0.06317358828896402,0.014744069567174566,4.28467784970375,2.277070131222156,0.6047230883945389,0.6964742002875569,-6.128286794923268,0.007,0.000 to 0.038,9.02479832699486,1.6624628497095795,False,0.030736635241179977,0.09561054133674807,4,"descriptive (OLS on n 14, three to four informative quarters)"
high_migrant,nights,"levels, no constant, baseline = 2023-25 mean",14,0.05958287088039437,0.0127789798014729,4.662568671837707,2.398286815004551,0.6257867109680555,0.7048069615813463,-7.795277156654732,0.007,0.000 to 0.038,8.511838697199195,1.5679702863261678,False,0.03146911531715399,0.08769662644363475,4,"descriptive (OLS on n 14, three to four informative quarters)"
high_migrant,nights,"changes, with constant",13,0.04701507867121062,0.03866626045323837,1.2159199808853771,-0.04549412667879246,0.11848106529593572,0.843269132365911,-0.43219702785315306,0.007,0.000 to 0.038,6.716439810172945,1.2372389124002794,True,-0.038050694325913806,0.13208085166833505,4,"descriptive (OLS on n 14, three to four informative quarters)"
high_migrant,nights,"changes, no constant",13,0.04428570380439406,0.033299489946888486,1.3299213854334766,0.0,0.12845744779801505,0.8442591429740101,-2.401690541959237,0.007,0.000 to 0.038,6.326529114913437,1.16541325801037,True,-0.028973174078760613,0.11754458168754874,4,"descriptive (OLS on n 14, three to four informative quarters)"
high_migrant,listings,"levels, with constant",14,0.09594838100259115,0.02253749869865602,4.257277273112514,2.2834128486087923,0.6016519464589446,0.6991746267327064,-6.019932840319317,0.007,0.000 to 0.038,13.706911571798734,2.52495739480503,False,0.0463658838655479,0.1455308781396344,4,"descriptive (OLS on n 14, three to four informative quarters)"
high_migrant,listings,"levels, no constant, baseline = 2023-25 mean",14,0.09080386240470906,0.01955755376382195,4.642904910361556,2.398286815004551,0.6238052126621971,0.7066705110180381,-7.721341276615382,0.007,0.000 to 0.038,12.971980343529864,2.389575326439712,False,0.04777724412430077,0.13383048068511735,4,"descriptive (OLS on n 14, three to four informative quarters)"
high_migrant,listings,"changes, with constant",13,0.07072268055927622,0.05856161514727681,1.2076627391750636,-0.049056892561227354,0.1170650742686028,0.8439461356355614,-0.4113317757547188,0.007,0.000 to 0.038,10.103240079896603,1.8611231726125321,False,-0.05811287276473279,0.19955823388328522,4,"descriptive (OLS on n 14, three to four informative quarters)"
high_migrant,listings,"changes, no constant",13,0.06618905592205039,0.05015103005026598,1.3197945457094227,0.0,0.12675561690062265,0.8450830187472367,-2.3763306447311736,0.007,0.000 to 0.038,9.45557941743577,1.7418172611065892,False,-0.04414321018853477,0.17652132203263554,4,"descriptive (OLS on n 14, three to four informative quarters)"
