scenario,foreign_usd_multiplier,assumed_nonusd_reported_share,assumed_rnpl_revenue_share,timing_scenario,quarter,prior_quarter,reference_yoy_pct,booking_yoy_pct,retimed_yoy_pct,fx_growth_gap_pp,timing_growth_gap_pp,incremental_current_dollars_pp_of_prior_booking,current_level_fx_pct,prior_booking_usd,prior_retimed_usd,prior_rnpl_weight,reference_basis,evidence_status,information_date,source_ref,prior_assumption
fx0.95_nonusd0.40_u0.00_equal_recognition_months,0.95,0.4,0,equal_recognition_months,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx1.00_nonusd0.40_u0.00_equal_recognition_months,1,0.4,0,equal_recognition_months,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx1.05_nonusd0.40_u0.00_equal_recognition_months,1.05,0.4,0,equal_recognition_months,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx0.95_nonusd0.40_u0.00_first_recognition_month,0.95,0.4,0,first_recognition_month,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx1.00_nonusd0.40_u0.00_first_recognition_month,1,0.4,0,first_recognition_month,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx1.05_nonusd0.40_u0.00_first_recognition_month,1.05,0.4,0,first_recognition_month,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx0.95_nonusd0.40_u0.00_last_recognition_month,0.95,0.4,0,last_recognition_month,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx1.00_nonusd0.40_u0.00_last_recognition_month,1,0.4,0,last_recognition_month,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx1.05_nonusd0.40_u0.00_last_recognition_month,1.05,0.4,0,last_recognition_month,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
fx0.95_nonusd0.40_u0.00_prior_month_payment_fixing,0.95,0.4,0,prior_month_payment_fixing,2026Q3,2025Q3,14.10195603,16.8334095707,16.8334095707,2.73145354071,0,0,1.58775075177,4115571861.82,4115571861.82,0,fixed_2025_daily_average_usd_per_unit,conditional_model_to_model_yoy_not_management_constant_currency,2026-09-13,kernel_identity.csv; cohort_currency_detail.csv; rates.csv,year_ago_kernel_with_ordinary_booking_FX_and_u_zero
