horizon,window,model,n,input_mean,remaining_mean,input_rms,remaining_rms,total_rmse,input_mse,remaining_mse,twice_cross_moment,total_mse,input_variance,remaining_variance,twice_covariance,total_variance
2,W1,joint,11,-13.921820913624309,-13.270923689100217,86.92519239519318,52.02389907626181,64.28731767190047,7555.989072941349,2706.4860750970747,-6129.615934590579,4132.859213447847,8098.389172929354,2783.405525488669,-7149.039458557298,3732.755239860728
2,W1,fixed,11,-8.772858800721844,20.467203389534667,64.2304474050904,46.80558193722682,74.59238075721366,4125.550373858085,2190.7625004824536,-752.2896073113993,5564.023267029139,4453.44605455275,1949.041694483262,-432.4956202020447,5969.992128833967
2,W2,joint,10,-8.325715421253495,-14.718015405923712,88.44900421545672,54.56180609338172,63.83111546800376,7823.226346705882,2976.990684171786,-6725.805728988041,4074.4113018896287,8615.454232700204,3067.078562980865,-7745.424160731922,3937.108634949147
2,W2,fixed,10,-3.6370320866396013,20.854246582186807,64.62607972439693,48.8087437682138,77.01234700842336,4176.530180544108,2382.2934682311497,-627.9220570294433,5930.901591745815,4625.891309049847,2163.770964133889,-529.1410323391426,6260.521240844592
3,W1,joint,10,-1.7220694505230767,-23.59244849033446,106.25598778851965,54.497521937176664,94.60757388763395,11290.334940914037,2969.979897293052,-5309.721801302971,8950.593036904118,12541.521575246237,2681.529190582186,-5989.9749676882875,9233.075798140133
3,W1,fixed,10,-1.2388325388214525,17.82823995950571,100.75447750286003,45.72890716045512,99.31987530441542,10151.464736874326,2091.1329500895235,-2378.160056479221,9864.437630484628,11277.70003423898,1970.3186778175639,-2593.3196099285733,10654.699102127974
3,W2,joint,10,-1.7220694505230767,-23.59244849033446,106.25598778851965,54.497521937176664,94.60757388763395,11290.334940914037,2969.979897293052,-5309.721801302971,8950.593036904118,12541.521575246237,2681.529190582186,-5989.9749676882875,9233.075798140133
3,W2,fixed,10,-1.2388325388214525,17.82823995950571,100.75447750286003,45.72890716045512,99.31987530441542,10151.464736874326,2091.1329500895235,-2378.160056479221,9864.437630484628,11277.70003423898,1970.3186778175639,-2593.3196099285733,10654.699102127974
4,W1,joint,9,-9.28764567668572,-22.787097378514773,127.22233186177621,55.9512700499062,131.44142172152175,16185.52172434792,3130.5446201975305,-2039.2190003705218,17276.84734417493,18111.669032398793,2937.704414917068,-2770.3079699333402,18279.06547738252
4,W1,fixed,9,-4.301834807452098,12.872340618335885,124.06855706673197,47.194629911974964,117.74017065320808,15393.006852620929,2227.333092528282,-3757.5921597026495,13862.747785446561,17296.31370364911,2319.34043197555,-4102.698143083473,15512.955992541189
4,W2,joint,9,-9.28764567668572,-22.787097378514773,127.22233186177621,55.9512700499062,131.44142172152175,16185.52172434792,3130.5446201975305,-2039.2190003705218,17276.84734417493,18111.669032398793,2937.704414917068,-2770.3079699333402,18279.06547738252
4,W2,fixed,9,-4.301834807452098,12.872340618335885,124.06855706673197,47.194629911974964,117.74017065320808,15393.006852620929,2227.333092528282,-3757.5921597026495,13862.747785446561,17296.31370364911,2319.34043197555,-4102.698143083473,15512.955992541189
