scope,month,brand,origin,rank
global,202102,agoda,https://www.agoda.com,10000
global,202102,agoda,https://ycs.agoda.com,100000
global,202102,agoda,http://surveys.agoda.com,1000000
global,202201,agoda,https://www.agoda.com,10000
global,202201,agoda,https://ycs.agoda.com,100000
global,202201,agoda,https://partnerhub.agoda.com,1000000
global,202301,agoda,https://www.agoda.com,1000
global,202301,agoda,https://ycs.agoda.com,50000
global,202301,agoda,http://surveys.agoda.com,1000000
global,202301,agoda,https://flights.agoda.com,1000000
global,202301,agoda,https://partnerhub.agoda.com,1000000
global,202301,agoda,https://partners.agoda.com,1000000
global,202301,agoda,https://secure.agoda.com,1000000
global,202301,agoda,https://tracking.agoda.com,1000000
global,202301,agoda,https://www.agoda.cn,1000000
global,202401,agoda,https://www.agoda.com,1000
global,202401,agoda,https://ycs.agoda.com,50000
global,202401,agoda,https://partnerhub.agoda.com,500000
global,202401,agoda,https://flights.agoda.com,1000000
global,202401,agoda,https://partners.agoda.com,1000000
global,202401,agoda,https://tracking.agoda.com,1000000
global,202401,agoda,https://www.agoda.cn,1000000
global,202501,agoda,https://www.agoda.com,1000
global,202501,agoda,https://ycs.agoda.com,50000
global,202501,agoda,https://flights.agoda.com,1000000
global,202501,agoda,https://partnerhub.agoda.com,1000000
global,202501,agoda,https://partners.agoda.com,1000000
global,202501,agoda,https://www.agoda.cn,1000000
global,202501,agoda,https://ycs4.agoda.com,1000000
global,202601,agoda,https://www.agoda.com,1000
global,202601,agoda,https://ycs.agoda.com,10000
global,202601,agoda,https://partnerhub.agoda.com,500000
global,202601,agoda,https://tracking.agoda.com,500000
global,202601,agoda,https://flights.agoda.com,1000000
global,202601,agoda,https://partners.agoda.com,1000000
global,202601,agoda,https://www.agoda.cn,1000000
global,202608,agoda,https://www.agoda.com,1000
global,202608,agoda,https://portal.agoda.com,50000
global,202608,agoda,https://ycs.agoda.com,50000
global,202608,agoda,https://partnerhub.agoda.com,500000
global,202608,agoda,https://tracking.agoda.com,500000
global,202608,agoda,https://flights.agoda.com,1000000
global,202608,agoda,https://partnerportal.agoda.com,1000000
global,202608,agoda,https://partners.agoda.com,1000000
global,202608,agoda,https://www.agoda.cn,1000000
global,current,agoda,https://www.agoda.com,1000
global,current,agoda,https://portal.agoda.com,50000
global,current,agoda,https://ycs.agoda.com,50000
global,current,agoda,https://partnerhub.agoda.com,500000
global,current,agoda,https://tracking.agoda.com,500000
global,current,agoda,https://flights.agoda.com,1000000
global,current,agoda,https://partnerportal.agoda.com,1000000
global,current,agoda,https://partners.agoda.com,1000000
global,current,agoda,https://www.agoda.cn,1000000
us,202608,agoda,https://www.agoda.com,5000
us,202608,agoda,https://portal.agoda.com,100000
us,202608,agoda,https://www.agoda.cn,500000
us,202608,agoda,https://ycs.agoda.com,500000
us,202608,agoda,https://partnerhub.agoda.com,1000000
us,202608,agoda,https://tracking.agoda.com,1000000
global,202102,airbnb,https://www.airbnb.com,10000
global,202102,airbnb,https://www.airbnb.com.br,10000
global,202102,airbnb,https://www.airbnb.fr,10000
global,202102,airbnb,https://es-l.airbnb.com,100000
global,202102,airbnb,https://es.airbnb.com,100000
global,202102,airbnb,https://fr.airbnb.ca,100000
global,202102,airbnb,https://www.airbnb.ca,100000
global,202102,airbnb,https://www.airbnb.co.in,100000
global,202102,airbnb,https://www.airbnb.co.kr,100000
global,202102,airbnb,https://www.airbnb.co.uk,100000
global,202102,airbnb,https://www.airbnb.com.au,100000
global,202102,airbnb,https://www.airbnb.com.tr,100000
global,202102,airbnb,https://www.airbnb.de,100000
global,202102,airbnb,https://www.airbnb.es,100000
global,202102,airbnb,https://www.airbnb.ie,100000
global,202102,airbnb,https://www.airbnb.it,100000
global,202102,airbnb,https://www.airbnb.jp,100000
global,202102,airbnb,https://www.airbnb.mx,100000
global,202102,airbnb,https://www.airbnb.nl,100000
global,202102,airbnb,https://www.airbnb.pl,100000
global,202102,airbnb,https://www.airbnb.pt,100000
global,202102,airbnb,https://www.airbnb.ru,100000
global,202102,airbnb,https://ar.airbnb.com,1000000
global,202102,airbnb,https://bg.airbnb.com,1000000
global,202102,airbnb,https://careers.airbnb.com,1000000
global,202102,airbnb,https://de.airbnb.com,1000000
global,202102,airbnb,https://fr.airbnb.ch,1000000
global,202102,airbnb,https://fr.airbnb.com,1000000
global,202102,airbnb,https://he.airbnb.com,1000000
global,202102,airbnb,https://hr.airbnb.com,1000000
global,202102,airbnb,https://it.airbnb.ch,1000000
global,202102,airbnb,https://it.airbnb.com,1000000
global,202102,airbnb,https://ko.airbnb.com,1000000
global,202102,airbnb,https://news.airbnb.com,1000000
global,202102,airbnb,https://pt.airbnb.com,1000000
global,202102,airbnb,https://ru.airbnb.com,1000000
global,202102,airbnb,https://sk.airbnb.com,1000000
global,202102,airbnb,https://th.airbnb.com,1000000
global,202102,airbnb,https://www.airbnb.at,1000000
global,202102,airbnb,https://www.airbnb.ch,1000000
global,202102,airbnb,https://www.airbnb.cn,1000000
global,202102,airbnb,https://www.airbnb.dk,1000000
global,202102,airbnb,https://www.airbnb.se,1000000
global,202102,airbnb,https://zh.airbnb.com,1000000
global,202201,airbnb,https://www.airbnb.co.uk,10000
global,202201,airbnb,https://www.airbnb.com,10000
global,202201,airbnb,https://www.airbnb.com.br,10000
global,202201,airbnb,https://www.airbnb.es,10000
global,202201,airbnb,https://www.airbnb.fr,10000
global,202201,airbnb,https://admin.airbnb.com,100000
global,202201,airbnb,https://es-l.airbnb.com,100000
global,202201,airbnb,https://es.airbnb.com,100000
global,202201,airbnb,https://fr.airbnb.ca,100000
global,202201,airbnb,https://www.airbnb.ca,100000
global,202201,airbnb,https://www.airbnb.co.in,100000
global,202201,airbnb,https://www.airbnb.co.kr,100000
global,202201,airbnb,https://www.airbnb.com.au,100000
global,202201,airbnb,https://www.airbnb.com.tr,100000
global,202201,airbnb,https://www.airbnb.de,100000
global,202201,airbnb,https://www.airbnb.ie,100000
global,202201,airbnb,https://www.airbnb.it,100000
global,202201,airbnb,https://www.airbnb.jp,100000
global,202201,airbnb,https://www.airbnb.mx,100000
global,202201,airbnb,https://www.airbnb.nl,100000
global,202201,airbnb,https://www.airbnb.pl,100000
global,202201,airbnb,https://www.airbnb.pt,100000
global,202201,airbnb,https://www.airbnb.ru,100000
global,202201,airbnb,https://ar.airbnb.com,1000000
global,202201,airbnb,https://bg.airbnb.com,1000000
global,202201,airbnb,https://careers.airbnb.com,1000000
global,202201,airbnb,https://de.airbnb.com,1000000
global,202201,airbnb,https://es.admin.airbnb.com,1000000
global,202201,airbnb,https://fr.airbnb.ch,1000000
global,202201,airbnb,https://fr.airbnb.com,1000000
global,202201,airbnb,https://he.airbnb.com,1000000
global,202201,airbnb,https://hr.airbnb.com,1000000
global,202201,airbnb,https://it.airbnb.ch,1000000
global,202201,airbnb,https://it.airbnb.com,1000000
global,202201,airbnb,https://ko.airbnb.com,1000000
global,202201,airbnb,https://news.airbnb.com,1000000
global,202201,airbnb,https://pt.airbnb.com,1000000
global,202201,airbnb,https://ru.airbnb.com,1000000
global,202201,airbnb,https://sk.airbnb.com,1000000
global,202201,airbnb,https://th.airbnb.com,1000000
global,202201,airbnb,https://www.airbnb.at,1000000
global,202201,airbnb,https://www.airbnb.ch,1000000
global,202201,airbnb,https://www.airbnb.cn,1000000
global,202201,airbnb,https://www.airbnb.dk,1000000
global,202201,airbnb,https://www.airbnb.se,1000000
global,202301,airbnb,https://www.airbnb.com,5000
global,202301,airbnb,https://www.airbnb.com.br,5000
global,202301,airbnb,https://www.airbnb.co.uk,10000
global,202301,airbnb,https://www.airbnb.es,10000
global,202301,airbnb,https://www.airbnb.fr,10000
global,202301,airbnb,https://es.airbnb.com,50000
global,202301,airbnb,https://www.airbnb.ca,50000
global,202301,airbnb,https://www.airbnb.co.in,50000
global,202301,airbnb,https://www.airbnb.com.au,50000
global,202301,airbnb,https://www.airbnb.com.tr,50000
global,202301,airbnb,https://www.airbnb.de,50000
global,202301,airbnb,https://www.airbnb.it,50000
global,202301,airbnb,https://www.airbnb.mx,50000
global,202301,airbnb,https://www.airbnb.nl,50000
global,202301,airbnb,https://es-l.airbnb.com,100000
global,202301,airbnb,https://fr.airbnb.ca,100000
global,202301,airbnb,https://www.airbnb.co.kr,100000
global,202301,airbnb,https://www.airbnb.ie,100000
global,202301,airbnb,https://www.airbnb.jp,100000
global,202301,airbnb,https://www.airbnb.pl,100000
global,202301,airbnb,https://www.airbnb.pt,100000
global,202301,airbnb,https://www.airbnb.ru,100000
global,202301,airbnb,https://ar.airbnb.com,500000
global,202301,airbnb,https://bg.airbnb.com,500000
global,202301,airbnb,https://careers.airbnb.com,500000
global,202301,airbnb,https://fr.airbnb.ch,500000
global,202301,airbnb,https://he.airbnb.com,500000
global,202301,airbnb,https://hr.airbnb.com,500000
global,202301,airbnb,https://news.airbnb.com,500000
global,202301,airbnb,https://sk.airbnb.com,500000
global,202301,airbnb,https://th.airbnb.com,500000
global,202301,airbnb,https://www.airbnb.at,500000
global,202301,airbnb,https://www.airbnb.ch,500000
global,202301,airbnb,https://www.airbnb.cn,500000
global,202301,airbnb,https://www.airbnb.dk,500000
global,202301,airbnb,https://www.airbnb.se,500000
global,202301,airbnb,https://it.airbnb.ch,1000000
global,202401,airbnb,https://www.airbnb.com,5000
global,202401,airbnb,https://www.airbnb.com.br,5000
global,202401,airbnb,https://www.airbnb.co.uk,10000
global,202401,airbnb,https://www.airbnb.fr,10000
global,202401,airbnb,https://es.airbnb.com,50000
global,202401,airbnb,https://www.airbnb.ca,50000
global,202401,airbnb,https://www.airbnb.co.in,50000
global,202401,airbnb,https://www.airbnb.com.au,50000
global,202401,airbnb,https://www.airbnb.com.tr,50000
global,202401,airbnb,https://www.airbnb.de,50000
global,202401,airbnb,https://www.airbnb.es,50000
global,202401,airbnb,https://www.airbnb.it,50000
global,202401,airbnb,https://www.airbnb.mx,50000
global,202401,airbnb,https://www.airbnb.nl,50000
global,202401,airbnb,https://es-l.airbnb.com,100000
global,202401,airbnb,https://fr.airbnb.ca,100000
global,202401,airbnb,https://www.airbnb.co.kr,100000
global,202401,airbnb,https://www.airbnb.ie,100000
global,202401,airbnb,https://www.airbnb.jp,100000
global,202401,airbnb,https://www.airbnb.pl,100000
global,202401,airbnb,https://www.airbnb.pt,100000
global,202401,airbnb,https://www.airbnb.ru,100000
global,202401,airbnb,https://ar.airbnb.com,500000
global,202401,airbnb,https://bg.airbnb.com,500000
global,202401,airbnb,https://careers.airbnb.com,500000
global,202401,airbnb,https://fr.airbnb.ch,500000
global,202401,airbnb,https://he.airbnb.com,500000
global,202401,airbnb,https://hr.airbnb.com,500000
global,202401,airbnb,https://it.airbnb.ch,500000
global,202401,airbnb,https://news.airbnb.com,500000
global,202401,airbnb,https://sk.airbnb.com,500000
global,202401,airbnb,https://th.airbnb.com,500000
global,202401,airbnb,https://www.airbnb.at,500000
global,202401,airbnb,https://www.airbnb.ch,500000
global,202401,airbnb,https://www.airbnb.cn,500000
global,202401,airbnb,https://www.airbnb.dk,500000
global,202401,airbnb,https://www.airbnb.se,500000
global,202501,airbnb,https://www.airbnb.com,5000
global,202501,airbnb,https://www.airbnb.com.br,5000
global,202501,airbnb,https://www.airbnb.co.uk,10000
global,202501,airbnb,https://www.airbnb.fr,10000
global,202501,airbnb,https://www.airbnb.ca,50000
global,202501,airbnb,https://www.airbnb.co.in,50000
global,202501,airbnb,https://www.airbnb.com.au,50000
global,202501,airbnb,https://www.airbnb.de,50000
global,202501,airbnb,https://www.airbnb.es,50000
global,202501,airbnb,https://www.airbnb.it,50000
global,202501,airbnb,https://www.airbnb.mx,50000
global,202501,airbnb,https://www.airbnb.nl,50000
global,202501,airbnb,https://es.airbnb.com,100000
global,202501,airbnb,https://fr.airbnb.ca,100000
global,202501,airbnb,https://www.airbnb.co.kr,100000
global,202501,airbnb,https://www.airbnb.com.tr,100000
global,202501,airbnb,https://www.airbnb.ie,100000
global,202501,airbnb,https://www.airbnb.jp,100000
global,202501,airbnb,https://www.airbnb.pl,100000
global,202501,airbnb,https://www.airbnb.pt,100000
global,202501,airbnb,https://www.airbnb.ru,100000
global,202501,airbnb,https://ar.airbnb.com,500000
global,202501,airbnb,https://bg.airbnb.com,500000
global,202501,airbnb,https://careers.airbnb.com,500000
global,202501,airbnb,https://es-l.airbnb.com,500000
global,202501,airbnb,https://fr.airbnb.ch,500000
global,202501,airbnb,https://he.airbnb.com,500000
global,202501,airbnb,https://hr.airbnb.com,500000
global,202501,airbnb,https://news.airbnb.com,500000
global,202501,airbnb,https://sk.airbnb.com,500000
global,202501,airbnb,https://th.airbnb.com,500000
global,202501,airbnb,https://www.airbnb.at,500000
global,202501,airbnb,https://www.airbnb.ch,500000
global,202501,airbnb,https://www.airbnb.cn,500000
global,202501,airbnb,https://www.airbnb.dk,500000
global,202501,airbnb,https://www.airbnb.se,500000
global,202501,airbnb,https://it.airbnb.ch,1000000
global,202601,airbnb,https://www.airbnb.com,5000
global,202601,airbnb,https://www.airbnb.com.br,5000
global,202601,airbnb,https://www.airbnb.co.uk,10000
global,202601,airbnb,https://www.airbnb.fr,10000
global,202601,airbnb,https://www.airbnb.ca,50000
global,202601,airbnb,https://www.airbnb.co.in,50000
global,202601,airbnb,https://www.airbnb.com.au,50000
global,202601,airbnb,https://www.airbnb.de,50000
