origin,location,url
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/data/processed/overnight/11_alt_accom_market_sizing.csv,https://logos-pres.md/en/news/new-rental-record-airbnb-effect-could-not-be-stopped/
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/data/processed/overnight/11_alt_accom_market_sizing.csv,https://skift.com/2025/03/14/short-term-rentals-airbnbs-dominance-and-bookings-gains-in-1-chart/
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/data/processed/overnight/11_alt_accom_market_sizing.csv,https://www.businessofapps.com/data/vrbo-statistics/
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/data/processed/overnight/11_alt_accom_market_sizing.csv,https://www.businesswire.com/news/home/20250814071977/en
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/data/processed/overnight/11_alt_accom_market_sizing.csv,https://www.phocuswright.com/Travel-Research/Research-Updates/2026/shortterm-rentals-enter-a-new-phase-of-scrutiny-and-structural-growth
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/data/processed/overnight/11_alt_accom_market_sizing.csv,https://www.prnewswire.com/news-releases/steady-demand-and-slower-new-supply-define-us-short-term-rentals-in-2026-airdna-finds-302820776.html
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://247wallst.com/investing/2026/04/22/wells-fargo-upgrades-airbnb-to-overweight-with-a-178-target-is-the-business-inflection-point-finally-here/
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://bytealchemist.substack.com/p/airbnb-abnb-the-future-of-travel
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://eremosnotes.substack.com/p/thesis-update-airbnb
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://finance.yahoo.com/news/airbnb-inc-abnb-bear-case-160035068.html
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://finance.yahoo.com/news/airbnb-inc-abnb-bull-case-023405459.html
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://finance.yahoo.com/news/airbnb-inc-abnb-bull-case-163820095.html
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://finance.yahoo.com/news/airbnb-inc-abnb-bull-case-220341307.html
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://getfinn.us/companies/abnb
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://hightechinvesting.substack.com/p/airbnb-stock-will-airbnb-become-a
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://longyield.substack.com/p/airbnb-is-reaccelerating-but-the
github,https://github.com/Kaenyne/Citadel-ABNB/blob/df833f5f3980078beef09c1327940bfa58d57acf/research/notes/2026-09-04_abnb-pitch-catalogue.md,https://longyield.substack.com/p/airbnbs-illusion-of-strength-record
