method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
margin-ts,incremental_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,406.50074189038094,406.50074189038094,W1,PIT,3,12,311.96996914236166,332.84916717130164,367.7373916129309,445.264092167831,480.15231660946023,501.03151463840027,57.4706291180572,,,,,,,,2023-02-14,k4_rw,E[2022Q1]=229 + m 0.528 x (rev 1845 - 1509); sigma relative n=5 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,22.030808350882335,22.030808350882335,W1,PIT,3,12,16.681078118127804,17.86268357510244,19.837094485293804,24.224522216470866,26.19893312666223,27.380538583636866,3.2524050438880567,,,,,,,,2023-02-14,k4_rw,E[2022Q1]=229 + m 0.528 x (rev 1845 - 1509); sigma additive n=5 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q2,2023-02-14,1,979.2175050765918,979.2175050765918,W1,PIT,3,12,820.4430532317257,855.5118792408183,914.1103498819715,1044.324660271212,1102.9231309123654,1137.9919569214578,96.52801273213254,,,,,,,,2023-02-14,k4_rw,E[2022Q2]=711 + m 0.528 x (rev 2612 - 2104); sigma relative n=4 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,37.48708628143426,37.48708628143426,W1,PIT,3,12,31.76560019095328,33.02931609668707,35.14092996655827,39.83324259631025,41.94485646618145,43.20857237191524,3.4784165573960704,,,,,,,,2023-02-14,k4_rw,E[2022Q2]=711 + m 0.528 x (rev 2612 - 2104); sigma additive n=4 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q3,2023-02-14,2,1824.5127256883754,1824.5127256883754,W1,PIT,3,12,1289.1436202122704,1407.391649365785,1604.9789214042019,2044.0465299725493,2241.6338020109656,2359.8818311644804,325.4813052686906,,,,,,,,2023-02-14,k4_rw,E[2022Q3]=1457 + m 0.528 x (rev 3581 - 2884); sigma relative n=3 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,50.956535564333905,50.956535564333905,W1,PIT,3,12,44.68719662194638,46.07191786650424,48.38572635197699,53.52734477669082,55.841153262163566,57.22587450672143,3.811487441595003,,,,,,,,2023-02-14,k4_rw,E[2022Q3]=1457 + m 0.528 x (rev 3581 - 2884); sigma additive n=3 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,323.87865887538373,323.87865887538373,W1,full_sample,3,12,252.93607909399176,268.60530646704945,294.787898377928,352.96941937283947,379.152011283718,394.8212386567757,43.13002605154299,,,,,,,,2023-02-14,k4_rw,E[2022Q1]=229 + m 0.296 x (rev 1830 - 1509); sigma relative n=19 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,17.699055975427928,17.699055975427928,W1,full_sample,3,12,11.866871681931938,13.155037717872098,15.307506683283115,20.09060526757274,22.24307423298376,23.531240268923916,3.5457162861994016,,,,,,,,2023-02-14,k4_rw,E[2022Q1]=229 + m 0.296 x (rev 1830 - 1509); sigma additive n=19 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q2,2023-02-14,1,861.1699458525884,861.1699458525884,W1,full_sample,3,12,608.0655670020411,663.9692298452411,757.3817993165096,964.9580923886672,1058.3706618599356,1114.2743247031356,153.8765363089749,,,,,,,,2023-02-14,k4_rw,E[2022Q2]=711 + m 0.296 x (rev 2612 - 2104); sigma relative n=18 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,32.967907431994874,32.967907431994874,W1,full_sample,3,12,26.136226868052955,27.645153614533957,30.166504047833108,35.76931081615664,38.290661249455795,39.79958799593679,4.153366872287338,,,,,,,,2023-02-14,k4_rw,E[2022Q2]=711 + m 0.296 x (rev 2612 - 2104); sigma additive n=18 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q3,2023-02-14,2,1662.7634758066993,1662.7634758066993,W1,full_sample,3,12,1092.2872677305452,1218.2894718061527,1428.8336301515362,1896.6933214618623,2107.237479807246,2233.239683882853,346.82490814301775,,,,,,,,2023-02-14,k4_rw,E[2022Q3]=1457 + m 0.296 x (rev 3581 - 2884); sigma relative n=17 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,46.43906561849384,46.43906561849384,W1,full_sample,3,12,38.33781074422709,40.12715087004633,43.11705976527625,49.76107147171143,52.750980366941356,54.54032049276059,4.9252132478689905,,,,,,,,2023-02-14,k4_rw,E[2022Q3]=1457 + m 0.296 x (rev 3581 - 2884); sigma additive n=17 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,413.2798048161226,413.2798048161226,W1,PIT,3,12,318.1828698545984,339.1871172471332,374.2842936924426,452.27531593980257,487.37249238511197,508.3767397776468,57.81483130372784,,,,,,,,2023-02-14,k8_rw,E[2022Q1]=229 + m 0.548 x (rev 1845 - 1509); sigma relative n=5 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,22.398208015200435,22.398208015200435,W1,PIT,3,12,17.1008114695168,18.270857881916076,20.225954135437334,24.570461894963536,26.525558148484794,27.69560456088407,3.220588421294172,,,,,,,,2023-02-14,k8_rw,E[2022Q1]=229 + m 0.548 x (rev 1845 - 1509); sigma additive n=5 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q2,2023-02-14,1,989.4611994146273,989.4611994146273,W1,PIT,3,12,826.5841197800818,862.559101272406,922.6717179949453,1056.2506808343094,1116.3632975568487,1152.338279049173,99.02223332565929,,,,,,,,2023-02-14,k8_rw,E[2022Q2]=711 + m 0.548 x (rev 2612 - 2104); sigma relative n=4 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,37.8792425199612,37.8792425199612,W1,PIT,3,12,32.03269657208911,33.3240346949278,35.48180407846363,40.27668096145877,42.4344503449946,43.7257884678333,3.5544475520949077,,,,,,,,2023-02-14,k8_rw,E[2022Q2]=711 + m 0.548 x (rev 2612 - 2104); sigma additive n=4 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q3,2023-02-14,2,1838.5486776901475,1838.5486776901475,W1,PIT,3,12,1299.0609848444426,1418.218694505051,1617.3260027851693,2059.771352595126,2258.878660875244,2378.0363705358523,327.98522859786436,,,,,,,,2023-02-14,k8_rw,E[2022Q3]=1457 + m 0.548 x (rev 3581 - 2884); sigma relative n=3 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,51.3485435110517,51.3485435110517,W1,PIT,3,12,45.079204568664174,46.46392581322204,48.77773429869479,53.919352723408615,56.23316120888136,57.61788245343923,3.811487441595003,,,,,,,,2023-02-14,k8_rw,E[2022Q3]=1457 + m 0.548 x (rev 3581 - 2884); sigma additive n=3 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,327.8176626911831,327.8176626911831,W1,full_sample,3,12,260.0170496773192,274.9923046598789,300.0152991339962,355.6200262483699,380.64302072248734,395.618275705047,41.219845889584526,,,,,,,,2023-02-14,k8_rw,E[2022Q1]=229 + m 0.308 x (rev 1830 - 1509); sigma relative n=19 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,17.914311433337183,17.914311433337183,W1,full_sample,3,12,12.554631765196387,13.738434773567963,15.716517695790252,20.112105170884114,22.090188093106402,23.27399110147798,3.2584538711048,,,,,,,,2023-02-14,k8_rw,E[2022Q1]=229 + m 0.308 x (rev 1830 - 1509); sigma additive n=19 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q2,2023-02-14,1,867.4044352176694,867.4044352176694,W1,full_sample,3,12,628.215998383819,681.0460196954898,769.3226689337843,965.4862015015545,1053.762850739849,1106.5928720515199,145.41624428743594,,,,,,,,2023-02-14,k8_rw,E[2022Q2]=711 + m 0.308 x (rev 2612 - 2104); sigma relative n=18 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,33.20658049445324,33.20658049445324,W1,full_sample,3,12,26.802523146001644,28.216999910339858,30.58052856471157,35.83263242419491,38.196161078566625,39.610637842904836,3.893390416945918,,,,,,,,2023-02-14,k8_rw,E[2022Q2]=711 + m 0.308 x (rev 2612 - 2104); sigma additive n=18 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q3,2023-02-14,2,1671.3059987087067,1671.3059987087067,W1,full_sample,3,12,1125.977823149048,1246.425531734073,1447.6883716558827,1894.923625761531,2096.1864656833404,2216.6341742683653,331.5359899654752,,,,,,,,2023-02-14,k8_rw,E[2022Q3]=1457 + m 0.308 x (rev 3581 - 2884); sigma relative n=17 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,46.67764842799497,46.67764842799497,W1,full_sample,3,12,38.89790356611649,40.616231142034806,43.487481179980946,49.86781567600899,52.73906571395513,54.457393289873444,4.729749039309501,,,,,,,,2023-02-14,k8_rw,E[2022Q3]=1457 + m 0.308 x (rev 3581 - 2884); sigma additive n=17 (full_sample),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,407.35211789463085,407.35211789463085,W1,PIT,3,12,311.35747522831423,332.56000109034204,367.98849216450003,446.71574362476167,482.14423469891966,503.3467605609475,58.36059883591621,,,,,,,,2023-02-14,k4_ew,E[2022Q1]=229 + m 0.530 x (rev 1845 - 1509); sigma relative n=5 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,22.07694972198278,22.07694972198278,W1,PIT,3,12,16.80006818815772,17.965583409467474,19.913108241351757,24.2407912026138,26.188316034498083,27.353831255807837,3.208116179678,,,,,,,,2023-02-14,k4_ew,E[2022Q1]=229 + m 0.530 x (rev 1845 - 1509); sigma additive n=5 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q2,2023-02-14,1,980.5040008135111,980.5040008135111,W1,PIT,3,12,825.1497550770054,859.4631534241809,916.799337564586,1044.2086640624361,1101.5448482028412,1135.858246550017,94.44867506200849,,,,,,,,2023-02-14,k4_ew,E[2022Q2]=711 + m 0.530 x (rev 2612 - 2104); sigma relative n=4 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,37.536336806920744,37.536336806920744,W1,PIT,3,12,32.1782731998522,33.361719265630654,35.33920575243027,39.73346786141122,41.710954348210834,42.89440041398929,3.257471375735136,,,,,,,,2023-02-14,k4_ew,E[2022Q2]=711 + m 0.530 x (rev 2612 - 2104); sigma additive n=4 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_musd,2023Q3,2023-02-14,2,1826.275487424328,1826.275487424328,W1,PIT,3,12,1274.4697076683865,1396.348137454938,1600.0016497734111,2052.5493250752447,2256.202837393718,2378.08126718027,335.4740936910257,,,,,,,,2023-02-14,k4_ew,E[2022Q3]=1457 + m 0.530 x (rev 3581 - 2884); sigma relative n=3 (PIT),1.0
margin-ts,incremental_margin,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,51.00576746599446,51.00576746599446,W1,PIT,3,12,44.23413403329598,45.72979805158958,48.22898704760226,53.78254788438666,56.281736880399336,57.77740089869294,4.116860808611186,,,,,,,,2023-02-14,k4_ew,E[2022Q3]=1457 + m 0.530 x (rev 3581 - 2884); sigma additive n=3 (PIT),1.0
