method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,23.824302268067395,23.824302268067395,W1,PIT,1,12,13.780255213226134,15.99870367581332,19.705633787192628,27.942970748942162,31.64990086032147,33.86834932290866,6.106347027034029,,,,,,,,2023-02-14,eq4,"mean of yoy_ma 25.13, increm 22.03, pct_re 26.96, per_ni 21.18; sigma additive n=5 (PIT)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,22.341569457417233,22.341569457417233,W1,PIT,5,12,8.264237824953636,11.37352579889995,16.569009674206868,28.114129240627598,33.30961311593452,36.41890108988083,8.558409941043902,,,,,,,,2023-02-14,invmae4,"w yoy_ma 0.07, increm 0.61, pct_re 0.06, per_ni 0.25; sigma additive n=5 (PIT)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,14.749010288617557,14.749010288617557,W1,full_sample,1,12,2.3508107774024456,5.089225531368276,9.66499651731353,19.833024059921584,24.40879504586684,27.147209799832666,7.537570096248384,,,,,,,,2023-02-14,eq4,"mean of yoy_ma 14.83, increm 17.70, pct_re 14.76, per_ni 11.71; sigma additive n=19 (full_sample)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,14.972637928599678,14.972637928599678,W1,full_sample,5,12,2.9243688175809144,5.585493754594532,10.032116845244968,19.913159011954388,24.359782102604825,27.020907039618443,7.324827518755394,,,,,,,,2023-02-14,invmae4,"w yoy_ma 0.14, increm 0.41, pct_re 0.12, per_ni 0.33; sigma additive n=19 (full_sample)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,41.486469503880315,41.486469503880315,W1,PIT,1,12,33.1587148739937,34.99808244710462,38.071585013266485,44.901353994494144,47.97485656065601,49.81422413376693,5.062915321724432,,,,,,,,2023-02-14,eq4,"mean of yoy_ma 43.74, increm 37.49, pct_re 45.57, per_ni 39.15; sigma additive n=4 (PIT)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,39.02766160592593,39.02766160592593,W1,PIT,5,12,30.699906976039316,32.539274549150235,35.6127771153121,42.44254609653976,45.51604866270162,47.35541623581254,5.062915321724432,,,,,,,,2023-02-14,invmae4,"w yoy_ma 0.09, increm 0.61, pct_re 0.08, per_ni 0.23; sigma additive n=4 (PIT)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,33.13324201206741,33.13324201206741,W1,full_sample,1,12,17.69778537277417,21.107045092865402,26.803768603485203,39.46271542064962,45.15943893126942,48.568698651360656,9.384091317536202,,,,,,,,2023-02-14,eq4,"mean of yoy_ma 33.44, increm 32.97, pct_re 33.37, per_ni 32.75; sigma additive n=18 (full_sample)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,33.03277331978103,33.03277331978103,W1,full_sample,5,12,17.700121389565865,21.086674431008966,26.745456077199783,39.320090562362275,44.97887220855309,48.36542524999619,9.321590492299482,,,,,,,,2023-02-14,invmae4,"w yoy_ma 0.15, increm 0.43, pct_re 0.13, per_ni 0.28; sigma additive n=18 (full_sample)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,57.05324308918989,57.05324308918989,W1,PIT,1,12,53.03017985383583,53.91876175718926,55.40354315712593,58.70294302125385,60.187724421190524,61.07630632454395,2.4458487791465653,,,,,,,,2023-02-14,eq4,"mean of yoy_ma 60.46, increm 50.96, pct_re 62.29, per_ni 54.50; sigma additive n=3 (PIT)",1.0
margin-ts,ensemble_simple,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,53.217315164182516,53.217315164182516,W1,PIT,5,12,49.19425192882846,50.08283383218188,51.567615232118555,54.867015096246476,56.35179649618315,57.240378399536574,2.4458487791465653,,,,,,,,2023-02-14,invmae4,"w yoy_ma 0.07, increm 0.62, pct_re 0.06, per_ni 0.25; sigma additive n=3 (PIT)",1.0
