method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
margin-ts,pct_rev_seasonal,cor_cash_pct_rev,2023Q1,2023-02-14,0,21.990641186590445,21.990641186590445,W1,PIT,7,12,19.51454747906204,20.061447174841593,20.97529258724532,23.00598978593557,23.919835198339296,24.46673489411885,1.505358085945636,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,pct_rev_seasonal,cor_cash_musd,2023Q1,2023-02-14,0,405.759598768248,405.759598768248,W1,PIT,7,12,292.5620436011639,317.5642106417896,359.34173552715225,452.1774620093437,493.9549868947064,518.9571539353321,68.81922701953815,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma relative n=5 (PIT)",1.0
margin-ts,pct_rev_seasonal,ops_cash_pct_rev,2023Q1,2023-02-14,0,12.592064183320165,12.592064183320165,W1,PIT,7,12,9.137189923247664,9.900274808139317,11.17535619274106,14.00877217389927,15.283853558501013,16.046938443392666,2.100414409807195,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,pct_rev_seasonal,ops_cash_musd,2023Q1,2023-02-14,0,232.34206166774345,232.34206166774345,W1,PIT,7,12,32.697705550320265,76.79354784124489,150.47576689276704,314.20835644271983,387.89057549424206,431.9864177851666,121.37515025421362,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma relative n=5 (PIT)",1.0
margin-ts,pct_rev_seasonal,pd_cash_pct_rev,2023Q1,2023-02-14,0,12.362795530973788,12.362795530973788,W1,PIT,7,12,7.38780266263182,8.486639139591144,10.32274671324743,14.402844348700146,16.23895192235643,17.337788399315755,3.0245809030208277,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,pct_rev_seasonal,pd_cash_musd,2023Q1,2023-02-14,0,228.111718605126,228.111718605126,W1,PIT,7,12,-232.15612871189873,-130.49586241848237,39.37398518411604,416.8494520261359,586.7192996287343,688.3795659221507,279.82298228570824,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma relative n=4 (PIT)",1.0
margin-ts,pct_rev_seasonal,sm_cash_pct_rev,2023Q1,2023-02-14,0,19.586360764759746,19.586360764759746,W1,PIT,7,12,15.32579036211012,16.266830941459727,17.83926848889443,21.333453040625063,22.905890588059766,23.846931167409373,2.5902428841319183,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,pct_rev_seasonal,sm_cash_musd,2023Q1,2023-02-14,0,361.3970969652874,361.3970969652874,W1,PIT,7,12,250.52729512240754,275.0153266999906,315.9337537692795,406.8604401612953,447.7788672305842,472.2668988081673,67.40405348308286,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma relative n=5 (PIT)",1.0
margin-ts,pct_rev_seasonal,ga_cash_pct_rev,2023Q1,2023-02-14,0,9.157843445469492,9.157843445469492,W1,PIT,7,12,3.2461853303321346,4.551904905843901,6.73370506623043,11.581981824708555,13.763781985095083,15.069501560606849,3.5940329390244083,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,pct_rev_seasonal,ga_cash_musd,2023Q1,2023-02-14,0,168.9756497087506,168.9756497087506,W1,PIT,7,12,-694.4273422196238,-503.72582224681133,-185.07194382918792,523.0232432466892,841.6771216643125,1032.378641637125,524.9117476359172,,,,,,,,2023-02-14,drift_k4_rw,"ratios[2022Q1] + drift cor -2.04, ops -2.08, pd -3.88, sm -1.85, ga -1.94; other -2.65; rev=1845; sigma relative n=5 (PIT)",1.0
