method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,15.176246589486508,15.176246589486508,W1,PIT,1,12,-1.6650336137238906,2.0547331267956856,8.270300254128653,22.082192924844364,28.29776005217733,32.017526792696906,10.23877135768219,,,,,,,,2023-02-14,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2022Q1]; sigma additive n=5 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,15.176246589486508,15.176246589486508,W1,full_sample,1,12,1.7761614482704413,4.73586465532974,9.68139894382928,20.671094235143737,25.61662852364328,28.576331730702577,8.146673309801692,,,,,,,,2023-02-14,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2022Q1]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,33.79105720383992,33.79105720383992,W1,PIT,1,13,15.791443293804452,19.767053482392143,26.410123793791318,41.171990613888525,47.815060925287696,51.79067111387539,10.942988248380175,,,,,,,,2023-05-09,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2022Q2]; sigma additive n=6 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,33.79105720383992,33.79105720383992,W1,full_sample,1,13,20.390972062623852,23.35067526968315,28.29620955818269,39.28590484949715,44.23143913799669,47.19114234505599,8.146673309801692,,,,,,,,2023-05-09,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2022Q2]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,50.512929853938935,50.512929853938935,W1,PIT,1,14,32.393899075682555,36.395885103238854,43.08302828508535,57.94283142279252,64.62997460463902,68.63196063219532,11.015588549260587,,,,,,,,2023-08-03,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2022Q3]; sigma additive n=7 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,50.512929853938935,50.512929853938935,W1,full_sample,1,14,37.11284471272287,40.07254791978217,45.018082208281704,56.007777499596166,60.953311788095704,63.913014995155,8.146673309801692,,,,,,,,2023-08-03,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2022Q3]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,26.603575184016822,26.603575184016822,W1,PIT,1,15,9.4415602368864,13.23216829223282,19.56610815054872,33.64104221748492,39.974982075800824,43.76559013114725,10.43376423647984,,,,,,,,2023-11-01,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2022Q4]; sigma additive n=8 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,26.603575184016822,26.603575184016822,W1,full_sample,1,15,13.203490042800755,16.163193249860054,21.108727538359595,32.09842282967405,37.043957118173594,40.003660325232886,8.146673309801692,,,,,,,,2023-11-01,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2022Q4]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,14.411441144114413,14.411441144114413,W1,PIT,1,16,-1.6898787713864216,1.8664514824578333,7.808923406556627,21.0139588816722,26.956430805770992,30.512761059615247,9.788907445425762,,,,,,,,2024-02-13,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2023Q1]; sigma additive n=9 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,14.411441144114413,14.411441144114413,W2,PIT,1,16,-1.6898787713864216,1.8664514824578333,7.808923406556627,21.0139588816722,26.956430805770992,30.512761059615247,9.788907445425762,,,,,,,,2024-02-13,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2023Q1]; sigma additive n=9 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,14.411441144114413,14.411441144114413,W1,full_sample,1,16,1.0113560028983457,3.9710592099576445,8.916593498457184,19.906288789771644,24.85182307827118,27.81152628533048,8.146673309801692,,,,,,,,2024-02-13,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2023Q1]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,14.411441144114413,14.411441144114413,W2,full_sample,1,16,1.0113560028983457,3.9710592099576445,8.916593498457184,19.906288789771644,24.85182307827118,27.81152628533048,8.146673309801692,,,,,,,,2024-02-13,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2023Q1]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.971014492753625,32.971014492753625,W1,PIT,1,17,17.694110206562215,21.06835015603132,26.706557165410725,39.23547182009652,44.87367882947593,48.247918778945035,9.287698331252257,,,,,,,,2024-05-08,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2023Q2]; sigma additive n=10 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.971014492753625,32.971014492753625,W2,PIT,1,17,17.694110206562215,21.06835015603132,26.706557165410725,39.23547182009652,44.87367882947593,48.247918778945035,9.287698331252257,,,,,,,,2024-05-08,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2023Q2]; sigma additive n=10 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.971014492753625,32.971014492753625,W1,full_sample,1,17,19.570929351537558,22.530632558596857,27.476166847096394,38.465862138410856,43.41139642691039,46.37109963396969,8.146673309801692,,,,,,,,2024-05-08,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2023Q2]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.971014492753625,32.971014492753625,W2,full_sample,1,17,19.570929351537558,22.530632558596857,27.476166847096394,38.465862138410856,43.41139642691039,46.37109963396969,8.146673309801692,,,,,,,,2024-05-08,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2023Q2]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.98881365911098,53.98881365911098,W1,PIT,1,18,38.854904641370354,42.197560944156024,47.78299306473705,60.194634253484914,65.78006637406594,69.12272267685161,9.200763380866547,,,,,,,,2024-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2023Q3]; sigma additive n=11 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.98881365911098,53.98881365911098,W2,PIT,1,18,38.854904641370354,42.197560944156024,47.78299306473705,60.194634253484914,65.78006637406594,69.12272267685161,9.200763380866547,,,,,,,,2024-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2023Q3]; sigma additive n=11 (PIT),1.0
