method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
cycle-flex,flex_margin,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,17.83872093328622,17.83872093328622,W1,PIT,12,4,10.762044958112726,12.325084323781988,14.93685457113471,20.740587295437727,23.35235754279045,24.915396908459712,4.302313506332606,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,329.150577603109,329.150577603109,W1,PIT,12,4,132.1413641499965,175.6551772886861,248.36485114634584,409.9363040598722,482.6459779175319,526.1597910562215,119.77309726838378,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_margin,total_cash_costs_musd,2023Q1,2023-02-14,0,1515.996161527326,1515.996161527326,W1,PIT,12,4,1377.1892797160713,1407.8478291901374,1459.0769211132776,1572.9154019413743,1624.1444938645145,1654.8030433385807,84.38859211352184,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,38.310744837620646,38.310744837620646,W1,PIT,12,4,34.20582685096856,35.11248817451796,36.62747949289581,39.994010182345484,41.509001500723336,42.41566282427273,2.4956129344226397,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_musd,2023Q2,2023-02-14,1,1000.7326708691188,1000.7326708691188,W1,PIT,12,4,608.4624495735768,695.10394623327,839.8780882875906,1161.587253450647,1306.3613955049675,1393.0028921646608,238.4833609921663,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,total_cash_costs_musd,2023Q2,2023-02-14,1,1611.4135432300977,1611.4135432300977,W1,PIT,12,4,1504.7753871550847,1528.3287667943923,1567.6854314553661,1655.1416550048293,1694.4983196658031,1718.0516993051108,64.83139552827778,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,53.83224668961755,53.83224668961755,W1,PIT,12,4,48.89768580876313,49.987591992983745,51.808777439029306,55.85571594020579,57.67690138625135,58.76680757047197,3.0,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_musd,2023Q3,2023-02-14,2,1927.478350909491,1927.478350909491,W1,PIT,12,4,1610.436375273099,1680.4620610933525,1797.4719117681611,2057.4847900508207,2174.4946407256293,2244.5203265458827,192.7478350909491,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,total_cash_costs_musd,2023Q3,2023-02-14,2,1653.049064234112,1653.049064234112,W1,PIT,12,4,1381.1466893506904,1441.2023026149857,1541.5525991943987,1764.5455292738252,1864.8958258532382,1924.9514391175335,165.3049064234112,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,17.841703632645924,17.841703632645924,W1,full_sample,12,18,13.552724577710638,14.500039832063576,16.082962086310825,19.600445178981023,21.18336743322827,22.13068268758121,2.6075141183743895,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,329.20561278308264,329.20561278308264,W1,full_sample,12,18,258.524747911383,274.13616979668524,300.22217127205136,358.189054294114,384.27505576948005,399.8864776547823,42.97091468418237,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_margin,total_cash_costs_musd,2023Q1,2023-02-14,0,1515.9411263473523,1515.9411263473523,W1,full_sample,12,18,1432.0754964237751,1450.5990633437636,1481.551131486819,1550.3311212078854,1581.283189350941,1599.8067562709296,50.98668267462285,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,38.405909534086724,38.405909534086724,W1,full_sample,12,18,32.208400355531076,33.577256418626654,35.86455488149717,40.94726418667628,43.234562649546795,44.60341871264237,3.7678180459388044,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_musd,2023Q2,2023-02-14,1,1003.2185118850165,1003.2185118850165,W1,full_sample,12,18,641.9264778622803,721.725761263328,855.0668649646311,1151.3701588054018,1284.711262506705,1364.5105459077527,219.64996039942181,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,total_cash_costs_musd,2023Q2,2023-02-14,1,1608.9277022142,1608.9277022142,W1,full_sample,12,18,1508.9534061682966,1531.034925913305,1567.9321772257508,1649.9232272026495,1686.8204785150951,1708.9019982601035,60.78005629667681,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_margin,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,53.85342709926525,53.85342709926525,W1,full_sample,12,18,45.7064539863304,47.50589198960199,50.51267399530548,57.19418020322502,60.2009622089285,62.00040021220009,4.953007963410231,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
