method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
cycle-flex,flex_lines,cor_cash_musd,2023Q1,2023-02-14,0,433.69469276746537,433.69469276746537,W1,PIT,12,4,397.4935672630448,405.4893811795574,418.8500356513498,448.53934988358094,461.9000043553733,469.89581827188596,22.008721573307895,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_lines,ops_cash_musd,2023Q1,2023-02-14,0,259.7216426954084,259.7216426954084,W1,PIT,12,4,232.42788250845868,238.45630909729834,248.52954560618173,270.913739784635,280.9869762935184,287.0154028823581,16.593427974217523,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_lines,pd_cash_musd,2023Q1,2023-02-14,0,256.0750347777633,256.0750347777633,W1,PIT,12,4,233.10783639265102,238.18064675178096,246.65709044055862,265.49297911496797,273.9694228037456,279.0422331628755,13.963065168101938,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_lines,sm_cash_musd,2023Q1,2023-02-14,0,383.5456863869481,383.5456863869481,W1,PIT,12,4,275.46434851405513,299.33648656053253,339.2257825436764,427.8655902302197,467.75488621336365,491.62702425984105,65.70878776198951,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_lines,ga_cash_ex_reserves_musd,2023Q1,2023-02-14,0,200.87067875874286,200.87067875874286,W1,PIT,12,4,182.35509954707013,186.44467200842652,193.27816828085744,208.4631892366283,215.2966855090592,219.38625797041558,11.256672878539964,,,,,,,,2023-02-14,l0_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
cycle-flex,flex_lines,cor_cash_musd,2023Q2,2023-02-14,1,470.05728200360664,470.05728200360664,W1,PIT,12,4,426.56108580851634,436.1681763618086,452.2212034459784,487.8933605612349,503.9463876454047,513.553478198697,26.443809638979843,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_lines,ops_cash_musd,2023Q2,2023-02-14,1,284.46490462622313,284.46490462622313,W1,PIT,12,4,252.54395934057771,259.59440141901626,271.3753809999528,297.55442825249344,309.33540783342994,316.38584991186855,19.40655676748991,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_lines,pd_cash_musd,2023Q2,2023-02-14,1,241.32346894934716,241.32346894934716,W1,PIT,12,4,217.42335829674968,222.7022228264974,231.52297399977147,251.12396389892285,259.9447150721969,265.2235796019446,14.530235554693885,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_lines,sm_cash_musd,2023Q2,2023-02-14,1,418.5590715693835,418.5590715693835,W1,PIT,12,4,359.92743659126415,372.87752132961543,394.5165451208302,442.60159801793674,464.2406218091516,477.1907065475029,35.6455030511047,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
cycle-flex,flex_lines,ga_cash_ex_reserves_musd,2023Q2,2023-02-14,1,222.36595914886877,222.36595914886877,W1,PIT,12,4,204.23726287521728,208.24138373978522,214.9320941406746,229.79982415706294,236.4905345579523,240.49465542252022,11.021464753219854,,,,,,,,2023-02-14,l0_rw,rev_leg=naive;scenario=backtest;,1.0
