region,q,quarter,reviews,accommodates_mean,implied_party_size_conditional,accommodates_ge5,cap_yoy_pct,party_yoy_pct,size_term_pp
apac,2011Q1,1Q11,46.0,2.0644997970260963,2.0,0.0,,,
apac,2011Q2,2Q11,68.0,2.997299846870695,2.4502902222068967,0.1574591508230577,,,
apac,2011Q3,3Q11,90.0,2.5843493454216384,2.8188455966195543,0.0249941957030343,,,
apac,2011Q4,4Q11,159.0,3.08906203436301,2.6557201977523635,0.1624316615165201,,,
apac,2012Q1,1Q12,225.0,3.559735651526664,3.333375250506891,0.1974875495398173,54.47983188899964,51.08381988389915,32.24269802951675
apac,2012Q2,2Q12,255.0,3.4204334682807374,3.466705381308409,0.1844601254040416,13.20554558184952,34.69982095173102,7.815413589713473
apac,2012Q3,3Q12,324.0,2.9560709237921987,2.6810037692544677,0.0704066131600097,13.438722358306244,-5.0136173070815415,7.953414169563065
apac,2012Q4,4Q12,614.0,3.330016579215528,3.428675926651466,0.1392853124278003,7.510978664378842,25.545828060185936,4.445208595267508
apac,2013Q1,1Q13,1006.0,3.3544939713494064,3.452737574430223,0.1664325986209773,-5.938535608162154,3.518203682462606,-3.5145925329143086
apac,2013Q2,2Q13,851.0,3.200234441986606,2.91368247316492,0.1262383161739652,-6.654321791147377,-17.378694923567185,-3.938214944208
apac,2013Q3,3Q13,1093.0,3.485996215791281,3.3222943208951103,0.1737918938569346,16.48928655906441,21.44643396001362,9.758823931933494
apac,2013Q4,4Q13,2135.0,3.302981495380638,3.287068332745714,0.1674320187331736,-0.8151738697752764,-4.217807618098246,-0.4824428419358595
apac,2014Q1,1Q14,3481.0,3.271516688757828,3.2960022190345564,0.1603831042479232,-2.5047234265839657,-4.645713092578863,-1.4823658276946674
apac,2014Q2,2Q14,2876.0,3.4326774036223697,3.327761712099925,0.1709433239869052,7.011647058407022,13.288218359767479,4.149690095490459
apac,2014Q3,3Q14,3677.0,3.588770063114559,3.3170842676257,0.2169880165932176,2.9055681442810233,-0.15694403533017542,1.7195970147468937
apac,2014Q4,4Q14,7325.0,3.466662625732236,3.327143429177032,0.2030507537275276,4.836680779876756,1.2118023516607623,2.862483830134986
apac,2015Q1,1Q15,11947.0,3.483612569783195,3.3556486810492587,0.2121288832158179,6.281615353362002,1.7934813992307008,3.717636783253778
apac,2015Q2,2Q15,10583.0,3.6082122353752895,3.329183231341472,0.2314454549429964,4.987188319529534,0.04270785698941015,2.9515584286410417
apac,2015Q3,3Q15,13165.0,3.734428114229027,3.448057765555074,0.2586742517472787,3.978514853245696,3.8724941599042495,2.354597078796228
apac,2015Q4,4Q15,22031.0,3.634169635314343,3.4083837770166867,0.2504986618966695,4.718829711360351,2.4124106483458974,2.7927362504733533
apac,2016Q1,1Q16,33382.0,3.624615911999948,3.377539746269163,0.2457789911427537,3.9678477278712876,0.6502459448234355,2.3482839737376295
apac,2016Q2,2Q16,26490.0,3.676001065917308,3.441410226928366,0.2500077749868487,1.8613070437772716,3.315433903349585,1.1015739012374008
apac,2016Q3,3Q16,32707.0,3.7570007882613927,3.4137700817089387,0.2617852534297615,0.6026284875362498,-0.99938296287998,0.3566525019240929
apac,2016Q4,4Q16,51360.0,3.6922513496382,3.393114051349032,0.2539861515208043,1.5855744918960912,-0.4490114297629022,0.9383876156165734
apac,2017Q1,1Q17,71150.0,3.699231543473757,3.3894923657003275,0.2580847565722103,2.0376779743768836,0.3532606810024763,1.2059551825176829
apac,2017Q2,2Q17,57313.0,3.815267629066599,3.420256468144317,0.2759843444749579,3.7185319602665468,-0.6165798119044386,2.2007318846406005
apac,2017Q3,3Q17,61212.0,3.87233174028582,3.415474932439201,0.283776139320671,3.0235866067799266,0.04992794260993971,1.7894436628792336
apac,2017Q4,4Q17,87159.0,3.8269488497552535,3.4052291543037136,0.275095661070547,3.5831446872860884,0.35641377356561144,2.1206058855618464
apac,2018Q1,1Q18,117677.0,3.789745416647528,3.374062066890504,0.2697107674144173,2.4173737323266664,-0.4562785953422521,1.4306698198830612
apac,2018Q2,2Q18,90467.0,3.88357572948336,3.406237719181113,0.2841921712799788,1.7745494942338569,-0.4107164903429883,1.0502283413353708
apac,2018Q3,3Q18,99061.0,3.969878847344718,3.4229671198449023,0.2985819104907257,2.487873472081281,0.21911980378384044,1.4723935503214904
