year,region,nights_m,gbv_musd,revenue_musd,nights_precision_m,source_10k,adr_computed,take_rate_pct,adr_stated,alos_nights,gbv_per_booking,bookings_m,nights_share_pct,gbv_share_pct,revenue_share_pct,nights_m_yoy_pct,gbv_musd_yoy_pct,adr_computed_yoy_pct,alos_nights_yoy_pct,adr_round_err_pct,adr,adr_basis,fx_pp,basket_yoy_pct,adr_yoy,adr_exfx_yoy,alos_yoy,nights_share
2020,apac,27.6,2366.1,339.7,0.1,FY2021,85.7282608695652,14.356958708423145,85.83,2.8,240.03913043478252,9.857142857142858,14.285714285714286,9.901284266996974,10.055650938369546,,,,,0.1811600148341157,85.83,stated,-0.33176649999999996,-0.385775,,,,0.14285714285714288
2021,apac,29.7,3258.6,428.7,0.1,FY2021,109.71717171717172,13.155956545755846,109.75,2.7,296.23636363636365,10.999999999999998,9.880239520958083,6.951383407641274,7.154778196869054,7.608695652173902,37.720299226575385,27.982500291363,-3.5714285714285587,0.1683506454858529,109.75,stated,4.2070985,4.891975,27.869043457998366,23.661944957998365,-3.5714285714285587,0.09880239520958084
2022,apac,40.0,4642.0,622.0,1.0,FY2022,116.05,13.399396811719086,117.41,3.2,371.36,12.5,10.152284263959393,7.343542365373663,7.405643528991547,34.680134680134685,42.45381452157368,5.771957282268447,18.518518518518512,1.2501953430223474,117.41,stated,-7.6485175,-8.893625,6.979498861047828,14.628016361047827,18.518518518518512,0.10152284263959394
2023,apac,51.0,6016.0,840.0,1.0,FY2023,117.96078431372548,13.962765957446807,,3.3,389.2705882352941,15.454545454545457,11.383928571428571,8.212745044503905,8.470303519209438,27.499999999999996,29.59931064196466,1.6465181505605164,3.124999999999978,0.9804863981543792,117.96078431372548,computed GBV/nights,-3.584867,-4.16845,0.4691119271999611,4.053978927199961,3.124999999999978,0.11383928571428571
2024,apac,61.0,7126.0,992.0,1.0,FY2024,116.81967213114754,13.920853213584058,,3.3,385.50491803278686,18.484848484848484,12.398373983739836,8.713195735107112,8.935326968113854,19.6078431372549,18.45079787234043,-0.9673657132891478,0.0,0.8197272055365175,116.81967213114754,computed GBV/nights,-1.9902335,-2.314225,-0.9673657132891478,1.0228677867108522,0.0,0.12398373983739835
2025,apac,70.0,8274.0,1156.0,1.0,FY2025,118.2,13.971476915639352,,3.3,390.06,21.21212121212121,13.133208255159476,9.065112355241968,9.443672902540644,14.754098360655732,16.110019646365426,1.1815885489755873,0.0,0.7143221592938447,118.2,computed GBV/nights,-1.4238374999999999,-1.655625,1.1815885489755873,2.605426048975587,0.0,0.13133208255159476
2020,emea,67.7,6660.1,1023.8,0.1,FY2021,98.37666174298376,15.372141559436043,98.41,4.4,432.8573116691286,15.386363636363637,35.041407867494826,27.87014215232938,30.306080161032504,,,,,0.0738552840073816,98.41,stated,1.58938,1.5282499999999999,,,,0.3504140786749483
2021,emea,118.1,14606.9,1930.8,0.1,FY2021,123.68247248094836,13.218410477240209,123.71,4.4,544.2028789161727,26.840909090909086,39.28809048569528,31.16005717089404,32.22403952067826,74.4460856720827,119.31952973679074,25.72338834191983,0.0,0.0423370101287938,123.71,stated,4.68325,4.503125,25.7087694340006,21.0255194340006,0.0,0.39288090485695276
2022,emea,168.0,21486.0,2924.0,1.0,FY2022,127.89285714285714,13.608861584287444,127.99,4.2,537.15,40.0,42.63959390862944,33.99038157311903,34.81366829384451,42.25232853513972,47.09486612491358,3.4041886270969712,-4.545454545454552,0.297621683865543,127.99,stated,-10.593440000000001,-10.186,3.4597041467949285,14.05314414679493,-4.545454545454552,0.4263959390862944
2023,emea,187.0,26241.0,3615.0,1.0,FY2023,140.32620320855614,13.776151823482335,140.4,3.9,547.272192513369,47.94871794871795,41.74107142857143,35.82291268497789,36.45255621659776,11.309523809523814,22.130689751466083,9.721689188482884,-7.142857142857151,0.2673815907059875,140.4,stated,2.30568,2.217,9.696070005469192,7.390390005469191,-7.142857142857151,0.4174107142857143
2024,emea,201.0,29750.0,4135.0,1.0,FY2024,148.0099502487562,13.899159663865548,,3.8,562.4378109452736,52.89473684210527,40.85365853658536,36.37630832436663,37.245541343902,7.486631016042788,13.372203803208716,5.475632394030017,-2.564102564102566,0.2487577582099337,148.0099502487562,computed GBV/nights,0.7387900000000001,0.710375,5.420192484869091,4.681402484869091,-2.564102564102566,0.4085365853658536
2025,emea,215.0,34162.0,4729.0,1.0,FY2025,158.89302325581394,13.84286634271998,,3.8,603.793488372093,56.578947368421055,40.33771106941839,37.42837421800533,38.63246466791929,6.965174129353224,14.830252100840347,7.352933359390268,0.0,0.2325593972925764,158.89302325581394,computed GBV/nights,4.07602,3.91925,7.352933359390268,3.276913359390268,0.0,0.4033771106941839
2020,latam,22.4,1700.8,242.0,0.1,FY2021,75.92857142857143,14.22859830667921,75.74,4.4,334.08571428571435,5.09090909090909,11.594202898550725,7.117241148433479,7.163578236930911,,,,,0.2232153978764694,75.74,stated,-10.216391,-16.47805,,,,0.11594202898550725
2021,latam,38.8,3706.0,431.2,0.1,FY2021,95.51546391752578,11.635186184565567,95.42,4.3,410.7164948453608,9.023255813953488,12.907518296739854,7.90579601936984,7.196501885910744,73.21428571428572,117.8974600188147,25.7964717634394,-2.272727272727282,0.1288661933823155,95.42,stated,-0.15755750000000002,-0.25412500000000005,25.983628201742825,26.141185701742824,-2.272727272727282,0.12907518296739853
2022,latam,53.0,4838.0,643.0,1.0,FY2022,91.28301886792453,13.290615957007027,92.89,4.2,383.388679245283,12.61904761904762,13.451776649746192,7.653610074036576,7.655673294439814,36.5979381443299,30.54506206152185,-4.431162113451936,-2.3255813953488302,0.9434801958166448,92.89,stated,1.812384,2.9232,-2.6514357577027914,-4.463819757702791,-2.3255813953488302,0.13451776649746192
2023,latam,64.0,6054.0,824.0,1.0,FY2023,94.59375,13.610835811034027,,3.9,368.915625,16.410256410256412,14.285714285714286,8.264620761207885,8.30896440455783,20.75471698113207,25.13435303844565,3.626886109962802,-7.142857142857151,0.7812976866263761,94.59375,computed GBV/nights,4.3140065000000005,6.958075000000001,1.8341586823124034,-2.479847817687597,-7.142857142857151,0.14285714285714288
2024,latam,76.0,7092.0,969.0,1.0,FY2024,93.3157894736842,13.663282571912012,,3.7,345.2684210526316,20.54054054054054,15.447154471544716,8.671622811307834,8.728157088812827,18.75,17.145688800792858,-1.3509989045954909,-5.128205128205121,0.657923213435487,93.3157894736842,computed GBV/nights,-2.8907035,-4.662425,-1.3509989045954907,1.5397045954045092,-5.128205128205121,0.15447154471544716
2025,latam,90.0,8542.0,1160.0,1.0,FY2025,94.91111111111113,13.579957855303208,,3.6,341.68,25.0,16.885553470919323,9.358736975885533,9.476349971407563,18.421052631578934,20.44557247602934,1.709594535313652,-2.7027027027027084,0.5555727028612029,94.91111111111113,computed GBV/nights,-2.1805245,-3.5169750000000004,1.7095945353136743,3.8901190353136745,-2.7027027027027084,0.16885553470919323
2020,na,75.5,13169.9,1772.7,0.1,FY2021,174.43576158940397,13.46023887804767,174.43,4.4,767.5173509933775,17.159090909090907,39.07867494824017,55.11133243224016,52.47469066366705,,,,,0.0662251946077703,174.43,stated,-0.28105,-0.28105,,,,0.3907867494824017
2021,na,114.0,25305.5,3201.1,0.1,FY2021,221.9780701754386,12.649819209262809,221.92,4.3,954.505701754386,26.511627906976745,37.92415169660679,53.98276340209485,53.42468039654194,50.9933774834437,92.14648554658731,27.254909287432817,-2.272727272727282,0.0438596575599533,221.92,stated,0.67925,0.67925,27.225821246345227,26.546571246345227,-2.272727272727282,0.3792415169660679
2022,na,133.0,32246.0,4210.0,1.0,FY2022,242.45112781954887,13.055882900204676,240.29,4.2,1018.2947368421052,31.666666666666664,33.756345177664976,51.01246598747073,50.12501488272413,16.666666666666675,27.42684396672661,9.223009114337088,-2.3255813953488302,0.3759451628860167,240.29,stated,-0.2722,-0.2722,8.277757750540736,8.549957750540736,-2.3255813953488302,0.33756345177664976
2023,na,146.0,34941.0,4638.0,1.0,FY2023,239.3219178082192,13.273804413153602,,4.1,981.2198630136986,35.609756097560975,32.589285714285715,47.69972150931033,46.76817585963497,9.774436090225567,8.35762575203125,-1.2906559930126127,-2.3809523809523947,0.3424697700057443,239.3219178082192,computed GBV/nights,-0.013549999999999944,-0.013549999999999944,-0.40288076565015984,-0.3893307656501599,-2.3809523809523947,0.32589285714285715
2024,na,154.0,37816.0,5006.0,1.0,FY2024,245.5584415584416,13.237782949016289,,4.1,1006.7896103896104,37.5609756097561,31.30081300813008,46.238873129218426,45.09097459917132,5.47945205479452,8.228156034458078,2.605914162538192,0.0,0.3246787472460247,245.5584415584416,computed GBV/nights,-0.16719999999999996,-0.16719999999999996,2.605914162538192,2.773114162538192,0.0,0.3130081300813008
2025,na,158.0,40295.0,5196.0,1.0,FY2025,255.03164556962025,12.894900111676389,,4.1,1045.629746835443,38.53658536585366,29.643527204502814,44.14777645086718,42.44751245813251,2.5974025974025983,6.555426274592757,3.8578205461220714,0.0,0.3164588653547676,255.03164556962025,computed GBV/nights,-0.2431,-0.2431,3.8578205461220483,4.100920546122048,0.0,0.2964352720450281
