scope,hedonic_bed_coef_quote,hedonic_lacc_coef_quote,market,n_pairs,n_markets,markets,date_b_min,date_b_max,est_nights_a,est_nights_b,bedroom_nights_a,bedroom_nights_b,nights_yoy_pct,bedroom_nights_yoy_pct,size_wedge_pp,bed_per_booked_night_a,bed_per_booked_night_b,cap_per_booked_night_a,cap_per_booked_night_b,cap_per_booked_night_yoy_pct,bed_cc_per_booked_night_a,bed_cc_per_booked_night_b,bed_cc_yoy_pct,wedge_pp_market_min,wedge_pp_market_max,d_bedrooms,d_mean_log_capacity,d_bedrooms_f_rejected,size_mix_pp_quote_basis,size_mix_pp_listed_basis,size_mix_pp_bedrooms_only_quote,size_mix_pp_capacity_only_quote,size_mix_pp_quote_rejected_bedrooms_f,n_new_markets,n_unverified_scope_pairs,median_days,listings_a,listings_b,eh_cov_min,eh_cov_drift_max_abs,wedge_pp_market_median,abnb_region,settlement,all_,confidence,confidence_reason,ws05_baseline_note
2Q26_market,0.1402261754364541,0.3991411081290387,austin,2,1,austin,2026-06-22,2026-07-18,1887320.0,1730829.0,4021882.0,3791620.0,-8.291704639382825,-5.725230128581593,2.566474510801232,2.1310016319437084,2.1906381277411,5.366711527456923,5.5556112128927815,3.519840492067039,2.3213631998017163,2.3710683826627355,2.1412066351902626,2.542418342468423,2.5905306791340514,0.05963649579739139,0.02244559211530972,0.08445492109166652,1.74724443333365,1.8231677627535747,0.8397661916863086,0.8999210092596854,2.101961350492454,0.0,0.0,387.0,30374.0,22467.0,0.9375,0.04590000000000005,2.5664745108012372,,,,low,single market,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,bangkok,3,1,bangkok,2026-06-29,2026-08-30,4593411.0,4731225.0,6249243.0,6476677.0,3.0002540595648775,3.639384802287249,0.6391307427223714,1.3604798264296403,1.3689217908681155,3.2449064540490715,3.2546425080185366,0.3000411293002436,1.4479483622213911,1.4529517669319552,0.3455513222093032,0.48101927121542154,0.7252867635735516,0.008441964438475225,-0.0025919559707177076,0.05936801687624138,0.014923934308685993,0.06416700660716312,0.11844853356783869,-0.1034021209631808,0.7317033390521033,1.0,0.0,370.0,85198.0,93525.0,0.9639,0.026700000000000057,0.7110589075690843,,,,low,single market,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,barossa-valley,3,1,barossa-valley,2026-06-29,2026-08-30,72848.0,76569.0,166561.0,177708.0,5.107895892817926,6.692443008867621,1.584547116049695,2.2864182956292556,2.3208870430592015,4.772334175269053,4.854366649688516,1.718917230158934,2.369199172085738,2.391990300827989,0.9619760554865797,1.0268653745137524,1.8960966488137831,0.03446874742994588,0.02153589390010957,0.05318198159428977,1.3519858987314892,1.337520511024648,0.48451204441068985,0.8632911049390346,1.6182914020486772,1.0,0.0,369.0,1055.0,1081.0,0.9778,0.022199999999999998,1.8365534288123042,,,,low,single market; thin: 77k booked nights in the later leg,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,barwon-south-west-vic,3,1,barwon-south-west-vic,2026-06-29,2026-08-31,1293455.0,1184707.0,3001011.0,2758270.0,-8.407559598130588,-8.088640794718849,0.31891880341173895,2.3201510682629083,2.3282296804188714,5.220953183527838,5.21065124119297,-0.19731918622389877,2.4719201684232104,2.467417681426358,-0.1821453238809223,0.12485276068905371,0.5490327225702973,0.00807861215596306,-0.0014520880126707159,0.030394217854747385,0.05533979351550755,0.09558359153554186,0.11334747830029634,-0.05794200897873969,0.36892655552154263,1.0,0.0,369.0,21808.0,21254.0,0.9838,0.013499999999999956,0.28949923508409015,,,,low,single market,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,belize,3,1,belize,2026-06-29,2026-08-31,375865.0,364552.0,630048.0,631013.0,-3.009857262580984,0.15316293361775646,3.1630201961987403,1.6762614236494486,1.7309272751212448,4.011716972849295,4.130272224538611,2.9552247202801363,1.92832206485147,1.9610660622674336,1.698056461252273,2.490295547046917,3.8057528060841395,0.054665851471796145,0.02604209313789374,0.12126366546932732,1.8224122162407541,1.8547293321442782,0.7695039079563593,1.044868008128863,2.7777608968491574,1.0,0.0,369.0,10685.0,10909.0,0.9361,0.05669999999999997,3.1933876209753964,,,,low,single market; whole-home bedrooms coverage moves up to 5.7% within a pair,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,brisbane,3,1,brisbane,2026-06-15,2026-08-13,1507002.0,1584624.0,2588175.0,2742052.0,5.150756269732892,5.94538622774734,0.7946299580144478,1.7174330226502685,1.7304117569846222,3.708867008802908,3.769954891507386,1.647076656010782,1.9049620622079293,1.9037896613959047,-0.06154457536365898,0.6027473054226684,0.9461464369125983,0.012978734334353703,0.018451107593485228,0.015572434990056783,0.9226861248907703,0.8473402221690574,0.18216154069279344,0.7391780860080299,0.9593988584026159,1.0,0.0,344.0,17322.0,19117.0,0.9709,0.02400000000000002,0.8349961317080989,,,,low,single market,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,chicago,4,1,chicago,2026-05-26,2026-08-27,3040800.0,3261831.0,5921809.0,6393597.0,7.268843725335428,7.966957394269225,0.6981136689337974,1.9474509997369114,1.960125156698799,4.877030386740332,4.8450634015067,-0.6554600381524001,2.231057315351229,2.2271830646652018,-0.1736508811033044,0.14876423955722995,1.3384597009479249,0.012674156961887562,-0.007294064553431845,0.05358319210048457,-0.11334695884980261,-0.01670492294713055,0.1778828799887,-0.29071271069622817,0.46130124204382117,0.0,0.0,357.5,34472.0,34544.0,0.9379,0.05840000000000001,0.6641907694132865,,,,low,single market; whole-home bedrooms coverage moves up to 5.8% within a pair,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,london,2,1,london,2026-07-16,2026-08-18,8912012.0,8965908.0,13115840.0,13454036.0,0.6047568158570771,2.578530997633388,1.973774181776311,1.4717035838820685,1.5005770748484146,3.4437707220322413,3.524830390853888,2.353805620770588,1.7543027341952702,1.7768559164754687,1.285592380413414,1.913407773713982,2.034140589838662,0.02887349096634617,0.021712720753213954,0.04986905252414764,1.2796441253787094,1.242612661748832,0.4057026751418613,0.8704101728807645,1.578263661683943,0.0,0.0,321.5,193742.0,184748.0,0.9567,0.027100000000000013,1.9737741817763221,,,,low,single market,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,los-angeles,5,1,los-angeles,2026-04-14,2026-08-10,14380178.0,14212880.0,24903174.0,25067657.0,-1.1633931095985095,0.660490104594702,1.8238832141932115,1.7317709141013415,1.7637281817618948,4.0980932224900135,4.193015208740241,2.316247608260924,2.007907079062697,2.030303200482932,1.1153963076164564,1.124778807096749,2.31149956367086,0.03195726766055329,0.022164599196059953,0.07295511259680909,1.3417262449359812,1.3133919151186557,0.4491301216920096,0.888605129942488,1.9260148096044594,0.0,0.0,363.0,227180.0,218532.0,0.9115,0.06500000000000006,1.910371449340087,,,,low,single market; whole-home bedrooms coverage moves up to 6.5% within a pair,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
2Q26_market,0.1402261754364541,0.3991411081290387,melbourne,3,1,melbourne,2026-06-16,2026-08-15,4194801.0,4067034.0,7477536.0,7362159.0,-3.045841745532152,-1.5429815383035228,1.502860207228629,1.7825722841202718,1.8102034553927997,4.04806735766488,4.103425985619987,1.3675322830359438,1.9233925216448935,1.9445817509369578,1.1016591285248012,1.0184533937076967,1.9828765289107482,0.0276311712725279,0.014547878233389877,0.03661371509002653,0.9728284800412101,0.9796541062858655,0.38821294892361635,0.5823547545517727,1.1000927528485915,1.0,0.0,344.0,76797.0,76894.0,0.9753,0.017900000000000027,1.5072506990674306,,,,low,single market,"05_size_mix.csv, 2Q26 window: na +1.97pp (7 cities), emea +1.56pp (3), apac +0.29pp (Sydney only), latam -0.06pp (Mexico City only)"
