region,case,capacity_yoy_pct,size_term_pp,nights_share_2025,basis,elasticity,party_size_yoy_pct_at_constant_fill
na,bear,0.0,0.0,0.2964352720450281,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,0.0
na,base,2.5722834870362172,1.5223497731748237,0.2964352720450281,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,2.5722834870362172
na,bull,2.959927826772857,1.7517686049811596,0.2964352720450281,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,2.959927826772857
emea,bear,0.0,0.0,0.4033771106941839,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,0.0
emea,base,0.7387425368754197,0.43720862770949104,0.4033771106941839,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,0.7387425368754197
emea,bull,1.0758070989354884,0.6366929233493333,0.4033771106941839,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,1.0758070989354884
latam,bear,0.0,0.0,0.16885553470919323,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,0.0
latam,base,0.033591689838730066,0.019880507597345443,0.16885553470919323,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,0.033591689838730066
latam,bull,0.5078722822679627,0.3005731124150886,0.16885553470919323,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,0.5078722822679627
apac,bear,0.0,0.0,0.13133208255159476,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,0.0
apac,base,1.40869326262594,0.8337043252189986,0.13133208255159476,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,1.40869326262594
apac,bull,1.9085684737591757,1.1295445458321645,0.13133208255159476,bear: capacity mix flat (accommodates_ge5 share stalled 2025-26); base: trailing 8-quarter booked-capacity growth; bull: the stronger of the last 4 quarters and the 8-quarter peak,0.5918281483542367,1.9085684737591757
global_nights_weighted,bear,0.0,0.0,1.0,10-K 2025 nights shares,0.5918281483542367,0.0
global_nights_weighted,base,1.2511861479347823,0.7404871811787124,1.0,10-K 2025 nights shares,0.5918281483542367,1.2511861479347823
global_nights_weighted,bull,1.6477962879333965,0.9752122259526066,1.0,10-K 2025 nights shares,0.5918281483542367,1.6477962879333965
