source,market,country,subregion,dump_date,abnb_region,listings,listings_with_bookings,weight_source,occ_field_nonnull_share,bedrooms_field_nonnull_share,bedrooms_eh_nonnull_share,bedrooms_priv_nonnull_share,est_nights_ltm,bedroom_nights_ltm,bedrooms_per_booked_night,bedrooms_per_listing,bedrooms_cc_per_booked_night,bedrooms_f_per_booked_night,bedrooms_f_per_listing,capacity_per_booked_night,capacity_per_listing,mean_log_capacity_booked,mean_log_capacity_listing,share_bed_ge3_booked,share_bed_ge4_booked,share_cap_ge6_booked,share_cap_le2_booked,share_cap_ge6_listing,share_cap_le2_listing,share_entire_booked,share_entire_listing,listings_snapshot,scope_vs_peer,partial_scope,scope_unverified,partial_scope_pit,partial_scope_pit_long
onedrive_inside_airbnb,athens,greece,attica,2026-06-28,emea,14337,10731,disclosed,1.0,0.9167,0.9399,0.5953,1064836.0,1583764.0,1.4873313824851901,1.4596498570133223,1.5347528460604085,1.5071856135592712,1.4843760898374834,3.8018502379709176,3.7763130362000417,1.2211063157634863,1.21501806474546,0.09020731831004962,0.023993366114594173,0.16523389517258996,0.3360395403611448,0.15477436004742973,0.32663737183511193,0.9637906682343572,0.9345051265955221,,,,True,,
onedrive_inside_airbnb,belize,belize,bz,2026-06-29,latam,3608,2264,disclosed,1.0,0.9019,0.9361,0.8022,121152.0,208127.0,1.7178998283148441,1.7854767184035476,1.9461189327340427,1.765096737982039,1.8745842572062084,4.098702456418383,4.326219512195122,1.2496335032106733,1.281172158213204,0.18578314844162705,0.06839342313787639,0.2588483888008452,0.3849791996830428,0.2738359201773836,0.3664079822616408,0.8280259508716323,0.7422394678492239,,,,True,,
onedrive_inside_airbnb,berlin,germany,be,2026-06-26,emea,12776,6958,disclosed,1.0,0.7323,0.9135,0.3096,1068895.0,1511499.0,1.4140762188989564,1.3523794614902942,1.6095267673213303,1.4402785119211896,1.377035065748278,3.6097044143718513,3.142689417658109,1.1116207454377667,0.9904137792870654,0.09132889572876662,0.026120432783388454,0.18088119038820463,0.4569279489566328,0.11685973700688791,0.5481371321227301,0.7246296408908265,0.6993581715716969,,,,True,,
onedrive_inside_airbnb,brussels,belgium,bru,2026-06-27,emea,5078,3848,disclosed,1.0,0.7771,0.9176,0.3991,487699.0,641978.0,1.316340611729776,1.342654588420638,1.4461045303438262,1.335056048915417,1.3722922410397795,3.213875771736255,3.123079952737298,1.0258368390015478,0.9910382723765027,0.06207927430648822,0.02141279764772944,0.11453786044260907,0.5453835254942085,0.10673493501378495,0.5653800708940527,0.7826507743505728,0.7306025994486018,,,,True,,
onedrive_inside_airbnb,buenos-aires,argentina,ciudad-aut+¦noma-de-buenos-aires,2026-07-24,latam,29609,22683,disclosed,1.0,0.8025,0.856,0.2768,2217477.0,2788260.0,1.2574019933464924,1.2608666283900165,1.3205749102590472,1.2974116529731763,1.3088081326623662,3.02588256834231,2.937248809483603,1.0090490274922506,0.9731886981398623,0.04659439534209374,0.012274760910710687,0.061639421739210824,0.5121130906882011,0.053024418251207406,0.5331487047857071,0.951729375321593,0.906785099125266,,,,True,,
onedrive_inside_airbnb,dublin,ireland,leinster,2026-06-21,emea,6966,4864,disclosed,1.0,0.7267,0.9696,0.392,502581.0,741139.0,1.4746657752680663,1.599052540913006,1.8362702947332692,1.4817173749107109,1.6121159919609531,3.252870681541881,3.3359173126614987,1.0139210254414426,1.0237373503172955,0.10680069481337337,0.03418354454306868,0.14192538118233677,0.5465208593241686,0.16192937123169682,0.526414010910135,0.5887349501871341,0.5792420327304049,,,,True,,
onedrive_inside_airbnb,ghent,belgium,vlg,2026-06-29,emea,1383,1130,disclosed,1.0,0.8077,0.9308,0.4975,132136.0,187657.0,1.4201807228915662,1.4519161243673173,1.5881478545238332,1.4573734637040625,1.5090383224873463,3.2940909366107647,3.2631959508315256,1.0662433095276167,1.056154250748773,0.08060634497790156,0.016649512623357753,0.13045649936429132,0.5251710359024035,0.11569052783803326,0.5206073752711496,0.7567430526124599,0.7151120751988431,,,,True,,
onedrive_inside_airbnb,hong-kong,china,hk,2026-06-27,apac,6734,2542,disclosed,1.0,0.5658,0.7874,0.4259,194554.0,271579.0,1.3959055069543673,1.2313632313632314,1.784395315724992,1.4326742189829045,1.2574992574992574,3.499033687305324,2.6038016038016036,1.026515447190641,0.7494780436943052,0.1005324999743002,0.017023551301952156,0.20192851342043855,0.5608776997645898,0.09266409266409266,0.720968220968221,0.549353906884464,0.38535788535788534,,,,True,,
onedrive_inside_airbnb,melbourne,australia,vic,2026-06-16,apac,25728,15667,disclosed,1.0,0.8181,0.9753,0.3854,1365645.0,2459746.0,1.8011606237345723,1.7419154228855722,1.9375304303464989,1.8070142679832606,1.7693757773631842,4.078834543384262,3.7679959577114426,1.2498919607159216,1.1454717180885543,0.18199605314704773,0.05837681095745966,0.24181760267126523,0.3668552222576145,0.21140391791044777,0.4443407960199005,0.8753892849166511,0.7338697139303483,,,,True,,
onedrive_inside_airbnb,mid-north-coast,australia,nsw,2026-07-16,apac,5280,3945,disclosed,1.0,0.9528,0.9772,0.5872,309351.0,649513.0,2.099598837566389,2.530871212121212,2.205541815943279,2.117733577715928,2.535132575757576,4.795197041548274,5.657954545454546,1.4110602964001133,1.6013864384190255,0.32394917100639725,0.13484359190692774,0.36060656018567905,0.2897905615304298,0.5153409090909091,0.17102272727272727,0.9318153165821349,0.9380681818181819,,,,True,,
