ts,market,dump_date,action,source,url,http_status,bytes,sha256,note
2026-09-07T22:13:53,bangkok,2024-12-25,acquire,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2024-12-25/data/listings.csv.gz,200,13372917,36fc67ef304c132d4f26a718ba013bad26f1a98b344498fec3edfc943b3c040a,
2026-09-07T22:08:01,bangkok,2024-12-25,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2024-12-25/data/listings.csv.gz,206,13372917,,
2026-09-07T22:13:56,bangkok,2025-03-19,acquire,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-03-19/data/listings.csv.gz,200,14243295,b87985335d6d658882710778306f50f74739a96998901d7ea186f5423b480069,
2026-09-07T22:08:01,bangkok,2025-03-19,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-03-19/data/listings.csv.gz,206,14243295,,
2026-09-07T22:13:59,bangkok,2025-06-24,acquire,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-06-24/data/listings.csv.gz,200,14437937,1ff314431c4a6619c2c519276f19dd8cc2814f7de0a213d7eb06d1830bb5e400,
2026-09-07T22:08:02,bangkok,2025-06-24,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-06-24/data/listings.csv.gz,206,14437937,,
2026-09-07T22:14:01,bangkok,2025-09-26,acquire,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-09-26/data/listings.csv.gz,200,14878735,66ca269c9819b900db621334a0b62a4cd678fb85a243eb09e2d88b16744bebf5,
2026-09-07T22:08:02,bangkok,2025-09-26,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-09-26/data/listings.csv.gz,206,14878735,,
2026-09-07T22:14:04,bangkok,2026-06-29,acquire,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-06-29/data/listings.csv.gz,200,20625983,b17b99f9c421c566cc26a1c89a0b3d16b4c7f3dc74e659141900ccbac316b20e,
2026-09-07T22:08:02,bangkok,2026-06-29,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-06-29/data/listings.csv.gz,206,20625983,,
2026-09-07T22:08:03,bangkok,2026-07-01,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-01/data/listings.csv.gz,403,0,,
2026-09-07T22:08:03,bangkok,2026-07-02,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-02/data/listings.csv.gz,403,0,,
2026-09-07T22:08:03,bangkok,2026-07-03,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-03/data/listings.csv.gz,403,0,,
2026-09-07T22:08:03,bangkok,2026-07-04,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-04/data/listings.csv.gz,403,0,,
2026-09-07T22:08:04,bangkok,2026-07-05,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-05/data/listings.csv.gz,403,0,,
2026-09-07T22:08:04,bangkok,2026-07-06,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-06/data/listings.csv.gz,403,0,,
2026-09-07T22:08:04,bangkok,2026-07-07,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-07/data/listings.csv.gz,403,0,,
2026-09-07T22:08:05,bangkok,2026-07-08,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-08/data/listings.csv.gz,403,0,,
2026-09-07T22:08:05,bangkok,2026-07-09,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-09/data/listings.csv.gz,403,0,,
2026-09-07T22:08:05,bangkok,2026-07-10,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-10/data/listings.csv.gz,403,0,,
2026-09-07T22:08:06,bangkok,2026-07-11,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-11/data/listings.csv.gz,403,0,,
2026-09-07T22:08:06,bangkok,2026-07-12,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-12/data/listings.csv.gz,403,0,,
2026-09-07T22:08:06,bangkok,2026-07-13,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-13/data/listings.csv.gz,403,0,,
2026-09-07T22:08:06,bangkok,2026-07-14,probe,insideairbnb_cdn,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-07-14/data/listings.csv.gz,403,0,,
