scope,hedonic_bed_coef_quote,hedonic_lacc_coef_quote,market,n_pairs,n_markets,markets,date_b_min,date_b_max,est_nights_a,est_nights_b,bedroom_nights_a,bedroom_nights_b,nights_yoy_pct,bedroom_nights_yoy_pct,size_wedge_pp,bed_per_booked_night_a,bed_per_booked_night_b,cap_per_booked_night_a,cap_per_booked_night_b,cap_per_booked_night_yoy_pct,bed_cc_per_booked_night_a,bed_cc_per_booked_night_b,bed_cc_yoy_pct,wedge_pp_market_min,wedge_pp_market_max,d_bedrooms,d_mean_log_capacity,d_bedrooms_f_rejected,size_mix_pp_quote_basis,size_mix_pp_listed_basis,size_mix_pp_bedrooms_only_quote,size_mix_pp_capacity_only_quote,size_mix_pp_quote_rejected_bedrooms_f,abnb_region,abnb_quarter,year_b,all_,size_and_price_pp_ws03,lfl_price_pp_implied,basis_variant,caveat,disclosed_2Q26_wedge_pp,basis_note
market,0.1402261754364541,0.3991411081290387,austin,5,1,austin,2025-06-13,2026-07-18,4832116.0,4346545.0,10189156.0,9434525.0,-10.04882747020146,-7.406216962425538,2.642610507775921,2.108632325879594,2.1705803114887803,5.298258361347285,5.516753421395614,4.12390346311402,2.302859257219658,2.3561457104803085,2.313925746594947,2.1976120304114772,3.1538586411552156,0.06194798560918624,0.033658229252546024,0.07075855415300136,2.2367597977088316,2.2451112821277874,0.8724568215874751,1.352502971682723,2.363148544403604,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,chicago,6,1,chicago,2026-01-20,2026-08-27,4636792.0,4783626.0,8982399.0,9355053.0,3.166715263483888,4.148713500702872,0.9819982372189839,1.9372011942739722,1.9556405538392843,4.843279577777049,4.84413225448645,0.017605358016359318,2.2213668492260865,2.2247062130624373,0.1503292370422349,0.14876423955722995,1.4592520267373565,0.018439359565312063,-0.0008105730771266195,0.04797530932381511,0.22647084199713952,0.3016757489267441,0.2589026625184454,-0.0323480705054946,0.6424409664119279,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,london,2,1,london,2026-07-16,2026-08-18,8912012.0,8965908.0,13115840.0,13454036.0,0.6047568158570771,2.578530997633388,1.973774181776311,1.4717035838820685,1.5005770748484146,3.4437707220322413,3.524830390853888,2.353805620770588,1.7543027341952702,1.7768559164754687,1.285592380413414,1.913407773713982,2.034140589838662,0.02887349096634617,0.021712720753214176,0.04986905252414764,1.2796441253787094,1.242612661748832,0.4057026751418613,0.8704101728807645,1.578263661683943,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,los-angeles,8,1,los-angeles,2026-01-15,2026-08-10,23068565.0,22548009.0,39937281.0,39603129.0,-2.2565599550730564,-0.8366919120007199,1.4198680430723365,1.731242537192929,1.7563913957990702,4.095048478308035,4.178861157985168,2.0466834549358603,2.0079642346893882,2.0259095777608085,0.8937083022395598,0.664694221785811,2.31149956367086,0.025148858606141244,0.019617010210801977,0.05158956159973549,1.1421213112556394,1.1051314658824252,0.3532753775714381,0.7860689456484771,1.5178198500656492,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,mexico-city,4,1,mexico-city,2026-05-29,2026-08-30,8965660.0,10037739.0,13834555.0,15481212.0,11.957613828764412,11.902493430399463,-0.05512039836494864,1.5430604104996175,1.5423007113454534,3.568904241294004,3.593452868220622,0.6878477332784128,1.7184670785701817,1.7245145581582695,0.3519112855580264,-0.254735442974253,0.09884169003153698,-0.000759699154164073,0.006438895216310581,0.015438045765200803,0.2466534969542966,0.2005319328084676,-0.010652403278299527,0.25733331241479807,0.4746072980940541,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,nashville,5,1,nashville,2025-06-19,2026-08-27,4896086.5,4920658.0,10934711.5,11260477.0,0.5018600059455647,2.979186968032943,2.4773269620873783,2.2333574988922273,2.288408785979436,6.608601686265143,6.7556623524739985,2.2252917211593504,2.363383093463186,2.400945780209485,1.5893608975283247,0.38765656350567834,4.034570025563921,0.055051287087208856,0.02705898358997927,0.07128802938459211,1.8692542656519873,1.896123764885771,0.7749504616378244,1.085888704485849,2.101456081702735,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,new-orleans,4,1,new-orleans,2026-05-23,2026-08-15,3300697.0,2953645.0,7429623.0,6653989.0,-10.51450648150981,-10.439749096286576,0.07475738522323461,2.250925486344248,2.252805939779493,5.082774638205203,5.029269935960483,-1.0526672153147731,2.385949247920221,2.42038682494912,1.4433491013657207,-0.7185992475647112,0.6741523215795802,0.0018804534352447888,-0.011345725447743593,0.06553575877660966,-0.42557750485144874,-0.34276481954558236,0.026372356225667914,-0.4518307026746604,0.46721640606131043,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,new-york-city,1,1,new-york-city,2026-08-10,2026-08-10,1695469.0,1613807.0,2161333.0,2103564.0,-4.816484406379596,-2.6728412512093236,2.143643155170272,1.274769989896601,1.3034792884155293,2.801758097611929,2.840944425200783,1.3986335088048474,1.6356685946717036,1.6535622753051158,1.0939673654982496,2.143643155170272,2.143643155170272,0.02870929851892834,0.01197131120850603,0.06296621951450376,0.8842907076750395,0.912638353976436,0.40339095293049354,0.4789676426067979,1.3700761450686105,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,paris,7,1,paris,2025-03-03,2026-08-15,29714230.5,35145765.0,39669784.0,47358971.0,18.27923661021611,19.38298176768494,1.103745157468829,1.3350432884338028,1.3475014984024392,3.305312028861054,3.357628806770887,1.5828090495849656,1.4413812305165241,1.4556009356059556,0.9865332493844026,0.5193696045865508,1.6216151313308131,0.012458209968636336,0.013141888318904948,0.045384689270214995,0.7016939158112745,0.6603466275870273,0.17484939727558935,0.5259249419445888,1.1677242101439722,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,rome,13,1,rome,2024-03-22,2026-08-25,34691221.5,37957705.5,51383441.5,56833693.5,9.415880614062555,10.607020162322133,1.191139548259578,1.4811655305939573,1.497290016647608,3.802298846698148,3.8329105008731363,0.8050828040928604,1.6033095285297871,1.614555920885189,0.7014486071017512,0.2814571267086201,1.601862162562373,0.01612448605365069,0.010257355229614573,0.01913053377942453,0.6375444319688173,0.6295917495917847,0.22636331679815047,0.41025245410828415,0.6799747735966255,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,san-diego,8,1,san-diego,2026-01-23,2026-08-29,9638535.0,9383469.0,18194570.0,18310273.0,-2.6463150260905843,0.6359204971593257,3.28223552324991,1.8876904010827371,1.95133303046027,4.865277451396919,5.065669956388197,4.118829953546466,2.102154777183721,2.157844484393308,2.6491725449538484,1.5354268977890828,4.2250398133583005,0.06364262937753296,0.04032460093684964,0.09158509217427424,2.5335184512652376,2.502646027882016,0.8964303362583914,1.622543146026989,2.9360600334035203,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
market,0.1402261754364541,0.3991411081290387,sydney,2,1,sydney,2026-07-15,2026-08-15,2646226.0,2708920.0,4598812.0,4721321.0,2.3691853983748956,2.6639271185688873,0.2947417201939917,1.7378757521088524,1.74287945011296,3.9090500962502825,3.9540370332088064,1.1508406352140899,1.9330315474177495,1.9400674543313468,0.3639830360242291,0.2268658041407079,0.3626176362472755,0.005003698004107715,0.008131009302938752,0.0025405211160354213,0.3954869435269126,0.3597397621144083,0.07018956477011784,0.3250692140902345,0.36081614217609026,,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
region,0.1402261754364541,0.3991411081290387,,2,1,sydney,2026-07-15,2026-08-15,2646226.0,2708920.0,4598812.0,4721321.0,2.3691853983748956,2.6639271185688873,0.2947417201939917,1.7378757521088524,1.74287945011296,3.9090500962502825,3.9540370332088064,1.1508406352140899,1.9330315474177495,1.9400674543313468,0.3639830360242291,0.2268658041407079,0.3626176362472755,0.005003698004107715,0.008131009302938752,0.0025405211160354213,0.3954869435269126,0.3597397621144083,0.07018956477011784,0.3250692140902345,0.36081614217609026,apac,,,,,,,,2.0,"no price field is read from the dumps, so the 2026 fee-inclusive price-basis break does not enter the size series; it enters only through the choice of hedonic coefficient, and both bases are reported"
