region,year,cap,party,reviews,cap_yoy_pct,party_yoy_pct,size_term_pp,beta_composition_index_global,beta_composition_index_pooled,headcount,headcount_n,fill_ratio,headcount_yoy_pct,beta_headcount_pooled
apac,2011,2.68380275592036,2.4812140041447037,363.0,,,,-0.3553358625996368,-0.1726063895393509,3.42731272600327,7.0,1.2770359961970965,,0.4140020176775196
apac,2012,3.316564155703782,3.2274400819303084,1418.0,21.16946266400569,26.294132050885356,12.528683890092633,-0.3553358625996368,-0.1726063895393509,4.691004099726192,24.0,1.4144168119463834,31.38701609970129,0.4140020176775196
apac,2013,3.335926531126983,3.243945675308992,5085.0,0.5821107013789906,0.5101111196058383,0.344509498534314,-0.3553358625996368,-0.1726063895393509,4.569812798369378,93.0,1.3698781300275067,-2.6174412392224733,0.4140020176775196
apac,2014,3.4399066953067483,3.3169979069843034,17359.0,3.0693886349599353,2.226973906078955,1.8165505924078766,-0.3553358625996368,-0.1726063895393509,4.4915897863749,351.0,1.305730121256783,-1.7265529134907087,0.4140020176775196
apac,2015,3.6151056386754634,3.385318363740623,57726.0,4.967672994050987,2.0387824300189816,2.9400087096985423,-0.3553358625996368,-0.1726063895393509,4.801349020918646,1120.0,1.3281351918329583,6.669021267801933,0.4140020176775196
apac,2016,3.687467278954212,3.406458526563875,143939.0,1.981877062199744,0.6225243095051791,1.1729306319874089,-0.3553358625996368,-0.1726063895393509,5.002038654427061,2318.0,1.3564970957100042,4.094863576733521,0.4140020176775196
apac,2017,3.8034449406453574,3.4076132301468895,276834.0,3.096737125709259,0.03389173566978876,1.832736199048332,-0.3553358625996368,-0.1726063895393509,5.032665460321281,3665.0,1.3231860954630654,0.6104196126414774,0.4140020176775196
apac,2018,3.8876643013360157,3.4015626596066757,450077.0,2.190132124180044,-0.17771819176579662,1.2961818397046068,-0.3553358625996368,-0.1726063895393509,5.085800783294838,5436.0,1.3081892851569197,1.0502740262992916,0.4140020176775196
apac,2019,3.9637717735932987,3.423948825995933,636304.0,1.9387499414084353,0.6559580686644528,1.147406787945639,-0.3553358625996368,-0.1726063895393509,5.138915768900669,7450.0,1.296471154857148,1.038962070425975,0.4140020176775196
apac,2020,4.0325425362819995,3.349080766041068,485328.0,1.720103929102379,-2.210860250284452,1.0180059233375083,-0.3553358625996368,-0.1726063895393509,4.967310939796993,5141.0,1.231806210375861,-3.3963482020849645,0.4140020176775196
apac,2021,4.091330004094006,3.3518887202423384,590647.0,1.447302224216629,0.08380740641691364,0.8565541954670958,-0.3553358625996368,-0.1726063895393509,4.931530361485862,6369.0,1.2053611799955286,-0.7229277256537214,0.4140020176775196
apac,2022,4.101791464636028,3.405111780056501,957520.0,0.2553719304004165,1.5753783222693274,0.1511362967105255,-0.3553358625996368,-0.1726063895393509,4.9708953379779155,11439.0,1.2118839733406601,0.7950614334106376,0.4140020176775196
apac,2023,4.091779833757872,3.4555229532946288,1344617.0,-0.2443778297899435,1.4696039793504978,-0.14462967850340908,-0.3553358625996368,-0.1726063895393509,4.986203540980204,17236.0,1.2185903796297117,0.3074834396939341,0.4140020176775196
apac,2024,4.168707143737639,3.4842798899346206,1679004.0,1.8625907691270038,0.8287584499065526,1.1023336460341282,-0.3553358625996368,-0.1726063895393509,5.036016054243312,22273.0,1.2080522523172614,0.994049730564317,0.4140020176775196
apac,2025,4.223240910879193,3.5158581622839087,2015695.0,1.2996871389591158,0.9022246796233757,0.769191432889989,-0.3553358625996368,-0.1726063895393509,5.05842913762316,28776.0,1.1977600246750066,0.4440683917815047,0.4140020176775196
apac,2026,4.242276042648449,3.5212482934236613,1191602.0,0.4497106072605783,0.15319171957381972,0.2661513959902874,-0.3553358625996368,-0.1726063895393509,5.045290121337319,16909.0,1.1892885023548703,-0.2600829131422122,0.4140020176775196
emea,2011,3.5555329175457873,3.1704831576700627,4835.0,,,,-0.3553358625996368,-0.1726063895393509,4.06288462310671,96.0,1.1426935757104797,,0.4140020176775196
emea,2012,3.383114363615588,3.1534175707165017,23119.0,-4.9708263891360405,-0.5397184147143852,-2.941874977672759,-0.3553358625996368,-0.1726063895393509,4.230134829518681,563.0,1.2503670804074944,4.034064750954824,0.4140020176775196
emea,2013,3.364303126829975,3.262760490699161,74936.0,-0.5575847514733612,3.408680555717414,-0.3299943510150366,-0.3553358625996368,-0.1726063895393509,4.314169161053564,1987.0,1.2823366380539565,1.9670892169837861,0.4140020176775196
emea,2014,3.4524625958891733,3.347924380625789,192274.0,2.5866925225138893,2.576695258626782,1.5308774459611447,-0.3553358625996368,-0.1726063895393509,4.4277543369306605,5075.0,1.2824916169121605,2.598777453198231,0.4140020176775196
emea,2015,3.5381137194476535,3.402006471332917,458266.0,2.450596519625048,1.6024830245933153,1.450332000573029,-0.3553358625996368,-0.1726063895393509,4.610185789078029,10856.0,1.3030066737927632,4.037562367219771,0.4140020176775196
emea,2016,3.5723151448948065,3.4196730558803186,836994.0,0.9620148058554934,0.5179552622827543,0.5693474412388171,-0.3553358625996368,-0.1726063895393509,4.72682504006195,16666.0,1.3231825436277795,2.4985580719695033,0.4140020176775196
emea,2017,3.5930952454745677,3.3816112003738703,1328137.0,0.5800130824002547,-1.1192666391794281,0.34326806857817604,-0.3553358625996368,-0.1726063895393509,4.763969539532258,23226.0,1.325867869918668,0.7827519353075907,0.4140020176775196
emea,2018,3.633875783842838,3.381620946324287,1915198.0,1.1285771327629979,0.0002882039298546246,0.6679237147580586,-0.3553358625996368,-0.1726063895393509,4.832533666636877,31615.0,1.3298565922708712,1.4289641200620595,0.4140020176775196
emea,2019,3.6644881662344453,3.3875618601583564,2586046.0,0.8388883351251986,0.17552828839897394,0.49647773005311463,-0.3553358625996368,-0.1726063895393509,4.858099431148026,40585.0,1.3257238694101479,0.5276399089005679,0.4140020176775196
emea,2020,3.654755885635543,3.222879249283852,1007430.0,-0.26593692642811195,-4.983531052581691,-0.15738895874696637,-0.3553358625996368,-0.1726063895393509,4.744259443884136,9362.0,1.2981056990784856,-2.3711948831550034,0.4140020176775196
emea,2021,3.635356448708898,3.2213205609008417,1806154.0,-0.5322135470036127,-0.048374925027716564,-0.3149789580521886,-0.3553358625996368,-0.1726063895393509,4.6650953714528045,16820.0,1.2832566592224044,-1.6827070914111841,0.4140020176775196
emea,2022,3.6736024805018563,3.376854802006193,3948889.0,1.046561658113876,4.715335676612464,0.6193846482600749,-0.3553358625996368,-0.1726063895393509,4.755580464722856,57508.0,1.2945277802820923,1.921048501516509,0.4140020176775196
emea,2023,3.668373394820262,3.4372613716204183,5294182.0,-0.14244357798365304,1.7730297087624525,-0.08430211900301769,-0.3553358625996368,-0.1726063895393509,4.742870246969737,86487.0,1.2929082556499463,-0.2676273368207083,0.4140020176775196
emea,2024,3.6936159745743775,3.4671352913256923,6504604.0,0.6857569988079515,0.8653647115203666,0.4058502948254684,-0.3553358625996368,-0.1726063895393509,4.740612167539665,105295.0,1.2834610311879906,-0.04762131407110015,0.4140020176775196
emea,2025,3.7210894670919172,3.49277181212786,7870490.0,0.7410575770778083,0.736694796820303,0.43857873366583633,-0.3553358625996368,-0.1726063895393509,4.772117091206316,128367.0,1.2824515866681891,0.6623764431332502,0.4140020176775196
