market,abnb_region,settlement,source,date_a,date_b,days,listings_a,listings_b,weight_source_a,weight_source_b,est_nights_a,est_nights_b,bedroom_nights_a,bedroom_nights_b,bed_per_night_a,bed_per_night_b,bed_cc_per_night_a,bed_cc_per_night_b,bed_f_per_night_a,bed_f_per_night_b,eh_cov_a,eh_cov_b,eh_cov_drift,priv_cov_a,priv_cov_b,cap_per_night_a,cap_per_night_b,mlogcap_a,mlogcap_b,share_entire_a,share_entire_b,share_cap_ge6_a,share_cap_ge6_b,share_cap_le2_a,share_cap_le2_b,bed_per_listing_a,bed_per_listing_b,cap_per_listing_a,cap_per_listing_b,partial_a,partial_b,scope_vs_peer_a,scope_vs_peer_b,scope_unverified_a,scope_unverified_b,pair_eligible_capacity_only,pair_eligible,exclusion_reason,pair_eligible_pit,scope_unverified_pair,nights_yoy_pct,bedroom_nights_yoy_pct,size_wedge_pp,cap_per_night_yoy_pct,bed_cc_per_night_yoy_pct,d_bedrooms,d_bedrooms_f,d_mean_log_cap,abnb_quarter,year_b
austin,na,urban,ws05_repo,2024-06-17,2025-06-13,361,15159,15187,reconstructed_ia_model,disclosed,989754.0,943660.0,2041632.0,2010941.0,2.0627671118277875,2.1310016319437084,2.2574704672629013,2.3213631998017163,2.0334729639890314,2.099350931479558,0.9871,0.9834,-0.0036999999999999256,0.7327,0.7274,5.179343048878812,5.366711527456923,1.4353065598494317,1.467079074922501,0.9018417707834472,0.9141904923383422,0.3825420255942385,0.4003867918529979,0.2747652446971672,0.2601074539558739,2.0255953558941884,2.048264963455587,4.907381753413814,5.008559952591032,False,False,0.978,0.9798064516129033,False,False,True,True,,True,False,-4.6571168189267205,-1.5032581777715048,3.1538586411552156,3.6176108979433463,2.830279884736764,0.0682345201159209,0.06587796749052677,0.03177251507306922,2Q25,2025
austin,na,urban,ws05_repo,2024-09-13,2025-09-16,368,15244,10533,reconstructed_ia_model,disclosed,982962.0,865058.0,2049325.0,1859214.0,2.0848466166545605,2.1492362361830075,2.287373770309666,2.338940179417278,2.053750043236666,2.1134311225374485,0.987,0.9988,0.011800000000000033,0.7106,0.9993,5.235127604118979,5.464571161702453,1.4420183718907469,1.4827719227474518,0.903668707437317,0.9169165535721304,0.3872158842356062,0.4104591830836776,0.2736397744775484,0.2542442240867086,2.036473366570454,2.1579796829013578,4.939123589609027,5.334187790752872,False,True,0.9834838709677419,0.6825870001944139,False,False,False,False,partial_scope_b,False,False,-11.994766837375204,-9.276761860612638,2.7180049767625665,4.3827691497519305,2.254393653409381,0.06438961952844702,0.05968107930078226,0.040753550856704956,3Q25,2025
austin,na,urban,ws05_repo,2024-12-14,2025-12-22,373,15500,11251,reconstructed_ia_model,disclosed,984278.0,862801.0,2072525.0,1865181.0,2.105629710305422,2.1617742677627865,2.306488429283057,2.351397228481602,2.0739458262807866,2.127814525017936,0.9874,0.9961,0.00869999999999993,0.7269,0.9593,5.278270468302655,5.531336889966516,1.447661192530732,1.4928631094185016,0.9040809608667468,0.917358695689968,0.3936006900489496,0.4126386038031945,0.2729147659502701,0.248765358408254,2.0423225806451613,2.164963114389832,4.95941935483871,5.338903208603679,False,True,1.0,0.7408309738592217,False,False,False,False,partial_scope_b,False,False,-12.341736785745494,-10.004414904524673,2.337321881220822,4.794495151083833,1.94706371072082,0.05614455745736446,0.0538686987371495,0.04520191688776953,4Q25,2025
austin,na,urban,ws05_repo,2024-12-14,2026-01-18,400,15500,11374,reconstructed_ia_model,disclosed,984278.0,861506.0,2072525.0,1872572.0,2.105629710305422,2.173602969683322,2.306488429283057,2.363858792520497,2.0739458262807866,2.1399380851671377,0.9874,0.9958,0.008399999999999963,0.7269,0.9605,5.278270468302655,5.5497083015092175,1.447661192530732,1.4960015709856125,0.9040809608667468,0.9176964524913348,0.3936006900489496,0.41486072064501,0.2729147659502701,0.2488816096463634,2.0423225806451613,2.1679268507121505,4.95941935483871,5.344030244417092,False,False,1.0,1.0,False,False,True,True,,True,False,-12.473305306021265,-9.647796769640893,2.8255085363803722,5.142552562181391,2.4873466742372896,0.06797325937789989,0.06599225888635107,0.04834037845488037,1Q26,2026
austin,na,urban,ws05_repo,2025-03-06,2026-02-19,350,15431,10422,disclosed,disclosed,970764.0,810550.0,2053117.0,1759392.0,2.114949668508515,2.1706150144963297,2.309481630196685,2.356576780494505,2.0833230321684777,2.1379328850780333,0.9842,0.9992,0.015000000000000013,0.7258,0.9972,5.306682159618609,5.573432854234778,1.4563670234427746,1.5012506730213917,0.909500146276541,0.92039602738881,0.3962126737291453,0.4174634507433224,0.2653456452855688,0.246052680278823,2.04607608061694,2.1704087507196315,4.982632363424276,5.352331606217617,False,False,0.9955483870967742,0.9163003340953051,False,False,True,True,,True,False,-16.503908261946265,-14.306296231534787,2.1976120304114772,5.026694393834585,2.0392086986987357,0.055665345987814696,0.054609852909555556,0.044883649578617124,1Q26,2026
austin,na,urban,ws05_repo,2025-03-06,2026-03-25,384,15431,8170,disclosed,disclosed,970764.0,664130.0,2053117.0,1514213.0,2.114949668508515,2.27999488052038,2.309481630196685,2.4468841022568064,2.0833230321684777,2.241871320374023,0.9842,0.999,0.014800000000000035,0.7258,0.9948,5.306682159618609,5.988002348937708,1.4563670234427746,1.58593079683765,0.909500146276541,0.9452110279613932,0.3962126737291453,0.4604926746269556,0.2653456452855688,0.2051164681613539,2.04607608061694,2.2995104039167686,4.982632363424276,5.876376988984088,False,True,0.9955483870967742,0.7183049059257957,False,False,False,False,partial_scope_b,False,False,-31.586873843694242,-26.24809009910297,5.338783744591272,12.83891080765358,5.949494045051984,0.16504521201186506,0.15854828820554534,0.12956377339487535,1Q26,2026
austin,na,urban,ws05_repo,2025-03-06,2026-04-23,413,15431,8290,disclosed,disclosed,970764.0,675264.0,2053117.0,1537478.0,2.114949668508515,2.276854682020661,2.309481630196685,2.4498743621397794,2.0833230321684777,2.2379424936025023,0.9842,0.9992,0.015000000000000013,0.7258,0.9946,5.306682159618609,5.990307494550279,1.4563670234427746,1.5844014230552308,0.909500146276541,0.9423736494171168,0.3962126737291453,0.4610848497772723,0.2653456452855688,0.2065133044261207,2.04607608061694,2.2844390832328108,4.982632363424276,5.841254523522316,False,True,0.9955483870967742,0.7288552839810093,False,False,False,False,partial_scope_b,False,False,-30.439942148658172,-25.114934998833483,5.325007149824689,12.88234935443735,6.07897157991848,0.16190501351214603,0.1546194614340246,0.12803439961245622,2Q26,2026
austin,na,urban,ws05_repo,2025-06-13,2026-05-25,346,15187,8568,disclosed,disclosed,943660.0,685428.0,2010941.0,1570986.0,2.1310016319437084,2.291978150877992,2.3213631998017163,2.4659359816522275,2.099350931479558,2.3035205740063143,0.9834,0.9357,-0.047700000000000076,0.7274,0.5079,5.366711527456923,6.027711152739602,1.467079074922501,1.5890985872301542,0.9141904923383422,0.939205868450078,0.4003867918529979,0.4638109327310818,0.2601074539558739,0.2058684500779075,2.048264963455587,2.273109243697479,5.008559952591032,5.819561157796452,False,True,0.9798064516129033,0.7532969931422543,False,False,False,False,partial_scope_b,False,False,-27.364940762562785,-21.87806603972966,5.486874722833125,12.316660247171907,6.22792598171884,0.16097651893428377,0.20416964252675607,0.12201951230765329,2Q26,2026
austin,na,urban,ws05_repo,2025-06-13,2026-06-22,374,15187,11295,disclosed,disclosed,943660.0,868569.0,2010941.0,1903016.0,2.1310016319437084,2.190978494512238,2.3213631998017163,2.372325117643193,2.099350931479558,2.1845242001499017,0.9834,0.9375,-0.04590000000000005,0.7274,0.4868,5.366711527456923,5.554300234063154,1.467079074922501,1.4895875077861291,0.9141904923383422,0.9157349617589392,0.4003867918529979,0.4108101946995575,0.2601074539558739,0.2559750578249972,2.048264963455587,2.166976538291279,5.008559952591032,5.328198317839752,False,False,0.9798064516129033,0.9930543344469843,False,False,True,True,,True,False,-7.9574211050590264,-5.366890425924975,2.5905306791340514,3.4954125193146446,2.195344435796587,0.05997686256852974,0.08517326867034347,0.022508432863628247,2Q26,2026
austin,na,urban,ws05_repo,2025-06-13,2026-07-18,400,15187,11172,disclosed,disclosed,943660.0,862260.0,2010941.0,1888604.0,2.1310016319437084,2.190295270568042,2.3213631998017163,2.3698024523804064,2.099350931479558,2.1830822489736272,0.9834,0.9389,-0.044500000000000095,0.7274,0.4818,5.366711527456923,5.556931783916684,1.467079074922501,1.4894613664951364,0.9141904923383422,0.916636513348642,0.4003867918529979,0.4110303156820448,0.2601074539558739,0.2553301788323707,2.048264963455587,2.162638739706409,5.008559952591032,5.313372717508056,False,False,0.9798064516129033,0.9822401969403903,False,False,True,True,,True,False,-8.625988173706634,-6.083569831238211,2.542418342468423,3.5444471998646643,2.0866727181178657,0.05929363862433368,0.08373131749406904,0.022382291572635493,3Q26,2026
