scope,level,region,market,bucket,n_dumps,dump_dates,share_of_quotes,nights_share_of_quotes,market_share_min_nights_ge28,regulatory_min_market,n_quotes,nights_l365d,n_entire,share_entire,mean_quoted_nights,share_min_nights_ge28,share_min_nights_ge7,mean_base_price_per_night_lcy,wmean_base_price_per_night_lcy,share_with_weekly,nights_share_with_weekly,mean_rate_weekly,wmean_rate_weekly,mean_rate_weekly_cond,wmean_rate_weekly_cond,share_with_monthly,nights_share_with_monthly,mean_rate_monthly,wmean_rate_monthly,mean_rate_monthly_cond,wmean_rate_monthly_cond,share_with_longstay,nights_share_with_longstay,mean_rate_longstay,wmean_rate_longstay,mean_rate_longstay_cond,wmean_rate_longstay_cond,share_with_special,nights_share_with_special,mean_rate_special,wmean_rate_special,mean_rate_special_cond,wmean_rate_special_cond,share_with_early,nights_share_with_early,mean_rate_early,wmean_rate_early,mean_rate_early_cond,wmean_rate_early_cond,share_with_lastmin,nights_share_with_lastmin,mean_rate_lastmin,wmean_rate_lastmin,mean_rate_lastmin_cond,wmean_rate_lastmin_cond,share_with_other_host,nights_share_with_other_host,mean_rate_other_host,wmean_rate_other_host,mean_rate_other_host_cond,wmean_rate_other_host_cond,share_with_los_total,nights_share_with_los_total,mean_rate_los_total,wmean_rate_los_total,mean_rate_los_total_cond,wmean_rate_los_total_cond,share_with_host_all,nights_share_with_host_all,mean_rate_host_all,wmean_rate_host_all,mean_rate_host_all_cond,wmean_rate_host_all_cond,share_with_platform,nights_share_with_platform,mean_rate_platform,wmean_rate_platform,mean_rate_platform_cond,wmean_rate_platform_cond,mean_f_los,wmean_f_los,mean_f_host,wmean_f_host,mean_f_hostplat,wmean_f_hostplat,ratio_los,ratio_los_nw,ratio_host,ratio_host_nw,ratio_hostplat,ratio_hostplat_nw
latest_dump,global,global_pooled,ALL,7_27,34,,0.039012053732715865,0.02050428790386984,0.13848162380530102,False,23756,939149.0,19498,0.8207610708873547,11.59547061794915,0.0,0.8343997305943761,30502.18374408184,23233.198441199398,0.42119885502609866,0.5161853976312598,0.03874812526294554,0.047777712794807047,0.09199484946497445,0.09255921034197359,0.0,0.0,0.0,0.0,,,0.020710557332884325,0.045875574589335666,0.00316575459073688,0.007199146488656735,0.1528570448324092,0.15692765819504884,0.08873547735308975,0.03622960786840001,0.016012478030747162,0.005755675632732472,0.18045181598597226,0.1588666279149175,0.004798787674692709,0.0070414811707194495,0.000404402692390203,0.0005795534249120598,0.08427184526685669,0.08230561310339271,0.015111971712409496,0.01800779216077534,0.0009058333346096772,0.001092318902379714,0.05994143926737462,0.060658124695541986,0.0,0.0,0.0,0.0,,,0.441909412358983,0.5620609722205955,0.041913879853682424,0.054976859283463804,0.09484722135683747,0.09781298115444796,0.5473564573160464,0.6145606288246062,0.05923659391142942,0.06240440724348804,0.10822306582787951,0.10154312579841179,0.0,0.0,0.0,0.0,,,0.9580861201463183,0.9450231407165365,0.940763406088573,0.9375955927565125,0.940763406088573,0.9375955927565125,0.9589285470332144,0.9459317853844045,0.9689045199866289,0.9649797213598473,0.9689045199866289,0.9649797213598473
latest_dump,global,global_pooled,ALL,ge28,34,,0.14352645580845402,0.09341079274903506,0.13848162380530102,False,87399,4278454.0,63266,0.7238755592169247,38.58300438220117,0.9648508564171214,0.9745077174796051,16024.245505329753,7212.266765495498,0.01378734310461218,0.007187175554534418,0.0013435362320707005,0.0006925247659142194,0.09744707315082753,0.09635562129511402,0.4861382853350725,0.6116244325637251,0.09469180305529624,0.12903263199957518,0.19478367763203344,0.21096709864698102,0.012151168777674802,0.016706501928032882,0.0016872298099625486,0.002764801274314206,0.13885329393683313,0.1654925301672502,0.10646574903603016,0.024824153771432392,0.019715700903968795,0.0038878843174017493,0.18518350814679943,0.1566169929980019,0.00464536207508095,0.00671036781042872,0.0002837173639927644,0.00046785947515392325,0.06107540368375274,0.06972188237235122,0.006121351502877607,0.006108281168852113,0.000263433836325646,0.0002905284273957965,0.043035240861729225,0.04756304095451347,0.0,0.0,0.0,0.0,,,0.5120767972173594,0.6355181100462924,0.09772256909732946,0.1324899580398036,0.19083576844011838,0.2084755036015461,0.6265174658748955,0.6663776214492431,0.11798542120161742,0.137136230259755,0.18831944459338826,0.2057935708607832,0.523484250391881,0.6763824035504413,0.014318607460296891,0.018131706972436035,0.027352508599022732,0.02680688746079105,0.9022774309026722,0.8675100419601964,0.8820145787983789,0.8628637697402443,0.8676959713380759,0.8447320627678099,0.903070786271515,0.8683441573802182,0.9083983353954909,0.888065223992239,0.8936514145454513,0.8694039486223345
latest_dump,global,global_pooled,ALL,lt7,34,,0.8174614904588301,0.8860849193470951,0.13848162380530102,False,497785,40584963.0,389075,0.7816125435680062,1.9170204003736553,0.0,6.026698273350945e-06,38251.71967346479,20673.61896861082,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.009299195435780507,0.010607721879652816,0.0008785085077535508,0.0009605815999709247,0.09447145334458873,0.0905549382675146,0.07543216448868488,0.05637915697988932,0.013460083484488225,0.010989595842102512,0.1784395764820893,0.19492302529501365,0.008146087166146027,0.006720666469500046,0.0006106301121026167,0.000515307754799588,0.07495992857040716,0.07667509720028139,0.15465713109073195,0.16802678864090623,0.014093735392580027,0.0159083756106749,0.09112890749481008,0.09467761503597524,4.01779884890063e-06,1.2566230502661786e-05,1.3015787288004873e-06,4.0708703791738676e-06,0.32395318375797527,0.32395318375797527,0.009299195435780507,0.010607721879652816,0.0008785085077535508,0.0009605815999709247,0.09447145334458873,0.0905549382675146,0.2468535612764547,0.24072881377272662,0.029044259075653465,0.028377931677927126,0.11765784915343555,0.11788340262715243,0.0,0.0,0.0,0.0,,,0.9991214914922468,0.999039418400029,0.9709557409243542,0.971622068322073,0.9709557409243542,0.971622068322073,1.0,1.0,1.0,1.0,1.0,1.0
latest_dump,global,global_pooled,ALL_ex_regulatory_min,7_27,28,,0.04229086722947045,0.022050925533682875,0.0758096699923254,False,22042,866166.0,18327,0.8314581253969694,11.540059885672806,0.0,0.8334996824244624,32821.082122648586,25167.361362385484,0.42695762634969603,0.5232322672559302,0.03935136714265147,0.04870223099061985,0.092166914733644,0.09307956339550058,0.0,0.0,0.0,0.0,,,0.021050721350149713,0.04704179106545397,0.0032839492142622546,0.007475659072590441,0.15600174263096686,0.15891527306408904,0.09078123582252064,0.03753668465398088,0.016449812057474325,0.006014320806610809,0.18120277729677614,0.16022514673450183,0.0050812086017602755,0.007533198024397171,0.00043328775584791,0.0006247979752420208,0.08527257780713958,0.082939274026587,0.015470465475002268,0.01852993537035626,0.00092318836609884,0.001112511980548306,0.05967424623328631,0.06003863253231178,0.0,0.0,0.0,0.0,,,0.44800834769984577,0.5702740583213841,0.04263531635691372,0.05617789006321032,0.095166343609022,0.09851033769372455,0.5560293984211959,0.6245165476363653,0.06044160453633475,0.06392952082561144,0.10870217421588534,0.10236641617835149,0.0,0.0,0.0,0.0,,,0.9573646836430872,0.94382210993679,0.939558395463668,0.936070479174389,0.939558395463668,0.936070479174389,0.958165614161727,0.9447208517685466,0.9680161723847062,0.9639396531253345,0.9680161723847062,0.9639396531253345
latest_dump,global,global_pooled,ALL_ex_regulatory_min,ge28,28,,0.0805909439754413,0.05618807575999505,0.0758096699923254,False,42004,2207082.0,33627,0.800566612703552,43.56754118655366,0.9406723169221979,0.9574088182077898,33057.287647631674,13803.225913884056,0.015284258642034093,0.006660377820126302,0.001537311937701763,0.0006961514099196142,0.10058138727605118,0.10452130925906136,0.5535901342729264,0.6798741505752844,0.1146532579419532,0.15143364366318474,0.2071085643398186,0.22273775747327232,0.013427292638796304,0.022127859318321657,0.002069472214351225,0.0038964639816859922,0.15412431009150504,0.17608860964059714,0.10125226168936292,0.02797358684453047,0.018902050065667763,0.004364863624417187,0.18668274417077563,0.1560351787804654,0.006285115703266356,0.007962549646999975,0.00039472279512352444,0.0005839637209521396,0.06280278896351713,0.07333878554492376,0.006285115703266356,0.007007442405855333,0.0002842073749639149,0.0003494203067870409,0.04521911582569804,0.0498641710554866,0.0,0.0,0.0,0.0,,,0.5823016855537568,0.7086623877137325,0.11826004209400622,0.1560262590547904,0.20309067452130655,0.220170086291948,0.691886487001238,0.741584589969924,0.1378410223297617,0.16132450670694667,0.19922490888236566,0.21754026295704093,0.5930149509570517,0.7370274416627928,0.015947961919148733,0.019358140445676148,0.026893018284633,0.026265155612120273,0.8817399579059939,0.8439737409452098,0.8621589776702404,0.8386754932930535,0.8462110157510923,0.8193173528473782,0.8824776208403563,0.8447774035188089,0.8882724454179284,0.8636449734027074,0.8718414442913913,0.8437104923978007
latest_dump,global,global_pooled,ALL_ex_regulatory_min,lt7,28,,0.8771181887950883,0.9217609987063221,0.0758096699923254,False,457154,36207008.0,362205,0.792304125086951,1.9235421761594562,0.0,4.3748933619743015e-06,41610.567119020074,23132.245690647527,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.008948844371918434,0.010513268591538965,0.0008358998765998592,0.0009513305756657302,0.09340869523029381,0.09048856379750035,0.0766765685086426,0.05789887416270353,0.013683003982858577,0.011328151170834048,0.1784509172618529,0.19565408368736908,0.008541979289254825,0.007158890345206099,0.0006338741019627848,0.0005420838151008937,0.07420693500862865,0.07572176538000702,0.15715710679552186,0.17153720627785649,0.01424384350176224,0.016085612714085977,0.09063442177193425,0.09377331637330302,4.3748933619743015e-06,1.4085670928677675e-05,1.4172606332132073e-06,4.5630979427122886e-06,0.32395318375797527,0.32395318375797527,0.008948844371918434,0.010513268591538965,0.0008358998765998592,0.0009513305756657302,0.09340869523029381,0.09048856379750035,0.25065514028095565,0.24605974069992195,0.029398038723816945,0.028911741373629393,0.11728480290037187,0.11749886954846556,0.0,0.0,0.0,0.0,,,0.9991641001234004,0.9990486694243341,0.9706019612761919,0.9710882586263708,0.9706019612761919,0.9710882586263708,1.0,1.0,1.0,1.0,1.0,1.0
latest_dump,market,apac,bangkok,7_27,1,2026-08-30,0.1278080326752893,0.14144696162012213,0.20251872021783526,False,3755,217316.0,3402,0.9059920106524634,14.667909454061252,0.0,0.9462050599201065,2089.5646715387193,1753.7827462660202,0.40426098535286287,0.5078319129746545,0.03447016340100324,0.04422535417352374,0.08526710380155941,0.08708659901751979,0.0,0.0,0.0,0.0,,,0.03462050599201065,0.08208323363213017,0.006072924215196225,0.015271446899834092,0.1754140802158602,0.1860483100394857,0.21091877496671105,0.06043273389902262,0.03781175596780802,0.008823381168274644,0.17927164603424128,0.1460033428740404,0.009320905459387484,0.012585359568554548,0.0009110816253392073,0.0009691238911332369,0.09774604294710638,0.07700406856508611,0.04633821571238349,0.053323271181137145,0.002799827345367779,0.0032563031164386134,0.06042156138997707,0.061067204698996694,0.0,0.0,0.0,0.0,,,0.4388814913448735,0.5899151466067846,0.04054308761619948,0.05949680107335784,0.09237821237793026,0.10085654083572156,0.6966711051930758,0.6986186014835539,0.08206575255471431,0.07254560924920428,0.1177969804445536,0.10384150822086587,0.0,0.0,0.0,0.0,,,0.9594569123838028,0.9405031989266416,0.9179342474452917,0.927454390750796,0.9179342474452917,0.927454390750796,0.959707936083066,0.940919327790785,0.9691516625215189,0.9697076698497157,0.9691516625215189,0.9697076698497157
latest_dump,market,apac,bangkok,ge28,1,2026-08-30,0.21317222600408442,0.2978947889126244,0.20251872021783526,False,6263,457679.0,5432,0.8673159827558677,40.24189685454255,0.9500239501836181,0.9776464952897972,2253.1086435328434,1775.571765205789,0.004470700942040556,0.0018834161060481255,0.0003408259144894257,0.00020361931812209962,0.07623545365883119,0.10811170057865943,0.586779498642823,0.767002637219536,0.12649610738743755,0.17076270939516106,0.21557690355578815,0.22263640450337116,0.017403800095800736,0.03366333172376272,0.0027342277202897234,0.005853140979507073,0.1571052129557297,0.17387289610954876,0.18729043589334185,0.04517139742046281,0.03493670602038483,0.006681813200841351,0.18653758721711014,0.14792133036412253,0.011655756027462877,0.012183211377406435,0.0007694618916419377,0.0006491686570891913,0.066015614073335,0.05328387048205237,0.015168449624780457,0.016948560016955116,0.0008234417337865621,0.001100364304344512,0.054286479775844616,0.06492376362615597,0.0,0.0,0.0,0.0,,,0.6086539996806642,0.8025493850493468,0.12957116102221677,0.17681946969279028,0.21288147468052035,0.22032222936899776,0.8088775347277662,0.8498882404479996,0.16610077066803142,0.18525081585506528,0.2053472417477064,0.21797079549825807,0.6551173558997285,0.8043038898441921,0.01699238063009398,0.02033006703444248,0.025937918568432507,0.025276599169973896,0.8704288389777862,0.8231805303072096,0.8338992293319812,0.8147491841449342,0.8169068487018782,0.7944191171104913,0.8706565701705947,0.8235447493544735,0.8804277939642617,0.8518678015309865,0.8624872998780072,0.8306115304642238
latest_dump,market,apac,bangkok,lt7,1,2026-08-30,0.6590197413206262,0.5606582494672535,0.20251872021783526,False,19362,861383.0,10765,0.5559859518644769,1.615948765623386,0.0,0.0,3593.4694771373556,2806.691619569152,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.003821919223220742,0.007310336981342794,0.0002615625961041465,0.0004422577492591063,0.06843749980768224,0.060497587236788435,0.17870054746410494,0.07946174930315551,0.03180041434772705,0.014314062424817076,0.17795364815048875,0.18013777132198938,0.005939469063113315,0.004894454615426588,0.0005554525122930293,0.0003530429591554671,0.09351888298276202,0.07213121520071483,0.18551802499741762,0.25524418290121814,0.020230248628580375,0.02846385012749552,0.10904734798067184,0.11151615603522408,0.0,0.0,0.0,0.0,,,0.003821919223220742,0.007310336981342794,0.0002615625961041465,0.0004422577492591063,0.06843749980768224,0.060497587236788435,0.37341183762008057,0.3446306695163475,0.05284767808470581,0.04357321326072704,0.14152652048078476,0.1264345199511042,0.0,0.0,0.0,0.0,,,0.9997384374038963,0.9995577422507406,0.9471523219152607,0.9564267867392778,0.9471523219152607,0.9564267867392778,1.0,1.0,1.0,1.0,1.0,1.0
latest_dump,market,apac,barossa-valley,7_27,1,2026-08-30,0.0031446540880503146,0.0,0.0,False,1,0.0,1,1.0,7.0,0.0,1.0,421.3142857142857,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,1.0,,1.0,,1.0,,,,,,,
