check,year,decomposition,independent,gap_pp,note
A_fx,2021,2.085831915188181,2.0386618884263625,0.04717002676181847,03 re-derives FX from regional baskets; the letters disclose it and 02 validated a reconstruction
A_fx,2022,-3.8377551928025313,-5.1675659964293015,1.3298108036267702,03 re-derives FX from regional baskets; the letters disclose it and 02 validated a reconstruction
A_fx,2023,0.8488690246695254,0.18253751705320634,0.6663315076163191,03 re-derives FX from regional baskets; the letters disclose it and 02 validated a reconstruction
A_fx,2024,-0.2172762084492354,-0.4493887530562349,0.23211254460699948,03 re-derives FX from regional baskets; the letters disclose it and 02 validated a reconstruction
A_fx,2025,1.0571502937127066,1.304381161007667,-0.24723086729496035,03 re-derives FX from regional baskets; the letters disclose it and 02 validated a reconstruction
B_price,2021,,24.423507618487992,0.0,unexplained if the hotel-proxy price term is dropped; the proxy has r~0 with ABNB ADR ex-FX post-2023
B_price,2022,2.6720436393512434,9.398043639351243,6.726,unexplained if the hotel-proxy price term is dropped; the proxy has r~0 with ABNB ADR ex-FX post-2023
B_price,2023,-0.3982438023827614,1.8127561976172384,2.211,unexplained if the hotel-proxy price term is dropped; the proxy has r~0 with ABNB ADR ex-FX post-2023
B_price,2024,0.9538594955599092,2.5648594955599093,1.611,unexplained if the hotel-proxy price term is dropped; the proxy has r~0 with ABNB ADR ex-FX post-2023
B_price,2025,3.965218213332953,3.8682182133329532,-0.097,unexplained if the hotel-proxy price term is dropped; the proxy has r~0 with ABNB ADR ex-FX post-2023
C_subregional_mix,2025,,,,within-region country mix is unmeasurable from disclosure and lands entirely in the residual; sign is negative (expansion markets are lower-ADR and grow ~2x core)
D_rounding,2025,,,0.7143221592938447,whole-million nights rounding from 2022 puts a band on regional ADR
