block,quarter,region,weighted_regional_adr_usd,disclosed_global_adr_usd,residual_usd,residual_pct,weighted_regional_adr_yoy_pct,disclosed_global_adr_yoy_pct,residual_yoy_pp,n_regions_disclosed,n_regions_derived,n_regions_modelled,informative,note
quarterly,1Q21,total,159.82,159.82,0.0,0.0,,,,0.0,0.0,4.0,0,"regional ADR is A_r,y x S_q by construction here, so the residual is zero mechanically -- not a validation"
quarterly,2Q21,total,161.44999999999996,161.45,-2.842170943040401e-14,-2.220446049250313e-14,,,,0.0,0.0,4.0,0,"regional ADR is A_r,y x S_q by construction here, so the residual is zero mechanically -- not a validation"
quarterly,3Q21,total,149.15,149.15,0.0,0.0,,,,0.0,0.0,4.0,0,"regional ADR is A_r,y x S_q by construction here, so the residual is zero mechanically -- not a validation"
quarterly,4Q21,total,153.61,153.61,0.0,0.0,,,,0.0,0.0,4.0,0,"regional ADR is A_r,y x S_q by construction here, so the residual is zero mechanically -- not a validation"
quarterly,1Q22,total,168.07,168.07,0.0,0.0,5.162057314478785,5.162057314478785,0.0,0.0,0.0,4.0,0,"regional ADR is A_r,y x S_q by construction here, so the residual is zero mechanically -- not a validation"
quarterly,2Q22,total,163.74,163.74,0.0,0.0,1.418395788169735,1.418395788169735,0.0,0.0,0.0,4.0,0,"regional ADR is A_r,y x S_q by construction here, so the residual is zero mechanically -- not a validation"
quarterly,3Q22,total,156.44,156.44,0.0,0.0,4.887696949379805,4.887696949379805,0.0,0.0,0.0,4.0,0,"regional ADR is A_r,y x S_q by construction here, so the residual is zero mechanically -- not a validation"
quarterly,4Q22,total,152.81,152.81,0.0,0.0,-0.5207994271206329,-0.5207994271206329,0.0,0.0,0.0,4.0,0,"regional ADR is A_r,y x S_q by construction here, so the residual is zero mechanically -- not a validation"
quarterly,1Q23,total,168.59729981532786,168.43,0.16729981532785132,0.09932898849840388,0.31373821343956276,0.21419646575833173,0.09954174768123103,1.0,0.0,3.0,1,
quarterly,2Q23,total,166.1491892658752,166.01,0.13918926587521696,0.08384390450888457,1.471350473845856,1.3863442042262086,0.08500626961964741,2.0,0.0,2.0,1,
quarterly,3Q23,total,161.15736797341685,161.38,-0.22263202658314185,-0.1379551534162471,3.0154487173464917,3.1577601636410213,-0.14231144629452963,1.0,1.0,2.0,1,
quarterly,4Q23,total,157.43457226891886,156.73,0.7045722689188665,0.449545249102834,3.026354472167303,2.5652771415483278,0.46107733061897527,1.0,1.0,2.0,1,
quarterly,1Q24,total,172.9991889484215,172.88,0.11918894842150962,0.06894316775885034,2.6108894614061073,2.642047141245607,-0.031157679839499686,2.0,0.0,2.0,1,
quarterly,2Q24,total,169.60156685318765,169.53,0.07156685318764744,0.04221486060735913,2.07787808208193,2.120354195530405,-0.04247611344847524,2.0,0.0,2.0,1,
quarterly,3Q24,total,164.49467298542788,163.64,0.8546729854278965,0.522288551349237,2.070836136118537,1.40042136572065,0.6704147703978869,2.0,0.0,2.0,1,
quarterly,4Q24,total,159.58303630319358,158.13,1.453036303193585,0.918887183452588,1.364671052432409,0.8932559178204569,0.47141513461195217,4.0,0.0,0.0,1,
quarterly,1Q25,total,171.26003428585545,171.34,-0.07996571414454934,-0.046670779820556785,-1.005296425455826,-0.8907913003239232,-0.11450512513190292,4.0,0.0,0.0,1,
quarterly,2Q25,total,174.55714368353827,174.48,0.0771436835382815,0.044213482082922084,2.921893306941148,2.9198371969562764,0.0020561099848714903,4.0,0.0,0.0,1,
quarterly,3Q25,total,172.20380302721034,171.29,0.9138030272103492,0.5334829979627198,4.686553006166583,4.674896113419713,0.011656892746869651,4.0,0.0,0.0,1,
quarterly,4Q25,total,169.48905117915444,167.51,1.9790511791544532,1.1814525575514656,6.207436019164536,5.931828242585202,0.2756077765793341,4.0,0.0,0.0,1,
quarterly,1Q26,total,186.78019303097952,186.82,-0.03980696902047498,-0.02130765925515421,9.06233541867618,9.0346679117544,0.027667506921780216,4.0,0.0,0.0,1,
quarterly,2Q26,total,184.039888647657,183.73,0.3098886476570044,0.16866524120013882,5.432458829247566,5.30146721687299,0.1309916123745758,4.0,0.0,0.0,1,
annual,2021,na,221.92108898266986,221.92,0.00108898266987012,0.0004907095664474781,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2021,emea,123.71060705680465,123.71,0.0006070568046538938,0.0004907095664474781,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2021,latam,95.42046823506831,95.42,0.00046823506831117356,0.0004907095664474781,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2021,apac,109.75053855374918,109.75,0.0005385537491804371,0.0004907095664474781,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2022,na,240.7454704512938,240.29,0.45547045129382013,0.18955031474210404,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2022,emea,128.6493527939163,127.99,0.6593527939163124,0.515159617092209,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2022,latam,93.11046148878512,92.89,0.2204614887851193,0.23733608438487597,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2022,apac,117.39428489061085,117.41,-0.01571510938914855,-0.013384813379735405,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2023,na,238.165764384839,239.3219178082192,-1.1561534233802035,-0.48309550331561146,,,,3.0,0.0,1.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2023,emea,141.5842339557659,140.4,1.1842339557659045,0.8434714784657515,,,,2.0,2.0,0.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2023,latam,94.46729466655526,94.59375,-0.12645533344473847,-0.13368254609288366,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2023,apac,117.86997071716053,117.96078431372548,-0.09081359656495636,-0.07698626038584733,,,,0.0,0.0,4.0,0,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2024,na,245.91905016041625,245.5584415584416,0.36060860197466127,0.14685245584964424,,,,4.0,0.0,0.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2024,emea,149.66245822626706,148.0099502487562,1.6525079775108509,1.116484381444316,,,,4.0,0.0,0.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2024,latam,92.58171170088238,93.3157894736842,-0.7340777728018253,-0.7866597678079401,,,,1.0,0.0,3.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2024,apac,117.44431575909783,116.81967213114754,0.6246436279502916,0.5347075681303437,,,,1.0,0.0,3.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2025,na,254.855238298435,255.03164556962025,-0.1764072711852407,-0.06917073792596096,,,,4.0,0.0,0.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2025,emea,161.3924268709032,158.89302325581394,2.49940361508925,1.5730102957794978,,,,4.0,0.0,0.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2025,latam,92.83006651505787,94.91111111111113,-2.0810445960532604,-2.1926248377990287,,,,4.0,0.0,0.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
annual,2025,apac,118.76755751136524,118.2,0.5675575113652371,0.4801670992937712,,,,4.0,0.0,0.0,1,nights-weighted quarterly ADR vs 10-K annual regional ADR
passthrough,4Q24,emea,,1.04,,,,,,,,,0,implied pass-through = (reported +6 - exFX +6) / basket +0.19; basket <1% so 1pp rounding dominates -- not usable
passthrough,4Q24,latam,0.6856881642604091,0.62,0.06568816426040913,,,,,,,,1,implied pass-through = (reported -5 - exFX +4) / basket -13.13
passthrough,4Q24,apac,0.8565310492505354,0.86,-0.0034689507494646277,,,,,,,,1,implied pass-through = (reported +1 - exFX +2) / basket -1.17
passthrough,1Q25,na,,1.0,,,,,,,,,0,implied pass-through = (reported +2 - exFX +3) / basket -0.82; basket <1% so 1pp rounding dominates -- not usable
passthrough,1Q25,emea,0.8934554389099844,1.04,-0.14654456109001568,,,,,,,,1,implied pass-through = (reported +2 - exFX +4) / basket -2.24
passthrough,1Q25,latam,0.6095950257045902,0.62,-0.010404974295409763,,,,,,,,1,implied pass-through = (reported -7 - exFX +2) / basket -14.76
passthrough,1Q25,apac,0.9732596900167888,0.86,0.11325969001678882,,,,,,,,1,implied pass-through = (reported -1 - exFX +3) / basket -4.11
passthrough,2Q25,emea,1.1538461538461537,1.04,0.11384615384615371,,,,,,,,1,implied pass-through = (reported +9 - exFX +3) / basket +5.20
passthrough,2Q25,latam,0.5558767287766264,0.62,-0.06412327122337358,,,,,,,,1,implied pass-through = (reported -3 - exFX +2) / basket -8.99
passthrough,2Q25,apac,,0.86,,,,,,,,,0,implied pass-through = (reported +2 - exFX +1) / basket -0.34; basket <1% so 1pp rounding dominates -- not usable
passthrough,3Q25,emea,1.1169024571854058,1.04,0.07690245718540578,,,,,,,,1,implied pass-through = (reported +10 - exFX +4) / basket +5.37
passthrough,3Q25,latam,0.6550504388837941,0.62,0.03505043888379411,,,,,,,,1,implied pass-through = (reported +4 - exFX +3) / basket +1.53
passthrough,3Q25,apac,0.6198475175106923,0.86,-0.24015248248930765,,,,,,,,1,implied pass-through = (reported +2 - exFX +3) / basket -1.61
passthrough,4Q25,emea,1.0893987880438483,1.04,0.04939878804384823,,,,,,,,1,implied pass-through = (reported +12 - exFX +4) / basket +7.34
passthrough,4Q25,latam,0.7349158521349306,0.62,0.11491585213493061,,,,,,,,1,implied pass-through = (reported +9 - exFX +3) / basket +8.16
passthrough,4Q25,apac,,0.86,,,,,,,,,0,implied pass-through = (reported +2 - exFX +2) / basket -0.56; basket <1% so 1pp rounding dominates -- not usable
passthrough,1Q26,emea,1.156737998843262,1.04,0.11673799884326197,,,,,,,,1,implied pass-through = (reported +15 - exFX +4) / basket +9.51
passthrough,1Q26,latam,0.5664026151617888,0.62,-0.05359738483821119,,,,,,,,1,implied pass-through = (reported +10 - exFX +3) / basket +12.36
passthrough,1Q26,apac,0.8149627154557679,0.86,-0.04503728454423206,,,,,,,,1,implied pass-through = (reported +6 - exFX +2) / basket +4.91
passthrough,2Q26,emea,1.033858878263117,1.04,-0.006141121736882971,,,,,,,,1,implied pass-through = (reported +7 - exFX +5) / basket +1.93
passthrough,2Q26,latam,0.6121877842300427,0.62,-0.007812215769957276,,,,,,,,1,implied pass-through = (reported +9 - exFX +2) / basket +11.43
