source,market,dump_date,abnb_region,settlement,cdn_path,listings,listings_with_bookings,weight_source,occ_field_nonnull_share,bedrooms_field_nonnull_share,bedrooms_eh_nonnull_share,bedrooms_priv_nonnull_share,est_nights_ltm,bedroom_nights_ltm,bedrooms_per_booked_night,bedrooms_per_listing,bedrooms_cc_per_booked_night,bedrooms_f_per_booked_night,bedrooms_f_per_listing,capacity_per_booked_night,capacity_per_listing,mean_log_capacity_booked,mean_log_capacity_listing,share_bed_ge3_booked,share_bed_ge4_booked,share_cap_ge6_booked,share_cap_le2_booked,share_cap_ge6_listing,share_cap_le2_listing,share_entire_booked,share_entire_listing
ws05_repo,austin,2024-06-17,na,urban,,15159,9375,reconstructed_ia_model,0.0,0.9403,0.9871,0.7327,989754.0,2041632.0,2.0627671118277875,2.0255953558941884,2.2574704672629013,2.0334729639890314,2.0260901114849266,5.179343048878812,4.907381753413814,1.4353065598494315,1.3781539470590376,0.3026060010871388,0.1314806507475595,0.38254202559423856,0.2747652446971672,0.3580711128702421,0.3073421729665545,0.9018417707834472,0.8158849528333003
ws05_repo,austin,2024-09-13,na,urban,,15244,9283,reconstructed_ia_model,0.0,0.9385,0.987,0.7106,982962.0,2049325.0,2.0848466166545605,2.036473366570454,2.287373770309666,2.053750043236666,2.0319469955392284,5.235127604118979,4.939123589609027,1.4420183718907469,1.384514115219438,0.31183351950533184,0.13783950956395058,0.38721588423560627,0.27363977447754845,0.36138808711624243,0.30267646287063765,0.903668707437317,0.8241275255838363
ws05_repo,austin,2024-12-14,na,urban,,15500,9503,reconstructed_ia_model,0.0,0.9414,0.9874,0.7269,984278.0,2072525.0,2.105629710305422,2.0423225806451613,2.306488429283057,2.0739458262807866,2.039225806451613,5.2782704683026545,4.95941935483871,1.4476611925307319,1.3866233911127117,0.31855481886215076,0.14221083880773522,0.3936006900489496,0.27291476595027014,0.36438709677419356,0.3026451612903226,0.9040809608667469,0.8228387096774193
ws05_repo,austin,2025-03-06,na,urban,,15431,9316,disclosed,1.0,0.939,0.9842,0.7258,970764.0,2053117.0,2.114949668508515,2.04607608061694,2.309481630196685,2.0833230321684777,2.04234981530685,5.306682159618609,4.982632363424276,1.4563670234427746,1.3918615288792475,0.3193927669340849,0.14399483293570836,0.3962126737291453,0.26534564528556887,0.36698852958330636,0.29887888017626857,0.909500146276541,0.8246387142764565
ws05_repo,austin,2025-06-13,na,urban,,15187,9061,disclosed,1.0,0.9382,0.9834,0.7274,943660.0,2010941.0,2.1310016319437084,2.048264963455587,2.3213631998017163,2.099350931479558,2.0456640547836966,5.366711527456923,5.008559952591032,1.467079074922501,1.3953364910198174,0.32437530466481573,0.14884810207066104,0.4003867918529979,0.2601074539558739,0.36774873246855866,0.2965035885955093,0.9141904923383422,0.8229406729439652
ws05_repo,austin,2025-09-16,na,urban,,10533,7933,disclosed,1.0,0.9988,0.9988,0.9993,865058.0,1859214.0,2.1492362361830075,2.1579796829013578,2.338940179417278,2.1134311225374485,2.1280736732175067,5.464571161702453,5.334187790752872,1.4827719227474518,1.453690143767929,0.3267387851450423,0.15248110531316975,0.4104591830836776,0.25424422408670866,0.4021646254628311,0.26507167948352794,0.9169165535721304,0.868888255957467
ws05_repo,austin,2025-12-22,na,urban,,11251,8409,disclosed,1.0,0.9909,0.9961,0.9593,862801.0,1865181.0,2.1617742677627865,2.164963114389832,2.351397228481602,2.1278145250179357,2.1365656386099015,5.531336889966516,5.338903208603679,1.4928631094185016,1.4492959234755072,0.3296275734497294,0.15787186153006313,0.4126386038031945,0.24876535840825403,0.397653541907386,0.26904275175539955,0.9173586956899679,0.8578792996178117
ws05_repo,austin,2026-01-18,na,urban,,11374,8329,disclosed,1.0,0.9909,0.9958,0.9605,861506.0,1872572.0,2.173602969683322,2.1679268507121505,2.3638587925204972,2.1399380851671377,2.1392210304202566,5.5497083015092175,5.344030244417092,1.4960015709856125,1.4500226235501728,0.33380150573530537,0.16036104217498195,0.41486072064501,0.24888160964636347,0.3965183752417795,0.2661332864427642,0.9176964524913349,0.8575698962546158
ws05_repo,austin,2026-02-19,na,urban,,10422,7787,disclosed,1.0,0.9989,0.9992,0.9972,810550.0,1759392.0,2.1706150144963297,2.1704087507196315,2.356576780494505,2.1379328850780333,2.14023220111303,5.573432854234778,5.352331606217617,1.5012506730213915,1.4502523575605446,0.33325643081858,0.15981740793288507,0.4174634507433224,0.24605268027882302,0.40097869890616006,0.2692381500671656,0.9203960273888101,0.8636538092496642
ws05_repo,austin,2026-03-25,na,urban,,8170,6547,disclosed,1.0,0.9985,0.999,0.9948,664130.0,1514213.0,2.27999488052038,2.2995104039167686,2.4468841022568064,2.241871320374023,2.266217870257038,5.988002348937708,5.876376988984088,1.58593079683765,1.563468449921694,0.3609203017481517,0.18486290334723623,0.4604926746269556,0.20511646816135395,0.45495716034271727,0.21077111383108935,0.9452110279613931,0.8821297429620563
